epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,-0.2329667906188965,-1.1046840754382472,0.15085480585650787,0.0871993759714985,0.9945621762680725,balanced,1.0527984430009383,-1.1046840754382472,0.9945621762680725
2,-1.6121144295883179,-1.5558830888817954,0.15071207671179743,0.08689394075179595,0.992340035692301,balanced,0.3532725479999499,-1.5558830888817954,0.992340035692301
