split,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
test,all,7582,0.1453133604001994,0.08392871109939459,7582,0.14750285896434898,0.08407848801705714,-0.0021894985641495723,-0.00014977691766254742,0.014843770348063341,0.0017813940425779533
test,delta_yF,7582,0.19586630561741644,0.12075514857544492,7582,0.20073986918889436,0.11963815604066572,-0.004873563571477918,0.0011169925347792042,0.024278005117617865,-0.009336423861293314
test,delta_yN,7582,0.15490941697369742,0.09490754276679142,7582,0.15745170532467637,0.09602681762017791,-0.002542288350978944,-0.00111927485338649,0.016146464376086425,0.011655856990009206
test,delta_yT,7582,0.29931266209327834,0.18396799886990775,7582,0.30757187173614936,0.18693415813719935,-0.008259209642871024,-0.0029661592672916015,0.026852942033516607,0.015867401104481954
test,sigma_F,7582,0.03950932524086219,0.0202522489144726,7582,0.039509345228048616,0.02025226815310351,-1.9987186426762005e-08,-1.9238630910578536e-08,5.05885033310363e-07,9.499494459157829e-07
test,sigma_N,7582,0.13817236925127035,0.06343081128908569,7582,0.1381723700255101,0.06343081246374732,-7.742397556409486e-10,-1.1746616318530911e-09,5.603433996956152e-09,1.8518785842833824e-08
test,sigma_T,7582,0.07016274925594089,0.03643400855883229,7582,0.07016275779036485,0.03643402677543646,-8.534423959205562e-09,-1.8216604169563055e-08,1.2163752149972586e-07,4.999887682424538e-07
test,yF,7582,0.12235732814461746,0.06972549748401848,7582,0.12235731782178053,0.06972551372946802,1.0322836932474821e-08,-1.6245449541152368e-08,-8.436632247456211e-08,2.3299146427495697e-07
test,yN,7582,0.09553778419426369,0.05668840280028202,7582,0.09553779330623863,0.05668835822061447,-9.11197493846938e-09,4.457966754772835e-08,9.537560606263624e-08,-7.863989882056092e-07
test,yT,7582,0.19199230283044805,0.10919674063571617,7582,0.19602270025747787,0.10757628101310136,-0.004030397427029819,0.0016204596226148116,0.020560870867179414,-0.015063354183228003
train,all,50000,0.12288664036060738,0.06224221852408515,50000,0.1248449298433782,0.06123490618368968,-0.0019582894827708114,0.001007312340395472,0.015685775026887724,-0.016449969521857066
train,delta_yF,50000,0.19776643208787129,0.11510932220458985,50000,0.2022009018635997,0.11186797377765179,-0.004434469775728422,0.0032413484269380594,0.0219310088869921,-0.028974766570641092
train,delta_yN,50000,0.07836695794129046,0.027612605934143067,50000,0.07934493873418755,0.02274239585697651,-0.0009779807928970846,0.004870210077166558,0.012325685903840766,-0.2141467463584124
train,delta_yT,50000,0.3120070471090015,0.17839535079956054,50000,0.32030509859264245,0.17999399881690742,-0.008298051483640934,-0.001598648017346882,0.02590671057095544,0.008881673988325858
train,sigma_F,50000,0.03744501600938043,0.016813701152801515,50000,0.037445020556455356,0.016813713578448436,-4.547074924921013e-09,-1.2425646921110367e-08,1.214333670364915e-07,7.390185911717548e-07
train,sigma_N,50000,0.05286351197257995,0.010948922004699707,50000,0.05286352825944245,0.010948915025412181,-1.6286862497549848e-08,6.979287526381883e-09,3.080926119349724e-07,-6.374410167750062e-07
train,sigma_T,50000,0.05769523706347287,0.027418987312316893,50000,0.05769523115147189,0.02741898964176952,5.912000979046983e-09,-2.3294526273198723e-09,-1.0246949117034882e-07,8.495763913091941e-08
train,yF,50000,0.12257976367990522,0.06396903182983399,50000,0.12257975664877176,0.0639690606841445,7.0311334671169234e-09,-2.8854310510362247e-08,-5.73596624707231e-08,4.5106665944079015e-07
train,yN,50000,0.04674667100732446,0.012769169197082519,50000,0.04674666921357769,0.012769173685014248,1.7937467691742093e-09,-4.487931729371675e-09,-3.837164870461425e-08,3.5146610423497166e-07
train,yT,50000,0.20050912637464033,0.10714287628173828,50000,0.2044232235702551,0.1045899345868826,-0.00391409719561478,0.00255294169485569,0.01914702804923533,-0.024409057190249675
validation,all,7079,0.15071207671179743,0.08689394075179595,7079,0.15285879993141757,0.08700496754554611,-0.0021467232196201447,-0.000111026793750163,0.014043831435176153,0.0012760971802218274
validation,delta_yF,7079,0.2038899891929463,0.12683291488455622,7079,0.20865455511896802,0.12637161249738238,-0.00476456592602173,0.0004613023871738453,0.022834708417005946,-0.003650364018132637
validation,delta_yN,7079,0.15618490066558413,0.09197747793250172,7079,0.15875524487033807,0.09300383590745932,-0.002570344204753938,-0.0010263579749576063,0.01619060968255407,0.011035652077607348
validation,delta_yT,7079,0.32128396054015423,0.20191604219801196,7079,0.3293605282824525,0.20399671741411973,-0.008076567742298257,-0.0020806752161077746,0.02452196620043057,0.010199552436346015
validation,sigma_F,7079,0.049685536571116455,0.022243881548911035,7079,0.049685549207374356,0.022243895153124468,-1.263625790115519e-08,-1.3604213432855117e-08,2.543246095240849e-07,6.115931287755694e-07
validation,sigma_N,7079,0.11939878093424948,0.052417520716258034,7079,0.11939879356576141,0.05241752965408295,-1.263151193364731e-08,-8.937824917676362e-09,1.0579262617666432e-07,1.7051213547565895e-07
validation,sigma_T,7079,0.07981834580011898,0.042010034506461395,7079,0.0798183286950686,0.04201006240027146,1.710505038998722e-08,-2.789381006729208e-08,-2.1429978138647771e-07,6.639792581482058e-07
validation,yF,7079,0.12597895792352337,0.07259878133511641,7079,0.12597896583275048,0.07259873645060445,-7.909227106583927e-09,4.488451195439058e-08,6.278212441499327e-08,-6.182547265809456e-07
validation,yN,7079,0.09483472092899961,0.05311740369240364,7079,0.09483473592883976,0.053117398770957835,-1.4999840147744692e-08,4.921445806438385e-09,1.581682070481008e-07,-9.265223674938703e-08
validation,yT,7079,0.20533349784948401,0.11893140995194303,7079,0.20924249788120478,0.11728491966191246,-0.003909000031720761,0.0016464902900305695,0.018681673519019327,-0.014038380166663974
