split,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
train,all,50000,0.12288664036060738,0.06224221852408515,-1.6629351075744632,0.9308955555555555,0.4863404939100478
train,yN,50000,0.04674667100732446,0.012769169197082519,-2.3225236181640625,0.96772,0.2764416452026367
train,yF,50000,0.12257976367990522,0.06396903182983399,-1.5914890112304687,0.88774,0.37447007202148436
train,yT,50000,0.20050912637464033,0.10714287628173828,-1.1059903515625,0.88054,0.674929111328125
train,sigma_N,50000,0.05286351197257995,0.010948922004699707,-2.04843291015625,0.98588,0.38276301025390624
train,sigma_F,50000,0.03744501600938043,0.016813701152801515,-1.9667380859375,0.99746,0.4428054431152344
train,sigma_T,50000,0.05769523706347287,0.027418987312316893,-2.1231706469726563,0.96688,0.3351892956542969
train,delta_yN,50000,0.07836695794129046,0.027612605934143067,-2.0474428466796875,0.93248,0.2513918801879883
train,delta_yF,50000,0.19776643208787129,0.11510932220458985,-1.0987100648498536,0.87356,0.5659114361572266
train,delta_yT,50000,0.3120070471090015,0.17839535079956054,-0.6619184326171875,0.8858,1.0731625512695313
validation,all,7079,0.15071207671179743,0.08689394075179595,-1.3570622148684588,0.8861735022209666,0.48637468860392297
validation,yN,7079,0.09483472092899961,0.05311740369240364,-1.8397122127286694,0.8892498940528323,0.27677610752727033
validation,yF,7079,0.12597895792352337,0.07259878133511641,-1.559504457644309,0.8720158214437067,0.3739217108025829
validation,yT,7079,0.20533349784948401,0.11893140995194303,-1.083221810603987,0.8831755897725667,0.6743233297180702
validation,sigma_N,7079,0.11939878093424948,0.052417520716258034,-1.6268522475698368,0.9495691481847719,0.38306994437497793
validation,sigma_F,7079,0.049685536571116455,0.022243881548911035,-1.9365162122618396,0.9889814945613787,0.443285721542977
validation,sigma_T,7079,0.07981834580011898,0.042010034506461395,-1.9773491025392005,0.9070490182229128,0.33503575492737103
validation,delta_yN,7079,0.15618490066558413,0.09197747793250172,-0.49800493757946035,0.7451617460093234,0.2521483702483799
validation,delta_yF,7079,0.2038899891929463,0.12683291488455622,-1.057396343525966,0.8571832179686396,0.5662165831872881
validation,delta_yT,7079,0.32128396054015423,0.20191604219801196,-0.6350026093628602,0.8831755897725667,1.0725946751063886
test,all,7582,0.1453133604001994,0.08392871109939459,-1.372749756381731,0.8917611887804449,0.4866852930958328
test,yN,7582,0.09553778419426369,0.05668840280028202,-1.8316302308304206,0.8770772883144289,0.2773533657338619
test,yF,7582,0.12235732814461746,0.06972549748401848,-1.5942514510621373,0.8811659192825112,0.3737010508028884
test,yT,7582,0.19199230283044805,0.10919674063571617,-1.1449257969636144,0.8975204431548404,0.6758496428630308
test,sigma_N,7582,0.13817236925127035,0.06343081128908569,-1.4488400776510155,0.9161171194935374,0.3836867227556837
test,sigma_F,7582,0.03950932524086219,0.0202522489144726,-1.9612518688897225,0.9989448694275916,0.44333540207790656
test,sigma_T,7582,0.07016274925594089,0.03643400855883229,-2.047560667431911,0.9481667106304406,0.3345454202670593
test,delta_yN,7582,0.15490941697369742,0.09490754276679142,-0.5166461353910784,0.7350303350039568,0.2518496059295968
test,delta_yF,7582,0.19586630561741644,0.12075514857544492,-1.1111969662291241,0.8698232656291216,0.5662057806652475
test,delta_yT,7582,0.29931266209327834,0.18396799886990775,-0.6984446129865554,0.9020047480875758,1.0736406467672202
