record_type,profile,selected,best_epoch,probabilistic_validation_loss,epochs_ran,time_role,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
profile_selection,v2_primary,True,56,-2.1295730842380074,60,model_selection,all,1016,,,,,
profile_selection,legacy_diagnostic,False,19,-1.5764868259429932,20,model_selection,all,1016,,,,,
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,all,7909,0.10660566721958672,0.06979355005721498,-1.8937460176577732,0.9060282940672371,0.33807498702888245
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,yN,7909,0.07982913156250356,0.05183260014874396,-2.05138956422766,0.8930332532557845,0.25758108982380884
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,yF,7909,0.1502731891540844,0.10008008230771016,-1.4229058914290682,0.8722973827285371,0.46527515565238176
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,yT,7909,0.16024689854603433,0.10929643961614266,-1.4227817876403168,0.9070678973321532,0.5083587198888084
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,sigma_N,7909,0.0590004535543307,0.026066814697049544,-2.436282189851887,0.9455051207485143,0.17863254737636958
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,sigma_F,7909,0.047140483583271275,0.028845115412742123,-2.5630747985261055,0.9078265267416867,0.15756687700168148
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,sigma_T,7909,0.07964803754755187,0.046542472130339796,-2.2012753855007943,0.926412947275256,0.24358533935701218
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,delta_yN,7909,0.07934795313709316,0.05363457554706145,-2.056641022434637,0.8989758502971299,0.2586823918150505
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,delta_yF,7909,0.1433354274982807,0.10238578295734833,-1.4663132356322208,0.897458591478063,0.46512138799825803
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,training,delta_yT,7909,0.16062943039313043,0.10945806769779681,-1.4230502836772685,0.9056770767480086,0.5078713743465711
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,all,1016,0.10726453127971841,0.07174286859033406,-1.7660361529439559,0.9027777777777778,0.3437391149298934
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,yN,1016,0.08898890643262997,0.059701865113626316,-1.9198454008327694,0.8858267716535433,0.2661224725678211
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,yF,1016,0.1268777199368512,0.09001238515057902,-1.571094422828494,0.9124015748031497,0.4705750923457108
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,yT,1016,0.15481532901521652,0.10576173451941782,-1.4100810974601685,0.905511811023622,0.5156155984232745
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,sigma_N,1016,0.08757230463326184,0.04112063430425689,-1.8092379832830954,0.9084645669291339,0.1864928147924228
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,sigma_F,1016,0.0653264168490708,0.040159077156247114,-2.1139644112173968,0.844488188976378,0.16224221357210414
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,sigma_T,1016,0.07043187994663976,0.04531800653052142,-2.1805848850039986,0.9399606299212598,0.24549002159298874
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,delta_yN,1016,0.08925553907211263,0.06119029165252926,-1.912378626545583,0.890748031496063,0.2673565721887303
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,delta_yF,1016,0.12703493602637256,0.09579491427564245,-1.5692105631190023,0.9281496062992126,0.469202432106799
selected_profile_metric,v2_primary,True,56,-2.1295730842380074,60,model_selection,delta_yT,1016,0.1550777496053103,0.10662690861018624,-1.4079279862050935,0.9094488188976378,0.5105548167791892
