profile,epoch,training_loss,probabilistic_validation_loss,best_probabilistic_validation_loss,best_epoch,epochs_without_improvement,batch_order_sha256
v2_primary,1,-0.03223349363693231,-0.3156042300810025,-0.3156042300810025,1,0,c8829d183d2c7ff6367d163cfc53a00401c544e99b3c2746a6137356afdd7351
v2_primary,2,-0.9250385479252413,-1.3303308937493272,-1.3303308937493272,2,0,86e9d1a381232274417e6272935af0a77d322f36ff0312dc3cee55a518ac1bd5
v2_primary,3,-1.4580266489393567,-1.5127761345210038,-1.5127761345210038,3,0,8c2795a4d1f1968216a2084ca005a985d0aef34d2c88766aaf0d4876ba0690d7
v2_primary,4,-1.5680013461847917,-1.5639878614680973,-1.5639878614680973,4,0,baa816d57d9f28be59761d6befd31fa62eb9d48dae2fb6fb3806883f1142c21f
v2_primary,5,-1.6285373802989334,-1.5767603464952604,-1.5767603464952604,5,0,e88f4901a2ccd416d3bb14bccbbfc386bc5358b7f1879180ddaf8d490cb10f70
v2_primary,6,-1.6472600803074997,-1.5773149184354647,-1.5773149184354647,6,0,bcd64261df9c3ef7de7e3a28d66c7c383815fd0ce9ae98ec1e2f5dc02773413d
v2_primary,7,-1.6690731350639132,-1.6046257657328928,-1.6046257657328928,7,0,b759536fa26b9db219aaf8cee6e79e25e0cde0277ab6f561fe7015eb93d609a4
v2_primary,8,-1.6926404731676692,-1.6356499138779528,-1.6356499138779528,8,0,756904d79725c2160c8bee8faa4caecf5f63cb3ef95a9199de58b7e9fc6eac25
v2_primary,9,-1.725786825244685,-1.6662979182295912,-1.6662979182295912,9,0,7d7089ed224e352540beefb5291b46482c0111be90ac43be63a1d19732bf92f1
v2_primary,10,-1.7626049721311838,-1.7095719754226564,-1.7095719754226564,10,0,74033c99e243ef8d0ceb81dc0742a247030071cef1742e667559790891c74794
v2_primary,11,-1.8060878894319725,-1.7363830598320549,-1.7363830598320549,11,0,48af42a1c7ff6f114ecc184d5c2f0c5a96383ab947625aacf24e6a3180f503a3
v2_primary,12,-1.8547068796472552,-1.8037679195404053,-1.8037679195404053,12,0,69cf00fb438124236730030a511d52bb5ef940fc0be61c0b59f11bea3b376876
v2_primary,13,-1.9057590257113133,-1.8422636619703037,-1.8422636619703037,13,0,c9ae063617e8b022f3f039d64eb8d69b611ddc42a68cd380a771200156434e6b
v2_primary,14,-1.9513283518958686,-1.8973423092384039,-1.8973423092384039,14,0,587527eac95ee2a38829257e29df5996ef6a421f51fa4e35ef88d6c356c968ab
v2_primary,15,-1.9778719906831665,-1.9009986036405788,-1.9009986036405788,15,0,bd61216fb4cdf04e59a59902b147a7f9e6fed8525f0ac2f852879e44db50c3df
v2_primary,16,-2.007175623413464,-1.913948001824026,-1.913948001824026,16,0,0715b8900b1d59b420fa2ff8137aecbb21891529fb8ab277ef37752f6c6d4a74
v2_primary,17,-2.017730855869424,-1.9282340862619596,-1.9282340862619596,17,0,8008d26ae652823699ddaebe7c20e509ef0dc2ff1713308d17ccfce3fa38fab3
v2_primary,18,-2.022779519073519,-1.9469592148863424,-1.9469592148863424,18,0,7fb76b69347dbaa7664dfb693c49dc1c668341504350b4e1a2401dd9b83ba01e
v2_primary,19,-2.028918510502849,-1.925029180181308,-1.9469592148863424,18,1,9f0b1beea5f6659fd83a6f65d18afa0e47fa3f0c02fca0520396961a2bce7a6f
v2_primary,20,-2.0274845658187877,-1.9206247761493593,-1.9469592148863424,18,2,b0e572d3aa2c0c494eba20c348691d9ee16047de7d9cc69d3187d26aee631607
v2_primary,21,-2.0313230517360017,-1.9518116421586886,-1.9518116421586886,21,0,da4450ba16a830e4525810b81873d668d3d6fac820f0dd4f62f58241f73eed20
v2_primary,22,-2.037179327083457,-1.9554707788106964,-1.9554707788106964,22,0,a48296b9aee66ac3079919e007b54acaa89920bdd4bf87a64133503fad783ebd
v2_primary,23,-2.048160400473826,-1.961331064306845,-1.961331064306845,23,0,ffadcbd5973e9383a852964e53f7575488241238c3f146c1a959011cee86e0c4
