calibration_version,target_event,rollout_horizon_months,calibration_split,selection_objective,fbeta_beta,min_recall,min_precision,score_column,selected_threshold,constraint_satisfied,calibration_rows,calibration_positive_rows,calibration_positive_rate,calibration_predicted_positive_rows,calibration_predicted_positive_rate,calibration_precision,calibration_recall,calibration_macro_f1,calibration_fbeta,calibration_specificity,calibrator_path,calibrator_method,calibrator_training_rows,calibrator_positive_rows
pipe_neural_ode_rollout_alert_calibration_v0,bloom_h,1,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.14093959731543623,True,3049,410,0.13447031813709412,993,0.325680551000328,0.3554884189325277,0.8609756097560975,0.6773758043201203,0.670338017470566,0.7574838954149299,models/pipe_neural_ode/adaptive_wqp_focused/rollout_calibrators/rollout_bloom_h1_irc_mean_isotonic.joblib,isotonic,3049,410
pipe_neural_ode_rollout_alert_calibration_v0,bloom_h,2,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.14285714285714285,True,3158,441,0.1396453451551615,942,0.2982900569981001,0.3651804670912951,0.780045351473923,0.6782906859363043,0.6356245380635624,0.7799043062200957,models/pipe_neural_ode/adaptive_wqp_focused/rollout_calibrators/rollout_bloom_h2_irc_mean_isotonic.joblib,isotonic,3158,441
pipe_neural_ode_rollout_alert_calibration_v0,bloom_h,3,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.13043478260869565,True,3184,457,0.14353015075376885,1126,0.353643216080402,0.3241563055062167,0.7986870897155361,0.641442151490728,0.6178063642518619,0.720938760542721,models/pipe_neural_ode/adaptive_wqp_focused/rollout_calibrators/rollout_bloom_h3_irc_mean_isotonic.joblib,isotonic,3184,457
pipe_neural_ode_rollout_alert_calibration_v0,irc_alert,1,validation,fbeta,2.0,,,alert_probability_irc,0.1796875,True,5069,2232,0.44032353521404616,3136,0.6186624580785165,0.6683673469387755,0.9390681003584229,0.7671915567678018,0.8687002652519893,0.6334155798378569,,none,0,0
pipe_neural_ode_rollout_alert_calibration_v0,irc_alert,2,validation,fbeta,2.0,,,alert_probability_irc,0.1953125,True,5069,2267,0.4472282501479582,3532,0.6967843756164924,0.6002265005662514,0.9351565946184385,0.6859305835923661,0.8412698412698412,0.49607423269093504,,none,0,0
pipe_neural_ode_rollout_alert_calibration_v0,irc_alert,3,validation,fbeta,2.0,,,alert_probability_irc,0.171875,True,5069,2270,0.4478200828565792,4150,0.8187019135924245,0.5320481927710843,0.9726872246696036,0.5744255026066672,0.8344671201814058,0.30618077884958916,,none,0,0
