module,status,base_seed,module_seed,train_rows,prediction_rows,input_dimension,rule_count,epochs,curve_initial_pre_update_loss,curve_last_pre_update_loss,minimum_curve_pre_update_loss,final_checkpoint_loss,quality_gate_output_standard_deviation,quality_gate_output_scope,materialized_surface_output_standard_deviation,maximum_parameter_delta,centers_ordered,centers_in_unit_interval
ANFIS-N,passed,20260613,20260714,4096,42110,3,27,60,0.07267074286937714,0.0014702797634527087,0.0014702797634527087,0.0014305382501333952,0.24895173128008583,locked_hash_ranked_training_sample_4096,0.17139193801714248,1.3876283168792725,True,True
ANFIS-F,passed,20260613,20260815,4096,42110,4,81,60,0.09144725650548935,0.0013722691219300032,0.0013722691219300032,0.0013576876372098923,0.19158572390442258,locked_hash_ranked_training_sample_4096,0.1948867848145977,1.4746489524841309,True,True
ANFIS-T-no-current,passed,20260613,20261017,4096,42110,1,3,60,0.19397743046283722,0.01536171417683363,0.01536171417683363,0.015053588896989822,0.3199041020748036,locked_hash_ranked_training_sample_4096,0.3144752928368262,1.435840368270874,True,True
