experiment_id,record_id,scenario_id,horizon_months,endpoint,availability_state,status,attempted_denominator,successful_denominator,estimate,ci95_lower,ci95_upper,p_value,limitation,evidence_path
E6,E6:ablate_temperature:h1:irc_alert_h,ablate_temperature,1,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:ablate_temperature:h2:bloom_h,ablate_temperature,2,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:ablate_temperature:h2:irc_alert_h,ablate_temperature,2,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:ablate_temperature:h3:bloom_h,ablate_temperature,3,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:ablate_temperature:h3:irc_alert_h,ablate_temperature,3,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_moderate:h1:bloom_h,combined_moderate,1,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_moderate:h1:irc_alert_h,combined_moderate,1,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_moderate:h2:bloom_h,combined_moderate,2,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_moderate:h2:irc_alert_h,combined_moderate,2,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_moderate:h3:bloom_h,combined_moderate,3,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_moderate:h3:irc_alert_h,combined_moderate,3,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_severe:h1:bloom_h,combined_severe,1,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_severe:h1:irc_alert_h,combined_severe,1,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_severe:h2:bloom_h,combined_severe,2,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_severe:h2:irc_alert_h,combined_severe,2,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_severe:h3:bloom_h,combined_severe,3,bloom_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E6,E6:combined_severe:h3:irc_alert_h,combined_severe,3,irc_alert_h,model_unavailable,model_unavailable,44880,0,,,,,M0_or_P1_model_unavailable_under_formal_lock,reports/closure_v1/06_degradation/failure_registry.csv
E9,E9:tp_reduction_10,tp_reduction_10,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:tp_reduction_25,tp_reduction_25,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:tn_reduction_10,tn_reduction_10,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:tp_tn_reduction_10,tp_tn_reduction_10,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:clarity_mild,clarity_mild,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:clarity_strong,clarity_strong,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:oxygen_support_05,oxygen_support_05,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:nutrient_clarity_mild,nutrient_clarity_mild,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
E9,E9:nutrient_clarity_strong,nutrient_clarity_strong,,delta_objective_vs_no_action,model_unavailable,model_unavailable,13464,0,,,,,P1_model_unavailable_no_action_ranking,reports/closure_v1/09_planning/planning_bootstrap.csv
