target,blend_weight,validation_rows,validation_mae,validation_rmse,selection_metric,selection_objective
delta_yF,0.0,18186,0.11994353633869288,0.1927551329535033,balanced,1.3361263347045493
delta_yF,0.1,18186,0.11487360440057771,0.18497243031895422,balanced,1.280915655402488
delta_yF,0.2,18186,0.11007051794072471,0.1776624235078046,balanced,1.228829758559106
delta_yF,0.35,18186,0.10349279680779622,0.1677178817333858,balanced,1.157729542757815
delta_yF,0.5,18186,0.09779068315355584,0.15919991575718526,balanced,1.0964507059822153
delta_yF,0.65,18186,0.09328042347806391,0.15234800331619017,balanced,1.0475834349507864
delta_yF,0.8,18186,0.090523316104276,0.14739467100101758,balanced,1.0150568614143114
delta_yF,0.9,18186,0.08988973780537313,0.14524624150890483,balanced,1.0040765476954396
delta_yF,1.0,18186,0.09002593462189,0.14407161191385348,balanced,1.0007575771152641
delta_yN,0.0,18186,0.0867517429990736,0.14485519522375723,balanced,1.2426472043765355
delta_yN,0.1,18186,0.08474434634764229,0.14141762091576648,balanced,1.213525840862271
delta_yN,0.2,18186,0.08278304196211629,0.13809424941131423,balanced,1.1852242304362925
delta_yN,0.35,18186,0.07994923496697322,0.13334192129619343,balanced,1.1445443353652118
delta_yN,0.5,18186,0.07726316788691336,0.12889619047903234,balanced,1.1062373070990206
delta_yN,0.65,18186,0.07472920582971727,0.12478983667981695,balanced,1.0704748657765624
delta_yN,0.8,18186,0.07240873425100997,0.12105739103129678,balanced,1.0378451577765255
delta_yN,0.9,18186,0.07101125076345965,0.11879437779388251,balanced,1.0181291758151163
delta_yN,1.0,18186,0.06972000447617996,0.11672394073575089,balanced,1.0
delta_yT,0.0,18186,0.2019909697502973,0.312860496215387,balanced,1.316527945439684
delta_yT,0.1,18186,0.1944703517751464,0.30046914251826246,balanced,1.265919033717245
delta_yT,0.2,18186,0.18745004017728267,0.28880071259738904,balanced,1.218459608411075
delta_yT,0.35,18186,0.1777692371294153,0.2728549455514986,balanced,1.1533243649567755
delta_yT,0.5,18186,0.1691197473250586,0.25908124300090957,balanced,1.0961421635380246
