record_type,profile,selected,best_epoch,probabilistic_validation_loss,epochs_ran,time_role,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
profile_selection,v2_primary,True,60,-1.878800625876179,60,model_selection,all,1016,,,,,
profile_selection,legacy_diagnostic,False,20,-1.3784278631210327,20,model_selection,all,1016,,,,,
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,all,7909,0.12750852048143135,0.08317355738765893,-1.6658419100499795,0.912223767578427,0.403464170065706
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,yN,7909,0.12441034810042682,0.08438798241465172,-1.607270359797037,0.9036540649892527,0.40213976088449227
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,yF,7909,0.1563516511652866,0.10537969329019822,-1.3821702996462693,0.891136679731951,0.48526371015220005
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,yT,7909,0.1830404700185476,0.11911487326125819,-1.2841354719319467,0.8916424326716399,0.5643619889932059
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,sigma_N,7909,0.07832037082336457,0.041773856974896086,-2.091697759431749,0.9382981413579466,0.24618722238225935
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,sigma_F,7909,0.05974029951454824,0.03877555580925347,-2.3339820907154825,0.9127576179036541,0.19723681629435091
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,sigma_T,7909,0.08669350292645833,0.047146754735699944,-1.986916968789018,0.9694019471488178,0.283769989303066
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,delta_yN,7909,0.12442945260923631,0.08740961357229562,-1.6058812485676919,0.9077000885067644,0.40554267149204276
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,delta_yF,7909,0.15084775490769087,0.10447109597177538,-1.4205986830358908,0.903274750284486,0.4784011802234425
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,training,delta_yT,7909,0.1837428342673228,0.12010259045890165,-1.279924308534729,0.8921481856113289,0.5682741908662945
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,all,1016,0.12692538163946265,0.08411296667597946,-1.598323605087694,0.9124015748031495,0.3996892188164819
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,yN,1016,0.12280952744271352,0.08720590185931348,-1.603110245832308,0.906496062992126,0.41154978594442054
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,yF,1016,0.13165525357215888,0.09669991741030234,-1.5393057395154097,0.9202755905511811,0.4744035165140948
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,yT,1016,0.18180824318668884,0.12072619115273783,-1.2152717169814222,0.8799212598425197,0.5537263765109806
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,sigma_N,1016,0.11748049295935907,0.0548953015034593,-1.4647569431094674,0.9232283464566929,0.2549387038223387
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,sigma_F,1016,0.059478491050346936,0.041043613839337204,-2.325171282910925,0.9143700787401575,0.19346962575837384
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,sigma_T,1016,0.09250178873395042,0.04753862966702679,-1.8843424639363928,0.9586614173228346,0.2774804933803288
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,delta_yN,1016,0.12240566057208513,0.08791145189540593,-1.6027070894016056,0.9114173228346457,0.4153839471771961
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,delta_yF,1016,0.1305905952095486,0.0977989970229742,-1.5501851359690269,0.922244094488189,0.46378740926427164
selected_profile_metric,v2_primary,True,60,-1.878800625876179,60,model_selection,delta_yT,1016,0.18359838202831255,0.1231966957332581,-1.2000618281326896,0.875,0.5524631109763318
