profile,epoch,training_loss,probabilistic_validation_loss,best_probabilistic_validation_loss,best_epoch,epochs_without_improvement,batch_order_sha256
v2_primary,1,0.03771644234770332,-0.17632604607446925,-0.17632604607446925,1,0,22cff91e38b245136f89a72701e47ccac766a4aa5f1605b3cb7a4a9beff9a9f7
v2_primary,2,-0.6878862733228391,-1.007438264493867,-1.007438264493867,2,0,564766f577d4b4ae25362d789d84181e30e574263d2530b222efd105a78afb17
v2_primary,3,-1.1594181966202828,-1.2597274498676692,-1.2597274498676692,3,0,4928bed2f8dcf7da9349fe7e6abfd3b712b4c3271425b30eadca4ce536938945
v2_primary,4,-1.298938130168792,-1.3274206927442176,-1.3274206927442176,4,0,3140fda921a5bd5eff1aa2beb44ada46023d6c60d0dabeaefcd32d18e451531e
v2_primary,5,-1.3611446384654695,-1.3585785139264084,-1.3585785139264084,5,0,3e968946175ae62c7cb263bba0ee3eeeaf1959f1ff1cef6f3991784d0817e4e3
v2_primary,6,-1.4017713381768118,-1.4088170218655443,-1.4088170218655443,6,0,8bc40b0e7fb39044313008b07df5222018b016be4a028b993415f0936cf04f1f
v2_primary,7,-1.4418130941676768,-1.4519233318764393,-1.4519233318764393,7,0,3f8a0457588d2a157097ce0d496a87c08599cfa20bedc02a3735cceb7b8f86f0
v2_primary,8,-1.4882962868900664,-1.501182884681882,-1.501182884681882,8,0,f48955590bcb7a0e58b3dfba65a8ddabfa27033d832fa7a087b280ce96e1cab9
v2_primary,9,-1.5342251540194993,-1.5546936453796747,-1.5546936453796747,9,0,978ce425bf7490ee6d8cc601f37e88dd9d5bf49badfecaa81cbd13f95e43e7d0
v2_primary,10,-1.5784335548649517,-1.5951624658164076,-1.5951624658164076,10,0,cde5ed430790547adf3599d4aa98f19a849424faaa51e5223f90e7ae0681e2ed
v2_primary,11,-1.6194933086298318,-1.638824803622689,-1.638824803622689,11,0,eb66dd19f2414dbac726982f987db0bc2647a36e3050047dd9221ff0c1536f7b
v2_primary,12,-1.6534430437917609,-1.654385103015449,-1.654385103015449,12,0,d7d9ba31b244fb89a2a4479340934d00c2144ad9de9923acd9bfc1cba160dff5
v2_primary,13,-1.6772186364849022,-1.6748136854547215,-1.6748136854547215,13,0,c42d8be3165106bf503af3c9926f216f68b11f35c2182ce9cf8c1b1f124db415
v2_primary,14,-1.6986140827415777,-1.6912525591887826,-1.6912525591887826,14,0,2c2420e3a3968428c4986a521fd4e139f09573516172b195ede87313928b6d3f
v2_primary,15,-1.717967195884062,-1.6972830671025074,-1.6972830671025074,15,0,a857504c4290d5464dca73fec46775db6318c6978466ddfe6ab5ccd5c7c84086
v2_primary,16,-1.7424675577855588,-1.7420119272442314,-1.7420119272442314,16,0,7740122f993d585b5fcd08621320d29b03cc11009319f47e4e74c0d06527989c
v2_primary,17,-1.7654835799503363,-1.7719697154413059,-1.7719697154413059,17,0,84081d9eda304417f5edf27c69b325f776c1039a697de7c621eef78844cd2136
v2_primary,18,-1.7916643057479646,-1.8020462285815262,-1.8020462285815262,18,0,8d003e026aae6f43a81aa301649ae8cfa3793d5f1ed15e31f663a42db6cca0ac
v2_primary,19,-1.8085353853940993,-1.816025573437608,-1.816025573437608,19,0,584870f87f26163f7dd19551a59db9bbf4c89ebb809a7449b6d16b31db58f046
v2_primary,20,-1.817508639902242,-1.8187560584601454,-1.8187560584601454,20,0,dc4033a0bbefee4385a4b1e921ff8bd820f457b1850f901d63792fa5072faa1e
v2_primary,21,-1.8213986471429127,-1.8282467812065064,-1.8282467812065064,21,0,3e2c54d905427296e21a4e787f0849fa750daae93b01d9d5b27397b3832599e1
v2_primary,22,-1.8282548734641042,-1.8306213570392038,-1.8306213570392038,22,0,9a55a83e47164e692f2c6d0d2e5135475a45304b99f7372d5003fe30df9f43f2
v2_primary,23,-1.826689584349573,-1.820048552798474,-1.8306213570392038,22,1,acb87fc30fd2c8460af7ec78f8f84e2d8486d256b68c0963aefdd7b5afcc9dc4
v2_primary,24,-1.8359518377168063,-1.8219868507910901,-1.8306213570392038,22,2,f723b1c5b7363e8711c817f5ec25613808d3cece914729c165fdce16ee2d3cbb
v2_primary,25,-1.8382763738260812,-1.8337161118589986,-1.8337161118589986,25,0,10e2a1a2252bf6a41d0fad8f77323be090e16f6c5d90a96599a1f69c5c7390d7
v2_primary,26,-1.8415363620213514,-1.8237689583320318,-1.8337161118589986,25,1,0f511448bf85deac96eb55974528bc7a4330f2d63c4410998e6c5cb16a5d2bb5
v2_primary,27,-1.8454823784105303,-1.849515204354534,-1.849515204354534,27,0,02fe30e7cce5e1f969533f2576b7308874a9b0a1fc79a721a39640a0e47cd7f8
v2_primary,28,-1.8454426140410813,-1.8355854252191979,-1.849515204354534,27,1,ad0af27c011f8c60295a2c2affd1933df4f56f66de6d1ffbeb62f2df9da16035
v2_primary,29,-1.8524431140342332,-1.8511941273381392,-1.8511941273381392,29,0,5ffe5ccdda22a2dad896acfdd3c38d753b601f4ced1a2ce7fc247620e965e388
v2_primary,30,-1.8571084557358541,-1.8479195532836312,-1.8511941273381392,29,1,6c1488ce0d1fdb8ed5cf645badc267604b6f19c8066713e05f1186420904c097
v2_primary,31,-1.8550306385876874,-1.8450412102571623,-1.8511941273381392,29,2,7196ab65bd5af6a1935eb572fee737a10093c8a991fec56e0997fd694d694bc4
v2_primary,32,-1.8516126840963785,-1.824680490756598,-1.8511941273381392,29,3,b3ff019787998941d6503639f8a4bad9cc6ba4d306f224f8d0d5d16a07031596
v2_primary,33,-1.854479490241083,-1.8394970565330324,-1.8511941273381392,29,4,bcfb6e039e9d268fe1b6d177b35dd2011cc1a105a219cc8eecb162cef97a46c6
v2_primary,34,-1.8600249779421847,-1.8499256926258718,-1.8511941273381392,29,5,618b37e3acc9f494a77bde12933498b87e9724e48a192e068b0b2e32f8191a55
v2_primary,35,-1.8554553962986784,-1.8511727907526212,-1.8511941273381392,29,6,cdba541a4b4944688a511daab21cd401d6975c30ef3821bbce559b5bda349013
v2_primary,36,-1.862887549903755,-1.8281382603908147,-1.8511941273381392,29,7,5ab2dbca1236cef9304f0b1af3bc8b7b71e3dca462bf917185eb048f48d291da
v2_primary,37,-1.8666444265641973,-1.854209161180211,-1.854209161180211,37,0,2b4528807c73213dd7362f2b924fd37c6c86e47450cef730ddd4586f19479a4e
v2_primary,38,-1.8699425759154515,-1.8411774156600471,-1.854209161180211,37,1,66d1473a9f76006453f6704249fb1f2be3c2d011d1584e4398716585ee0fcea3
v2_primary,39,-1.870365272145278,-1.8399743386140959,-1.854209161180211,37,2,d63829f902840d7e4f917583b8015eccf1bfefdbe268e3b1784d9cfd0706d10e
v2_primary,40,-1.8746615784224614,-1.854653399760329,-1.854653399760329,40,0,d55a0b15f71e5e38026f40b09e6a68e582de398a8a804996ac625f1e34cf0f07
v2_primary,41,-1.871362085980883,-1.8557592414495514,-1.8557592414495514,41,0,5b77be55ba1a10d3197db820e737d7537b65ce47f21be082725125ad002d8c34
v2_primary,42,-1.8760205984025164,-1.8500921942117645,-1.8557592414495514,41,1,376863aa4eae79e66bce60780445eb9e2c0b7a265e7fdc6e56347400a0e40048
v2_primary,43,-1.877351681265793,-1.8475857447451494,-1.8557592414495514,41,2,a9f65ad8a0c720ab67f71ffd4b56b62f22d5c7b97c5196711772e027c6c3f32f
v2_primary,44,-1.8844231346612454,-1.8497252670798714,-1.8557592414495514,41,3,2b101136626a7fd5d73f8c5fa8fedece243e35b32f2118ef258985116378fc65
v2_primary,45,-1.8780763345205433,-1.8512192072830802,-1.8557592414495514,41,4,675b7fd0274b54879ed3a73d86ee0ad8c9f0b8ff9f9f864c5b2369c156c9bc0a
v2_primary,46,-1.8830616339854638,-1.8471109876482505,-1.8557592414495514,41,5,d199449e07a0083748894ecb4e629baa335697eec41505e4f8bc566cd0a6dda8
v2_primary,47,-1.8887801737682244,-1.8567404981673232,-1.8567404981673232,47,0,4e4f4e8956dd2b75a4fe3d0d3fc1e1dfefdd402e4dd1ed2265bb9cd5dcb63b57
v2_primary,48,-1.891313987354636,-1.8556676671260923,-1.8567404981673232,47,1,c31d1d26ddedccb3e7eb653155a0d16abaebadaafbb9bba18b997511a093c1ae
v2_primary,49,-1.892455766092195,-1.8591469507517777,-1.8591469507517777,49,0,2b10d8d5ec989fbef865c383d72cc1470ff330bdd3b5bf0b97a6f1c8b1efeddc
v2_primary,50,-1.8898812634767963,-1.8293053784708337,-1.8591469507517777,49,1,d85cc4529484d2826e8622a9e7356e84d2128385580d4be1444094c858c1d625
