record_type,profile,selected,best_epoch,probabilistic_validation_loss,epochs_ran,time_role,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
profile_selection,v2_primary,True,59,-1.8769133222384715,60,model_selection,all,1016,,,,,
profile_selection,legacy_diagnostic,False,20,-1.398644208908081,20,model_selection,all,1016,,,,,
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,all,7909,0.12818027791786402,0.08379838858565697,-1.6542382390284647,0.9033449937483318,0.3930218299574935
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,yN,7909,0.12465594595138194,0.08507430042474727,-1.6084794562871907,0.8972057150082184,0.3885258110182402
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,yF,7909,0.15612146770588697,0.10655331439805522,-1.3720897636456983,0.8854469591604501,0.4736537337679977
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,yT,7909,0.18328340658589906,0.1198886838057563,-1.280824374513509,0.887469970919206,0.5597697436575915
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,sigma_N,7909,0.07898293417639873,0.04224560139890356,-2.0863898269203793,0.9336199266658237,0.24269394362706845
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,sigma_F,7909,0.062177109308267135,0.04016242351042424,-2.2845819723833705,0.8886079150335061,0.18581103928879852
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,sigma_T,7909,0.08913361132104045,0.04855145225182453,-1.9561935349562207,0.9559994942470603,0.2719082747326893
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,delta_yN,7909,0.12382687726488728,0.08504247840247574,-1.6144810318570022,0.9016310532304969,0.3903274478253982
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,delta_yF,7909,0.15226993037276915,0.10675628918705525,-1.3997883610394408,0.8913895562017954,0.46463360932943776
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,training,delta_yT,7909,0.1831712185742454,0.11991095389167071,-1.2853158296533715,0.8887343532684284,0.55987286637022
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,all,1016,0.12678781651459747,0.08422019016502828,-1.5931978734668053,0.9067147856517936,0.3918597354037868
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,yN,1016,0.12258582170682121,0.08750599012600155,-1.6008253322811576,0.90748031496063,0.4063442410446527
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,yF,1016,0.13125975178899035,0.09726137251365842,-1.5378836684339627,0.9133858267716536,0.46897581806333044
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,yT,1016,0.17939627612716794,0.11922161973367526,-1.221387007105069,0.8730314960629921,0.5397309731310747
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,sigma_N,1016,0.1178603144235954,0.0549869593672865,-1.4841825229915109,0.9212598425196851,0.2579893878125769
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,sigma_F,1016,0.06130204991630499,0.04111336535356176,-2.2835425429456815,0.8917322834645669,0.18315771808774453
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,sigma_T,1016,0.09365620890105507,0.04991333878885104,-1.8540489617295153,0.9537401574803149,0.26896245460810625
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,delta_yN,1016,0.12185066707284367,0.08786785696435162,-1.604918111966351,0.9104330708661418,0.40808272174024207
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,delta_yF,1016,0.1319471102439663,0.09978743050042099,-1.5403077133058563,0.9153543307086615,0.4549294569360928
selected_profile_metric,v2_primary,True,59,-1.8769133222384715,60,model_selection,delta_yT,1016,0.1812321484506323,0.12032377813744732,-1.2116850004421444,0.8740157480314961,0.5385648472102609
