evidence_id,evidence_block,hypothesis_id,cohort,estimand,comparison_or_scenario,horizon_months,metric,estimate,ci95_lower,ci95_upper,denominator,availability_state,adjudication,artifact_path,limitation,authority_commit
DEG:legacy_posthoc:site_weighted:M0:h1:temporal_block:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,M0:temporal_block,1,aupd_pr_auc,0.9704218682,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h2:mcar:brier,degradation,H3|H4,legacy_posthoc,site_weighted,M0:mcar,2,aupd_brier,0.9936228369,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h2:mcar:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,M0:mcar,2,aupd_pr_auc,0.9607768874,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h2:temporal_block:brier,degradation,H3|H4,legacy_posthoc,site_weighted,M0:temporal_block,2,aupd_brier,0.9959623197,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h2:temporal_block:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,M0:temporal_block,2,aupd_pr_auc,1.007506857,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h3:mcar:brier,degradation,H3|H4,legacy_posthoc,site_weighted,M0:mcar,3,aupd_brier,0.998695137,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h3:mcar:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,M0:mcar,3,aupd_pr_auc,1.041257323,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h3:temporal_block:brier,degradation,H3|H4,legacy_posthoc,site_weighted,M0:temporal_block,3,aupd_brier,0.9962660073,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:M0:h3:temporal_block:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,M0:temporal_block,3,aupd_pr_auc,1.022260261,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h1:mcar:brier,degradation,H3|H4,legacy_posthoc,site_weighted,P1:mcar,1,aupd_brier,0.9464081934,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h1:mcar:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,P1:mcar,1,aupd_pr_auc,0.9162422481,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h1:temporal_block:brier,degradation,H3|H4,legacy_posthoc,site_weighted,P1:temporal_block,1,aupd_brier,0.9613276108,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h1:temporal_block:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,P1:temporal_block,1,aupd_pr_auc,0.9470453428,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h2:mcar:brier,degradation,H3|H4,legacy_posthoc,site_weighted,P1:mcar,2,aupd_brier,0.969533648,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h2:mcar:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,P1:mcar,2,aupd_pr_auc,0.9435674382,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h2:temporal_block:brier,degradation,H3|H4,legacy_posthoc,site_weighted,P1:temporal_block,2,aupd_brier,0.9775847634,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h2:temporal_block:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,P1:temporal_block,2,aupd_pr_auc,0.948502446,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h3:mcar:brier,degradation,H3|H4,legacy_posthoc,site_weighted,P1:mcar,3,aupd_brier,0.9665690293,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h3:mcar:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,P1:mcar,3,aupd_pr_auc,0.9239367394,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h3:temporal_block:brier,degradation,H3|H4,legacy_posthoc,site_weighted,P1:temporal_block,3,aupd_brier,0.9682589904,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
DEG:legacy_posthoc:site_weighted:P1:h3:temporal_block:pr_auc,degradation,H3|H4,legacy_posthoc,site_weighted,P1:temporal_block,3,aupd_pr_auc,0.9364281352,,,5,descriptive_available,descriptive_only,reports/closure_v2/06_degradation/aupd.csv,"Deterministic simulated missingness, not field robustness.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_B2:h1:brier,inference,H2,fresh_primary,observation_weighted,P1_vs_B2,1,brier,0.03023834262,0.01478294522,0.05096706645,966,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_B2:h1:pr_auc,inference,H2,fresh_primary,observation_weighted,P1_vs_B2,1,pr_auc,-0.2819033583,-0.3438836258,-0.2142785281,966,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_B2:h2:brier,inference,H2,fresh_primary,observation_weighted,P1_vs_B2,2,brier,0.02351004893,0.009213297491,0.03961784543,933,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_B2:h2:pr_auc,inference,H2,fresh_primary,observation_weighted,P1_vs_B2,2,pr_auc,-0.1584143523,-0.2175297656,-0.09324699607,933,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_B2:h3:brier,inference,H2,fresh_primary,observation_weighted,P1_vs_B2,3,brier,0.02434703856,0.01144897813,0.03884128766,885,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_B2:h3:pr_auc,inference,H2,fresh_primary,observation_weighted,P1_vs_B2,3,pr_auc,-0.1526595888,-0.238870845,-0.06612042629,885,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_P0:h1:brier,inference,H1,fresh_primary,observation_weighted,P1_vs_P0,1,brier,0.002055873068,-0.001011642412,0.005453926569,966,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_P0:h1:pr_auc,inference,H1,fresh_primary,observation_weighted,P1_vs_P0,1,pr_auc,-0.04497649063,-0.08956259203,-0.0004556595153,966,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_P0:h2:brier,inference,H1,fresh_primary,observation_weighted,P1_vs_P0,2,brier,0.002107102614,-0.002951400702,0.007192867568,933,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_P0:h2:pr_auc,inference,H1,fresh_primary,observation_weighted,P1_vs_P0,2,pr_auc,-0.07079146781,-0.116440171,-0.01671478627,933,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_P0:h3:brier,inference,H1,fresh_primary,observation_weighted,P1_vs_P0,3,brier,0.003125665605,-0.001579000088,0.007856921527,885,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:observation_weighted:P1_vs_P0:h3:pr_auc,inference,H1,fresh_primary,observation_weighted,P1_vs_P0,3,pr_auc,-0.04513365937,-0.08855070947,-0.004660644076,885,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_B2:h1:brier,inference,H2,fresh_primary,site_weighted,P1_vs_B2,1,brier,0.02448469225,0.002102309335,0.05032821824,966,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_B2:h1:pr_auc,inference,H2,fresh_primary,site_weighted,P1_vs_B2,1,pr_auc,-0.2638031387,-0.3553004631,-0.1609410627,966,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_B2:h2:brier,inference,H2,fresh_primary,site_weighted,P1_vs_B2,2,brier,-0.003559144922,-0.02947602523,0.01900638388,933,confirmatory_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_B2:h2:pr_auc,inference,H2,fresh_primary,site_weighted,P1_vs_B2,2,pr_auc,-0.01529692622,-0.1495730441,0.1174386847,933,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_B2:h3:brier,inference,H2,fresh_primary,site_weighted,P1_vs_B2,3,brier,0.01234885105,-0.004252231913,0.02763481958,885,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_B2:h3:pr_auc,inference,H2,fresh_primary,site_weighted,P1_vs_B2,3,pr_auc,-0.1296106595,-0.2302197768,0.001093303121,885,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_P0:h1:brier,inference,H1,fresh_primary,site_weighted,P1_vs_P0,1,brier,0.001447809436,-0.003153784623,0.006274871613,966,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_P0:h1:pr_auc,inference,H1,fresh_primary,site_weighted,P1_vs_P0,1,pr_auc,-0.04583380627,-0.08568188962,-0.004824012316,966,confirmatory_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_P0:h2:brier,inference,H1,fresh_primary,site_weighted,P1_vs_P0,2,brier,-0.003835480949,-0.01481694073,0.004153715509,933,confirmatory_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_P0:h2:pr_auc,inference,H1,fresh_primary,site_weighted,P1_vs_P0,2,pr_auc,-0.04454403446,-0.1138720574,0.04646597461,933,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_P0:h3:brier,inference,H1,fresh_primary,site_weighted,P1_vs_P0,3,brier,0.005088340336,-0.001277021287,0.01337803275,885,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:fresh_primary:site_weighted:P1_vs_P0:h3:pr_auc,inference,H1,fresh_primary,site_weighted,P1_vs_P0,3,pr_auc,-0.05551094939,-0.1288449656,0.01451300508,885,confirmatory_available,inconclusive,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_B2:h1:brier,inference,H2,legacy_posthoc,observation_weighted,P1_vs_B2,1,brier,0.09468032902,0.03747507907,0.1570817954,635,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_B2:h1:pr_auc,inference,H2,legacy_posthoc,observation_weighted,P1_vs_B2,1,pr_auc,-0.1963445585,-0.3235978435,-0.07864392163,635,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_B2:h2:brier,inference,H2,legacy_posthoc,observation_weighted,P1_vs_B2,2,brier,0.0855008304,0.02433590894,0.1510022392,625,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_B2:h2:pr_auc,inference,H2,legacy_posthoc,observation_weighted,P1_vs_B2,2,pr_auc,-0.1867248033,-0.3100938327,-0.07947523141,625,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_B2:h3:brier,inference,H2,legacy_posthoc,observation_weighted,P1_vs_B2,3,brier,0.07589695061,0.02263968149,0.1399272637,609,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_B2:h3:pr_auc,inference,H2,legacy_posthoc,observation_weighted,P1_vs_B2,3,pr_auc,-0.1811395883,-0.3051888744,-0.07391257293,609,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_P0:h1:brier,inference,H1,legacy_posthoc,observation_weighted,P1_vs_P0,1,brier,-0.002031125629,-0.01153269043,0.007156741289,635,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_P0:h1:pr_auc,inference,H1,legacy_posthoc,observation_weighted,P1_vs_P0,1,pr_auc,0.01666636577,-0.02712752654,0.05068177314,635,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_P0:h2:brier,inference,H1,legacy_posthoc,observation_weighted,P1_vs_P0,2,brier,-0.001808983759,-0.01068710927,0.00817095429,625,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_P0:h2:pr_auc,inference,H1,legacy_posthoc,observation_weighted,P1_vs_P0,2,pr_auc,0.01963195441,-0.01453460869,0.05375442416,625,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_P0:h3:brier,inference,H1,legacy_posthoc,observation_weighted,P1_vs_P0,3,brier,-0.003302532311,-0.0127621185,0.006104662089,609,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:observation_weighted:P1_vs_P0:h3:pr_auc,inference,H1,legacy_posthoc,observation_weighted,P1_vs_P0,3,pr_auc,0.02785533748,-0.01316647234,0.06524597717,609,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_B2:h1:brier,inference,H2,legacy_posthoc,site_weighted,P1_vs_B2,1,brier,0.07008771388,0.02169938136,0.1263020533,635,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_B2:h1:pr_auc,inference,H2,legacy_posthoc,site_weighted,P1_vs_B2,1,pr_auc,-0.2097626601,-0.3417147522,-0.083773828,635,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_B2:h2:brier,inference,H2,legacy_posthoc,site_weighted,P1_vs_B2,2,brier,0.05735901899,0.006177095002,0.1141922425,625,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_B2:h2:pr_auc,inference,H2,legacy_posthoc,site_weighted,P1_vs_B2,2,pr_auc,-0.2236636783,-0.3345927118,-0.08157175649,625,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_B2:h3:brier,inference,H2,legacy_posthoc,site_weighted,P1_vs_B2,3,brier,0.05252667039,0.009928555344,0.0998352736,609,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_B2:h3:pr_auc,inference,H2,legacy_posthoc,site_weighted,P1_vs_B2,3,pr_auc,-0.2070828745,-0.3424292399,-0.06568244911,609,posthoc_available,inferior,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_P0:h1:brier,inference,H1,legacy_posthoc,site_weighted,P1_vs_P0,1,brier,-0.005578882494,-0.0157621046,0.004671705713,635,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_P0:h1:pr_auc,inference,H1,legacy_posthoc,site_weighted,P1_vs_P0,1,pr_auc,0.02525057318,-0.02207111544,0.06337984508,635,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_P0:h2:brier,inference,H1,legacy_posthoc,site_weighted,P1_vs_P0,2,brier,-0.001515518555,-0.01014567143,0.007607927912,625,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_P0:h2:pr_auc,inference,H1,legacy_posthoc,site_weighted,P1_vs_P0,2,pr_auc,0.01984137018,-0.02182884487,0.05534076787,625,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_P0:h3:brier,inference,H1,legacy_posthoc,site_weighted,P1_vs_P0,3,brier,-0.005871099647,-0.01521378712,0.004241272104,609,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
INF:legacy_posthoc:site_weighted:P1_vs_P0:h3:pr_auc,inference,H1,legacy_posthoc,site_weighted,P1_vs_P0,3,pr_auc,0.04024067658,-0.01754114911,0.08910286585,609,posthoc_available,descriptively_favorable,reports/closure_v2/05_inference/pairwise_effects.csv,Cohort and estimand specific; no universal ranking.,e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:clarity_mild,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,clarity_mild,1|2|3,delta_objective_vs_no_action,-0.07301855323,-0.07451383414,-0.07171291334,5634,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:clarity_strong,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,clarity_strong,1|2|3,delta_objective_vs_no_action,-0.1410553553,-0.1423935727,-0.1398332697,5634,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:nutrient_clarity_mild,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,nutrient_clarity_mild,1|2|3,delta_objective_vs_no_action,-0.1343604035,-0.1372502718,-0.1317164264,5634,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:nutrient_clarity_strong,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,nutrient_clarity_strong,1|2|3,delta_objective_vs_no_action,-0.1983647358,-0.2019292203,-0.1951885448,5634,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:oxygen_support_05,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,oxygen_support_05,1|2|3,delta_objective_vs_no_action,-0.02789814038,-0.02835203933,-0.02739115086,6744,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:tn_reduction_10,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,tn_reduction_10,1|2|3,delta_objective_vs_no_action,-0.04014434618,-0.04059895729,-0.03966195764,5031,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
PLAN:fresh_primary:tp_reduction_10,planning,H5a,fresh_primary,observation_weighted_pooled_h1_h3,tp_reduction_10,1|2|3,delta_objective_vs_no_action,-0.05170928217,-0.05403668215,-0.04984337408,6858,confirmatory_available,no_positive_evidence,reports/closure_v2/07_planning/planning_bootstrap.csv,"Raw-proxy simulation; no causality, official recommendation, or universal optimum.",e85990193ce2c97cbf7b2f200e8320fa05bbe5ac
