calibration_version,target_event,split,rollout_horizon_months,score_column,threshold,rows,positive_rows,positive_rate,predicted_positive_rows,predicted_positive_rate,tn,fp,fn,tp,precision,recall,specificity,macro_f1,fbeta,pr_auc,roc_auc,brier
pipe_neural_ode_continuous_direct_alert_calibration_v2,bloom_h,test,1,rollout_probability_bloom_calibrated,0.140625,4673,852,0.18232398887224482,1398,0.2991654183607961,3136,685,139,713,0.5100143061516452,0.8368544600938967,0.8207275582308297,0.7588280095202304,0.7417811069496464,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_calibration_v2,bloom_h,test,2,rollout_probability_bloom_calibrated,0.1414141414141414,4710,863,0.18322717622080678,1667,0.35392781316348193,2938,909,105,758,0.4547090581883623,0.8783314020857474,0.76371198336366,0.7260198374226265,0.7403789802695838,0.6408503499000523,0.9025706928485004,0.09352313708614307
pipe_neural_ode_continuous_direct_alert_calibration_v2,bloom_h,test,3,rollout_probability_bloom_calibrated,0.12598425196850394,4757,883,0.18562118982552028,1782,0.37460584401933994,2871,1003,104,779,0.4371492704826038,0.8822197055492639,0.7410944759938048,0.7114929748306884,0.7329695144900263,0.6253571329838052,0.8970984950048848,0.09520137601621388
pipe_neural_ode_continuous_direct_alert_calibration_v2,bloom_h,validation,1,rollout_probability_bloom_calibrated,0.140625,3049,410,0.13447031813709412,933,0.3060019678583142,2057,582,59,351,0.3762057877813505,0.8560975609756097,0.7794619173929519,0.6939524410171367,0.6820831713952585,0.6077260649189911,0.9001183005388219,0.07503730451649751
pipe_neural_ode_continuous_direct_alert_calibration_v2,bloom_h,validation,2,rollout_probability_bloom_calibrated,0.1414141414141414,3158,441,0.1396453451551615,1076,0.3407219759341355,2010,707,72,369,0.3429368029739777,0.8367346938775511,0.7397865292602135,0.662080501005277,0.6496478873239436,0.5789586349784638,0.8838200229177673,0.07925642132255872
pipe_neural_ode_continuous_direct_alert_calibration_v2,bloom_h,validation,3,rollout_probability_bloom_calibrated,0.12598425196850394,3184,457,0.14353015075376885,1130,0.3548994974874372,1969,758,85,372,0.3292035398230089,0.8140043763676149,0.7220388705537221,0.6462430643667099,0.6288032454361054,0.548414156475192,0.8663627121282516,0.08603898396747668
pipe_neural_ode_continuous_direct_alert_calibration_v2,irc_alert,test,1,alert_probability_irc,0.2421875,6145,2549,0.41480878763222134,3353,0.545646867371847,2659,937,133,2416,0.7205487623024157,0.9478226755590428,0.7394327030033371,0.8256019790580738,0.891578714296258,0.9297957340140774,0.9457359338718623,0.08961167735137815
pipe_neural_ode_continuous_direct_alert_calibration_v2,irc_alert,test,2,alert_probability_irc,0.1875,6145,2661,0.43303498779495525,3748,0.609926769731489,2288,1196,109,2552,0.6808964781216649,0.9590379556557685,0.6567164179104478,0.7872395266295863,0.886603668704836,0.9218422872660001,0.9371058375626853,0.09775908107773087
pipe_neural_ode_continuous_direct_alert_calibration_v2,irc_alert,test,3,alert_probability_irc,0.234375,6145,2733,0.44475183075671276,3794,0.6174125305126119,2234,1178,117,2616,0.6895097522403796,0.9571899012074643,0.6547479484173505,0.7884420142856987,0.8882249083254108,0.9291637883666415,0.9389385260862311,0.09762307548057364
pipe_neural_ode_continuous_direct_alert_calibration_v2,irc_alert,validation,1,alert_probability_irc,0.2421875,5069,2232,0.44032353521404616,3010,0.5938054843164332,1960,877,99,2133,0.7086378737541528,0.9556451612903226,0.6908706379978851,0.8072325585454836,0.8933657229016586,0.9083896621982145,0.9310987330753497,0.10378928983157427
pipe_neural_ode_continuous_direct_alert_calibration_v2,irc_alert,validation,2,alert_probability_irc,0.1875,5069,2267,0.4472282501479582,3277,0.6464785953837049,1708,1094,84,2183,0.6661580714067745,0.9629466254962505,0.609564596716631,0.7655483091377737,0.884163628999595,0.8925517122018661,0.9189067799892131,0.11328062387490136
pipe_neural_ode_continuous_direct_alert_calibration_v2,irc_alert,validation,3,alert_probability_irc,0.234375,5069,2270,0.4478200828565792,3131,0.6176760702308147,1811,988,127,2143,0.6844458639412329,0.9440528634361234,0.6470167917113254,0.7790878529480522,0.8774875112603392,0.8784730872996946,0.909163751056466,0.11994423248236832
