split,horizon_months,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
train,2,delta_yF,106375,0.12150937208103739,0.06725305061474811,106375,0.17646486394361743,0.10125434928747237,-0.054955491862580044,-0.034001298672724264,0.3114245557695778,0.3358008708958347
train,2,delta_yN,106375,0.04703267939921339,0.014433513324073003,106375,0.06663919798319273,0.019895080287083897,-0.01960651858397934,-0.005461566963010894,0.2942190058908626,0.27451846809367253
train,2,delta_yT,106375,0.18878777125322213,0.10713850245044318,106375,0.2907456349537142,0.17265637746624884,-0.10195786370049206,-0.06551787501580567,0.35067719491893123,0.37946976519076575
train,2,sigma_F,106375,0.038068841104314806,0.01907838280472716,106375,0.040119356395926085,0.019120964800008737,-0.0020505152916112795,-4.2581995281575774e-05,0.05111037354077542,0.0022269794294875913
train,2,sigma_N,106375,0.05493587485664532,0.011974820728167523,106375,0.055059067618753746,0.011926209464406574,-0.0001231927621084261,4.861126376094933e-05,0.002237465460938268,-0.004076002849524674
train,2,sigma_T,106375,0.05290670183291027,0.030484056134341606,106375,0.06340482945975807,0.031745274283631005,-0.010498127626847806,-0.0012612181492893983,0.16557299682527782,0.03972931964678999
train,2,yF,106375,0.10844990796445554,0.06793339928560896,106375,0.13805953097925386,0.07567881698431896,-0.029609623014798317,-0.007745417698709997,0.21446996672216526,0.10234591405300228
train,2,yN,106375,0.041416073652636616,0.0134453160776795,106375,0.050835113738425815,0.014430834828756671,-0.009419040085789199,-0.0009855187510771704,0.1852861023239814,0.0682925667691313
train,2,yT,106375,0.16611179790057568,0.10435883384193573,106375,0.2493782301183124,0.14001315338084896,-0.08326643221773672,-0.03565431953891324,0.33389615516251225,0.25464978595211074
train,3,all,100807,0.09192485362004836,0.04971034860304958,100807,0.13129953678660092,0.0702312528258904,-0.03937468316655256,-0.02052090422284083,0.2998844027191628,0.2921904906596782
train,3,delta_yF,100807,0.12129919120416903,0.06711066896993224,100807,0.17531141381808615,0.10177428058045854,-0.054012222613917124,-0.03466361161052629,0.30809301823304847,0.34059303993922785
