policy_version,policy_name,target_event,split,rollout_horizon_months,score_column,threshold,rows,positive_rows,positive_rate,predicted_positive_rows,predicted_positive_rate,tn,fp,fn,tp,precision,recall,specificity,f1,macro_f1,fbeta,balanced_accuracy,mcc,gmean_pr,pr_distance,pr_auc,roc_auc,brier
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,balanced_accuracy,bloom_h,test,1,rollout_probability_bloom_calibrated,0.140625,4673,852,0.18232398887224482,1398,0.2991654183607961,3136,685,139,713,0.5100143061516452,0.8368544600938967,0.8207275582308297,0.6337777777777778,0.7588280095202304,0.7417811069496464,0.8287910091623631,0.5544967527951444,0.6533052478089384,0.516432422846695,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,closest_pr,bloom_h,test,1,rollout_probability_bloom_calibrated,0.3484848484848485,4673,852,0.18232398887224482,842,0.18018403595120908,3533,288,298,554,0.6579572446555819,0.6502347417840375,0.9246270609788013,0.654073199527745,0.7887459567947142,0.6517647058823528,0.7874309013814194,0.5775101838171102,0.6540845962744873,0.4892126146559187,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,f1,bloom_h,test,1,rollout_probability_bloom_calibrated,0.3484848484848485,4673,852,0.18232398887224482,842,0.18018403595120908,3533,288,298,554,0.6579572446555819,0.6502347417840375,0.9246270609788013,0.654073199527745,0.7887459567947142,0.6517647058823528,0.7874309013814194,0.5775101838171102,0.6540845962744873,0.4892126146559187,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,fbeta,bloom_h,test,1,rollout_probability_bloom_calibrated,0.140625,4673,852,0.18232398887224482,1398,0.2991654183607961,3136,685,139,713,0.5100143061516452,0.8368544600938967,0.8207275582308297,0.6337777777777778,0.7588280095202304,0.7417811069496464,0.8287910091623631,0.5544967527951444,0.6533052478089384,0.516432422846695,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,gmean_pr,bloom_h,test,1,rollout_probability_bloom_calibrated,0.23529411764705882,4673,852,0.18232398887224482,1155,0.24716456237962764,3310,511,208,644,0.5575757575757576,0.755868544600939,0.8662653755561371,0.6417538614848032,0.771892055418788,0.7056760902914749,0.8110669600785381,0.556869314373887,0.6491948678043857,0.5053111692807992,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,mcc,bloom_h,test,1,rollout_probability_bloom_calibrated,0.3484848484848485,4673,852,0.18232398887224482,842,0.18018403595120908,3533,288,298,554,0.6579572446555819,0.6502347417840375,0.9246270609788013,0.654073199527745,0.7887459567947142,0.6517647058823528,0.7874309013814194,0.5775101838171102,0.6540845962744873,0.4892126146559187,0.6599161100779656,0.9104087799939302,0.09273969510362706
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,balanced_accuracy,bloom_h,test,2,rollout_probability_bloom_calibrated,0.1414141414141414,4710,863,0.18322717622080678,1667,0.35392781316348193,2938,909,105,758,0.4547090581883623,0.8783314020857474,0.76371198336366,0.5992094861660079,0.7260198374226265,0.7403789802695838,0.8210216927247037,0.5194121340287899,0.6319693383540644,0.5586997932165743,0.6408503499000523,0.9025706928485004,0.09352313708614307
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,closest_pr,bloom_h,test,2,rollout_probability_bloom_calibrated,0.3037974683544304,4710,863,0.18322717622080678,908,0.19278131634819534,3509,338,293,570,0.6277533039647577,0.660486674391657,0.9121393293475435,0.6437041219649915,0.7806048391234293,0.6536697247706421,0.7863130018696003,0.5615501874245734,0.643912021998392,0.5038222910657991,0.6408503499000523,0.9025706928485004,0.09352313708614307
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,f1,bloom_h,test,2,rollout_probability_bloom_calibrated,0.3037974683544304,4710,863,0.18322717622080678,908,0.19278131634819534,3509,338,293,570,0.6277533039647577,0.660486674391657,0.9121393293475435,0.6437041219649915,0.7806048391234293,0.6536697247706421,0.7863130018696003,0.5615501874245734,0.643912021998392,0.5038222910657991,0.6408503499000523,0.9025706928485004,0.09352313708614307
pipe_neural_ode_continuous_direct_alert_policy_2b_v2,fbeta,bloom_h,test,2,rollout_probability_bloom_calibrated,0.1414141414141414,4710,863,0.18322717622080678,1667,0.35392781316348193,2938,909,105,758,0.4547090581883623,0.8783314020857474,0.76371198336366,0.5992094861660079,0.7260198374226265,0.7403789802695838,0.8210216927247037,0.5194121340287899,0.6319693383540644,0.5586997932165743,0.6408503499000523,0.9025706928485004,0.09352313708614307
