mifal_degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,surface,split,horizon_months,source_id,target_event,score_column,threshold,score_recomputed,rows,control_rows,rows_retained_rate,positive_rows,positive_rate,predicted_positive_rows,alert_rate,mean_probability,tn,fp,fn,tp,precision,recall,specificity,macro_f1,fbeta,mcc,pr_auc,roc_auc,brier,rmse_risk,mae_risk,calibration_bias,absolute_calibration_bias,interval_coverage_risk,interval_mean_width,winkler_score_risk,mean_uncertainty,mean_data_reliability,mean_confidence,mean_observation_reliability,delta_positive_rate_vs_control,delta_mean_probability_vs_control,delta_alert_rate_vs_control,delta_precision_vs_control,delta_recall_vs_control,delta_specificity_vs_control,delta_macro_f1_vs_control,delta_fbeta_vs_control,delta_mcc_vs_control,delta_pr_auc_vs_control,delta_roc_auc_vs_control,delta_brier_vs_control,delta_rmse_risk_vs_control,delta_mae_risk_vs_control,delta_calibration_bias_vs_control,delta_absolute_calibration_bias_vs_control,delta_interval_coverage_risk_vs_control,delta_interval_mean_width_vs_control,delta_winkler_score_risk_vs_control,delta_mean_uncertainty_vs_control,delta_mean_data_reliability_vs_control,delta_mean_confidence_vs_control,delta_mean_observation_reliability_vs_control
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,test,1,all,bloom_h,mifal_probability_bloom_calibrated,0.108695652173913,True,4673,4673,1.0,852,0.18232398887224482,1676,0.3586561095655896,0.159706485039879,2775,1046,222,630,0.37589498806682575,0.7394366197183099,0.7262496728605077,0.656219714382257,0.619590873328088,0.37490513794830116,0.6062297708142735,0.7797170135881151,0.10171781293317254,0.4122381097126302,0.29405389136057103,-0.022617503832365826,0.022617503832365826,0.6914187887866466,0.6725211694550058,2.2555747768147887,0.6725211694550058,0.042084665736396736,0.17057931609920343,0.025198745000192122,0.0,-0.001937978030282561,-0.004279905842071441,-0.005590860989778013,-0.0199530516431925,0.0007851347814707976,-0.005471922690794773,-0.014225741091974609,-0.014424212677663972,-0.008466382746611822,-0.006073736320040157,0.0012463723683146521,0.0018696603906379616,0.0007076300524636037,-0.001937978030282561,0.001937978030282561,-0.00042799058420717184,-0.0028268044417086857,0.01249511131086134,-0.0028268044417086857,-0.016053601111293787,-0.0011483383260716684,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,test,1,wqp,bloom_h,mifal_probability_bloom_calibrated,0.108695652173913,True,4673,4673,1.0,852,0.18232398887224482,1676,0.3586561095655896,0.159706485039879,2775,1046,222,630,0.37589498806682575,0.7394366197183099,0.7262496728605077,0.656219714382257,0.619590873328088,0.37490513794830116,0.6062297708142735,0.7797170135881151,0.10171781293317254,0.4122381097126302,0.29405389136057103,-0.022617503832365826,0.022617503832365826,0.6914187887866466,0.6725211694550058,2.2555747768147887,0.6725211694550058,0.042084665736396736,0.17057931609920343,0.025198745000192122,0.0,-0.001937978030282561,-0.004279905842071441,-0.005590860989778013,-0.0199530516431925,0.0007851347814707976,-0.005471922690794773,-0.014225741091974609,-0.014424212677663972,-0.008466382746611822,-0.006073736320040157,0.0012463723683146521,0.0018696603906379616,0.0007076300524636037,-0.001937978030282561,0.001937978030282561,-0.00042799058420717184,-0.0028268044417086857,0.01249511131086134,-0.0028268044417086857,-0.016053601111293787,-0.0011483383260716684,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,test,2,all,bloom_h,mifal_probability_bloom_calibrated,0.1,True,4710,4710,1.0,863,0.18322717622080678,3097,0.6575371549893843,0.16235089654138177,1442,2405,171,692,0.2234420406845334,0.8018539976825029,0.37483753574213674,0.4388500388500388,0.5283249351045961,0.1440437583831694,0.532024661364633,0.7435298185731699,0.11302827864945342,0.4232080126570476,0.31069210754361964,-0.020876279679425014,0.020876279679425014,0.6868365180467091,0.6760855333078717,2.252799368285129,0.6760855333078717,0.04210827192631179,0.168715031775529,0.024785943047449483,0.0,-0.0021947953996452607,-0.009554140127388533,0.0009722762033112509,-0.008111239860950192,0.009877826878086804,0.005038425250694534,-0.0017023624386250935,0.000447831582688879,-0.00953158624492112,-0.006003986191404076,0.0012390788228653499,0.0019168522289387813,0.0006837877872079012,-0.0021947953996452607,0.0021947953996452607,0.0,-0.002931360454701659,0.014061903231500583,-0.002931360454701659,-0.01599200481524274,-0.0010568828366580296,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,test,2,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1,True,4710,4710,1.0,863,0.18322717622080678,3097,0.6575371549893843,0.16235089654138177,1442,2405,171,692,0.2234420406845334,0.8018539976825029,0.37483753574213674,0.4388500388500388,0.5283249351045961,0.1440437583831694,0.532024661364633,0.7435298185731699,0.11302827864945342,0.4232080126570476,0.31069210754361964,-0.020876279679425014,0.020876279679425014,0.6868365180467091,0.6760855333078717,2.252799368285129,0.6760855333078717,0.04210827192631179,0.168715031775529,0.024785943047449483,0.0,-0.0021947953996452607,-0.009554140127388533,0.0009722762033112509,-0.008111239860950192,0.009877826878086804,0.005038425250694534,-0.0017023624386250935,0.000447831582688879,-0.00953158624492112,-0.006003986191404076,0.0012390788228653499,0.0019168522289387813,0.0006837877872079012,-0.0021947953996452607,0.0021947953996452607,0.0,-0.002931360454701659,0.014061903231500583,-0.002931360454701659,-0.01599200481524274,-0.0010568828366580296,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,test,3,all,bloom_h,mifal_probability_bloom_calibrated,0.1109989909182643,True,4757,4757,1.0,883,0.18562118982552028,3113,0.654404036157242,0.16532408581740327,1450,2424,194,689,0.22132990684227433,0.7802944507361268,0.3742901393908105,0.4351987906717881,0.5184349134687735,0.126382194397072,0.4788444838604415,0.7140306109025469,0.1206395208862842,0.42871586295624126,0.31789651304335326,-0.020297104008117017,0.020297104008117017,0.6857262980870297,0.6758118452298496,2.2709111046585795,0.6758118452298496,0.042385633722866405,0.16890235420068186,0.024469255538086883,0.0,-0.002407725478841799,-0.009249527012823222,0.00023392964873616973,-0.010192525481313774,0.009034589571502327,0.003931811215347802,-0.0033172168945095892,-0.0017829974909205626,-0.008319886913987717,-0.006990003923125321,0.0011182424227042936,0.002010813404363654,0.0006796756306322593,-0.002407725478841799,0.002407725478841799,0.0,-0.0030972429467721607,0.014547969911035352,-0.0030972429467721607,-0.015952388254664274,-0.0009615627997855425,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,test,3,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1109989909182643,True,4757,4757,1.0,883,0.18562118982552028,3113,0.654404036157242,0.16532408581740327,1450,2424,194,689,0.22132990684227433,0.7802944507361268,0.3742901393908105,0.4351987906717881,0.5184349134687735,0.126382194397072,0.4788444838604415,0.7140306109025469,0.1206395208862842,0.42871586295624126,0.31789651304335326,-0.020297104008117017,0.020297104008117017,0.6857262980870297,0.6758118452298496,2.2709111046585795,0.6758118452298496,0.042385633722866405,0.16890235420068186,0.024469255538086883,0.0,-0.002407725478841799,-0.009249527012823222,0.00023392964873616973,-0.010192525481313774,0.009034589571502327,0.003931811215347802,-0.0033172168945095892,-0.0017829974909205626,-0.008319886913987717,-0.006990003923125321,0.0011182424227042936,0.002010813404363654,0.0006796756306322593,-0.002407725478841799,0.002407725478841799,0.0,-0.0030972429467721607,0.014547969911035352,-0.0030972429467721607,-0.015952388254664274,-0.0009615627997855425,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,validation,1,all,bloom_h,mifal_probability_bloom_calibrated,0.108695652173913,True,3049,3049,1.0,410,0.13447031813709412,757,0.2482781239750738,0.1326541791990889,2119,520,173,237,0.3130779392338177,0.5780487804878048,0.8029556650246306,0.632815110738995,0.49436795994993743,0.3008752194678834,0.3990570823332306,0.7156660412757974,0.09492215269231934,0.42051036354798255,0.3033933646435034,-0.001816138938005224,0.001816138938005224,0.7317153164972122,0.6707437299503285,1.936008700860553,0.6707437299503285,0.03819013452481836,0.17082678149600594,0.019816010386896902,0.0,-0.001816138938005224,-0.004263693014102982,-0.0012077750518965646,-0.012195121951219523,0.0030314513073134153,-0.0015091632872386018,-0.007706728846743061,-0.005494525484401269,-0.011117272328740768,-0.025526113919721927,0.001063969779355245,0.0016187992434222864,0.0005865846215177273,-0.001816138938005224,0.001816138938005224,-0.0006559527714004032,-0.002608134028068143,0.012186084648232232,-0.002608134028068143,-0.016047808902764478,-0.0012796196548542638,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,validation,1,wqp,bloom_h,mifal_probability_bloom_calibrated,0.108695652173913,True,3049,3049,1.0,410,0.13447031813709412,757,0.2482781239750738,0.1326541791990889,2119,520,173,237,0.3130779392338177,0.5780487804878048,0.8029556650246306,0.632815110738995,0.49436795994993743,0.3008752194678834,0.3990570823332306,0.7156660412757974,0.09492215269231934,0.42051036354798255,0.3033933646435034,-0.001816138938005224,0.001816138938005224,0.7317153164972122,0.6707437299503285,1.936008700860553,0.6707437299503285,0.03819013452481836,0.17082678149600594,0.019816010386896902,0.0,-0.001816138938005224,-0.004263693014102982,-0.0012077750518965646,-0.012195121951219523,0.0030314513073134153,-0.0015091632872386018,-0.007706728846743061,-0.005494525484401269,-0.011117272328740768,-0.025526113919721927,0.001063969779355245,0.0016187992434222864,0.0005865846215177273,-0.001816138938005224,0.001816138938005224,-0.0006559527714004032,-0.002608134028068143,0.012186084648232232,-0.002608134028068143,-0.016047808902764478,-0.0012796196548542638,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,validation,2,all,bloom_h,mifal_probability_bloom_calibrated,0.1,True,3158,3158,1.0,441,0.1396453451551615,1845,0.584230525649145,0.1379440451745979,1201,1516,112,329,0.17831978319783198,0.746031746031746,0.44203165255796834,0.4419343983987113,0.45580493211415907,0.13226284062141125,0.3306855241126719,0.6608153751010895,0.10556876998102634,0.4296650153160086,0.31521108676296616,-0.001701299980563592,0.001701299980563592,0.7305256491450285,0.6731651548146624,1.9735411498025097,0.6731651548146624,0.03830173643329836,0.16955845353700244,0.01836406706655183,0.0,-0.001701299980563592,-0.01298290056998097,-0.002486155296335557,-0.027210884353741527,0.010673536989326438,0.0015858162481625637,-0.01131835555707389,-0.012333375042323208,-0.00843479034382899,-0.030227500152312126,0.0007146004994963151,0.0014702822419686012,0.0003770882580411694,-0.001701299980563592,0.001701299980563592,-0.0018999366687777464,-0.003419252008750151,0.015715080098583467,-0.003419252008750151,-0.016049638175696587,-0.0008469951428538014,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_current_chla,validation,2,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1,True,3158,3158,1.0,441,0.1396453451551615,1845,0.584230525649145,0.1379440451745979,1201,1516,112,329,0.17831978319783198,0.746031746031746,0.44203165255796834,0.4419343983987113,0.45580493211415907,0.13226284062141125,0.3306855241126719,0.6608153751010895,0.10556876998102634,0.4296650153160086,0.31521108676296616,-0.001701299980563592,0.001701299980563592,0.7305256491450285,0.6731651548146624,1.9735411498025097,0.6731651548146624,0.03830173643329836,0.16955845353700244,0.01836406706655183,0.0,-0.001701299980563592,-0.01298290056998097,-0.002486155296335557,-0.027210884353741527,0.010673536989326438,0.0015858162481625637,-0.01131835555707389,-0.012333375042323208,-0.00843479034382899,-0.030227500152312126,0.0007146004994963151,0.0014702822419686012,0.0003770882580411694,-0.001701299980563592,0.001701299980563592,-0.0018999366687777464,-0.003419252008750151,0.015715080098583467,-0.003419252008750151,-0.016049638175696587,-0.0008469951428538014,0.0
