degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,score_recomputed,backtest_version,group_type,group_value,source_id,split,rollout_horizon_months,target,rows,rmse,mae,bias,simulation_90_coverage,simulation_90_mean_width,persistence_rmse,persistence_mae,rmse_relative_improvement,mae_relative_improvement
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yT,13327,0.20595642597358393,0.15741935559068124,0.007662287564650614,0.9068807683649733,0.5125118589990717,0.2381140413423027,0.135772160170294,0.1350513190546808,-0.15943765933484416
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,all,64386,0.10883079185966253,0.043745862791623985,0.016596569281438253,0.937641723356009,0.14495248058317617,0.16133622469440936,0.04438242332881319,0.32544106529205435,0.014342626865440836
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yF,7154,0.0157542046044088,0.015500691803711185,0.015500691803711185,1.0,0.04970635421316876,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yN,7154,0.0028423609570131124,0.002796516387189249,0.002796516387189249,1.0,0.01121236297669322,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yT,7154,0.24113605945546399,0.17418425131001172,0.09640901349074944,0.7004473022085547,0.34632981600982715,0.4109168960753717,0.23182947720040273,0.41317560373269724,0.24865356462224236
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,irc1,7154,0.14024607379146645,0.10397019412692667,0.02299332220995743,0.8719597428012301,0.3045624907233959,0.16518419712645407,0.08784584533207,0.15097160484363195,-0.18355277627421412
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_F,7154,0.0020558716614592237,0.0016252564407441394,-5.181455432210033e-05,1.0,0.07456191218629175,2.3841857821338405e-08,2.3841857821338408e-08,-86228.50765268064,-68167.19615833538
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_N,7154,0.0008330505329924836,0.0006659175918393528,-3.356253064253123e-06,1.0,0.03007497001300819,2.3841857821338405e-08,2.3841857821338408e-08,-34939.67195748921,-27929.608295271275
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_T,7154,0.06279324035807198,0.037617976531060617,-0.0028359579097526565,0.8461000838691641,0.1919302780879987,0.06339248419952458,0.03584352028016208,0.009452916209538535,-0.049505635524327324
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,yF,7154,0.003706128733436048,0.0029414486778425643,0.0008840644562880954,1.0,0.13081320898640178,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,yN,7154,0.002689867060454427,0.0026119560428194935,0.0026119560428194935,1.0,0.02168639786156123,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,yT,7154,0.21029863473602692,0.15576875033939758,0.03405801006932582,0.8922281241263629,0.44825702491363467,0.24777629841168936,0.1317687647950383,0.15125604795900185,-0.18213713683732574
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,all,252,0.15605771749670522,0.10064184794383217,0.024880436178630814,0.7936507936507936,0.38873411438590477,0.1813393308775265,0.10997526671953878,0.13941605088361136,0.08486834407511723
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,delta_yF,28,0.19438974955332067,0.14673832135787127,0.1074935483689258,0.5357142857142857,0.378173348360828,0.1947229443438138,0.1355231549846167,0.0017111223929770537,-0.082754613958977
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,delta_yN,28,0.10079158096745328,0.06325758948725069,0.03052983711294212,0.7142857142857143,0.12219503774706807,0.16127565714155984,0.10107999194751607,0.37503537264161707,0.37418287963362695
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,delta_yT,28,0.1843609367115486,0.1584138948907415,0.09363528774343063,0.5714285714285714,0.40958976692387034,0.2890042524720542,0.22132914565228973,0.36208226995076576,0.284261029319603
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,irc1,28,0.10804233545911786,0.08980389392343495,0.023512809273059848,0.9642857142857143,0.42585116905226755,0.12469898109738951,0.0977385107426311,0.1335748335045566,0.08118209249258865
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,sigma_F,28,0.09812609676482797,0.05393231035079767,0.01363216167253655,0.9642857142857143,0.526328522179808,0.09594878473795286,0.05219555385402763,-0.02269243985550836,-0.03327403137874789
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,sigma_N,28,0.2554418367041621,0.12588327886273903,-0.0006141926203992642,0.7857142857142857,0.24907133089644568,0.2571605317148642,0.12591531398398423,0.006683354553830841,0.00025441799120056867
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,sigma_T,28,0.0769360571575064,0.06018436218926718,0.005869665641539836,0.9285714285714286,0.30902299870337757,0.07570018721014242,0.058093615652416254,-0.016325850607650755,-0.035989265143354356
