degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,score_recomputed,backtest_version,target_event,group_type,group_value,source_id,split,rollout_horizon_months,rows,threshold,positive_rows,positive_rate,predicted_positive_rows,predicted_positive_rate,tn,fp,fn,tp,precision,recall,specificity,macro_f1,pr_auc,roc_auc,brier
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,source,aquamatch_chla,aquamatch_chla,test,2,7154,0.3180428134556575,680,0.09505171931786413,0,0.0,6474,0,680,0,0.0,0.0,1.0,0.4750513648371001,0.09929180562237785,0.4807101710007451,0.08735697811337269
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,source,lakebed_us_cse,lakebed_us_cse,test,2,27,0.3180428134556575,1,0.037037037037037035,0,0.0,26,0,1,0,0.0,0.0,1.0,0.49056603773584906,0.037037037037037035,0.0,0.036670582129531316
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,source,wqp,wqp,test,2,4710,0.3180428134556575,863,0.18322717622080678,0,0.0,3847,0,863,0,0.0,0.0,1.0,0.44957344863854154,0.18211086807805194,0.48979942836677903,0.1668494709209303
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,overall,all,all,test,3,11939,0.3,1594,0.13351201943211324,0,0.0,10345,0,1594,0,0.0,0.0,1.0,0.46423442828935557,0.12984756558816074,0.46141675555930195,0.11995572098594633
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,source,aquamatch_chla,aquamatch_chla,test,3,7154,0.3,708,0.09896561364271736,0,0.0,6446,0,708,0,0.0,0.0,1.0,0.47397058823529414,0.11283416238135066,0.526618574826766,0.0896317480417707
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,source,lakebed_us_cse,lakebed_us_cse,test,3,28,0.3,3,0.10714285714285714,0,0.0,25,0,3,0,0.0,0.0,1.0,0.4716981132075472,0.0746886446886447,0.02666666666666669,0.10128155082246694
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,bloom_h,source,wqp,wqp,test,3,4757,0.3,883,0.18562118982552028,0,0.0,3874,0,883,0,0.0,0.0,1.0,0.44884717877418606,0.18251422532910921,0.49524138330221923,0.16566952784052058
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,overall,all,all,test,1,13327,0.5,4444,0.33345839273654987,0,0.0,8883,0,4444,0,0.0,0.0,1.0,0.39995497523638,0.3442919287991785,0.49034946554432535,0.3122346502650282
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,aquamatch_chla,aquamatch_chla,test,1,7154,0.5,1647,0.23022085546547386,0,0.0,5507,0,1647,0,0.0,0.0,1.0,0.43495774425400835,0.21927051118128518,0.4518004848716581,0.21781041350883248
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,lakebed_us_cse,lakebed_us_cse,test,1,28,0.5,5,0.17857142857142858,0,0.0,23,0,5,0,0.0,0.0,1.0,0.45098039215686275,0.16572871572871573,0.30434782608695654,0.17539760044642858
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,wqp,wqp,test,1,6145,0.5,2792,0.45435313262815297,0,0.0,3353,0,2792,0,0.0,0.0,1.0,0.3530216887765845,0.4688742610694683,0.5276600862931626,0.4227867132672651
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,overall,all,all,test,2,13327,0.5,4616,0.34636452314849553,4,0.00030014256771966684,8710,1,4613,3,0.75,0.0006499133448873484,0.9998852026173803,0.3959475261962327,0.36374270536693676,0.49314943634883046,0.2958304776678102
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,aquamatch_chla,aquamatch_chla,test,2,7154,0.5,1727,0.24140341067934024,0,0.0,5427,0,1727,0,0.0,0.0,1.0,0.4313647563786662,0.23474877056084847,0.4621639705139403,0.2089054746470506
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,lakebed_us_cse,lakebed_us_cse,test,2,28,0.5,6,0.21428571428571427,0,0.0,22,0,6,0,0.0,0.0,1.0,0.44,0.1788766788766789,0.28409090909090906,0.20482744489397323
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,wqp,wqp,test,2,6145,0.5,2883,0.4691619202603743,4,0.0006509357200976403,3261,1,2880,3,0.75,0.001040582726326743,0.9996934396076027,0.34784335239867914,0.5039073254666034,0.5536470053313649,0.3974430987464402
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,overall,all,all,test,3,13327,0.5,4750,0.35641929916710435,9,0.0006753207773692504,8573,4,4745,5,0.5555555555555556,0.0010526315789473684,0.9995336364696281,0.39260122321567514,0.37788053048145087,0.5038060664077123,0.2881570299236864
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,aquamatch_chla,aquamatch_chla,test,3,7154,0.5,1805,0.2523064020128599,0,0.0,5349,0,1805,0,0.0,0.0,1.0,0.42781732384227783,0.26111858191592835,0.4956886341662225,0.20618769533980116
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,lakebed_us_cse,lakebed_us_cse,test,3,28,0.5,7,0.25,0,0.0,21,0,7,0,0.0,0.0,1.0,0.42857142857142855,0.20347719912937307,0.27891156462585037,0.231292724609375
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,pipe_grud_rollout_backtest_v0,irc_alert,source,wqp,wqp,test,3,6145,0.5,2938,0.4781122864117168,9,0.0014646053702196907,3203,4,2933,5,0.5555555555555556,0.0017018379850238256,0.9987527284066106,0.34452014487927407,0.519240529698182,0.5669464961665927,0.38384471424621136
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,overall,all,all,test,1,11852,0.3,1473,0.12428282146473169,728,0.061424232197097535,10125,254,999,474,0.6510989010989011,0.32179226069246436,0.9755275074670007,0.6862211865960485,0.4995525103622038,0.8217739786988284,0.08740712101320125
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,aquamatch_chla,aquamatch_chla,test,1,7154,0.3,621,0.08680458484763769,275,0.03844003354766564,6432,101,447,174,0.6327272727272727,0.28019323671497587,0.9845400275524261,0.6737669624217119,0.44685082276982696,0.8194445984994304,0.06392594269560846
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,lakebed_us_cse,lakebed_us_cse,test,1,25,0.3,0,0.0,0,0.0,25,0,0,0,0.0,0.0,1.0,1.0,0.0,,0.0035157569241352038
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,wqp,wqp,test,1,4673,0.3,852,0.18232398887224482,453,0.0969398673229189,3668,153,552,300,0.6622516556291391,0.352112676056338,0.9599581261449882,0.6860472263557315,0.5370090659910882,0.7958726361483918,0.12380378991675046
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,overall,all,all,test,2,11891,0.3180428134556575,1544,0.1298461020940207,276,0.02321083172147002,10257,90,1358,186,0.6739130434782609,0.12046632124352331,0.9913018266164105,0.569231769960301,0.47699639130331734,0.8333497331708873,0.09601337195930494
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,aquamatch_chla,aquamatch_chla,test,2,7154,0.3180428134556575,680,0.09505171931786413,85,0.011881464914733016,6444,30,625,55,0.6470588235294118,0.08088235294117647,0.995366079703429,0.5477131904719849,0.43768233384544364,0.8293874593396208,0.0730722002259675
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,lakebed_us_cse,lakebed_us_cse,test,2,27,0.3180428134556575,1,0.037037037037037035,0,0.0,26,0,1,0,0.0,0.0,1.0,0.49056603773584906,0.047619047619047616,0.23076923076923073,0.03974846124143719
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,wqp,wqp,test,2,4710,0.3180428134556575,863,0.18322717622080678,191,0.040552016985138,3787,60,732,131,0.6858638743455497,0.15179606025492468,0.9844034312451261,0.5769539760873619,0.505299011259603,0.8104113271210113,0.13118116286581838
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,overall,all,all,test,3,11939,0.3,1594,0.13351201943211324,177,0.014825362258145573,10301,44,1461,133,0.751412429378531,0.0834378920953576,0.995746737554374,0.5410598220548246,0.4807712607956489,0.840877432469392,0.10084848524119557
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,aquamatch_chla,aquamatch_chla,test,3,7154,0.3,708,0.09896561364271736,52,0.00726866088901314,6433,13,669,39,0.75,0.05508474576271186,0.9979832454235185,0.5261460227184436,0.44638482907669247,0.8494150009378216,0.07743881479281546
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,lakebed_us_cse,lakebed_us_cse,test,3,28,0.3,3,0.10714285714285714,0,0.0,25,0,3,0,0.0,0.0,1.0,0.4716981132075472,0.08571428571428572,0.18666666666666665,0.1029463979244434
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,bloom_h,source,wqp,wqp,test,3,4757,0.3,883,0.18562118982552028,125,0.02627706537733866,3843,31,789,94,0.752,0.10645526613816535,0.9919979349509551,0.5450526985619861,0.5090166290209626,0.8119466478325461,0.13604168280953288
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,overall,all,all,test,1,13327,0.5,4444,0.33345839273654987,2963,0.2223306070383432,8395,488,1969,2475,0.835302058724266,0.556930693069307,0.9450636046380727,0.7703152488267095,0.7768291994981383,0.8427386811629491,0.14885395147656075
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,aquamatch_chla,aquamatch_chla,test,1,7154,0.5,1647,0.23022085546547386,1068,0.14928711210511603,5266,241,820,827,0.7743445692883895,0.5021250758955677,0.9562375158888687,0.7588436789267162,0.6791984269480369,0.8202193179316185,0.1231470020049972
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,lakebed_us_cse,lakebed_us_cse,test,1,28,0.5,5,0.17857142857142858,1,0.03571428571428571,23,0,4,1,1.0,0.2,1.0,0.6266666666666667,0.43725274725274726,0.6434782608695652,0.13349042619977677
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,wqp,wqp,test,1,6145,0.5,2792,0.45435313262815297,1894,0.3082180634662327,3106,247,1145,1647,0.8695881731784583,0.5898997134670487,0.9263346257083209,0.7599416979135585,0.8327731070558654,0.8290536764322588,0.17885194907254373
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,overall,all,all,test,2,13327,0.5,4616,0.34636452314849553,2549,0.1912658512793577,8335,376,2443,2173,0.8524911730090231,0.47075389948006935,0.9568361841350017,0.7309569837326956,0.7830949318750486,0.8516240845306647,0.1528812688102044
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,aquamatch_chla,aquamatch_chla,test,2,7154,0.5,1727,0.24140341067934024,876,0.12244897959183673,5245,182,1033,694,0.7922374429223744,0.4018529241459178,0.9664639764142252,0.7147145466662443,0.6760772461743836,0.8251949948087096,0.12927240121621209
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,lakebed_us_cse,lakebed_us_cse,test,2,28,0.5,6,0.21428571428571427,1,0.03571428571428571,22,0,5,1,1.0,0.16666666666666666,1.0,0.5918367346938775,0.4104090354090354,0.6477272727272727,0.15149143763950892
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,wqp,wqp,test,2,6145,0.5,2883,0.4691619202603743,1672,0.27209113100081367,3068,194,1405,1478,0.8839712918660287,0.5126604231703087,0.9405272838749233,0.7211172504127885,0.842996055672475,0.8445685111968446,0.1803730107207333
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,overall,all,all,test,3,13327,0.5,4750,0.35641929916710435,2210,0.16582876866511592,8290,287,2827,1923,0.8701357466063349,0.4048421052631579,0.9665384166958144,0.6972334913836876,0.7868101824745991,0.8584835821628223,0.1579743817033794
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,aquamatch_chla,aquamatch_chla,test,3,7154,0.5,1805,0.2523064020128599,764,0.10679340229242382,5192,157,1198,607,0.7945026178010471,0.3362880886426593,0.9706487193868013,0.6785651034431213,0.6751921248169644,0.8321962476223325,0.13514672360141616
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,lakebed_us_cse,lakebed_us_cse,test,3,28,0.5,7,0.25,1,0.03571428571428571,21,0,6,1,1.0,0.14285714285714285,1.0,0.5625,0.5192307692307692,0.6428571428571428,0.17003086635044642
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612,True,pipe_grud_rollout_backtest_v0,irc_alert,source,wqp,wqp,test,3,6145,0.5,2938,0.4781122864117168,1445,0.23515052888527258,3077,130,1623,1315,0.9100346020761245,0.4475833900612662,0.9594636732148425,0.6891716708677689,0.8512948971644984,0.8578516871810579,0.1844953718565653
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260613,True,pipe_grud_rollout_backtest_v0,bloom_h,overall,all,all,test,1,11852,0.3,1473,0.12428282146473169,710,0.059905501181235235,10152,227,990,483,0.680281690140845,0.32790224032586557,0.9781289141535794,0.6929804450342136,0.5129612177010008,0.8284125990211972,0.08716022398215306
