degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,score_recomputed,reason,selected_origins,evaluated_rollout_rows,state_metric_rows,alert_metric_rows,policy_metric_rows,example_rows,backtest_row_rows,affected_rows,affected_cells,affected_selected_window_rows,affected_selected_window_cells,operation_types
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,,13327,39981,132,24,72,180,39981,0,0,0,0,
pipe_grud_state_recomputed_degradation_v0,ablate_pipe_state_level,pipe_state_ablation,core,evaluated,,True,,13327,39981,132,24,72,125,39981,2068291,5460016,33105,84420,set_sequence_inputs
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260612.0,True,,13327,39981,132,24,72,180,39981,1745390,3434413,27981,55757,random_sequence_dropout
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260613.0,True,,13327,39981,132,24,72,180,39981,1744753,3435221,27946,56071,random_sequence_dropout
pipe_grud_state_recomputed_degradation_v0,random_pipe_state_dropout_25,pipe_state_random_dropout,core,evaluated,20260614.0,True,,13327,39981,132,24,72,180,39981,1744751,3433142,27923,55755,random_sequence_dropout
pipe_grud_state_recomputed_degradation_v0,temporal_pipe_state_blocks_3m_rate_10,pipe_state_temporal_block_missingness,core,evaluated,20260612.0,True,,13327,39981,132,24,72,180,39981,23490,156569,423,2793,temporal_sequence_block_dropout
pipe_grud_state_recomputed_degradation_v0,temporal_pipe_state_blocks_3m_rate_10,pipe_state_temporal_block_missingness,core,evaluated,20260613.0,True,,13327,39981,132,24,72,180,39981,22935,153028,400,2662,temporal_sequence_block_dropout
pipe_grud_state_recomputed_degradation_v0,temporal_pipe_state_blocks_3m_rate_10,pipe_state_temporal_block_missingness,core,evaluated,20260614.0,True,,13327,39981,132,24,72,180,39981,23512,156292,401,2647,temporal_sequence_block_dropout
