degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,score_recomputed,backtest_version,group_type,group_value,source_id,split,rollout_horizon_months,target,rows,rmse,mae,bias,simulation_90_coverage,simulation_90_mean_width,persistence_rmse,persistence_mae,rmse_relative_improvement,mae_relative_improvement
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,all,4608,0.12813326580290335,0.05893357438209507,0.004279902098239094,0.057291666666666664,0.0,0.18376335919852718,0.07514564959481948,0.30272679841210526,0.21574203297381653
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,delta_yF,512,0.08922992872738361,0.04380939795560287,0.016810275286851282,0.03515625,0.0,0.15378601213441614,0.06635917136587002,0.41977864248542646,0.3398139691338129
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,delta_yN,512,0.08245184809408315,0.03637410733249127,0.01350436260488544,0.2890625,0.0,0.1609216737274963,0.06777887296608054,0.48762745139162195,0.4633415142400724
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,delta_yT,512,0.23213719677549063,0.1467228963739045,0.026895811943661186,0.130859375,0.0,0.39700186021468314,0.23804409539838484,0.4152742844833022,0.38363143967779323
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,irc1,512,0.1453004282411067,0.09618143652204675,-0.015017625053065104,0.0,0.0,0.1685905184077403,0.09913708375193897,0.13814590753144226,0.02981373990471466
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,sigma_F,512,0.04070247579377429,0.015059711120250145,0.0006277918520564063,0.0,0.0,0.04070247579377429,0.015059711120250145,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,sigma_N,512,0.1052441145403313,0.029993919070130763,1.9627256925143846e-05,0.0,0.0,0.1052441145403313,0.029993919070130763,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,sigma_T,512,0.08246631007713943,0.044113670482678585,-0.004002414210176603,0.0,0.0,0.08324034596858722,0.04350608348479844,0.009298806755799457,-0.013965564105361155
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yF,512,0.09368503408957392,0.039929361800204476,0.0017170619409190599,0.009765625,0.0,0.0949359196576417,0.03945982713330576,0.013176104182470968,-0.011899055343362374
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yN,512,0.08226033046725247,0.036803869012913146,0.0067250335909662794,0.0,0.0,0.08846892850031014,0.03674409937447107,0.07017828901404534,-0.0016266458957925826
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yT,512,0.20985205175657556,0.13759523629067985,-0.023778431381936346,0.05078125,0.0,0.24548482541418226,0.13936506644008376,0.14515265290832965,0.012699238012883212
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,all,2610,0.10799088203169203,0.03553863525312835,0.0034739391452510596,0.06628352490421456,0.0,0.1585310423793647,0.044033326197202946,0.3188029271057846,0.19291504134916315
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yF,290,0.010045765729352008,0.009538204711059045,0.009538204711059045,0.0,0.0,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yN,290,0.0004159282235150855,0.000257827778314722,0.000257827778314722,0.41724137931034483,0.0,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yT,290,0.23655665773056922,0.14233183914285594,0.032227848449490774,0.10689655172413794,0.0,0.4008554286244195,0.22720991705381569,0.40987039007469594,0.37356678357862344
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,irc1,290,0.1415423233284204,0.0858846177421663,-0.007211799685409818,0.0,0.0,0.16543302027267204,0.08915199060880387,0.1444131099394439,0.03664946620176661
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_F,290,2.3841857821338405e-08,2.3841857821338408e-08,-2.3841857821338408e-08,0.0,0.0,2.3841857821338405e-08,2.3841857821338408e-08,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_N,290,2.3841857821338405e-08,2.3841857821338408e-08,-2.3841857821338408e-08,0.0,0.0,2.3841857821338405e-08,2.3841857821338408e-08,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_T,290,0.061709315652340314,0.03553586594642622,-0.0030521310944055537,0.0,0.0,0.06265426798863521,0.03536198785543372,0.015082010637588239,-0.004917090399537097
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,yF,290,0.0009458277308493774,0.000911160789687058,0.000911160789687058,0.0,0.0,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,yN,290,0.002641702965663714,0.0026299974014019145,0.0026299974014019145,0.0,0.0,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,yT,290,0.2123257400149004,0.12864277382469455,-0.011247408044572785,0.07241379310344828,0.0,0.24814953279450558,0.13372798318186147,0.14436373252925333,0.038026516486466086
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,all,9,0.0575231733375906,0.03596802735707745,-0.017908174189218657,0.0,0.0,0.23828581873568352,0.13147981705110282,0.7585959011627222,0.7264368922638704
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,delta_yF,1,0.028678609707548652,0.028678609707548652,0.028678609707548652,0.0,0.0,0.5286786097075487,0.5286786097075487,0.9457541705282668,0.9457541705282668
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,delta_yN,1,0.0010189786553382874,0.0010189786553382874,0.0010189786553382874,0.0,0.0,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,delta_yT,1,0.10572384413513125,0.10572384413513125,-0.10572384413513125,0.0,0.0,0.4664762753602606,0.4664762753602606,0.7733564390740333,0.7733564390740333
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,irc1,1,0.08316935077730547,0.08316935077730547,-0.08316935077730547,0.0,0.0,0.0752623178106917,0.0752623178106917,-0.10505965264719104,-0.10505965264719104
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,sigma_F,1,0.01147144507511233,0.01147144507511233,-0.01147144507511233,0.0,0.0,0.01147144507511233,0.01147144507511233,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,sigma_N,1,2.3841857821338408e-08,2.3841857821338408e-08,-2.3841857821338408e-08,0.0,0.0,2.3841857821338408e-08,2.3841857821338408e-08,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,sigma_T,1,0.04392577258217628,0.04392577258217628,0.04392577258217628,0.0,0.0,0.042289535676124645,0.042289535676124645,-0.03869129513700015,-0.03869129513700015
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,yF,1,0.0028357642676377637,0.0028357642676377637,0.0028357642676377637,0.0,0.0,0.028678609707548652,0.028678609707548652,0.9011191861615472,0.9011191861615472
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,yN,1,0.004810214042663574,0.004810214042663574,0.004810214042663574,0.0,0.0,0.0,0.0,,
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,lakebed_us_cse,lakebed_us_cse,test,1,yT,1,0.12524759390623108,0.12524759390623108,-0.12524759390623108,0.0,0.0,0.10572385409147278,0.10572385409147278,-0.18466731072692705,-0.18466731072692705
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,all,1989,0.15072654689172585,0.08973673227542253,0.0054378990785738796,0.0457516339869281,0.0,0.21212805747093347,0.11571686958510233,0.2894549231782838,0.22451469178893638
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,delta_yF,221,0.13531336750800438,0.08884911211472397,0.026299108465851512,0.08144796380090498,0.0,0.23135807336022948,0.15134487388967374,0.4151344470382127,0.41293609865179487
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,delta_yN,221,0.12549778002531997,0.08392648832519875,0.030943188322781617,0.12217194570135746,0.0,0.2449364305610419,0.15702616723363455,0.48763122032169887,0.4655254611142165
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,delta_yT,221,0.22663372185474687,0.15267043324830662,0.020499110900168937,0.16289592760180996,0.0,0.3915411738138583,0.2512272607375847,0.42117525049232674,0.3923014851171904
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,irc1,221,0.15030301461845355,0.1097519773904181,-0.024952184468883178,0.0,0.0,0.1729442377343756,0.112347725278864,0.13091631969083936,0.02310458784993517
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,sigma_F,221,0.061947813106142904,0.03483752820974748,0.0015063700790351148,0.0,0.0,0.061947813106142904,0.03483752820974748,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,sigma_N,221,0.1601904650626386,0.06948814310373903,4.5502685639365974e-05,0.0,0.0,0.1601904650626386,0.06948814310373903,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,sigma_T,221,0.10368097361081957,0.055370463303555,-0.005466261677895868,0.0,0.0,0.1043710973982061,0.05419841054509004,0.0066122116619461106,-0.021625223815187018
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,yF,221,0.14259232082608428,0.09129756040012581,0.0027695172872111945,0.02262443438914027,0.0,0.14448764064417302,0.09128847458165158,0.013117522091431407,-9.952864823147174e-05
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,yN,221,0.12517020443551247,0.08179217861611905,0.012107274833147132,0.0,0.0,0.1346572096877428,0.08512660126574292,0.0704530063724757,0.03917016067885383
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,source,wqp,wqp,test,1,yT,221,0.20687139089360718,0.14939868315728694,-0.03976271918877408,0.02262443438914027,0.0,0.24240219871840507,0.14691436669905694,0.14657791064871276,-0.016909962681314426
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,all,4608,0.13916989246119674,0.06575142796238496,0.00017858647232818319,0.07703993055555555,0.0,0.1795193781023526,0.08023579072639643,0.22476395622399434,0.18052246550922713
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,delta_yF,512,0.1031731864154864,0.04674563467698111,0.009831106730586613,0.03125,0.0,0.14921433388545977,0.06532175201852258,0.30855713570598103,0.2843787370595027
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,delta_yN,512,0.09182857609863972,0.03680646375603739,-0.0005717327827692957,0.466796875,0.0,0.13220380695982825,0.055722606491186585,0.30540142367804163,0.3394698117386358
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,delta_yT,512,0.24135942681249833,0.14895090291268337,0.02383983777263779,0.14453125,0.0,0.34642504539828106,0.22864831200198038,0.3032852848874998,0.34855892174094305
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,irc1,512,0.1647620830072188,0.1166378973178604,-0.0257641165450785,0.0,0.0,0.203504544244535,0.12822593950677474,0.19037639371218418,0.09037205914410244
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,sigma_F,512,0.04521965722951783,0.018353229563374505,0.0017590863525086733,0.0,0.0,0.04521965722951783,0.018353229563374505,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,sigma_N,512,0.10397417514179282,0.03121632504286225,-0.0015643786221836756,0.0,0.0,0.10397417514179282,0.03121632504286225,0.0,0.0
pipe_grud_state_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,2,sigma_T,512,0.08304654364964607,0.05096499702358835,-0.0025283526065334495,0.0,0.0,0.08523830604661674,0.05110349636528359,0.025713350002192582,0.0027101735017357694
