degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,score_recomputed,fuzzy_state_rebuilt,labels_preserved,backtest_version,group_type,group_value,source_id,split,rollout_horizon_months,target,rows,rmse,mae,bias,simulation_90_coverage,simulation_90_mean_width,persistence_rmse,persistence_mae,rmse_relative_improvement,mae_relative_improvement
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,all,4608,0.12922921416905436,0.06835647137900759,-0.014792492621615092,0.023654513888888888,0.0,0.1643526526320641,0.08676993970656453,0.21370776741669334,0.2122102238381973
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,delta_yF,512,0.08791188164334726,0.041067418767251555,0.012275042439804125,0.029296875,0.0,0.15378601213441614,0.06635917136587002,0.42834929898235363,0.38113424381345684
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,delta_yN,512,0.08326074936035943,0.03773242799975038,0.012448592989721813,0.033203125,0.0,0.1609216737274963,0.06777887296608054,0.4826007744528395,0.44330104133432097
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,delta_yT,512,0.1702532022403802,0.10097652154582687,0.012700953048935936,0.146484375,0.0,0.24158609182831314,0.12524389527548202,0.2952690241730751,0.193760930832417
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,irc1,512,0.14579463149328428,0.10435661266366236,-0.04048750521607807,0.0,0.0,0.16755719560150723,0.14149546122338819,0.1298814057498297,0.2624737799970296
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,sigma_F,512,0.04070247579377429,0.015059711120250145,0.0006277918520564063,0.0,0.0,0.04070247579377429,0.015059711120250145,0.0,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,sigma_N,512,0.1052441145403313,0.029993919070130763,1.9627256925143846e-05,0.0,0.0,0.1052441145403313,0.029993919070130763,0.0,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,sigma_T,512,0.1877162114346568,0.16356304557240658,-0.11491726664694706,0.0,0.0,0.2137620255595768,0.19515974828504257,0.1218449070022536,0.1619017394226554
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yF,512,0.08767754589129152,0.04039192983178862,0.0025667718170117346,0.0,0.0,0.0949359196576417,0.03945982713330576,0.07645550590888416,-0.023621560614900033
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yN,512,0.08039885510169238,0.036073499688587474,0.0016474999524249264,0.0,0.0,0.08846892850031014,0.03674409937447107,0.09121929625935811,0.018250540829679737
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,overall,all,all,test,1,yT,512,0.21102839806493157,0.150349768815076,-0.06050144630446887,0.00390625,0.0,0.24480520536281533,0.20513021276844806,0.1379742201470945,0.2670520505685259
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,all,2610,0.10676076957308944,0.04899749477525776,-0.03087142256839655,0.01532567049808429,0.0,0.11525952356839968,0.05625148467397285,0.07373580709160861,0.12895641671963642
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yF,290,0.00528616375157243,0.005161068280195367,0.005161068280195367,0.0,0.0,0.0,0.0,,
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yN,290,0.003143528441933995,0.003139087946378979,0.003139087946378979,0.0,0.0,0.0,0.0,,
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,delta_yT,290,0.12475892307452152,0.07491110275132382,0.009242409772059819,0.13793103448275862,0.0,0.12407476658806615,0.06686399180451263,-0.005514066278494787,-0.120350441689724
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,irc1,290,0.12639394908084606,0.0859745257947749,-0.04815295835615717,0.0,0.0,0.14318197856347023,0.13364254591399294,0.11724959838561187,0.35668296943321703
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,pipe_grud_rollout_backtest_v0,source,aquamatch_chla,aquamatch_chla,test,1,sigma_F,290,2.3841857821338405e-08,2.3841857821338408e-08,-2.3841857821338408e-08,0.0,0.0,2.3841857821338405e-08,2.3841857821338408e-08,0.0,0.0
