degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,split,rollout_horizon_months,source_id,target_event,alert_policy,score_column,threshold,score_recomputed,rows,control_rows,rows_retained_rate,positive_rows,positive_rate,predicted_positive_rows,alert_rate,tn,fp,fn,tp,precision,recall,specificity,f1,f2,mcc,balanced_accuracy,pr_auc,roc_auc,brier,delta_positive_rate_vs_control,delta_alert_rate_vs_control,delta_precision_vs_control,delta_recall_vs_control,delta_specificity_vs_control,delta_f1_vs_control,delta_f2_vs_control,delta_mcc_vs_control,delta_balanced_accuracy_vs_control,delta_pr_auc_vs_control,delta_roc_auc_vs_control,delta_brier_vs_control
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,all,bloom_h,closest_pr,rollout_probability_bloom_calibrated,0.1956521739130435,True,4673,4673,1.0,852,0.18232398887224482,324,0.06933447464155788,3667,154,682,170,0.5246913580246914,0.19953051643192488,0.9596964145511646,0.2891156462585034,0.2277599142550911,0.24202355267237227,0.5796134654915448,0.3441789426770408,0.7138237476854498,0.1521037783347575,0.0,-0.13160710464369785,0.05717272117698102,-0.3157276995305165,0.09055221146296777,-0.20111327613122304,-0.2771860254734573,-0.12837943011276812,-0.11258774403377436,-0.0835228886371836,-0.06640056249562276,0.02334632670493786
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,all,bloom_h,fbeta,rollout_probability_bloom_calibrated,0.1333333333333333,True,4673,4673,1.0,852,0.18232398887224482,597,0.12775518938583352,3480,341,596,256,0.4288107202680067,0.3004694835680751,0.9107563465061502,0.3533471359558316,0.3196004993757802,0.24431553818140478,0.6056129150371127,0.3441789426770408,0.7138237476854498,0.1521037783347575,0.0,-0.18232398887224482,0.03474584794226482,-0.3697183098591549,0.14053912588327666,-0.14295881797724097,-0.2682109068420497,-0.12332962928383118,-0.11458959198793905,-0.0835228886371836,-0.06640056249562276,0.02334632670493786
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,all,irc_alert,closest_pr,alert_probability_irc,0.4921875,True,6145,6145,1.0,3164,0.5148901545972335,1794,0.2919446704637917,2797,184,1554,1610,0.8974358974358975,0.5088495575221239,0.9382757463938276,0.6494554255748286,0.5570934256055363,0.4914990840002699,0.7235626519579758,0.8640825124434561,0.8657661078104862,0.1964008228870016,0.0,-0.20537021969080554,0.08329977178144721,-0.27749683944374204,0.12881583361288163,-0.15054457442517144,-0.23465810188937197,-0.104051554402178,-0.07434050291543015,0.0068844482905578985,-0.004461091760670555,0.04974574809931853
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,all,irc_alert,fbeta,alert_probability_irc,0.15625,True,6145,6145,1.0,3164,0.5148901545972335,3713,0.6042310821806347,2037,944,395,2769,0.7457581470509023,0.8751580278128951,0.6833277423683328,0.8052930056710775,0.8458060968904638,0.5707778057846148,0.7792428850906139,0.8640825124434561,0.8657661078104862,0.1964008228870016,0.0,-0.16647681041497153,0.09774294434819952,-0.09481668773704166,0.24253606172425368,0.028330980354621782,-0.036496111021219635,0.08242600915353504,0.0738596869936059,0.0068844482905578985,-0.004461091760670555,0.04974574809931853
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,all,irc_alert,fixed,alert_probability_irc,0.5,True,6145,6145,1.0,3164,0.5148901545972335,1773,0.2885272579332791,2804,177,1568,1596,0.9001692047377327,0.504424778761062,0.9406239516940624,0.6465464857200729,0.5530528796174372,0.4909218334323999,0.7225243652275621,0.8640825124434561,0.8657661078104862,0.1964008228870016,0.0,-0.20292921074043935,0.08361291334700416,-0.27496839443742094,0.1264676283126468,-0.15099555826440314,-0.2334998123958315,-0.10245103427224145,-0.07425038306238707,0.0068844482905578985,-0.004461091760670555,0.04974574809931853
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,wqp,bloom_h,closest_pr,rollout_probability_bloom_calibrated,0.1956521739130435,True,4673,4673,1.0,852,0.18232398887224482,324,0.06933447464155788,3667,154,682,170,0.5246913580246914,0.19953051643192488,0.9596964145511646,0.2891156462585034,0.2277599142550911,0.24202355267237227,0.5796134654915448,0.3441789426770408,0.7138237476854498,0.1521037783347575,0.0,-0.13160710464369785,0.05717272117698102,-0.3157276995305165,0.09055221146296777,-0.20111327613122304,-0.2771860254734573,-0.12837943011276812,-0.11258774403377436,-0.0835228886371836,-0.06640056249562276,0.02334632670493786
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,wqp,bloom_h,fbeta,rollout_probability_bloom_calibrated,0.1333333333333333,True,4673,4673,1.0,852,0.18232398887224482,597,0.12775518938583352,3480,341,596,256,0.4288107202680067,0.3004694835680751,0.9107563465061502,0.3533471359558316,0.3196004993757802,0.24431553818140478,0.6056129150371127,0.3441789426770408,0.7138237476854498,0.1521037783347575,0.0,-0.18232398887224482,0.03474584794226482,-0.3697183098591549,0.14053912588327666,-0.14295881797724097,-0.2682109068420497,-0.12332962928383118,-0.11458959198793905,-0.0835228886371836,-0.06640056249562276,0.02334632670493786
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,wqp,irc_alert,closest_pr,alert_probability_irc,0.4921875,True,6145,6145,1.0,3164,0.5148901545972335,1794,0.2919446704637917,2797,184,1554,1610,0.8974358974358975,0.5088495575221239,0.9382757463938276,0.6494554255748286,0.5570934256055363,0.4914990840002699,0.7235626519579758,0.8640825124434561,0.8657661078104862,0.1964008228870016,0.0,-0.20537021969080554,0.08329977178144721,-0.27749683944374204,0.12881583361288163,-0.15054457442517144,-0.23465810188937197,-0.104051554402178,-0.07434050291543015,0.0068844482905578985,-0.004461091760670555,0.04974574809931853
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,wqp,irc_alert,fbeta,alert_probability_irc,0.15625,True,6145,6145,1.0,3164,0.5148901545972335,3713,0.6042310821806347,2037,944,395,2769,0.7457581470509023,0.8751580278128951,0.6833277423683328,0.8052930056710775,0.8458060968904638,0.5707778057846148,0.7792428850906139,0.8640825124434561,0.8657661078104862,0.1964008228870016,0.0,-0.16647681041497153,0.09774294434819952,-0.09481668773704166,0.24253606172425368,0.028330980354621782,-0.036496111021219635,0.08242600915353504,0.0738596869936059,0.0068844482905578985,-0.004461091760670555,0.04974574809931853
pipe_grud_raw_predictor_recomputed_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,test,1,wqp,irc_alert,fixed,alert_probability_irc,0.5,True,6145,6145,1.0,3164,0.5148901545972335,1773,0.2885272579332791,2804,177,1568,1596,0.9001692047377327,0.504424778761062,0.9406239516940624,0.6465464857200729,0.5530528796174372,0.4909218334323999,0.7225243652275621,0.8640825124434561,0.8657661078104862,0.1964008228870016,0.0,-0.20292921074043935,0.08361291334700416,-0.27496839443742094,0.1264676283126468,-0.15099555826440314,-0.2334998123958315,-0.10245103427224145,-0.07425038306238707,0.0068844482905578985,-0.004461091760670555,0.04974574809931853
