mifal_degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,surface,split,horizon_months,source_id,target_event,score_column,threshold,score_recomputed,rows,control_rows,rows_retained_rate,positive_rows,positive_rate,predicted_positive_rows,alert_rate,mean_probability,tn,fp,fn,tp,precision,recall,specificity,macro_f1,fbeta,mcc,pr_auc,roc_auc,brier,rmse_risk,mae_risk,calibration_bias,absolute_calibration_bias,interval_coverage_risk,interval_mean_width,winkler_score_risk,mean_uncertainty,mean_data_reliability,mean_confidence,mean_observation_reliability,delta_positive_rate_vs_control,delta_mean_probability_vs_control,delta_alert_rate_vs_control,delta_precision_vs_control,delta_recall_vs_control,delta_specificity_vs_control,delta_macro_f1_vs_control,delta_fbeta_vs_control,delta_mcc_vs_control,delta_pr_auc_vs_control,delta_roc_auc_vs_control,delta_brier_vs_control,delta_rmse_risk_vs_control,delta_mae_risk_vs_control,delta_calibration_bias_vs_control,delta_absolute_calibration_bias_vs_control,delta_interval_coverage_risk_vs_control,delta_interval_mean_width_vs_control,delta_winkler_score_risk_vs_control,delta_mean_uncertainty_vs_control,delta_mean_data_reliability_vs_control,delta_mean_confidence_vs_control,delta_mean_observation_reliability_vs_control
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,test,1,all,bloom_h,mifal_probability_bloom_calibrated,0.1496598639455782,True,4673,4673,1.0,852,0.18232398887224482,1520,0.32527284399743206,0.109296974395532,2890,931,263,589,0.3875,0.6913145539906104,0.7563465061502225,0.6627099885820182,0.5976055194805194,0.368955387016583,0.3443161319818748,0.7388594412150299,0.13928470516733163,0.4645981600145335,0.33374697147032467,-0.07302701447671282,0.07302701447671282,0.6864968970682644,0.6554713645187523,2.3886041317856344,0.6554713645187523,0.03718910634441612,0.17865013353125744,0.0,0.0,-0.010499139746220881,-0.00128397175262146,0.002834207077326345,0.0023474178403756207,0.0020936927505889047,0.0022588477667184748,0.0027534724598464733,0.004031764018561201,-0.016455186806338562,-0.004927212230900757,0.0048623270929182005,0.012520903191710897,0.008401667415139868,-0.010499139746220881,0.010499139746220881,-0.0006419858763108133,-0.002677331143556949,0.010433433314815055,-0.002677331143556949,-0.016053601111293787,-0.0013691391945208908,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,test,1,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1496598639455782,True,4673,4673,1.0,852,0.18232398887224482,1520,0.32527284399743206,0.109296974395532,2890,931,263,589,0.3875,0.6913145539906104,0.7563465061502225,0.6627099885820182,0.5976055194805194,0.368955387016583,0.3443161319818748,0.7388594412150299,0.13928470516733163,0.4645981600145335,0.33374697147032467,-0.07302701447671282,0.07302701447671282,0.6864968970682644,0.6554713645187523,2.3886041317856344,0.6554713645187523,0.03718910634441612,0.17865013353125744,0.0,0.0,-0.010499139746220881,-0.00128397175262146,0.002834207077326345,0.0023474178403756207,0.0020936927505889047,0.0022588477667184748,0.0027534724598464733,0.004031764018561201,-0.016455186806338562,-0.004927212230900757,0.0048623270929182005,0.012520903191710897,0.008401667415139868,-0.010499139746220881,0.010499139746220881,-0.0006419858763108133,-0.002677331143556949,0.010433433314815055,-0.002677331143556949,-0.016053601111293787,-0.0013691391945208908,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,test,2,all,bloom_h,mifal_probability_bloom_calibrated,0.1111111111111111,True,4710,4710,1.0,863,0.18322717622080678,1701,0.3611464968152866,0.11624428654203689,2759,1088,250,613,0.36037624926513817,0.7103128621089224,0.7171822199116195,0.6415008000553394,0.5947991461284688,0.34429789162534463,0.3321225993669465,0.6964628500154069,0.14147789926009227,0.4670318604630129,0.3404129478736282,-0.06698288967876989,0.06698288967876989,0.6817409766454352,0.659308878889411,2.38281183224031,0.659308878889411,0.03729278495271551,0.17666776540086937,0.0,0.0,-0.009330363453286972,-0.001273885350318471,0.0024383465117696623,0.002317497103128674,0.0020795425006499,0.00215176997780242,0.0026301211236230415,0.003801055913856599,0.001398409050841043,0.004505474612503058,0.0030748593964472215,0.00996137219167098,0.0063290724656667185,-0.009330363453286972,0.009330363453286972,-0.0006369426751592355,-0.002796165252733407,0.011980766626428885,-0.002796165252733407,-0.015992004815242718,-0.0012683389886391505,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,test,2,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1111111111111111,True,4710,4710,1.0,863,0.18322717622080678,1701,0.3611464968152866,0.11624428654203689,2759,1088,250,613,0.36037624926513817,0.7103128621089224,0.7171822199116195,0.6415008000553394,0.5947991461284688,0.34429789162534463,0.3321225993669465,0.6964628500154069,0.14147789926009227,0.4670318604630129,0.3404129478736282,-0.06698288967876989,0.06698288967876989,0.6817409766454352,0.659308878889411,2.38281183224031,0.659308878889411,0.03729278495271551,0.17666776540086937,0.0,0.0,-0.009330363453286972,-0.001273885350318471,0.0024383465117696623,0.002317497103128674,0.0020795425006499,0.00215176997780242,0.0026301211236230415,0.003801055913856599,0.001398409050841043,0.004505474612503058,0.0030748593964472215,0.00996137219167098,0.0063290724656667185,-0.009330363453286972,0.009330363453286972,-0.0006369426751592355,-0.002796165252733407,0.011980766626428885,-0.002796165252733407,-0.015992004815242718,-0.0012683389886391505,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,test,3,all,bloom_h,mifal_probability_bloom_calibrated,0.135593220338983,True,4757,4757,1.0,883,0.18562118982552028,1715,0.3605213369770864,0.1270116569632619,2758,1116,284,599,0.3492711370262391,0.6783691959229898,0.711925658234383,0.6293473958479427,0.5708023632551934,0.31603946525901805,0.31123828103517176,0.7015619710577414,0.14125137666776194,0.459641559864507,0.33665831881197006,-0.058609532862258396,0.058609532862258396,0.6802606684885432,0.6592054491267426,2.399048979306546,0.6592054491267426,0.037631366065587105,0.17677862442144304,0.0,0.0,-0.004388828770549885,-0.0010510826150935682,0.0015967184215879282,0.0011325028312570984,0.0015487867836860847,0.0014067156681939474,0.0014954325621241438,0.002369809464849104,-0.010604261575300755,-0.004259309822254753,0.0014084654094212723,0.004608492500627226,0.002862506169313328,-0.004388828770549885,0.004388828770549885,-0.00021021652301878024,-0.0029531485968999904,0.01231823426417833,-0.0029531485968999904,-0.01595238825466428,-0.0011771012161302108,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,test,3,wqp,bloom_h,mifal_probability_bloom_calibrated,0.135593220338983,True,4757,4757,1.0,883,0.18562118982552028,1715,0.3605213369770864,0.1270116569632619,2758,1116,284,599,0.3492711370262391,0.6783691959229898,0.711925658234383,0.6293473958479427,0.5708023632551934,0.31603946525901805,0.31123828103517176,0.7015619710577414,0.14125137666776194,0.459641559864507,0.33665831881197006,-0.058609532862258396,0.058609532862258396,0.6802606684885432,0.6592054491267426,2.399048979306546,0.6592054491267426,0.037631366065587105,0.17677862442144304,0.0,0.0,-0.004388828770549885,-0.0010510826150935682,0.0015967184215879282,0.0011325028312570984,0.0015487867836860847,0.0014067156681939474,0.0014954325621241438,0.002369809464849104,-0.010604261575300755,-0.004259309822254753,0.0014084654094212723,0.004608492500627226,0.002862506169313328,-0.004388828770549885,0.004388828770549885,-0.00021021652301878024,-0.0029531485968999904,0.01231823426417833,-0.0029531485968999904,-0.01595238825466428,-0.0011771012161302108,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,validation,1,all,bloom_h,mifal_probability_bloom_calibrated,0.1496598639455782,True,3049,3049,1.0,410,0.13447031813709412,1127,0.36962938668415873,0.12058313792419768,1805,834,117,293,0.25998225377107365,0.7146341463414634,0.6839712012125805,0.5863776463544774,0.5294542826165523,0.28171897171482685,0.21608017382190753,0.6918843981922198,0.11057445566932482,0.4322822107989973,0.3127507702972643,-0.013887180212896436,0.013887180212896436,0.7274516234831092,0.657940872587777,2.022795731511202,0.657940872587777,0.03433603741128163,0.17684308623984574,0.0,0.0,-0.013887180212896436,-0.0062315513283043855,0.0025651508042324744,-0.004878048780487809,0.0064418340280408826,0.0031297764309190512,2.140393744254343e-05,0.0020554053675001516,-0.02103202954442404,-0.018209964971949932,0.003987677473488105,0.016722163397600243,0.010405208609193917,-0.013887180212896436,0.013887180212896436,-0.0006559527714005142,-0.0025692112619445373,0.011698895775586582,-0.0025692112619445373,-0.01604780890276447,-0.001410085266054878,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,validation,1,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1496598639455782,True,3049,3049,1.0,410,0.13447031813709412,1127,0.36962938668415873,0.12058313792419768,1805,834,117,293,0.25998225377107365,0.7146341463414634,0.6839712012125805,0.5863776463544774,0.5294542826165523,0.28171897171482685,0.21608017382190753,0.6918843981922198,0.11057445566932482,0.4322822107989973,0.3127507702972643,-0.013887180212896436,0.013887180212896436,0.7274516234831092,0.657940872587777,2.022795731511202,0.657940872587777,0.03433603741128163,0.17684308623984574,0.0,0.0,-0.013887180212896436,-0.0062315513283043855,0.0025651508042324744,-0.004878048780487809,0.0064418340280408826,0.0031297764309190512,2.140393744254343e-05,0.0020554053675001516,-0.02103202954442404,-0.018209964971949932,0.003987677473488105,0.016722163397600243,0.010405208609193917,-0.013887180212896436,0.013887180212896436,-0.0006559527714005142,-0.0025692112619445373,0.011698895775586582,-0.0025692112619445373,-0.01604780890276447,-0.001410085266054878,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,validation,2,all,bloom_h,mifal_probability_bloom_calibrated,0.1111111111111111,True,3158,3158,1.0,441,0.1396453451551615,1283,0.4062697910069664,0.12752816087027977,1738,979,137,304,0.23694466095089634,0.6893424036281179,0.6396761133603239,0.5548184272860296,0.4988513291762389,0.23220442426111865,0.20027152602777387,0.629891411846299,0.1162443181760607,0.4385457034899199,0.3224829524545992,-0.012117184284881732,0.012117184284881732,0.7219759341355289,0.6612601691138589,2.0521581905852107,0.6612601691138589,0.03473068168773583,0.17516562639840355,0.0,0.0,-0.012117184284881705,-0.009183027232425589,0.0029507585118719315,-0.006802721088435382,0.009569377990430672,0.00449831608128104,-0.00017337823598473356,0.002729970621380279,-0.01965498175118416,-0.04553091019256439,0.0030910185477849156,0.013607632189923669,0.008848030367693716,-0.012117184284881705,0.012117184284881705,-0.0015832805573147146,-0.0033822158739865715,0.015333798802788845,-0.0033822158739865715,-0.016049638175696587,-0.0009695004760315318,0.0
mifal_controlled_degradation_v0,ablate_light,feature_family_ablation,core,evaluated,,observable_no_current_chla,validation,2,wqp,bloom_h,mifal_probability_bloom_calibrated,0.1111111111111111,True,3158,3158,1.0,441,0.1396453451551615,1283,0.4062697910069664,0.12752816087027977,1738,979,137,304,0.23694466095089634,0.6893424036281179,0.6396761133603239,0.5548184272860296,0.4988513291762389,0.23220442426111865,0.20027152602777387,0.629891411846299,0.1162443181760607,0.4385457034899199,0.3224829524545992,-0.012117184284881732,0.012117184284881732,0.7219759341355289,0.6612601691138589,2.0521581905852107,0.6612601691138589,0.03473068168773583,0.17516562639840355,0.0,0.0,-0.012117184284881705,-0.009183027232425589,0.0029507585118719315,-0.006802721088435382,0.009569377990430672,0.00449831608128104,-0.00017337823598473356,0.002729970621380279,-0.01965498175118416,-0.04553091019256439,0.0030910185477849156,0.013607632189923669,0.008848030367693716,-0.012117184284881705,0.012117184284881705,-0.0015832805573147146,-0.0033822158739865715,0.015333798802788845,-0.0033822158739865715,-0.016049638175696587,-0.0009695004760315318,0.0
