epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,-2.2168437608998013,-2.5124110432097555,0.12197714272248492,0.06440984741627166,0.787490635180973,balanced,7.246377117997326,-2.5124110432097555,0.787490635180973
2,-2.601076273694974,-2.5945232549652144,0.12259170041134526,0.06485147227676889,0.7922027737592847,balanced,6.643272512999829,-2.5124110432097555,0.787490635180973
3,-2.6808169985190116,-2.583242738600242,0.12112325619629274,0.06491172686546867,0.7880351951170285,balanced,6.7463512559988885,-2.5124110432097555,0.787490635180973
4,-2.6885996670216485,-2.539286326776575,0.1231597773647307,0.06684566478044217,0.8066413855734796,balanced,6.745541802003572,-2.5124110432097555,0.787490635180973
5,-2.7559452048905992,-2.7128400992736013,0.1206981160056187,0.06491967481909187,0.7867682321610384,balanced,6.682044849003432,-2.7128400992736013,0.7867682321610384
6,-2.811621415034367,-2.76166148080359,0.12111998761263883,0.06493616082654288,0.7881804058595052,balanced,6.719544409002992,-2.7128400992736013,0.7867682321610384
7,-2.8462184604843075,-2.858461275067193,0.12037083053883649,0.06431946060534383,0.7819381000910222,balanced,6.950287544001185,-2.858461275067193,0.7819381000910222
8,-2.9318162697258425,-2.791379680581958,0.12077094116297757,0.06564713694290264,0.7916187859598667,balanced,6.620376179002051,-2.858461275067193,0.7819381000910222
9,-2.9827527292258953,-2.8105563759979355,0.12059052126739361,0.06519180317822515,0.788164868057901,balanced,6.629463536002731,-2.858461275067193,0.7819381000910222
10,-2.9757293909834126,-2.8983763372998625,0.12009010561016867,0.06444840038194759,0.781887884931372,balanced,6.796026635005546,-2.8983763372998625,0.781887884931372
11,-3.0590852240364628,-2.930505490750112,0.12000721449671792,0.06405307440983818,0.7791177069231203,balanced,6.649564086997998,-2.930505490750112,0.7791177069231203
12,-3.099709480023769,-2.9689309919011997,0.1197160378814092,0.06421262641700959,0.7792297209701531,balanced,6.686734353999782,-2.930505490750112,0.7791177069231203
13,-3.1346312106882963,-2.985332084839585,0.11962414370209862,0.06406780931444206,0.77802426367037,balanced,6.626287127997784,-2.985332084839585,0.77802426367037
14,-3.1158609325469,-3.0583705740295257,0.11956872201342857,0.06402301733595524,0.7775677471601947,balanced,6.710348904998682,-3.0583705740295257,0.7775677471601947
15,-3.188419928232549,-3.019822018167482,0.11959737429077956,0.06359583849120491,0.7749407316495998,balanced,6.668186851005885,-3.019822018167482,0.7749407316495998
16,-3.2197960333705575,-3.087845483893045,0.11905649562893784,0.06377086941657684,0.7743773369469356,balanced,6.7982767339999555,-3.087845483893045,0.7743773369469356
17,-3.2428310648539984,-3.087723559106915,0.11898657953036389,0.0635452767717177,0.7727264548747483,balanced,6.738717912005086,-3.087723559106915,0.7727264548747483
18,-3.237930658845525,-3.0582364504592596,0.11889259952823547,0.06399465220448307,0.775292138141971,balanced,6.744377006005379,-3.087723559106915,0.7727264548747483
19,-3.270653023167152,-3.140456481409207,0.11886732887693764,0.06316749743913845,0.7699551536204563,balanced,6.639020296002855,-3.140456481409207,0.7699551536204563
20,-3.273616243217389,-3.058003632400289,0.11866341098965504,0.06394703863462911,0.7742791867408717,balanced,6.799114045999886,-3.140456481409207,0.7699551536204563
