source_id,site_id,year_month,module,module_seed,rank_sha256
wqp,wqp:USGS-295554095093401,2009-09,ANFIS-N,314260,0017333325c4d3bb67376c9d23acdf9cf5b163d40daa9b47ee7730e5febd5cd7
wqp,wqp:KAWNATON_WQX-KN-KL-002,2012-06,ANFIS-N,314260,002068f2557c5f53ccb0fc55cfef1674fc60e1dd3b19f27793850b4a0952f455
wqp,wqp:21FLLCPC_WQX-GRIFFINTISH,2014-01,ANFIS-N,314260,00312e28a23c44e2b9e112212e22c6066da3b71893d8359489f4a2fb1f26170f
wqp,wqp:USGS-295554095093401,2017-01,ANFIS-N,314260,003906f09f416de790ed64bfa2015cc8d35669ca19fa3116d04b1e07a2b52915
wqp,wqp:21FLSWFD_WQX-23588,2018-03,ANFIS-N,314260,004d613f3fa96842f15b5aa0fc1ea55404a685164d2e741609f55c0552b144b0
wqp,wqp:USGS-423526088380101,1991-04,ANFIS-N,314260,005175bada2e73bfa255bbfd1fb1f2c7dcc5d0acc68066d1faa539027751b13f
wqp,wqp:21FLLCPC_WQX-GREENWSH,2014-05,ANFIS-N,314260,00591e42ebec74f61f261268a9b45eb840a137a33ab6fffdf1003afaa34b51b1
wqp,wqp:CPNWATER-WW#3,2015-11,ANFIS-N,314260,00674cfd0217039deb47de91038dcaf57b3a576d6387aff7fb6681b8125ef0a4
wqp,wqp:KAWNATON_WQX-KN-KL-002,2011-02,ANFIS-N,314260,006cebc36432aae9adf21979b22a0c3395f64e6da17c9ae60a4590667ef271ae
wqp,wqp:21SC60WQ_WQX-S-308,2003-07,ANFIS-N,314260,00720adb41f457bc6e459b9209b111edca82a774fbcc9c280d0dba5149f272d7
wqp,wqp:21SC60WQ_WQX-SV-331,2018-10,ANFIS-N,314260,00796d481169997eac5a9f731946b277b86451f071ec41c382c2faf9cb8efdb4
wqp,wqp:KAWNATON_WQX-KN-KL-001,2012-03,ANFIS-N,314260,0079908ecd0be32b1f6f16bc3004b67a653d129e71c0cdc8c9a2ef55e0ee254c
wqp,wqp:KAWNATON_WQX-KN-KL-003,2009-12,ANFIS-N,314260,0083b25fca9b3bd1f262372d14cf2aa643e771040794a665ff42101ad6959c28
wqp,wqp:KAWNATON_WQX-KN-KL-004,2015-12,ANFIS-N,314260,008a791cce07e2605fbf10fbf6b4dcceac2ebf42ec8409fc4638906f3abc28e5
wqp,wqp:21SC60WQ_WQX-CW-197,2005-04,ANFIS-N,314260,00bf6bcd18e660ddf0bf14e84543ecdadb0c82ee6a257e013717ddf59c517346
wqp,wqp:21SC60WQ_WQX-CW-016F,2018-04,ANFIS-N,314260,0103036329113e7070ec60d2eac3325620c811f0a120b0c0e73db81402e97c33
wqp,wqp:21FLLCPC_WQX-GRIFFINTISH,2013-11,ANFIS-N,314260,011760f9e4ffd8b223a40ee3651ef3420dcd7642259a4e2cb363ffce037a2329
wqp,wqp:21FLORAN_WQX-CC4,2018-05,ANFIS-N,314260,01349397d9ff1485c373062cd69f7db189518a55acfc13451fe9677b8a9cc2e5
wqp,wqp:21SC60WQ_WQX-CW-033,2014-03,ANFIS-N,314260,0141b480d1664452d67636bb3013a01f84028989936a42ca71bd4fbd215e80bf
wqp,wqp:21SC60WQ_WQX-CW-207,2011-11,ANFIS-N,314260,0148e92e8d2e08e3402acc4756e944de5e987cc794940535abcb6196b297deb6
wqp,wqp:21FLORAN_WQX-CC18,2017-08,ANFIS-N,314260,014d6ab6f595732b9644a046f2a58b578ad58d27d46b7f5050fd9cea2ba7dcc1
wqp,wqp:USGS-423556088365001,2005-05,ANFIS-N,314260,0152ec6131f9cb3b27d281a050bcef794fbd6401b33749275b5f3e040c3e744b
wqp,wqp:USGS-0690367690,1991-06,ANFIS-N,314260,0157847e870655e5b1e783ebd9055be8117d3aee11e886666a93caa07760d41a
wqp,wqp:21SC60WQ_WQX-SV-200,2011-10,ANFIS-N,314260,0172a0d0c8df7f619db0520ab48b3294f75b9ba8b7332fcadcd9eb7543f59d52
wqp,wqp:USGS-01201700,1981-06,ANFIS-N,314260,01807c7abbf58b098095538407f603905a6acd3cf2132f7f50921bc0fd8eee24
wqp,wqp:USGS-07263299,2012-12,ANFIS-N,314260,0181ce94e8f55e44b7fd940a6d011b0eca3d159e356719e6250d59daf4e16ee8
wqp,wqp:KAWNATON_WQX-KN-KL-005,2014-03,ANFIS-N,314260,01897509569f7835e9a7be01290e9df60e1f3c95ee274be8023a7650b474e246
wqp,wqp:USGS-07048910,2009-06,ANFIS-N,314260,0199bf91016064632623177ccd485893517fff8277d942b760b098b770aaa5b6
wqp,wqp:21SC60WQ_WQX-S-024,2005-09,ANFIS-N,314260,019c93a2e310b64c2870efb493e9b18b5c6b5c55583d9e4e5d3f5c5290fd1a63
wqp,wqp:KAWNATON_WQX-KN-KL-010,2017-11,ANFIS-N,314260,01b6563a66150364146bb20432e55776f92ece6ba97b377c8702007736fc2fd8
wqp,wqp:USGS-0726329710,2009-01,ANFIS-N,314260,01bbcbb3aeea2e0eec8033c36d8e2f62a52ebd36142815fa7259475b1c5a46d5
wqp,wqp:21SC60WQ_WQX-SV-236,2018-07,ANFIS-N,314260,01bd4ecf18bbdc519cd7cddac8cbfcd8c5d1d103d8f62f11ab1324a157fcbc4a
wqp,wqp:USGS-07049187,2014-05,ANFIS-N,314260,01be90371ad2f86d16b9cb8411134d60613437e40464b97868c1a53633f95ba5
wqp,wqp:KAWNATON_WQX-KN-KL-005,2015-09,ANFIS-N,314260,01c608f23083df98d715ac8fe7a73e3bd69869756153cbb69c332b5d0b3ae799
wqp,wqp:21FLORAN_WQX-HB67,2018-02,ANFIS-N,314260,01c80ab8612a480431862794a8b08422c77938545fd7815349dfa0eb03ee6a6a
wqp,wqp:21FLORAN_WQX-HB68,2018-10,ANFIS-N,314260,01cec4f2867b750910333934fb8f313ee013c8bdd049624380eaab7835f250ed
wqp,wqp:USGS-423526088380101,1984-01,ANFIS-N,314260,01d3421d622986ce1ac8ca2656d7296062def246e9cf08b49763605a3e1a92d1
wqp,wqp:21FLLCPC_WQX-IDAMERESSHDK,2012-07,ANFIS-N,314260,01e6dc2fd18b7e4e92465a6d4b49986b28047a311fd3ebf7359c99c283cbe317
wqp,wqp:21SC60WQ_WQX-S-311,2002-06,ANFIS-N,314260,01edcc6545e0c34c0f97f7767f0112064bda56cdec5b8a2b35ed70958b1f5727
wqp,wqp:21FLLCPC_WQX-GREENWSH,2016-05,ANFIS-N,314260,02011dcd4c77ac2a9dff6a113eec00a5edb94d5b4795faeff99c6153b27424ab
wqp,wqp:21SC60WQ_WQX-S-222,2003-03,ANFIS-N,314260,020b6f57094cdc95be12577b9edfaf5bdeead91d4bab1879cb33205f4f1ffb4a
wqp,wqp:21SC60WQ_WQX-B-327,2017-02,ANFIS-N,314260,020db2908c6c0b5f54e334409d66e56e01d43203b0be6f7f4a78032818d69658
wqp,wqp:21SC60WQ_WQX-S-222,2018-03,ANFIS-N,314260,0221c48faf855f1e595c3b39a1133a70bbd1baad3d8feac7f6809e0d937e8544
wqp,wqp:USGS-295554095093401,2013-01,ANFIS-N,314260,023c9225b1a0c00ddb8bab944b5210767256ddc4d2f9b38649ebaf6c2ffdcdd4
wqp,wqp:USGS-421420121481700,2013-01,ANFIS-N,314260,023e9f1aac75af78afb9c8c9be46579df902711532098bda2321b3dafaca4765
wqp,wqp:USGS-295554095093401,2008-08,ANFIS-N,314260,023fe902e8db8a43721101a244437012441ad7e4014deb09e2310382c1b7df27
wqp,wqp:USGS-07048910,2011-11,ANFIS-N,314260,02481bec22761f6346df1ae7d2a59d002267b76a7cb8efa18116a449617ac13e
wqp,wqp:21SC60WQ_WQX-S-308,2016-02,ANFIS-N,314260,0248d6205e9a48ed63d63fc9fee82ac2beb2692134037659578ceab7b8c77780
wqp,wqp:USGS-423556088365001,1998-04,ANFIS-N,314260,02531b5bf941d8f3ac499aecbb4b01f1fe88eda1b0e5440a72da71292ab148a3
wqp,wqp:21SC60WQ_WQX-SV-200,2018-04,ANFIS-N,314260,025d9c528a39c16c5538660599a41c06c36efa5bf99cb7f6494a9016a77fea12
wqp,wqp:21FLORAN_WQX-HB53,2018-02,ANFIS-N,314260,025ee2d6175206f7144ff955e82dab7d829385ec9f41c8b41a52654ce7c8ac92
wqp,wqp:21FLORAN_WQX-HB55,2018-02,ANFIS-N,314260,025ff9c87f3717f90bbcc289b7894d2f06455404802c51b1b7cda11f4d79bdb9
wqp,wqp:USGS-423556088365001,1998-11,ANFIS-N,314260,0262ef5d663497f52113e0e8b19438978d7f0fed1b8ca91da8b2ba7ba676a4c1
wqp,wqp:USGS-07049200,2005-04,ANFIS-N,314260,027179204061c4dd017704ef5e1f3dc3128f459c4747ff6a3e79368c00fbc6ab
wqp,wqp:21SC60WQ_WQX-SV-268,2008-06,ANFIS-N,314260,0274c9036c5f08f82b85573e17b9ca4ec1ff66e5281d1782213de3a6ca9af3ae
wqp,wqp:21SC60WQ_WQX-SV-268,2010-11,ANFIS-N,314260,02786352aa87c73b573d6ab6eb32c4f27644918f77beb8e5f201a4db20a0c8ff
wqp,wqp:21SC60WQ_WQX-S-311,2016-01,ANFIS-N,314260,027893c93d60684b53388055bb9896c3604ae94936a5607089e21c8ac33c5465
wqp,wqp:21FLSWFD_WQX-23389,2016-10,ANFIS-N,314260,0289d2ed334e546df1d83660989927d63742c65ac3ce97f1d47d7e68de394421
wqp,wqp:21FLORAN_WQX-HB68,2018-03,ANFIS-N,314260,0294c735332ab4a1540f0217e0f6def818d843967a2cf0334ea5b2d2302ce352
wqp,wqp:USGS-07263299,2009-04,ANFIS-N,314260,02962456b3585eb61531e591b2b0a5890bf1361a6f9f7034acafdac724892942
wqp,wqp:USGS-12301600,1975-08,ANFIS-N,314260,02a31d8070546d3674cda2fe0b045293b980731ced5d8029522e415aca67fd91
wqp,wqp:USGS-423556088365001,2014-11,ANFIS-N,314260,02daddfdb079b9c2e9cfbdbfdde94ffb1e60b800865849e5e3ff47865184689c
wqp,wqp:21SC60WQ_WQX-SV-331,2017-03,ANFIS-N,314260,02dbf0e4deb5949e1fd06f32ebcb1eb6a21a77c6734533bc0e85d53712fdc3b4
wqp,wqp:21SC60WQ_WQX-SV-200,2002-08,ANFIS-N,314260,02df473e9716cb1a331f044059dc15eadfe4f6471b3e7f1565196e3ec0e0c33a
wqp,wqp:21SC60WQ_WQX-SV-372,2013-01,ANFIS-N,314260,03099e406aa295740ffab7dbf9822e79a6c042d92aae043a6eda6ea4743dc038
wqp,wqp:21SC60WQ_WQX-S-024,2012-12,ANFIS-N,314260,030f252ed8cbc566cd524d5945d5ded32a4cfea24398f05f1dd3ae48c47d2fa3
wqp,wqp:USGS-07049690,1993-08,ANFIS-N,314260,031186729cf9065e4207a1c3a9b9b36bbb8b8168a15b620a90da4857b82bc69f
wqp,wqp:21SC60WQ_WQX-CW-207,2010-01,ANFIS-N,314260,03169cd001495294bd1f70e26a5ca20f0841cd0d697f7210d1633325dd33ae26
wqp,wqp:KAWNATON_WQX-KN-KL-005,2015-06,ANFIS-N,314260,0316b7b155b4e3fb7835486995c03359a5d3f66e2bcc367289715cce1a4db448
wqp,wqp:21SC60WQ_WQX-CW-033,2011-02,ANFIS-N,314260,031f4f44e88139c4c2cccfa8c33dafe54644a8c4906ba5cf44ee7e6d6249b8fb
wqp,wqp:USGS-423659088354401,1984-01,ANFIS-N,314260,033091f901eb6a99dc7f685baa283c2fc6f2e079daa7a193f3506e43c1ab36be
wqp,wqp:21FLLCPC_WQX-GREENWSH,2013-02,ANFIS-N,314260,03480cf9ea3640216d7bb0bfb75bc3269bf64eb4c83eee5a4e77a893eade67f6
wqp,wqp:21SC60WQ_WQX-SV-268,2007-08,ANFIS-N,314260,0366b38e130a63972ae6e9892867ed9d153a5dc2cac273e0c0fc9f4ad8cb6ffc
wqp,wqp:21SC60WQ_WQX-S-310,2006-12,ANFIS-N,314260,038ca411c311a2c399701c6d3f9a6b8e291bb4c48e83afb8a6cc0287b929c01a
wqp,wqp:21FLORAN_WQX-BC9,2017-11,ANFIS-N,314260,03a7dbac3bd802d5ad1a85d50cfe09c9e9b9fdf06107d5d7da490dc69e31ea9e
wqp,wqp:21FLSWFD_WQX-23641,2016-06,ANFIS-N,314260,03adbd54bec9ba17d367effbd64e697c059882ee219208941aeaad55b48cb73a
wqp,wqp:USGS-295554095093401,2008-05,ANFIS-N,314260,03b0d76a7dd18f80637d02862fb6135e214e432c6159890a5ff12891ecf6b030
wqp,wqp:21SC60WQ_WQX-SV-361,2018-01,ANFIS-N,314260,03bec9a6bf18cccb68ae328c696323dacabca23df41968e7aa290b711fb3f523
wqp,wqp:21FLLCPC_WQX-IDAMERESSHDK,2013-06,ANFIS-N,314260,03c40143ffcf84bf46b1007715ad36b8efe7d090d2f3a5ba2ea5960983c4e995
wqp,wqp:USGS-07144790,2016-02,ANFIS-N,314260,03d26af6a3e76425682788af3ad20c1ab73ba1c4afa5b4d83d6fcdb6b592b2e0
wqp,wqp:21SC60WQ_WQX-S-024,2015-10,ANFIS-N,314260,03d42eede09e1f75883b3ea9d99ce1fea726476b749f48c08952246485b913a0
wqp,wqp:21FLSWFD_WQX-23479,2017-12,ANFIS-N,314260,03daa29e4c708cbbadf1b7795ec15dbd19dce06170e89baef4c5b4dabd1a1547
wqp,wqp:KAWNATON_WQX-KN-KL-004,2014-09,ANFIS-N,314260,03dd73de454c857bb0d335229ddc3abb9618e64e78f787bbfe86772fbb66823f
wqp,wqp:21SC60WQ_WQX-CW-016F,2018-10,ANFIS-N,314260,03de310f5e6f4a095c1948c938a9a5c006f2071a05446009746fdd565ec7e728
wqp,wqp:21SC60WQ_WQX-CW-033,2015-09,ANFIS-N,314260,03e5cd38788c9572f6d05a517c51a81f3b877ab9d47775ff198bc4e2b2e0fbdb
wqp,wqp:USGS-295554095093401,2006-09,ANFIS-N,314260,03eb117732f5d3d22aa251d6205b3186970e2ed0620054d632d0d26e353c0d62
wqp,wqp:21SC60WQ_WQX-S-310,2006-05,ANFIS-N,314260,03f057f0c91d363baef716d30ec4771b80bd4ed67782e7eded094927c292104b
wqp,wqp:USGS-07144790,2015-02,ANFIS-N,314260,03facff59ccb4fff43926492427358eb5138e7dea9f4b8990626c345c22b0d04
wqp,wqp:21FLLCPC_WQX-TROUTDKEUS,2016-01,ANFIS-N,314260,03ff66cd4aa710b414205e04f06014a7cd787e4816a7ebf7999f953a9f5ca167
wqp,wqp:USGS-423659088354401,1984-02,ANFIS-N,314260,0401de7dbf748c0ae05a97bab8ab3946327e5d986c5a21cf13e8732016d757f2
wqp,wqp:USGS-07263299,2009-10,ANFIS-N,314260,0401fbdc268855c82baeddfe228772a924dd1c1a25b6200e9302c6378e73c7dd
wqp,wqp:KAWNATON_WQX-KN-KL-002,2014-12,ANFIS-N,314260,040b0aacbdec156327c73f45b267181e3dc1d083342dd155bacc02fde14bcb6c
wqp,wqp:21SC60WQ_WQX-CW-174,2016-03,ANFIS-N,314260,041028655fc13d0c29d020efbe196f5e7e56337830c7a2c79e16c1edfecbbd68
wqp,wqp:21FLLCPC_WQX-IDAMERESSHDK,2012-03,ANFIS-N,314260,041822120129c8f44a649b1e2c702ba4fe97baff794249196e0574b3dde736a7
wqp,wqp:21SC60WQ_WQX-S-311,2014-11,ANFIS-N,314260,041ff7e5089608a1b1acc5bf3f8f72c099f2a4c547b82b27e4fe9161902bce37
wqp,wqp:21SC60WQ_WQX-S-022,2006-01,ANFIS-N,314260,043f1be4a76a3294b9da25127c309cdd517612e692144b30ef461a08cfa08931
wqp,wqp:21SC60WQ_WQX-S-222,2018-02,ANFIS-N,314260,0460791ead0bd3f914b570e1deb747df7858fa6abf769ab2696441013208ca98
