module,status,base_seed,module_seed,train_rows,prediction_rows,input_dimension,rule_count,epochs,curve_initial_pre_update_loss,curve_last_pre_update_loss,minimum_curve_pre_update_loss,final_checkpoint_loss,quality_gate_output_standard_deviation,quality_gate_output_scope,materialized_surface_output_standard_deviation,maximum_parameter_delta,centers_ordered,centers_in_unit_interval
ANFIS-N,passed,314159,314260,4096,42110,3,27,60,0.07219049334526062,0.0015033778036013246,0.0015033778036013246,0.0014625381445512176,0.24788339063406245,locked_hash_ranked_training_sample_4096,0.1714079487281885,1.3909767866134644,True,True
ANFIS-F,passed,314159,314361,4096,42110,4,81,60,0.0893545150756836,0.001276701339520514,0.001276701339520514,0.0012638862244784832,0.19050821025023032,locked_hash_ranked_training_sample_4096,0.19351043186589129,1.500030279159546,True,True
ANFIS-T-no-current,passed,314159,314563,4096,42110,1,3,60,0.1922881305217743,0.014971649274230003,0.014971649274230003,0.014674104750156403,0.3166778158927012,locked_hash_ranked_training_sample_4096,0.3133273159629253,1.4264947175979614,True,True
