evaluation_cohort,comparison_id,challenger,reference,horizon_months,metric,source_id,site_id,cluster_id,shared_success_rows,positive_rows,negative_rows,challenger_metric,reference_metric,delta_challenger_minus_reference,challenger_better,status
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND OUTLET,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND OUTLET,16,14,2,0.4024463491482805,0.3917815213382312,0.010664827810049293,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND WEST,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND WEST,16,12,4,0.35674137080193563,0.2915299586680278,0.06521141213390785,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLLCPC_WQX-ECROOKEDNWSH,wqp::wqp:21FLLCPC_WQX-ECROOKEDNWSH,5,0,5,0.02345531646546442,0.004065877172885507,0.019389439292578914,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLLCPC_WQX-HARRISLKWSH,wqp::wqp:21FLLCPC_WQX-HARRISLKWSH,17,9,8,0.37017631368304293,0.3934627644963087,-0.023286450813265747,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLLCPC_WQX-MINNEOLAWFP,wqp::wqp:21FLLCPC_WQX-MINNEOLAWFP,9,0,9,0.018795528785221564,0.02398069537028568,-0.005185166585064117,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLLCPC_WQX-WCROOKEDNSH,wqp::wqp:21FLLCPC_WQX-WCROOKEDNSH,5,0,5,0.031506373339898516,0.008013180423851515,0.023493192916047,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-HARVEST LAKE,wqp::wqp:21FLMAIT_WQX-HARVEST LAKE,17,0,17,0.005190383107593793,0.0034243795847210233,0.0017660035228727698,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-HUNGERFORD LAKE,wqp::wqp:21FLMAIT_WQX-HUNGERFORD LAKE,18,0,18,0.005247544777600193,0.002337145753900114,0.0029103990237000794,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE CATHERINE,wqp::wqp:21FLMAIT_WQX-LAKE CATHERINE,18,0,18,0.005190383107593792,0.002337145753900114,0.0028532373536936783,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE CHARITY,wqp::wqp:21FLMAIT_WQX-LAKE CHARITY,18,0,18,0.005247544777600193,0.0025083413188526898,0.0027392034587475035,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE DESTINY,wqp::wqp:21FLMAIT_WQX-LAKE DESTINY,18,0,18,0.005363006845362148,0.0025181147643427502,0.002844892081019398,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE EULALIA,wqp::wqp:21FLMAIT_WQX-LAKE EULALIA,17,1,16,0.06798981890795765,0.060137373941562655,0.007852444966394992,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE FAITH,wqp::wqp:21FLMAIT_WQX-LAKE FAITH,17,0,17,0.005190383107593793,0.002345988918065517,0.002844394189528276,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE GEM,wqp::wqp:21FLMAIT_WQX-LAKE GEM,18,3,15,0.1471418645202384,0.14855158838037394,-0.0014097238601355477,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE HOPE,wqp::wqp:21FLMAIT_WQX-LAKE HOPE,18,0,18,0.006342724618370684,0.004396576539671339,0.0019461480786993448,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE JACKSON,wqp::wqp:21FLMAIT_WQX-LAKE JACKSON,18,0,18,0.005190383107593792,0.0023228282500132712,0.002867554857580521,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE LILY,wqp::wqp:21FLMAIT_WQX-LAKE LILY,18,1,17,0.06120741715625777,0.06754582432716717,-0.006338407170909402,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE LOCH LOMOND,wqp::wqp:21FLMAIT_WQX-LAKE LOCH LOMOND,17,0,17,0.006400573684129947,0.0024066125551164947,0.003993961129013452,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE LOVE,wqp::wqp:21FLMAIT_WQX-LAKE LOVE,2,0,2,0.009788045971592198,0.0023800982655606427,0.007407947706031555,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE LOVELY,wqp::wqp:21FLMAIT_WQX-LAKE LOVELY,1,0,1,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE LUCIEN,wqp::wqp:21FLMAIT_WQX-LAKE LUCIEN,18,0,18,0.005190383107593792,0.0023228282500132712,0.002867554857580521,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE MAITLAND,wqp::wqp:21FLMAIT_WQX-LAKE MAITLAND,18,2,16,0.10034880844440949,0.1022253469919292,-0.0018765385475197072,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE MINNEHAHA,wqp::wqp:21FLMAIT_WQX-LAKE MINNEHAHA,18,0,18,0.005190383107593792,0.002408718915001769,0.002781664192592023,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE NINA,wqp::wqp:21FLMAIT_WQX-LAKE NINA,18,1,17,0.05385530138621604,0.05342184442962083,0.0004334569565952115,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE SHADOW,wqp::wqp:21FLMAIT_WQX-LAKE SHADOW,18,0,18,0.005190383107593792,0.0023228282500132712,0.002867554857580521,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE SYBELIA,wqp::wqp:21FLMAIT_WQX-LAKE SYBELIA,18,0,18,0.005190383107593792,0.0023228282500132712,0.002867554857580521,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-LAKE WAUMPI,wqp::wqp:21FLMAIT_WQX-LAKE WAUMPI,17,1,16,0.060287727221337024,0.04238366919035504,0.01790405803098198,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLMAIT_WQX-PARK LAKE,wqp::wqp:21FLMAIT_WQX-PARK LAKE,18,0,18,0.005190383107593792,0.002394401411114926,0.0027959816964788662,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-DEER1,wqp::wqp:21FLPOLK_WQX-DEER1,12,2,10,0.15443119112452744,0.15687323036490544,-0.0024420392403780022,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-DEESON1,wqp::wqp:21FLPOLK_WQX-DEESON1,12,8,4,0.3566910467307312,0.4062051030854681,-0.04951405635473688,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-ELBERT1,wqp::wqp:21FLPOLK_WQX-ELBERT1,10,0,10,0.005190383107593793,0.0023543267585643254,0.0028360563490294676,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-HAMILTON1,wqp::wqp:21FLPOLK_WQX-HAMILTON1,1,0,1,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-LTL HAMILTON1,wqp::wqp:21FLPOLK_WQX-LTL HAMILTON1,1,0,1,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-MDL HAMILTON1,wqp::wqp:21FLPOLK_WQX-MDL HAMILTON1,1,0,1,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLPOLK_WQX-THOMAS1,wqp::wqp:21FLPOLK_WQX-THOMAS1,1,0,1,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLSJWM_WQX-44599,wqp::wqp:21FLSJWM_WQX-44599,4,1,3,0.12625856189346224,0.09896751513518243,0.027291046758279813,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21FLSJWM_WQX-499784,wqp::wqp:21FLSJWM_WQX-499784,18,18,0,0.3966342746147424,0.4471337813930963,-0.05049950677835391,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21SC60WQ_WQX-LCR-02,wqp::wqp:21SC60WQ_WQX-LCR-02,1,0,1,0.03156160990381424,0.08681459151274008,-0.05525298160892584,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21SC60WQ_WQX-RL-19154,wqp::wqp:21SC60WQ_WQX-RL-19154,7,6,1,0.5055222598435699,0.49158052310855543,0.013941736735014476,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21SC60WQ_WQX-S-326,wqp::wqp:21SC60WQ_WQX-S-326,11,5,6,0.3069129034999618,0.26899567999507107,0.03791722350489074,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21VASWCB-8-NAR048.61,wqp::wqp:21VASWCB-8-NAR048.61,2,0,2,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21VASWCB-8-NAR058.66,wqp::wqp:21VASWCB-8-NAR058.66,2,2,0,0.8611017561088775,0.9012450518728408,-0.04014329576396325,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:21VASWCB-8-PMC007.15,wqp::wqp:21VASWCB-8-PMC007.15,3,3,0,0.8526967870580452,0.9011792206541429,-0.04848243359609772,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:CHOCNATWQX-SAR-002,wqp::wqp:CHOCNATWQX-SAR-002,3,0,3,0.022666197379704513,0.0776364492012865,-0.05497025182158198,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:CHOCNATWQX-SAR-003,wqp::wqp:CHOCNATWQX-SAR-003,3,0,3,0.022790372250152142,0.044384254469639194,-0.021593882219487052,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:CHOCNATWQX-TW2-001,wqp::wqp:CHOCNATWQX-TW2-001,11,0,11,0.04670651552404039,0.055335315786391955,-0.008628800262351563,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:CHOCNATWQX-TW2-002,wqp::wqp:CHOCNATWQX-TW2-002,8,0,8,0.012063782212062555,0.007195070069707191,0.004868712142355364,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:CHOCNATWQX-TW2-003,wqp::wqp:CHOCNATWQX-TW2-003,10,0,10,0.03049416314324066,0.05777089573477538,-0.027276732591534722,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-BUL0002,wqp::wqp:MDE_FIELDSERVICES_WQX-BUL0002,5,1,4,0.17079137427369034,0.15812010008035268,0.012671274193337662,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-CLV0002,wqp::wqp:MDE_FIELDSERVICES_WQX-CLV0002,5,1,4,0.17002804672103575,0.16243941021771743,0.007588636503318313,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-LLA894583,wqp::wqp:MDE_FIELDSERVICES_WQX-LLA894583,5,1,4,0.16143153095693893,0.1453187130224943,0.016112817934444634,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0039,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0039,5,1,4,0.18428252331585693,0.18879118644949738,-0.004508663133640456,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0041,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0041,5,1,4,0.1869562573829355,0.20454417434176708,-0.01758791695883158,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0046,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0046,5,1,4,0.18568029352133025,0.16255467134353588,0.023125622177794375,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0048,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0048,5,1,4,0.15334779655541808,0.1630074414110387,-0.009659644855620625,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:USGS-01670144,wqp::wqp:USGS-01670144,5,3,2,0.5167423172058123,0.5315418364859529,-0.01479951928014056,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:USGS-01670209,wqp::wqp:USGS-01670209,5,4,1,0.6838384234566026,0.7190649174415257,-0.03522649398492306,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:USGS-016702576,wqp::wqp:USGS-016702576,5,0,5,0.004152306486075034,0.0018525355984558803,0.002299770887619154,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:USGS-383903118425301,wqp::wqp:USGS-383903118425301,24,10,14,0.34535718348565597,0.37091278108123465,-0.025555597595578683,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:USGS-384200118431901,wqp::wqp:USGS-384200118431901,24,9,15,0.3291874826901857,0.3395047767162905,-0.010317294026104762,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:USGS-384506118433001,wqp::wqp:USGS-384506118433001,24,9,15,0.3369684372712667,0.34592551972113306,-0.008957082449866371,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,brier,wqp,wqp:WIDNR_WQX-10041501,wqp::wqp:WIDNR_WQX-10041501,1,0,1,0.005190383107593793,0.0023156694980698504,0.0028747136095239427,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21AWIC-129,wqp::wqp:21AWIC-129,5,2,3,0.41666666666666663,0.41666666666666663,0.0,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ALLEN-2,wqp::wqp:21FLCBA_WQX-WAL-ALLEN-2,6,0,6,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ALLEN-3,wqp::wqp:21FLCBA_WQX-WAL-ALLEN-3,6,0,6,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-1,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-1,10,0,10,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-2,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-2,11,0,11,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-3,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-3,10,0,10,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-1,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-1,19,0,19,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-2,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-2,20,0,20,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-3,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-3,20,0,20,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-1,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-1,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-2,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-2,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-3,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-3,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-1,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-1,23,0,23,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-2,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-2,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-3,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-3,13,0,13,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-GRAYTON-2,wqp::wqp:21FLCBA_WQX-WAL-GRAYTON-2,4,0,4,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-GRAYTON-3,wqp::wqp:21FLCBA_WQX-WAL-GRAYTON-3,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-LITTLERE-2,wqp::wqp:21FLCBA_WQX-WAL-LITTLERE-2,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-LITTLERE-3,wqp::wqp:21FLCBA_WQX-WAL-LITTLERE-3,5,0,5,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-1,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-1,13,0,13,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-2,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-2,12,0,12,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-3,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-3,11,0,11,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCHCO_WQX-MC1991A01,wqp::wqp:21FLCHCO_WQX-MC1991A01,1,1,0,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLCHCO_WQX-MC2048A03,wqp::wqp:21FLCHCO_WQX-MC2048A03,9,1,8,0.1111111111111111,0.1111111111111111,0.0,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND INLET,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND INLET,16,11,5,0.6495720188902006,0.7538363151999514,-0.10426429630975087,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND MIDDLE,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND MIDDLE,16,12,4,0.7520743145743146,0.8189546564546564,-0.06688034188034175,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND OUTLET,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND OUTLET,16,14,2,0.8185889507318077,0.8850659261373546,-0.06647697540554687,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND WEST,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND WEST,16,12,4,0.8629960317460319,0.9069516132016131,-0.043955581455581205,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLLCPC_WQX-ECROOKEDNWSH,wqp::wqp:21FLLCPC_WQX-ECROOKEDNWSH,5,0,5,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLLCPC_WQX-HARRISLKWSH,wqp::wqp:21FLLCPC_WQX-HARRISLKWSH,17,9,8,0.7581232492997201,0.6283613445378151,0.12976190476190497,True,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLLCPC_WQX-MINNEOLAWFP,wqp::wqp:21FLLCPC_WQX-MINNEOLAWFP,9,0,9,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLLCPC_WQX-WCROOKEDNSH,wqp::wqp:21FLLCPC_WQX-WCROOKEDNSH,5,0,5,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-HARVEST LAKE,wqp::wqp:21FLMAIT_WQX-HARVEST LAKE,17,0,17,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-HUNGERFORD LAKE,wqp::wqp:21FLMAIT_WQX-HUNGERFORD LAKE,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE CATHERINE,wqp::wqp:21FLMAIT_WQX-LAKE CATHERINE,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE CHARITY,wqp::wqp:21FLMAIT_WQX-LAKE CHARITY,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE DESTINY,wqp::wqp:21FLMAIT_WQX-LAKE DESTINY,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE EULALIA,wqp::wqp:21FLMAIT_WQX-LAKE EULALIA,17,1,16,0.058823529411764705,0.058823529411764705,0.0,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE FAITH,wqp::wqp:21FLMAIT_WQX-LAKE FAITH,17,0,17,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE GEM,wqp::wqp:21FLMAIT_WQX-LAKE GEM,18,3,15,0.4444444444444444,0.5,-0.05555555555555558,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE HOPE,wqp::wqp:21FLMAIT_WQX-LAKE HOPE,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE JACKSON,wqp::wqp:21FLMAIT_WQX-LAKE JACKSON,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE LILY,wqp::wqp:21FLMAIT_WQX-LAKE LILY,18,1,17,0.1111111111111111,0.16666666666666666,-0.05555555555555555,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE LOCH LOMOND,wqp::wqp:21FLMAIT_WQX-LAKE LOCH LOMOND,17,0,17,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE LOVE,wqp::wqp:21FLMAIT_WQX-LAKE LOVE,2,0,2,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE LOVELY,wqp::wqp:21FLMAIT_WQX-LAKE LOVELY,1,0,1,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE LUCIEN,wqp::wqp:21FLMAIT_WQX-LAKE LUCIEN,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE MAITLAND,wqp::wqp:21FLMAIT_WQX-LAKE MAITLAND,18,2,16,0.1111111111111111,0.5555555555555556,-0.4444444444444445,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE MINNEHAHA,wqp::wqp:21FLMAIT_WQX-LAKE MINNEHAHA,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE NINA,wqp::wqp:21FLMAIT_WQX-LAKE NINA,18,1,17,0.05555555555555555,0.3333333333333333,-0.2777777777777778,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE SHADOW,wqp::wqp:21FLMAIT_WQX-LAKE SHADOW,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE SYBELIA,wqp::wqp:21FLMAIT_WQX-LAKE SYBELIA,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-LAKE WAUMPI,wqp::wqp:21FLMAIT_WQX-LAKE WAUMPI,17,1,16,0.125,1.0,-0.875,False,estimated
fresh_primary,P1_vs_P0,P1,P0,2,pr_auc,wqp,wqp:21FLMAIT_WQX-PARK LAKE,wqp::wqp:21FLMAIT_WQX-PARK LAKE,18,0,18,,,,False,not_estimable_single_class
