evaluation_cohort,comparison_id,challenger,reference,horizon_months,metric,source_id,site_id,cluster_id,shared_success_rows,positive_rows,negative_rows,challenger_metric,reference_metric,delta_challenger_minus_reference,challenger_better,status
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21AWIC-129,wqp::wqp:21AWIC-129,6,2,4,0.29558281733395336,0.3074502104059374,-0.011867393071984034,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-ALLEN-2,wqp::wqp:21FLCBA_WQX-WAL-ALLEN-2,6,0,6,0.005024985496686227,0.00013731656563708268,0.004887668931049144,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-ALLEN-3,wqp::wqp:21FLCBA_WQX-WAL-ALLEN-3,6,0,6,0.006606110289062978,4.38200493414721e-05,0.006562290239721506,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-1,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-1,11,0,11,0.004589257456644751,8.743062150884344e-05,0.004501826835135907,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-2,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-2,12,0,12,0.004948713601406907,0.00010207135462978049,0.0048466422467771265,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-3,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-3,11,0,11,0.010527425418086251,0.0006750067257609832,0.009852418692325268,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-1,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-1,20,0,20,0.0031170206232389286,0.0001036111457775888,0.00301340947746134,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-2,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-2,21,0,21,0.003362519934677351,0.00014803488133997522,0.0032144850533373757,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-3,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-3,21,0,21,0.0036023879391619616,4.424657925214218e-05,0.0035581413599098193,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-1,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-1,3,0,3,0.00413398708919178,1.965189432925219e-05,0.004114335194862528,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-2,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-2,3,0,3,0.00413398708919178,1.2761241711754111e-05,0.004121225847480026,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-3,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-3,3,0,3,0.003279464538739569,1.3808334819583434e-05,0.003265656203919986,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-1,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-1,23,0,23,0.004429140149898329,5.888245490388989e-05,0.0043702576949944385,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-2,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-2,18,0,18,0.004122920948771095,0.00022836761996031577,0.003894553328810779,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-3,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-3,13,0,13,0.004133987089191779,0.0002212591281828397,0.0039127279610089395,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-GRAYTON-2,wqp::wqp:21FLCBA_WQX-WAL-GRAYTON-2,4,0,4,0.00413398708919178,5.313063363989834e-05,0.004080856455551882,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-GRAYTON-3,wqp::wqp:21FLCBA_WQX-WAL-GRAYTON-3,3,0,3,0.00413398708919178,0.00021980284480142807,0.003914184244390352,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-LITTLERE-2,wqp::wqp:21FLCBA_WQX-WAL-LITTLERE-2,2,0,2,0.00413398708919178,0.0005486317497047748,0.0035853553394870055,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-LITTLERE-3,wqp::wqp:21FLCBA_WQX-WAL-LITTLERE-3,4,0,4,0.00413398708919178,0.009036546467955235,-0.0049025593787634545,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-1,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-1,14,0,14,0.04841876573257088,0.004832852417654984,0.043585913314915896,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-2,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-2,13,0,13,0.06481258946701404,0.0013524624180557372,0.0634601270489583,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-3,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-3,12,0,12,0.0683075656823324,0.016464536140233504,0.05184302954209889,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-4,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-4,1,0,1,0.06559860398868232,0.001364348206837532,0.06423425578184479,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLCHCO_WQX-MC2048A03,wqp::wqp:21FLCHCO_WQX-MC2048A03,10,2,8,0.17763687176143328,0.1948425364251833,-0.01720566466375001,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND INLET,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND INLET,15,10,5,0.36102991845767946,0.28966062582132374,0.07136929263635572,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND MIDDLE,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND MIDDLE,15,11,4,0.4184006399864336,0.20641420359558332,0.2119864363908503,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND OUTLET,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND OUTLET,15,13,2,0.41706012299109163,0.17165584456406435,0.24540427842702728,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLHESD_WQX-BEAUDETTE POND WEST,wqp::wqp:21FLHESD_WQX-BEAUDETTE POND WEST,15,11,4,0.32847088271587066,0.22036155525540446,0.1081093274604662,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLLCPC_WQX-ECROOKEDNWSH,wqp::wqp:21FLLCPC_WQX-ECROOKEDNWSH,5,0,5,0.018204263402560622,0.00034262946594449333,0.01786163393661613,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLLCPC_WQX-HARRISLKWSH,wqp::wqp:21FLLCPC_WQX-HARRISLKWSH,17,8,9,0.35292463969769433,0.2955594664128136,0.05736517328488072,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLLCPC_WQX-MINNEOLAWFP,wqp::wqp:21FLLCPC_WQX-MINNEOLAWFP,9,0,9,0.05196805690057164,0.012181291840313198,0.03978676506025844,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLLCPC_WQX-WCROOKEDNSH,wqp::wqp:21FLLCPC_WQX-WCROOKEDNSH,5,0,5,0.04030879470231673,0.00022898565918494655,0.040079809043131784,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-HARVEST LAKE,wqp::wqp:21FLMAIT_WQX-HARVEST LAKE,17,0,17,0.00413398708919178,3.2317638433163e-06,0.004130755325348464,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-HUNGERFORD LAKE,wqp::wqp:21FLMAIT_WQX-HUNGERFORD LAKE,19,0,19,0.004485718815225855,0.00011602922669515413,0.004369689588530701,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE CATHERINE,wqp::wqp:21FLMAIT_WQX-LAKE CATHERINE,19,0,19,0.004133987089191781,9.257095143402625e-06,0.004124729994048379,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE CHARITY,wqp::wqp:21FLMAIT_WQX-LAKE CHARITY,19,0,19,0.0044038352475563,1.2122093893593677e-05,0.004391713153662707,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE DESTINY,wqp::wqp:21FLMAIT_WQX-LAKE DESTINY,19,0,19,0.0047617624144702326,0.0003224249108675898,0.004439337503602643,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE EULALIA,wqp::wqp:21FLMAIT_WQX-LAKE EULALIA,18,1,17,0.06321660338534417,0.05473800064631183,0.008478602739032337,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE FAITH,wqp::wqp:21FLMAIT_WQX-LAKE FAITH,17,0,17,0.00413398708919178,1.081870148172831e-05,0.0041231683877100515,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE GEM,wqp::wqp:21FLMAIT_WQX-LAKE GEM,19,3,16,0.14188357490473485,0.14958065752682384,-0.007697082622088985,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE HOPE,wqp::wqp:21FLMAIT_WQX-LAKE HOPE,19,0,19,0.005273591243706917,2.5350464567374034e-05,0.005248240779139543,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE JACKSON,wqp::wqp:21FLMAIT_WQX-LAKE JACKSON,19,0,19,0.004133987089191781,1.2351801560997809e-05,0.004121635287630783,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE LILY,wqp::wqp:21FLMAIT_WQX-LAKE LILY,19,1,18,0.0634919780164539,0.052260950048846316,0.011231027967607582,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE LOCH LOMOND,wqp::wqp:21FLMAIT_WQX-LAKE LOCH LOMOND,18,0,18,0.005975251517780467,4.847974952582883e-05,0.005926771768254638,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE LOVE,wqp::wqp:21FLMAIT_WQX-LAKE LOVE,2,0,2,0.01039211725610039,1.3963599135647455e-05,0.010378153656964742,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE LOVELY,wqp::wqp:21FLMAIT_WQX-LAKE LOVELY,1,0,1,0.00413398708919178,0.0005818859510346542,0.003552101138157126,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE LUCIEN,wqp::wqp:21FLMAIT_WQX-LAKE LUCIEN,19,0,19,0.004133987089191781,4.284448532336216e-06,0.004129702640659445,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE MAITLAND,wqp::wqp:21FLMAIT_WQX-LAKE MAITLAND,19,2,17,0.08387207454904508,0.07278021154686462,0.011091863002180458,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE MINNEHAHA,wqp::wqp:21FLMAIT_WQX-LAKE MINNEHAHA,19,0,19,0.004306234793712668,0.002233510130094954,0.0020727246636177135,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE NINA,wqp::wqp:21FLMAIT_WQX-LAKE NINA,19,1,18,0.05366891683638747,0.05219786881682009,0.001471048019567378,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE SHADOW,wqp::wqp:21FLMAIT_WQX-LAKE SHADOW,19,0,19,0.004133987089191781,6.359465585042855e-06,0.004127627623606738,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE SYBELIA,wqp::wqp:21FLMAIT_WQX-LAKE SYBELIA,19,0,19,0.004133987089191781,5.193012726200878e-06,0.00412879407646558,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-LAKE WAUMPI,wqp::wqp:21FLMAIT_WQX-LAKE WAUMPI,17,1,16,0.05352698524380774,0.08362524160495108,-0.03009825636114334,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLMAIT_WQX-PARK LAKE,wqp::wqp:21FLMAIT_WQX-PARK LAKE,19,0,19,0.004133987089191781,0.0021162116533287724,0.0020177754358630087,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLORL_WQX-ORLANDO EAST,wqp::wqp:21FLORL_WQX-ORLANDO EAST,1,1,0,0.8755418086459944,0.7862001645236703,0.08934164412232415,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLORL_WQX-ORLANDO WEST,wqp::wqp:21FLORL_WQX-ORLANDO WEST,1,1,0,0.8755418086459944,0.8892757408071161,-0.013733932161121731,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLPOLK_WQX-DEER1,wqp::wqp:21FLPOLK_WQX-DEER1,12,2,10,0.15287527978166296,0.15797511352566398,-0.0050998337440010255,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLPOLK_WQX-DEESON1,wqp::wqp:21FLPOLK_WQX-DEESON1,13,9,4,0.4160336108547171,0.2343554141924275,0.18167819666228957,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLPOLK_WQX-ELBERT1,wqp::wqp:21FLPOLK_WQX-ELBERT1,10,0,10,0.004671191342061403,0.00043966562015601546,0.004231525721905388,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLPOLK_WQX-THOMAS1,wqp::wqp:21FLPOLK_WQX-THOMAS1,2,0,2,0.00413398708919178,0.0004176627395222095,0.0037163243496695707,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLSJWM_WQX-44599,wqp::wqp:21FLSJWM_WQX-44599,5,1,4,0.14403762880732224,0.2038475448019894,-0.05980991599466717,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21FLSJWM_WQX-499784,wqp::wqp:21FLSJWM_WQX-499784,19,19,0,0.43368218611659104,0.09535880749595571,0.33832337862063533,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21SC60WQ_WQX-CW-208,wqp::wqp:21SC60WQ_WQX-CW-208,1,0,1,0.00413398708919178,0.3920567797432045,-0.38792279265401275,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21SC60WQ_WQX-LCR-02,wqp::wqp:21SC60WQ_WQX-LCR-02,1,0,1,0.0043188632326270505,0.16481760695831355,-0.16049874372568648,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21SC60WQ_WQX-RL-19154,wqp::wqp:21SC60WQ_WQX-RL-19154,7,6,1,0.5894887524697463,0.3882054658862123,0.201283286583534,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21SC60WQ_WQX-S-326,wqp::wqp:21SC60WQ_WQX-S-326,10,5,5,0.35267346562451324,0.09631247049920971,0.2563609951253035,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21SCSANT_WQX-SC-010,wqp::wqp:21SCSANT_WQX-SC-010,1,0,1,0.06226393347014361,0.39607184025065245,-0.33380790678050887,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21VASWCB-8-NAR048.61,wqp::wqp:21VASWCB-8-NAR048.61,2,0,2,0.00413398708919178,3.016987547301791e-05,0.004103817213718762,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21VASWCB-8-NAR058.66,wqp::wqp:21VASWCB-8-NAR058.66,2,2,0,0.8512189450803754,0.9223317751878604,-0.07111283010748493,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:21VASWCB-8-PMC007.15,wqp::wqp:21VASWCB-8-PMC007.15,4,3,1,0.6470602955305145,0.45408663080020667,0.1929736647303078,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:CHOCNATWQX-SAR-002,wqp::wqp:CHOCNATWQX-SAR-002,3,0,3,0.0046168451926218036,0.014399195074141667,-0.009782349881519863,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:CHOCNATWQX-SAR-003,wqp::wqp:CHOCNATWQX-SAR-003,3,0,3,0.038691592105687934,0.008790609607291161,0.029900982498396775,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:CHOCNATWQX-TW2-001,wqp::wqp:CHOCNATWQX-TW2-001,12,0,12,0.049349188219378615,0.005624824758509498,0.043724363460869116,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:CHOCNATWQX-TW2-002,wqp::wqp:CHOCNATWQX-TW2-002,9,0,9,0.007660051243111976,0.0008402459510074745,0.006819805292104502,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:CHOCNATWQX-TW2-003,wqp::wqp:CHOCNATWQX-TW2-003,11,0,11,0.044663607394147084,0.007865546268680766,0.03679806112546632,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-BUL0002,wqp::wqp:MDE_FIELDSERVICES_WQX-BUL0002,5,1,4,0.17631536514635,0.1986850749567251,-0.022369709810375116,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-CLV0002,wqp::wqp:MDE_FIELDSERVICES_WQX-CLV0002,5,1,4,0.17905967296475164,0.20013095725709382,-0.021071284292342174,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-LLA894583,wqp::wqp:MDE_FIELDSERVICES_WQX-LLA894583,5,1,4,0.18409090106045714,0.230190779543037,-0.04609987848257985,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0039,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0039,5,1,4,0.1867117339730124,0.19478333084639723,-0.008071596873384823,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0041,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0041,5,1,4,0.16698923552320433,0.1917551447571478,-0.02476590923394348,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0046,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0046,5,1,4,0.1738521905802797,0.1930964959489551,-0.019244305368675385,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:MDE_FIELDSERVICES_WQX-MIE0048,wqp::wqp:MDE_FIELDSERVICES_WQX-MIE0048,5,1,4,0.1840078444608832,0.21496941108836226,-0.030961566627479065,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:USGS-01670144,wqp::wqp:USGS-01670144,5,4,1,0.6840361050907614,0.6343700890721232,0.04966601601863818,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:USGS-01670209,wqp::wqp:USGS-01670209,5,5,0,0.8664425407563222,0.785132651329935,0.08130988942638717,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:USGS-016702576,wqp::wqp:USGS-016702576,5,0,5,0.00413398708919178,2.683080973155765e-05,0.004107156279460223,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:USGS-383903118425301,wqp::wqp:USGS-383903118425301,25,11,14,0.34993398541823434,0.35161612401831976,-0.0016821386000854255,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:USGS-384200118431901,wqp::wqp:USGS-384200118431901,25,10,15,0.33358463328185195,0.3025882355186441,0.03099639776320784,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:USGS-384506118433001,wqp::wqp:USGS-384506118433001,25,10,15,0.3571729502156502,0.3671074573984761,-0.009934507182825902,True,estimated
fresh_primary,P1_vs_B2,P1,B2,1,brier,wqp,wqp:WIDNR_WQX-10041501,wqp::wqp:WIDNR_WQX-10041501,1,1,0,0.7330006892642363,0.005795965821913992,0.7272047234423223,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21AWIC-129,wqp::wqp:21AWIC-129,6,2,4,0.4,0.41666666666666663,-0.016666666666666607,False,estimated
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ALLEN-2,wqp::wqp:21FLCBA_WQX-WAL-ALLEN-2,6,0,6,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ALLEN-3,wqp::wqp:21FLCBA_WQX-WAL-ALLEN-3,6,0,6,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-1,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-1,11,0,11,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-2,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-2,12,0,12,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-CAMPCREE-3,wqp::wqp:21FLCBA_WQX-WAL-CAMPCREE-3,11,0,11,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-1,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-1,20,0,20,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-2,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-2,21,0,21,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-DRAPER-3,wqp::wqp:21FLCBA_WQX-WAL-DRAPER-3,21,0,21,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-1,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-1,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-2,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-2,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-EASTERN-3,wqp::wqp:21FLCBA_WQX-WAL-EASTERN-3,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-1,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-1,23,0,23,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-2,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-2,18,0,18,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-ERN NORTH-3,wqp::wqp:21FLCBA_WQX-WAL-ERN NORTH-3,13,0,13,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-GRAYTON-2,wqp::wqp:21FLCBA_WQX-WAL-GRAYTON-2,4,0,4,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-GRAYTON-3,wqp::wqp:21FLCBA_WQX-WAL-GRAYTON-3,3,0,3,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-LITTLERE-2,wqp::wqp:21FLCBA_WQX-WAL-LITTLERE-2,2,0,2,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-LITTLERE-3,wqp::wqp:21FLCBA_WQX-WAL-LITTLERE-3,4,0,4,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-1,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-1,14,0,14,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-2,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-2,13,0,13,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-3,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-3,12,0,12,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCBA_WQX-WAL-OYSTER-4,wqp::wqp:21FLCBA_WQX-WAL-OYSTER-4,1,0,1,,,,False,not_estimable_single_class
fresh_primary,P1_vs_B2,P1,B2,1,pr_auc,wqp,wqp:21FLCHCO_WQX-MC2048A03,wqp::wqp:21FLCHCO_WQX-MC2048A03,10,2,8,0.35,0.325,0.024999999999999967,True,estimated
