record_type,profile,selected,best_epoch,probabilistic_validation_loss,epochs_ran,time_role,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
profile_selection,v2_primary,True,27,-2.109879944268174,37,model_selection,all,1016,,,,,
profile_selection,legacy_diagnostic,False,20,-1.6157804727554321,20,model_selection,all,1016,,,,,
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,all,7909,0.10824782838802041,0.06956284461607781,-1.852030345293318,0.9040333796940195,0.34812547946823336
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,yN,7909,0.08155049898115065,0.05380005787651553,-2.0126015024912283,0.8941711973700847,0.2633784273991408
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,yF,7909,0.15210567703646458,0.10054596131513235,-1.3950777457779013,0.867998482741181,0.4804562308089232
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,yT,7909,0.1631579609391294,0.10514424727137583,-1.3789827619555748,0.8992287267669743,0.5252983526388302
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,sigma_N,7909,0.05966176532052812,0.026704492845099983,-2.3388781612057166,0.9492982677961815,0.19331002509734138
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,sigma_F,7909,0.04667040255704907,0.028135886308682342,-2.5693209661757965,0.9063092679226198,0.1522017963798659
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,sigma_T,7909,0.08002328499340276,0.04700478917805701,-2.1430633541063284,0.924263497281578,0.24415530741237362
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,delta_yN,7909,0.08175660268201208,0.05662017640911955,-2.0129092095066734,0.8973321532431408,0.26526804967540935
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,delta_yF,7909,0.14585369766902959,0.10216736320238044,-1.435310389815005,0.897964344417752,0.4842474620672948
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,training,delta_yT,7909,0.16345056531341742,0.10594262713833726,-1.3821290166056373,0.8997344797066633,0.5248136637349212
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,all,1016,0.10882328335038989,0.07152266014279343,-1.749955164791718,0.897856517935258,0.34939939977824425
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,yN,1016,0.09001753525272845,0.06126720698799674,-1.9071888360451525,0.8828740157480315,0.2656163793849194
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,yF,1016,0.12767321629773717,0.08927897205502969,-1.5489429864357775,0.9153543307086615,0.4818558129738635
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,yT,1016,0.1575881963950818,0.10183451119370347,-1.4003853384904035,0.9005905511811023,0.5240986741433932
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,sigma_N,1016,0.08846440956266421,0.04191784408148818,-1.8093026829516794,0.9133858267716536,0.195775467579759
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,sigma_F,1016,0.06509858815880985,0.03973684160728154,-2.0852057990126722,0.8346456692913385,0.15348698022797352
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,sigma_T,1016,0.07335218125032571,0.04638579698998158,-2.174755787286233,0.9251968503937008,0.24467184412197804
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,delta_yN,1016,0.09123071109099054,0.0644202645369402,-1.8857739065575787,0.8789370078740157,0.26817770830289583
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,delta_yF,1016,0.12592936252520098,0.09330163415022723,-1.5557198712206262,0.9281496062992126,0.4862619685375784
selected_profile_metric,v2_primary,True,27,-2.109879944268174,37,model_selection,delta_yT,1016,0.16005534961997037,0.10556086968249223,-1.3823212751253384,0.9015748031496063,0.5246497627318375
