profile,epoch,training_loss,probabilistic_validation_loss,best_probabilistic_validation_loss,best_epoch,epochs_without_improvement,batch_order_sha256
v2_primary,1,-0.006255946110452167,-0.2425266864496892,-0.2425266864496892,1,0,22cff91e38b245136f89a72701e47ccac766a4aa5f1605b3cb7a4a9beff9a9f7
v2_primary,2,-0.8320493261918721,-1.2185233512262659,-1.2185233512262659,2,0,564766f577d4b4ae25362d789d84181e30e574263d2530b222efd105a78afb17
v2_primary,3,-1.4107062668606822,-1.523102937720892,-1.523102937720892,3,0,4928bed2f8dcf7da9349fe7e6abfd3b712b4c3271425b30eadca4ce536938945
v2_primary,4,-1.5893388414581893,-1.5803540428792398,-1.5803540428792398,4,0,3140fda921a5bd5eff1aa2beb44ada46023d6c60d0dabeaefcd32d18e451531e
v2_primary,5,-1.6512300020856492,-1.6094437340113121,-1.6094437340113121,5,0,3e968946175ae62c7cb263bba0ee3eeeaf1959f1ff1cef6f3991784d0817e4e3
v2_primary,6,-1.688482122002849,-1.6323482173634327,-1.6323482173634327,6,0,8bc40b0e7fb39044313008b07df5222018b016be4a028b993415f0936cf04f1f
v2_primary,7,-1.7133980135291247,-1.6593088991060032,-1.6593088991060032,7,0,3f8a0457588d2a157097ce0d496a87c08599cfa20bedc02a3735cceb7b8f86f0
v2_primary,8,-1.7449671474535888,-1.6977506200159629,-1.6977506200159629,8,0,f48955590bcb7a0e58b3dfba65a8ddabfa27033d832fa7a087b280ce96e1cab9
v2_primary,9,-1.7821688859889895,-1.732748338556665,-1.732748338556665,9,0,978ce425bf7490ee6d8cc601f37e88dd9d5bf49badfecaa81cbd13f95e43e7d0
v2_primary,10,-1.8260311264502804,-1.7810761966104582,-1.7810761966104582,10,0,cde5ed430790547adf3599d4aa98f19a849424faaa51e5223f90e7ae0681e2ed
v2_primary,11,-1.8718502630339153,-1.8340313312575574,-1.8340313312575574,11,0,eb66dd19f2414dbac726982f987db0bc2647a36e3050047dd9221ff0c1536f7b
v2_primary,12,-1.9140613062491172,-1.8682746596223727,-1.8682746596223727,12,0,d7d9ba31b244fb89a2a4479340934d00c2144ad9de9923acd9bfc1cba160dff5
v2_primary,13,-1.9509752618481226,-1.9034033234663836,-1.9034033234663836,13,0,c42d8be3165106bf503af3c9926f216f68b11f35c2182ce9cf8c1b1f124db415
v2_primary,14,-1.981517137295227,-1.9281807264943762,-1.9281807264943762,14,0,2c2420e3a3968428c4986a521fd4e139f09573516172b195ede87313928b6d3f
v2_primary,15,-2.017949876237841,-1.9660525124842727,-1.9660525124842727,15,0,a857504c4290d5464dca73fec46775db6318c6978466ddfe6ab5ccd5c7c84086
v2_primary,16,-2.054539789877976,-2.0068959664172077,-2.0068959664172077,16,0,7740122f993d585b5fcd08621320d29b03cc11009319f47e4e74c0d06527989c
v2_primary,17,-2.083599245974803,-2.0289957598438413,-2.0289957598438413,17,0,84081d9eda304417f5edf27c69b325f776c1039a697de7c621eef78844cd2136
