target,blend_weight,validation_rows,validation_mae,validation_rmse,selection_metric,selection_objective
yN,0.65,1016,0.061267191969503566,0.09001751179090102,balanced,1.0070866495920787
yF,0.5,1016,0.08927896079115981,0.12767321997374628,balanced,1.0086360348556593
yT,1.0,1016,0.10183449242058701,0.1575881815041209,balanced,1.0
sigma_N,0.35,1016,0.04191785252939059,0.08846442348900677,balanced,1.0076139376611826
sigma_F,0.35,1016,0.0397368359753466,0.06509856472794859,balanced,1.0036262674482286
sigma_T,1.0,1016,0.04638577633955347,0.07335219084774748,balanced,1.0
delta_yN,0.9,1016,0.06442025327307033,0.09123072266590564,balanced,1.0037302138504773
delta_yF,0.9,1016,0.0933016491687204,0.12592938488668334,balanced,1.0007213668830457
delta_yT,1.0,1016,0.1055608321362593,0.1600553584168253,balanced,1.0
