target,blend_weight,validation_rows,validation_mae,validation_rmse,selection_metric,selection_objective
delta_yF,0.0,7079,0.1263716161916242,0.2086545518192466,balanced,1.6797217174909584
delta_yF,0.1,7079,0.11781999502062107,0.195300064607126,balanced,1.5692949100740652
delta_yF,0.2,7079,0.10983246190178476,0.18245168550691154,balanced,1.464565005348013
delta_yF,0.35,7079,0.09911997396741518,0.16438659709836206,balanced,1.3205768303444674
delta_yF,0.5,7079,0.09013609516366354,0.14823894133842205,balanced,1.1955984607735008
delta_yF,0.65,7079,0.08347472303885999,0.1347000828421135,balanced,1.0962991118373389
delta_yF,0.8,7079,0.07987336968277652,0.12462317536452264,balanced,1.0309378836890515
delta_yF,0.9,7079,0.07936735297347347,0.12027138788080495,balanced,1.0093212651382948
delta_yF,1.0,7079,0.08029635650725296,0.11807025949343379,balanced,1.0058525546019532
delta_yN,0.0,7079,0.09300383411401543,0.15875524748196743,balanced,1.6286531651500367
delta_yN,0.1,7079,0.08734350774328256,0.14974218900479788,balanced,1.533000125458748
delta_yN,0.2,7079,0.08199860386498854,0.14104787216908957,balanced,1.441696497453024
delta_yN,0.35,7079,0.07471225241143617,0.1287446889553493,balanced,1.3148188301682533
delta_yN,0.5,7079,0.0685351873323193,0.11757346808684427,balanced,1.2032961030460019
delta_yN,0.65,7079,0.06364936575341955,0.10788641668041932,balanced,1.1105370990188417
delta_yN,0.8,7079,0.06052112646705098,0.10011527639009536,balanced,1.0427610894525268
delta_yN,0.9,7079,0.05960932921716631,0.09623312261976741,balanced,1.0143629919045716
delta_yN,1.0,7079,0.05976950554781031,0.0935459239237232,balanced,1.0013435508564479
delta_yT,0.0,7079,0.20399671032664837,0.32936052738207194,balanced,1.4425021029507572
delta_yT,0.1,7079,0.19520784613270764,0.3115478823777965,balanced,1.3716948903060133
delta_yT,0.2,7079,0.18740088576936406,0.2945241304176765,balanced,1.3059272015281764
delta_yT,0.35,7079,0.17710720837697216,0.2707914647476242,balanced,1.2161358833070297
delta_yT,0.5,7079,0.1683463850909159,0.24976696151998576,balanced,1.1377413737942597
delta_yT,0.65,7079,0.1613862368662759,0.23218750615306943,balanced,1.0733652889918632
delta_yT,0.8,7079,0.15667961067795702,0.21888468717968754,balanced,1.0264499083917005
delta_yT,0.9,7079,0.15566904084428856,0.21279913934270483,balanced,1.0086576214745877
delta_yT,1.0,7079,0.15671313733498177,0.2091771855553885,balanced,1.003353577837412
sigma_F,0.0,7079,0.02224389380832095,0.04968554902674053,balanced,1.0067666567914908
sigma_F,0.1,7079,0.02228733886684262,0.049573079813266835,balanced,1.0065960909929301
sigma_F,0.2,7079,0.02235799240584359,0.049470718831541895,balanced,1.0071402182510807
sigma_F,0.35,7079,0.022508167213497063,0.049336271611230616,balanced,1.0091445679802225
sigma_F,0.5,7079,0.022714874875429305,0.04922490295046399,balanced,1.0126550569250141
sigma_F,0.65,7079,0.0229692352678601,0.04913676840154551,balanced,1.0174736635147825
sigma_F,0.8,7079,0.023260950755897864,0.04907199289442923,balanced,1.0233701909202813
sigma_F,0.9,7079,0.02347289924820966,0.049041834332549536,balanced,1.02782678426867
sigma_F,1.0,7079,0.02369791788811703,0.049022117340272904,balanced,1.032683667983799
sigma_N,0.0,7079,0.05241752933826061,0.11939879334565438,balanced,1.0011811221944713
sigma_N,0.1,7079,0.05245361080242426,0.11935831289418375,balanced,1.00135537755432
sigma_N,0.2,7079,0.05249488998695456,0.11932057079814899,balanced,1.0015907072510328
sigma_N,0.35,7079,0.05256533309520512,0.11926909424641924,balanced,1.0020465746834222
sigma_N,0.5,7079,0.05264554196856321,0.11922378558069995,balanced,1.0026214856784077
sigma_N,0.65,7079,0.05273940539962913,0.11918465579143173,balanced,1.0033525807592536
sigma_N,0.8,7079,0.05284341100010263,0.1191517123794125,balanced,1.004206387463371
sigma_N,0.9,7079,0.05291787708086859,0.11913318327264211,balanced,1.0048389273943554
sigma_N,1.0,7079,0.05299597221640716,0.11911740891481999,balanced,1.0055176472970877
sigma_T,0.0,7079,0.04201006145021945,0.0798183263902169,balanced,1.0173052171052372
sigma_T,0.1,7079,0.0421898156543424,0.07946865604223588,balanced,1.0171784104839958
sigma_T,0.2,7079,0.042399988283560695,0.07913680139726377,balanced,1.0175291054032578
sigma_T,0.35,7079,0.0427636207034147,0.07867290426139247,balanced,1.0188504932900626
sigma_T,0.5,7079,0.04317887143607799,0.07825031342299428,balanced,1.0210539452086382
sigma_T,0.65,7079,0.04363576213019196,0.07786969791991395,balanced,1.0240250357685847
sigma_T,0.8,7079,0.04412691827917658,0.07753167420809434,balanced,1.0276799895224933
sigma_T,0.9,7079,0.04446719315517149,0.0773302688379097,balanced,1.030424595835809
