source_id,site_id,site_id_source,site_name,split,horizon_months,origin_year_month,target_year_month,bloom_h,target_risk_chla_h,operational_evidence_band,has_tp,has_tn,has_temperature,has_light_proxy,has_physicochemical,has_current_chla_forbidden
lakebed_us_cse,lakebed_us_cse:GL4,GL4,Green Lake 4,validation,2,2019-03,2019-05,True,1.0,low,False,False,True,False,True,True
lakebed_us_cse,lakebed_us_cse:BVR,BVR,Beaverdam Reservoir,validation,3,2019-01,2019-04,False,0.3302755883181824,low,False,False,True,False,True,False
lakebed_us_cse,lakebed_us_cse:GL4,GL4,Green Lake 4,validation,3,2019-01,2019-04,True,1.0,low,False,False,True,False,True,True
lakebed_us_cse,lakebed_us_cse:LIRO,LIRO,Little Rock Lake,validation,3,2019-01,2019-04,False,0.38609174249671613,low,False,False,True,False,True,False
lakebed_us_cse,lakebed_us_cse:ME,ME,Lake Mendota,validation,3,2019-01,2019-04,False,0.0,low,False,False,True,False,False,False
lakebed_us_cse,lakebed_us_cse:BVR,BVR,Beaverdam Reservoir,validation,3,2019-02,2019-05,False,0.5332316132224346,low,False,False,True,False,True,False
wqp,wqp:21FLGTM_WQX-GTMLSNUT,21FLGTM_WQX-GTMLSNUT,LAKE SOUTH,test,1,2022-01,2022-02,False,0.1620484215670282,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMMKNUT,21FLGTM_WQX-GTMMKNUT,MICKLERS,test,1,2022-01,2022-02,False,0.8863400689801484,low,True,False,False,False,False,True
wqp,wqp:21FLKWAT_WQX-CHA-L-6-1,21FLKWAT_WQX-CHA-L-6-1,Charlotte-L-6-1,test,1,2022-01,2022-02,True,1.0,low,True,True,False,False,False,True
wqp,wqp:21FLKWAT_WQX-CHA-L-6-2,21FLKWAT_WQX-CHA-L-6-2,Charlotte-L-6-2,test,1,2022-01,2022-02,True,1.0,low,True,True,False,False,False,True
wqp,wqp:21FLKWAT_WQX-CHA-L-6-3,21FLKWAT_WQX-CHA-L-6-3,Charlotte-L-6-3,test,1,2022-01,2022-02,True,1.0,low,True,True,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL2NUT,21FLGTM_WQX-GTMGL2NUT,GUANA LAKE 2,test,2,2022-01,2022-03,False,0.8863400689801484,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL4NUT,21FLGTM_WQX-GTMGL4NUT,GUANA LAKE 4,test,2,2022-01,2022-03,False,0.17027177863203266,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLMNUT,21FLGTM_WQX-GTMLMNUT,LAKE MID,test,2,2022-01,2022-03,False,0.6475461520495154,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMLSNUT,21FLGTM_WQX-GTMLSNUT,LAKE SOUTH,test,2,2022-01,2022-03,False,0.0,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMMKNUT,21FLGTM_WQX-GTMMKNUT,MICKLERS,test,2,2022-01,2022-03,False,0.5524912655235348,low,True,False,False,False,False,True
wqp,wqp:21FLGTM_WQX-GTMGL2NUT,21FLGTM_WQX-GTMGL2NUT,GUANA LAKE 2,test,3,2022-01,2022-04,False,0.5094711337616337,low,True,False,False,False,False,True
