source_id,split,horizon_months,feature_family,feature_name,column,rows,present_rows,coverage_rate,sites_with_value,bloom_positive
lakebed_us_cse,validation,2,physicochemical,DO_mgL,mean_DO_mgL,430,425,0.9883720930232558,21,55
lakebed_us_cse,validation,2,physicochemical,pH,mean_pH,430,0,0.0,0,55
lakebed_us_cse,validation,2,temperature,temperature_C,mean_temperature_C,430,428,0.9953488372093023,21,55
lakebed_us_cse,validation,3,light_proxy,secchi_depth_m,mean_secchi_depth_m,421,340,0.8076009501187649,21,51
lakebed_us_cse,validation,3,light_proxy,turbidity_NTU,mean_turbidity_NTU,421,0,0.0,0,51
lakebed_us_cse,validation,3,nutrient,TN_TP_ratio,TN_TP_ratio,421,303,0.7197149643705463,20,51
lakebed_us_cse,validation,3,nutrient,TN_ugL,mean_TN_ugL,421,305,0.7244655581947743,20,51
lakebed_us_cse,validation,3,nutrient,TP_ugL,mean_TP_ugL,421,309,0.7339667458432304,20,51
lakebed_us_cse,validation,3,nutrient,log_TN,log_TN,421,305,0.7244655581947743,20,51
lakebed_us_cse,validation,3,nutrient,log_TP,log_TP,421,309,0.7339667458432304,20,51
lakebed_us_cse,validation,3,physicochemical,DO_mgL,mean_DO_mgL,421,416,0.9881235154394299,21,51
lakebed_us_cse,validation,3,physicochemical,pH,mean_pH,421,0,0.0,0,51
lakebed_us_cse,validation,3,temperature,temperature_C,mean_temperature_C,421,420,0.997624703087886,21,51
wqp,test,1,light_proxy,secchi_depth_m,mean_secchi_depth_m,55151,47643,0.863864662472122,5906,8933
wqp,test,1,light_proxy,turbidity_NTU,mean_turbidity_NTU,55151,16855,0.3056154920128375,2228,8933
wqp,test,1,nutrient,TN_TP_ratio,TN_TP_ratio,55151,25095,0.45502348098855866,2395,8933
wqp,test,1,nutrient,TN_ugL,mean_TN_ugL,55151,25436,0.46120650577505395,2415,8933
wqp,test,1,nutrient,TP_ugL,mean_TP_ugL,55151,47541,0.8620151946474225,6176,8933
wqp,test,1,nutrient,log_TN,log_TN,55151,25436,0.46120650577505395,2415,8933
wqp,test,1,nutrient,log_TP,log_TP,55151,47541,0.8620151946474225,6176,8933
wqp,test,1,physicochemical,DO_mgL,mean_DO_mgL,55151,26147,0.474098384435459,4054,8933
wqp,test,1,physicochemical,pH,mean_pH,55151,23950,0.4342622980544324,3686,8933
wqp,test,1,temperature,temperature_C,mean_temperature_C,55151,31431,0.5699080705698899,4712,8933
wqp,test,2,light_proxy,secchi_depth_m,mean_secchi_depth_m,50423,43497,0.862642048271622,6347,8956
wqp,test,2,light_proxy,turbidity_NTU,mean_turbidity_NTU,50423,16597,0.32915534577474564,2582,8956
wqp,test,2,nutrient,TN_TP_ratio,TN_TP_ratio,50423,24169,0.47932491125081805,2638,8956
wqp,test,2,nutrient,TN_ugL,mean_TN_ugL,50423,24607,0.48801142335838804,2713,8956
wqp,test,2,nutrient,TP_ugL,mean_TP_ugL,50423,43791,0.8684727207821827,6658,8956
wqp,test,2,nutrient,log_TN,log_TN,50423,24607,0.48801142335838804,2713,8956
wqp,test,2,nutrient,log_TP,log_TP,50423,43791,0.8684727207821827,6658,8956
wqp,test,2,physicochemical,DO_mgL,mean_DO_mgL,50423,24186,0.47966205898102054,4501,8956
wqp,test,2,physicochemical,pH,mean_pH,50423,22744,0.4510639985720802,4180,8956
wqp,test,2,temperature,temperature_C,mean_temperature_C,50423,28087,0.5570275469527795,5084,8956
wqp,test,3,light_proxy,secchi_depth_m,mean_secchi_depth_m,43696,37745,0.8638090443061149,6058,7933
wqp,test,3,light_proxy,turbidity_NTU,mean_turbidity_NTU,43696,16668,0.3814536799707067,2777,7933
wqp,test,3,nutrient,TN_TP_ratio,TN_TP_ratio,43696,22495,0.5148068473086781,2537,7933
wqp,test,3,nutrient,TN_ugL,mean_TN_ugL,43696,22988,0.5260893445624314,2591,7933
wqp,test,3,nutrient,TP_ugL,mean_TP_ugL,43696,38465,0.8802865250823874,6420,7933
wqp,test,3,nutrient,log_TN,log_TN,43696,22988,0.5260893445624314,2591,7933
wqp,test,3,nutrient,log_TP,log_TP,43696,38465,0.8802865250823874,6420,7933
wqp,test,3,physicochemical,DO_mgL,mean_DO_mgL,43696,21818,0.4993134383009886,4322,7933
wqp,test,3,physicochemical,pH,mean_pH,43696,21162,0.4843006224826071,4058,7933
wqp,test,3,temperature,temperature_C,mean_temperature_C,43696,23909,0.5471667887220798,4800,7933
wqp,train,1,light_proxy,secchi_depth_m,mean_secchi_depth_m,432276,357760,0.8276193913148081,18099,87722
wqp,train,1,light_proxy,turbidity_NTU,mean_turbidity_NTU,432276,86666,0.20048765140789682,7614,87722
wqp,train,1,nutrient,TN_TP_ratio,TN_TP_ratio,432276,41191,0.09528865817209375,3275,87722
wqp,train,1,nutrient,TN_ugL,mean_TN_ugL,432276,50232,0.11620353662937567,4178,87722
wqp,train,1,nutrient,TP_ugL,mean_TP_ugL,432276,181742,0.4204304657209746,12326,87722
wqp,train,1,nutrient,log_TN,log_TN,432276,50232,0.11620353662937567,4178,87722
wqp,train,1,nutrient,log_TP,log_TP,432276,181742,0.4204304657209746,12326,87722
wqp,train,1,physicochemical,DO_mgL,mean_DO_mgL,432276,174734,0.4042186010789403,13626,87722
wqp,train,1,physicochemical,pH,mean_pH,432276,164337,0.38016683785359356,13807,87722
wqp,train,1,temperature,temperature_C,mean_temperature_C,432276,215942,0.49954658597747736,15064,87722
wqp,train,2,light_proxy,secchi_depth_m,mean_secchi_depth_m,399759,327297,0.8187357883124583,19006,84552
wqp,train,2,light_proxy,turbidity_NTU,mean_turbidity_NTU,399759,86767,0.21704827158362913,9172,84552
wqp,train,2,nutrient,TN_TP_ratio,TN_TP_ratio,399759,35852,0.08968403463086509,3684,84552
wqp,train,2,nutrient,TN_ugL,mean_TN_ugL,399759,46591,0.11654772000130079,4726,84552
wqp,train,2,nutrient,TP_ugL,mean_TP_ugL,399759,155077,0.3879262255508944,13419,84552
