policy_version,policy_name,target_event,rollout_horizon_months,calibration_split,selection_objective,fbeta_beta,min_recall,min_precision,score_column,selected_threshold,constraint_satisfied,calibration_rows,calibration_positive_rows,calibration_positive_rate,calibration_predicted_positive_rows,calibration_predicted_positive_rate,calibration_tn,calibration_fp,calibration_fn,calibration_tp,calibration_precision,calibration_recall,calibration_specificity,calibration_f1,calibration_macro_f1,calibration_fbeta,calibration_balanced_accuracy,calibration_mcc,calibration_gmean_pr,calibration_pr_distance
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,bloom_h,1,validation,balanced_accuracy,2.0,,,rollout_probability_bloom_calibrated,0.13815789473684212,True,445,57,0.12808988764044943,284,0.6382022471910113,147,241,14,43,0.15140845070422534,0.7543859649122807,0.3788659793814433,0.25219941348973607,0.3938592695863981,0.41992187500000006,0.5666259721468621,0.09267332328172916,0.33796510201554913,0.8834216840038932
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,bloom_h,1,validation,closest_pr,2.0,,,rollout_probability_bloom_calibrated,0.09411764705882353,True,445,57,0.12808988764044943,369,0.8292134831460675,70,318,6,51,0.13821138211382114,0.8947368421052632,0.18041237113402062,0.23943661971830985,0.2705803788246722,0.42713567839195976,0.5375746066196418,0.06673562768427142,0.3516572416082515,0.8681935005101932
pipe_grud_rollout_alert_policy_2b_v0,f1,bloom_h,1,validation,f1,2.0,,,rollout_probability_bloom_calibrated,0.13815789473684212,True,445,57,0.12808988764044943,284,0.6382022471910113,147,241,14,43,0.15140845070422534,0.7543859649122807,0.3788659793814433,0.25219941348973607,0.3938592695863981,0.41992187500000006,0.5666259721468621,0.09267332328172916,0.33796510201554913,0.8834216840038932
pipe_grud_rollout_alert_policy_2b_v0,fbeta,bloom_h,1,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.09411764705882353,True,445,57,0.12808988764044943,369,0.8292134831460675,70,318,6,51,0.13821138211382114,0.8947368421052632,0.18041237113402062,0.23943661971830985,0.2705803788246722,0.42713567839195976,0.5375746066196418,0.06673562768427142,0.3516572416082515,0.8681935005101932
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,bloom_h,1,validation,gmean_pr,2.0,,,rollout_probability_bloom_calibrated,0.08108108108108109,True,445,57,0.12808988764044943,443,0.9955056179775281,2,386,0,57,0.12866817155756208,1.0,0.005154639175257732,0.228,0.11912820512820513,0.4247391952309985,0.5025773195876289,0.025753407497249605,0.358703459082237,0.871331828442438
pipe_grud_rollout_alert_policy_2b_v0,mcc,bloom_h,1,validation,mcc,2.0,,,rollout_probability_bloom_calibrated,0.13815789473684212,True,445,57,0.12808988764044943,284,0.6382022471910113,147,241,14,43,0.15140845070422534,0.7543859649122807,0.3788659793814433,0.25219941348973607,0.3938592695863981,0.41992187500000006,0.5666259721468621,0.09267332328172916,0.33796510201554913,0.8834216840038932
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,bloom_h,2,validation,balanced_accuracy,2.0,,,rollout_probability_bloom_calibrated,0.1590909090909091,True,451,66,0.14634146341463414,169,0.37472283813747226,247,138,35,31,0.1834319526627219,0.4696969696969697,0.6415584415584416,0.26382978723404255,0.502229736195732,0.3579676674364896,0.5556277056277057,0.08123731659579182,0.2935258631045627,0.9736553188273516
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,bloom_h,2,validation,closest_pr,2.0,,,rollout_probability_bloom_calibrated,0.13545816733067728,True,451,66,0.14634146341463414,420,0.9312638580931264,30,355,1,65,0.15476190476190477,0.9848484848484849,0.07792207792207792,0.2674897119341564,0.2058602405824628,0.47514619883040937,0.5313852813852814,0.08769056388108391,0.3904062338347422,0.8453738853626305
pipe_grud_rollout_alert_policy_2b_v0,f1,bloom_h,2,validation,f1,2.0,,,rollout_probability_bloom_calibrated,0.13545816733067728,True,451,66,0.14634146341463414,420,0.9312638580931264,30,355,1,65,0.15476190476190477,0.9848484848484849,0.07792207792207792,0.2674897119341564,0.2058602405824628,0.47514619883040937,0.5313852813852814,0.08769056388108391,0.3904062338347422,0.8453738853626305
pipe_grud_rollout_alert_policy_2b_v0,fbeta,bloom_h,2,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.13545816733067728,True,451,66,0.14634146341463414,420,0.9312638580931264,30,355,1,65,0.15476190476190477,0.9848484848484849,0.07792207792207792,0.2674897119341564,0.2058602405824628,0.47514619883040937,0.5313852813852814,0.08769056388108391,0.3904062338347422,0.8453738853626305
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,bloom_h,2,validation,gmean_pr,2.0,,,rollout_probability_bloom_calibrated,0.13545816733067728,True,451,66,0.14634146341463414,420,0.9312638580931264,30,355,1,65,0.15476190476190477,0.9848484848484849,0.07792207792207792,0.2674897119341564,0.2058602405824628,0.47514619883040937,0.5313852813852814,0.08769056388108391,0.3904062338347422,0.8453738853626305
pipe_grud_rollout_alert_policy_2b_v0,mcc,bloom_h,2,validation,mcc,2.0,,,rollout_probability_bloom_calibrated,0.13545816733067728,True,451,66,0.14634146341463414,420,0.9312638580931264,30,355,1,65,0.15476190476190477,0.9848484848484849,0.07792207792207792,0.2674897119341564,0.2058602405824628,0.47514619883040937,0.5313852813852814,0.08769056388108391,0.3904062338347422,0.8453738853626305
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,bloom_h,3,validation,balanced_accuracy,2.0,,,rollout_probability_bloom_calibrated,0.17703349282296652,True,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.31024930747922436,0.4324055124158197,0.49557522123893805,0.609468787515006,0.16159419209333042,0.3967343101229704,0.8279000927887387
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,bloom_h,3,validation,closest_pr,2.0,,,rollout_probability_bloom_calibrated,0.17703349282296652,True,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.31024930747922436,0.4324055124158197,0.49557522123893805,0.609468787515006,0.16159419209333042,0.3967343101229704,0.8279000927887387
pipe_grud_rollout_alert_policy_2b_v0,f1,bloom_h,3,validation,f1,2.0,,,rollout_probability_bloom_calibrated,0.17703349282296652,True,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.31024930747922436,0.4324055124158197,0.49557522123893805,0.609468787515006,0.16159419209333042,0.3967343101229704,0.8279000927887387
pipe_grud_rollout_alert_policy_2b_v0,fbeta,bloom_h,3,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.17703349282296652,True,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.31024930747922436,0.4324055124158197,0.49557522123893805,0.609468787515006,0.16159419209333042,0.3967343101229704,0.8279000927887387
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,bloom_h,3,validation,gmean_pr,2.0,,,rollout_probability_bloom_calibrated,0.17703349282296652,True,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.31024930747922436,0.4324055124158197,0.49557522123893805,0.609468787515006,0.16159419209333042,0.3967343101229704,0.8279000927887387
pipe_grud_rollout_alert_policy_2b_v0,mcc,bloom_h,3,validation,mcc,2.0,,,rollout_probability_bloom_calibrated,0.17703349282296652,True,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.31024930747922436,0.4324055124158197,0.49557522123893805,0.609468787515006,0.16159419209333042,0.3967343101229704,0.8279000927887387
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,irc_alert,1,validation,balanced_accuracy,2.0,,,alert_probability_irc,1.0,True,512,184,0.359375,69,0.134765625,311,17,132,52,0.7536231884057971,0.2826086956521739,0.948170731707317,0.41106719367588934,0.6089058406771146,0.3229813664596273,0.6153897136797455,0.3242772760571361,0.4614980674808886,0.7585194900892136
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,irc_alert,1,validation,closest_pr,2.0,,,alert_probability_irc,0.0,True,512,184,0.359375,512,1.0,0,328,0,184,0.359375,1.0,0.0,0.5287356321839081,0.26436781609195403,0.7371794871794872,0.5,,0.5994789404140899,0.640625
pipe_grud_rollout_alert_policy_2b_v0,f1,irc_alert,1,validation,f1,2.0,,,alert_probability_irc,0.0,True,512,184,0.359375,512,1.0,0,328,0,184,0.359375,1.0,0.0,0.5287356321839081,0.26436781609195403,0.7371794871794872,0.5,,0.5994789404140899,0.640625
pipe_grud_rollout_alert_policy_2b_v0,fbeta,irc_alert,1,validation,fbeta,2.0,,,alert_probability_irc,0.0,True,512,184,0.359375,512,1.0,0,328,0,184,0.359375,1.0,0.0,0.5287356321839081,0.26436781609195403,0.7371794871794872,0.5,,0.5994789404140899,0.640625
pipe_grud_rollout_alert_policy_2b_v0,fixed,irc_alert,1,validation,fixed,2.0,,,alert_probability_irc,0.5,True,512,184,0.359375,69,0.134765625,311,17,132,52,0.7536231884057971,0.2826086956521739,0.948170731707317,0.41106719367588934,0.6089058406771146,0.3229813664596273,0.6153897136797455,0.3242772760571361,0.4614980674808886,0.7585194900892136
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,irc_alert,1,validation,gmean_pr,2.0,,,alert_probability_irc,0.0,True,512,184,0.359375,512,1.0,0,328,0,184,0.359375,1.0,0.0,0.5287356321839081,0.26436781609195403,0.7371794871794872,0.5,,0.5994789404140899,0.640625
pipe_grud_rollout_alert_policy_2b_v0,mcc,irc_alert,1,validation,mcc,2.0,,,alert_probability_irc,1.0,True,512,184,0.359375,69,0.134765625,311,17,132,52,0.7536231884057971,0.2826086956521739,0.948170731707317,0.41106719367588934,0.6089058406771146,0.3229813664596273,0.6153897136797455,0.3242772760571361,0.4614980674808886,0.7585194900892136
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,irc_alert,2,validation,balanced_accuracy,2.0,,,alert_probability_irc,1.0,True,512,179,0.349609375,55,0.107421875,314,19,143,36,0.6545454545454545,0.2011173184357542,0.9429429429429429,0.3076923076923077,0.5513145082765336,0.23346303501945523,0.5720301306893485,0.22184691095010795,0.36282285844816015,0.8703748513591639
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,irc_alert,2,validation,closest_pr,2.0,,,alert_probability_irc,0.0,True,512,179,0.349609375,512,1.0,0,333,0,179,0.349609375,1.0,0.0,0.5180897250361794,0.2590448625180897,0.7288273615635179,0.5,,0.5912777477632657,0.650390625
pipe_grud_rollout_alert_policy_2b_v0,f1,irc_alert,2,validation,f1,2.0,,,alert_probability_irc,0.0,True,512,179,0.349609375,512,1.0,0,333,0,179,0.349609375,1.0,0.0,0.5180897250361794,0.2590448625180897,0.7288273615635179,0.5,,0.5912777477632657,0.650390625
pipe_grud_rollout_alert_policy_2b_v0,fbeta,irc_alert,2,validation,fbeta,2.0,,,alert_probability_irc,0.0,True,512,179,0.349609375,512,1.0,0,333,0,179,0.349609375,1.0,0.0,0.5180897250361794,0.2590448625180897,0.7288273615635179,0.5,,0.5912777477632657,0.650390625
pipe_grud_rollout_alert_policy_2b_v0,fixed,irc_alert,2,validation,fixed,2.0,,,alert_probability_irc,0.5,True,512,179,0.349609375,55,0.107421875,314,19,143,36,0.6545454545454545,0.2011173184357542,0.9429429429429429,0.3076923076923077,0.5513145082765336,0.23346303501945523,0.5720301306893485,0.22184691095010795,0.36282285844816015,0.8703748513591639
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,irc_alert,2,validation,gmean_pr,2.0,,,alert_probability_irc,0.0,True,512,179,0.349609375,512,1.0,0,333,0,179,0.349609375,1.0,0.0,0.5180897250361794,0.2590448625180897,0.7288273615635179,0.5,,0.5912777477632657,0.650390625
pipe_grud_rollout_alert_policy_2b_v0,mcc,irc_alert,2,validation,mcc,2.0,,,alert_probability_irc,1.0,True,512,179,0.349609375,55,0.107421875,314,19,143,36,0.6545454545454545,0.2011173184357542,0.9429429429429429,0.3076923076923077,0.5513145082765336,0.23346303501945523,0.5720301306893485,0.22184691095010795,0.36282285844816015,0.8703748513591639
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,irc_alert,3,validation,balanced_accuracy,2.0,,,alert_probability_irc,1.0,True,512,180,0.3515625,37,0.072265625,317,15,158,22,0.5945945945945946,0.12222222222222222,0.9548192771084337,0.20276497695852536,0.49419537571594174,0.1453104359313078,0.5385207496653279,0.14206344883411212,0.2695786947677295,0.9668750539197993
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,irc_alert,3,validation,closest_pr,2.0,,,alert_probability_irc,0.0,True,512,180,0.3515625,512,1.0,0,332,0,180,0.3515625,1.0,0.0,0.5202312138728323,0.26011560693641617,0.7305194805194806,0.5,,0.5929270612815711,0.6484375
pipe_grud_rollout_alert_policy_2b_v0,f1,irc_alert,3,validation,f1,2.0,,,alert_probability_irc,0.0,True,512,180,0.3515625,512,1.0,0,332,0,180,0.3515625,1.0,0.0,0.5202312138728323,0.26011560693641617,0.7305194805194806,0.5,,0.5929270612815711,0.6484375
pipe_grud_rollout_alert_policy_2b_v0,fbeta,irc_alert,3,validation,fbeta,2.0,,,alert_probability_irc,0.0,True,512,180,0.3515625,512,1.0,0,332,0,180,0.3515625,1.0,0.0,0.5202312138728323,0.26011560693641617,0.7305194805194806,0.5,,0.5929270612815711,0.6484375
pipe_grud_rollout_alert_policy_2b_v0,fixed,irc_alert,3,validation,fixed,2.0,,,alert_probability_irc,0.5,True,512,180,0.3515625,37,0.072265625,317,15,158,22,0.5945945945945946,0.12222222222222222,0.9548192771084337,0.20276497695852536,0.49419537571594174,0.1453104359313078,0.5385207496653279,0.14206344883411212,0.2695786947677295,0.9668750539197993
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,irc_alert,3,validation,gmean_pr,2.0,,,alert_probability_irc,0.0,True,512,180,0.3515625,512,1.0,0,332,0,180,0.3515625,1.0,0.0,0.5202312138728323,0.26011560693641617,0.7305194805194806,0.5,,0.5929270612815711,0.6484375
pipe_grud_rollout_alert_policy_2b_v0,mcc,irc_alert,3,validation,mcc,2.0,,,alert_probability_irc,1.0,True,512,180,0.3515625,37,0.072265625,317,15,158,22,0.5945945945945946,0.12222222222222222,0.9548192771084337,0.20276497695852536,0.49419537571594174,0.1453104359313078,0.5385207496653279,0.14206344883411212,0.2695786947677295,0.9668750539197993
