calibration_version,target_event,split,rollout_horizon_months,score_column,threshold,rows,positive_rows,positive_rate,predicted_positive_rows,predicted_positive_rate,tn,fp,fn,tp,precision,recall,specificity,macro_f1,fbeta,pr_auc,roc_auc,brier
pipe_grud_rollout_alert_calibration_v0,bloom_h,test,1,rollout_probability_bloom_calibrated,0.09411764705882353,461,60,0.1301518438177874,349,0.7570498915401301,103,298,9,51,0.14613180515759314,0.85,0.256857855361596,0.32547410362363394,0.43293718166383705,0.20518382862252377,0.6349334995843724,0.11109548358094624
pipe_grud_rollout_alert_calibration_v0,bloom_h,test,2,rollout_probability_bloom_calibrated,0.13545816733067728,460,62,0.13478260869565217,412,0.8956521739130435,44,354,4,58,0.1407766990291262,0.9354838709677419,0.11055276381909548,0.22101757771849162,0.4393939393939394,0.25390645021203323,0.6402982655211543,0.11239566890083817
pipe_grud_rollout_alert_calibration_v0,bloom_h,test,3,rollout_probability_bloom_calibrated,0.17703349282296652,467,62,0.13276231263383298,315,0.6745182012847966,141,264,11,51,0.1619047619047619,0.8225806451612904,0.34814814814814815,0.38842034582763857,0.45293072824156305,0.19112029171110745,0.6324970131421744,0.11298731384544061
pipe_grud_rollout_alert_calibration_v0,bloom_h,validation,1,rollout_probability_bloom_calibrated,0.09411764705882353,445,57,0.12808988764044943,369,0.8292134831460675,70,318,6,51,0.13821138211382114,0.8947368421052632,0.18041237113402062,0.2705803788246722,0.42713567839195976,0.1582248423260199,0.5846219931271477,0.11031979723338821
pipe_grud_rollout_alert_calibration_v0,bloom_h,validation,2,rollout_probability_bloom_calibrated,0.13545816733067728,451,66,0.14634146341463414,420,0.9312638580931264,30,355,1,65,0.15476190476190477,0.9848484848484849,0.07792207792207792,0.2058602405824628,0.47514619883040937,0.17409099470637937,0.5767414403778041,0.12320619909927083
pipe_grud_rollout_alert_calibration_v0,bloom_h,validation,3,rollout_probability_bloom_calibrated,0.17703349282296652,460,68,0.14782608695652175,293,0.6369565217391304,155,237,12,56,0.19112627986348124,0.8235294117647058,0.39540816326530615,0.4324055124158197,0.49557522123893805,0.19909084569044666,0.6331595138055223,0.1219300649071549
pipe_grud_rollout_alert_calibration_v0,irc_alert,test,1,alert_probability_irc,0.0,512,173,0.337890625,512,1.0,0,339,0,173,0.337890625,1.0,0.0,0.25255474452554744,0.71843853820598,0.43293993759131044,0.614592391767695,0.29296875
pipe_grud_rollout_alert_calibration_v0,irc_alert,test,2,alert_probability_irc,0.0,512,178,0.34765625,512,1.0,0,334,0,178,0.34765625,1.0,0.0,0.2579710144927536,0.7271241830065359,0.41989780604385646,0.5837314135773397,0.30859375
pipe_grud_rollout_alert_calibration_v0,irc_alert,test,3,alert_probability_irc,0.0,512,181,0.353515625,512,1.0,0,331,0,181,0.353515625,1.0,0.0,0.2611832611832612,0.732200647249191,0.4228304714967353,0.5655221912503547,0.3125
pipe_grud_rollout_alert_calibration_v0,irc_alert,validation,1,alert_probability_irc,0.0,512,184,0.359375,512,1.0,0,328,0,184,0.359375,1.0,0.0,0.26436781609195403,0.7371794871794872,0.4707929662885948,0.6153897136797454,0.291015625
pipe_grud_rollout_alert_calibration_v0,irc_alert,validation,2,alert_probability_irc,0.0,512,179,0.349609375,512,1.0,0,333,0,179,0.349609375,1.0,0.0,0.2590448625180897,0.7288273615635179,0.41093730161249364,0.5720301306893485,0.31640625
pipe_grud_rollout_alert_calibration_v0,irc_alert,validation,3,alert_probability_irc,0.0,512,180,0.3515625,512,1.0,0,332,0,180,0.3515625,1.0,0.0,0.26011560693641617,0.7305194805194806,0.3812664226726727,0.538520749665328,0.337890625
