epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,-1.638937445299593,-1.57221997296815,0.1612845536432274,0.095076781692085,0.7966935249650098,balanced,2.2104958960007934,-1.57221997296815,0.7966935249650098
2,-2.2212379821690713,-1.9432408546545423,0.13632756185617254,0.08329242792645399,0.6849772308775189,balanced,2.08231566899849,-1.9432408546545423,0.6849772308775189
3,-2.6327525297952272,-1.881602201956397,0.13866800961273573,0.08372215529371344,0.6927863746660379,balanced,2.168430456000351,-1.9432408546545423,0.6849772308775189
4,-2.776805049971757,-2.5623021988329633,0.14038693788674944,0.0828445263170115,0.6938089986474836,balanced,2.1747257159986475,-1.9432408546545423,0.6849772308775189
5,-2.91341661785174,-2.7702306315418217,0.14009819694185938,0.08610218756964683,0.7059212578289539,balanced,1.9604384890008077,-1.9432408546545423,0.6849772308775189
6,-3.0021911958798557,-2.8412755314391775,0.141645714556299,0.08892790126738649,0.7211227804967992,balanced,2.173059546999866,-1.9432408546545423,0.6849772308775189
7,-2.539051121718198,-2.8651301514143293,0.14050496351166963,0.08530101662156896,0.703819237993575,balanced,2.078530196999054,-1.9432408546545423,0.6849772308775189
8,-2.946493054841257,-2.9758931395153367,0.14062182522463956,0.08553923611132795,0.7050652732218762,balanced,2.1815020169997297,-1.9432408546545423,0.6849772308775189
9,-2.9973306695668818,-2.8328027045164923,0.14138633205625709,0.08677046721874053,0.7119245342834751,balanced,2.0807221620016207,-1.9432408546545423,0.6849772308775189
10,-2.8389645908752907,-2.935904018896316,0.13850416817141592,0.08397347352717059,0.6933511073698854,balanced,2.0786656419986684,-1.9432408546545423,0.6849772308775189
11,-3.1173922670559566,-1.6990964890265792,0.14060401750999219,0.08641484081734653,0.7084770114837953,balanced,2.076196936002816,-1.9432408546545423,0.6849772308775189
12,-2.904629118933654,-2.893142446907281,0.1372035989577243,0.08401374985426985,0.6901138352026277,balanced,2.1867977879992395,-1.9432408546545423,0.6849772308775189
13,-2.8750765574283976,-2.7909866841667217,0.13657054096739157,0.08423026094427867,0.6893157693064853,balanced,2.087232137000683,-1.9432408546545423,0.6849772308775189
14,-2.7240628817746297,-2.839034296984087,0.1360620376638672,0.08361102237520933,0.6855421367672442,balanced,2.0828238309986773,-1.9432408546545423,0.6849772308775189
15,-3.0057282791035616,-2.5997561859276024,0.1362153736662398,0.08256839224443552,0.6818246463860869,balanced,2.071960248002142,-2.5997561859276024,0.6818246463860869
16,-3.201169314018655,-3.0443032069231495,0.13535368842994444,0.08307979172665696,0.6815942119884266,balanced,2.181623091997608,-3.0443032069231495,0.6815942119884266
17,-3.098687652930562,-3.0588862552375984,0.1347898007730703,0.08286137084635471,0.6792589953538433,balanced,2.082202950001374,-3.0588862552375984,0.6792589953538433
18,-2.822760270693449,-2.7851922988092808,0.1358931046389806,0.08266145990043867,0.6813506384661514,balanced,2.0874910710008407,-3.0588862552375984,0.6792589953538433
19,-3.0646153248027446,-3.030554694895585,0.13451948723263774,0.08218267392225354,0.6758725451358378,balanced,2.18900266700075,-3.030554694895585,0.6758725451358378
20,-3.1660307249090534,-3.0419744263035557,0.13452878497150506,0.08225205048441891,0.676170831516444,balanced,2.081293513001583,-3.030554694895585,0.6758725451358378
