record_type,profile,selected,best_epoch,probabilistic_validation_loss,epochs_ran,time_role,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
profile_selection,v2_primary,True,55,-2.1339814156059207,60,model_selection,all,1016,,,,,
profile_selection,legacy_diagnostic,False,20,-1.6050790548324585,20,model_selection,all,1016,,,,,
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,all,7909,0.10630727168031039,0.06798195539820608,-1.8986412915772024,0.9112684564701254,0.34144003748553764
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,yN,7909,0.07977030085146804,0.05221603510276996,-2.0516636899455425,0.8950562650145404,0.25811154544843345
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,yF,7909,0.15253129948993932,0.10033000912764595,-1.409529125152368,0.8730560121380706,0.4705320766563285
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,yT,7909,0.15787987862258218,0.09897831885337467,-1.4385305210045518,0.922746238462511,0.5229065389002541
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,sigma_N,7909,0.05892451121218815,0.02609853386381571,-2.4394397684951725,0.9449993678088254,0.17381118097231743
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,sigma_F,7909,0.04542608809890386,0.02837175182844628,-2.6053573756954105,0.9114932355544316,0.14929774389629916
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,sigma_T,7909,0.07894108755466345,0.046758417565295966,-2.1898335162510176,0.9355165001896574,0.24570891172549172
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,delta_yN,7909,0.07869834103210464,0.054684963219083504,-2.0670235431635935,0.9022632444051081,0.25898769878831673
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,delta_yF,7909,0.14644350530070105,0.10228540273664694,-1.4494429069940593,0.8953091414843849,0.47078372416566816
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,training,delta_yT,7909,0.15815043296024275,0.10211416628677575,-1.4369511774931052,0.9209761031735997,0.5228209168167297
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,all,1016,0.10682949351928663,0.06993439848341654,-1.7747833038356777,0.9067147856517936,0.35082357845489953
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,yN,1016,0.08919036293274983,0.05986228702575203,-1.9114032655250368,0.889763779527559,0.2688558233065868
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,yF,1016,0.12778560492275354,0.08949492672296959,-1.5619333822896162,0.9114173228346457,0.4802177459236205
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,yT,1016,0.15253699169533808,0.09551016739972933,-1.4161822702002338,0.922244094488189,0.5328096104419138
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,sigma_N,1016,0.08755011089092196,0.04113508491065559,-1.8271757110836,0.9084645669291339,0.18486461489219366
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,sigma_F,1016,0.06148117095400401,0.03854874738558071,-2.194417517954909,0.8582677165354331,0.1561048537727416
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,sigma_T,1016,0.07342957562373167,0.04808638414998693,-2.154356948972687,0.937007874015748,0.2506669036985382
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,delta_yN,1016,0.0877830106870502,0.06099112953726701,-1.9313507080078125,0.890748031496063,0.2714423832930918
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,delta_yF,1016,0.1273024339278257,0.09484247898492287,-1.5641246405173475,0.9232283464566929,0.4807799331785187
selected_profile_metric,v2_primary,True,55,-2.1339814156059207,60,model_selection,delta_yT,1016,0.1544061800392046,0.1009383802338848,-1.4121052899698572,0.9192913385826772,0.531670337586891
