epoch,training_loss,model_selection_objective,best_objective,best_epoch,epochs_without_improvement,batch_order_sha256
1,0.8329431722876355,1.0097604740041577,1.0097604740041577,1,0,ff534f81dc4675d0b08c9bd5eb4b3edbc86d2d7c471fcb6d2f85203e0bf9721b
2,0.7474452769603588,1.0004664143205069,1.0004664143205069,2,0,a51b5a61d830cef2485de2efd3d113966d98fe64ff0c7002f17b7bf79cdee676
3,0.654462524707946,0.9913910415553906,0.9913910415553906,3,0,b2f8133c04d0763c31d1acdecb3065556ca291de57a8385c134373571454cff6
4,0.5468516593757548,0.9815943434406224,0.9815943434406224,4,0,0e8ce8c9a8d291f2341095af8827e9dfbe15774b98674b57370ee5b58a2d99b8
5,0.42251313415959485,0.9731361011090678,0.9731361011090678,5,0,21b8a4757b3200ab8d2bea0be3358818c1f255f61a66dbaad6b413f59ea19736
6,0.316634421282657,0.9737618941665167,0.9731361011090678,5,1,8be000fe880bc6cd6c77bb5422565fa35f3750f109c7780c28a08e26bc272f13
7,0.30453481924590114,0.9854840806304862,0.9731361011090678,5,2,76524f5b0899b639a2ee1ba1a7757801685226564b2c7a17266003f498570728
8,0.282803231499843,0.9883501181596591,0.9731361011090678,5,3,bdbf1c67afe51a65d60454ee3bff1d215a267ded8fadfcf97c09545c7f9b9136
9,0.23611014837239613,0.9753903703382476,0.9731361011090678,5,4,100ace5acd7dde80fb188701ce90e36a2b5179db27e34419752de54ae05d9888
10,0.214570262658379,0.9597517215389555,0.9597517215389555,10,0,762dda846b74ef71f377682a1138d5f8b91e063e7853e59d41db4ec7520aca65
11,0.1954167496792304,0.9517870058635753,0.9517870058635753,11,0,b9ffece0ca698f2efd9f942cbab58f2054f2f85a1ac32c38f949ff48f4c5896c
12,0.16445308427350874,0.9559899954921368,0.9517870058635753,11,1,2f07a9a4a68c3573bc3edb10db1679435578e46eed87c1bbae97fb043fd108da
13,0.13104459420298695,0.9624881700413641,0.9517870058635753,11,2,429bf0105d6d9882f4d54f776dd0ba0b303c40c86ed0d564caf845d6bd1f0289
14,0.10427333135220623,0.9485352388287718,0.9485352388287718,14,0,73976202dbdb8d88b56ddee37e2fb719489cfa5cd81302a57094f45bf0fa3e2b
15,0.0864127538922423,0.9393718893102039,0.9393718893102039,15,0,6447806fa8512d17a7b86f9168485504732ba85a3a2009dacffe189f88352269
16,0.07045979768198564,0.9445989391078256,0.9393718893102039,15,1,84fc278834d30e583c01955d7d86a33ace134bef4d045a6fa381d4e36fc3ad96
17,0.053942713446900076,0.9380371595501273,0.9380371595501273,17,0,79d6598bad6f1440e3449c48c4056e43399c339fc5ee2f9b5f7c4a0894f40200
18,0.035888748093987344,0.928959610040288,0.928959610040288,18,0,b838059cd946120e5e23c1b8f806a06e4cc00cc229f889d58b36eb43e6bdb794
19,0.018459073757088353,0.939724661564385,0.928959610040288,18,1,280d326716c4a908d537a1b5d3bb8cfeee86bc704e44421e7d57c71dc41e4db5
20,0.0037990418926574696,0.9343056420516468,0.928959610040288,18,2,cb6cb3330f6a7bcf270300efb1af8de5b78c9f3b4fd9fb380afef17d5628bfb5
