epoch,training_loss,model_selection_objective,best_objective,best_epoch,epochs_without_improvement,batch_order_sha256
1,0.8140879881518641,1.007827181818722,1.007827181818722,1,0,8ea6297d51bff054305947df70994cc382c1ff05754489f831c998b4a8009dfe
2,0.740876371886227,0.9991528614553982,0.9991528614553982,2,0,4f5318f169878959642e757239693c14efa5b243508343c0bb7d02796d537ec7
3,0.6630596367796772,0.9916409640916055,0.9916409640916055,3,0,f0a374945855b9cb2ab98adcd956ee58a5df4eb289af19b4f5c006b73ef8a81a
4,0.571958315911039,0.9858673125510717,0.9858673125510717,4,0,8529bfbd4a4bf396f81390cc12945abe396a8f4844ae24048bf1523448ae920a
5,0.45882731728351206,0.9834200548022509,0.9834200548022509,5,0,3364e3d5604e75dcceeec1f24d1d6e9ee0f810d46ba7abfcc2f83af5cd511ac5
6,0.3289112679595008,0.9891178856099264,0.9834200548022509,5,1,198e0430df3a4371793b610fbe104896ca79139590f71d6ecd7c25608194b102
7,0.24872068907068295,0.9986544233877104,0.9834200548022509,5,2,ce679d4c9945b8fac5bfe07ed7a3e50c1c098d50f0186a769a1632aa3474f04f
8,0.2532145030701072,0.9894412893254674,0.9834200548022509,5,3,60dddf9e9a3615bfe71b70daf84b03ffe6ae506d1f5603d11dd2c35225db3ebb
9,0.20146344756846965,0.9793897302616824,0.9793897302616824,9,0,122a4ee99fc655ea095e95f7721092c4f4b7c5fc2162173f5fac68a88eb8f313
10,0.1508188612924905,0.9766298760411541,0.9766298760411541,10,0,a7481214bc8d3b9fe70806a1e7af455c45e4172bc2d77fbf8963b5ec77d3f1ad
11,0.12732056866444533,0.9768266062429292,0.9766298760411541,10,1,2b3507c70aff0cd2387a834b8d7dbbe6d47ab22f0b09cbee21d9b619d7cb3e8e
12,0.10835238114572102,0.9709839258230808,0.9709839258230808,12,0,f6509d9a6f11d13f9309ad75506b371e882b1822d6a39d4e0e39faca3352f284
13,0.08589882836680274,0.9643529024285902,0.9643529024285902,13,0,822ffa64bbaacd83dd59ae037e15bcf2afc899a81502b039b8414c3b1953330b
14,0.06361230836072164,0.957979094341727,0.957979094341727,14,0,6fe7268b52e5109c6e8df46a3ec082babb4317be0cdecbfceb3623be5d904053
15,0.04925980051666679,0.9683585491575651,0.957979094341727,14,1,d4f7da98f9ea647398fe8b2c7a9df9ce6ebca71e6fa22b694046ff31b56aa1d0
16,0.037669151920928234,0.9556825797594706,0.9556825797594706,16,0,a3de2c8eb9f5345287047f388f348ee78ad4b81674cfbe09b185c4c13f26f394
17,0.021269829588328674,0.9653158172781402,0.9556825797594706,16,1,dd7be5f25565fbca26b41f994972e450bbe343a4755913967933c549646eb38e
18,0.0076697393498224575,0.9476721383459233,0.9476721383459233,18,0,24f983592bfb5e9430077c2208128a6d5f207919b56b88b74c5ad61e92426e7d
19,-0.001198304740464615,0.9558161025886562,0.9476721383459233,18,1,20b09a841657db87e571d335e8a1066839668155f060dbbbe82eae82a0d00035
20,-0.009780348522873723,0.9446115449086094,0.9446115449086094,20,0,e887f40796cdff65c0d35b03de4610a201803af41a2c74d82291fd8f76328e01
