model_id,base_seed,horizon_months,time_role,rows,bloom_positive,brier,pr_auc,rmse,mae,prior_brier,prior_rmse,prior_mae,brier_ratio,rmse_ratio,mae_ratio,checkpoint_objective
A1,20260613,1,model_selection,658,136,0.16816688089431328,0.3215707414962548,0.38696663040902957,0.31631256145002734,0.17275044191851774,0.42116878641106636,0.3785976834087715,0.9734671531181007,0.9187922820836608,0.8354846722833881,0.928959610040288
A1,20260613,2,model_selection,658,136,0.17240672562008832,0.3173566278877801,0.39388942227115564,0.3212144980194416,0.17339375565616102,0.41791517106088927,0.3745057430548012,0.9943075802681731,0.9425104651531467,0.8577024624491231,0.928959610040288
A1,20260613,3,model_selection,658,132,0.1753042040033172,0.3014233895681421,0.40110789441254674,0.3302208820146342,0.17244486927518093,0.4225695474376975,0.3784423143640759,1.016581152806428,0.9492115483586403,0.8725791738419323,0.928959610040288
