model_id,base_seed,horizon_months,target,coverage,quantile,score,quantile_method,rows
P0,314159,1,sigma_T,0.9,0.07217857241630554,absolute_state_residual,higher,273
P0,314159,1,sigma_T,0.95,0.08179529011249542,absolute_state_residual,higher,273
P0,314159,1,delta_yN,0.8,0.11065157502889633,absolute_state_residual,higher,273
P0,314159,1,delta_yN,0.9,0.17330524325370789,absolute_state_residual,higher,273
P0,314159,1,delta_yN,0.95,0.2078445926308632,absolute_state_residual,higher,273
P0,314159,1,delta_yF,0.8,0.19271905720233917,absolute_state_residual,higher,273
P0,314159,1,delta_yF,0.9,0.2605567052960396,absolute_state_residual,higher,273
P0,314159,1,delta_yF,0.95,0.3051379919052124,absolute_state_residual,higher,273
P0,314159,1,delta_yT,0.8,0.14325520396232605,absolute_state_residual,higher,273
P0,314159,1,delta_yT,0.9,0.2315993756055832,absolute_state_residual,higher,273
P0,314159,1,delta_yT,0.95,0.3687911331653595,absolute_state_residual,higher,273
P0,314159,2,yN,0.8,0.11620086431503296,absolute_state_residual,higher,221
P0,314159,2,yN,0.9,0.2080586552619934,absolute_state_residual,higher,221
P0,314159,2,yN,0.95,0.2728380560874939,absolute_state_residual,higher,221
P0,314159,2,yF,0.8,0.18973475694656372,absolute_state_residual,higher,221
P0,314159,2,yF,0.9,0.24226242303848267,absolute_state_residual,higher,221
P0,314159,2,yF,0.95,0.3074434995651245,absolute_state_residual,higher,221
P0,314159,2,yT,0.8,0.1545049548149109,absolute_state_residual,higher,221
P0,314159,2,yT,0.9,0.22572892904281616,absolute_state_residual,higher,221
P0,314159,2,yT,0.95,0.34430503845214844,absolute_state_residual,higher,221
P0,314159,2,sigma_N,0.8,0.05291247367858887,absolute_state_residual,higher,221
P0,314159,2,sigma_N,0.9,0.08985549211502075,absolute_state_residual,higher,221
P0,314159,2,sigma_N,0.95,0.11706027388572693,absolute_state_residual,higher,221
P0,314159,2,sigma_F,0.8,0.06500406563282013,absolute_state_residual,higher,221
P0,314159,2,sigma_F,0.9,0.09814366698265076,absolute_state_residual,higher,221
P0,314159,2,sigma_F,0.95,0.10963903367519379,absolute_state_residual,higher,221
P0,314159,2,sigma_T,0.8,0.044289134442806244,absolute_state_residual,higher,221
P0,314159,2,sigma_T,0.9,0.05550193041563034,absolute_state_residual,higher,221
P0,314159,2,sigma_T,0.95,0.07612748444080353,absolute_state_residual,higher,221
P0,314159,2,delta_yN,0.8,0.1254703402519226,absolute_state_residual,higher,221
P0,314159,2,delta_yN,0.9,0.19295170158147812,absolute_state_residual,higher,221
P0,314159,2,delta_yN,0.95,0.27309416234493256,absolute_state_residual,higher,221
P0,314159,2,delta_yF,0.8,0.2151915431022644,absolute_state_residual,higher,221
P0,314159,2,delta_yF,0.9,0.2772597000002861,absolute_state_residual,higher,221
P0,314159,2,delta_yF,0.95,0.3278117850422859,absolute_state_residual,higher,221
P0,314159,2,delta_yT,0.8,0.1805131994187832,absolute_state_residual,higher,221
P0,314159,2,delta_yT,0.9,0.28260980919003487,absolute_state_residual,higher,221
P0,314159,2,delta_yT,0.95,0.345165491104126,absolute_state_residual,higher,221
P0,314159,3,yN,0.8,0.12404930591583252,absolute_state_residual,higher,177
P0,314159,3,yN,0.9,0.1869603991508484,absolute_state_residual,higher,177
P0,314159,3,yN,0.95,0.26588621735572815,absolute_state_residual,higher,177
P0,314159,3,yF,0.8,0.21992738544940948,absolute_state_residual,higher,177
P0,314159,3,yF,0.9,0.2746032774448395,absolute_state_residual,higher,177
P0,314159,3,yF,0.95,0.3138665556907654,absolute_state_residual,higher,177
P0,314159,3,yT,0.8,0.14054358005523682,absolute_state_residual,higher,177
P0,314159,3,yT,0.9,0.2008347511291504,absolute_state_residual,higher,177
P0,314159,3,yT,0.95,0.2874087393283844,absolute_state_residual,higher,177
P0,314159,3,sigma_N,0.8,0.06274822354316711,absolute_state_residual,higher,177
P0,314159,3,sigma_N,0.9,0.086061030626297,absolute_state_residual,higher,177
P0,314159,3,sigma_N,0.95,0.11460956931114197,absolute_state_residual,higher,177
P0,314159,3,sigma_F,0.8,0.06346695125102997,absolute_state_residual,higher,177
P0,314159,3,sigma_F,0.9,0.08460398018360138,absolute_state_residual,higher,177
P0,314159,3,sigma_F,0.95,0.10224159061908722,absolute_state_residual,higher,177
P0,314159,3,sigma_T,0.8,0.044679321348667145,absolute_state_residual,higher,177
P0,314159,3,sigma_T,0.9,0.05342339724302292,absolute_state_residual,higher,177
P0,314159,3,sigma_T,0.95,0.06290115416049957,absolute_state_residual,higher,177
P0,314159,3,delta_yN,0.8,0.13514313846826553,absolute_state_residual,higher,177
P0,314159,3,delta_yN,0.9,0.21631895005702972,absolute_state_residual,higher,177
P0,314159,3,delta_yN,0.95,0.2913968190550804,absolute_state_residual,higher,177
P0,314159,3,delta_yF,0.8,0.22679193317890167,absolute_state_residual,higher,177
P0,314159,3,delta_yF,0.9,0.27374432794749737,absolute_state_residual,higher,177
P0,314159,3,delta_yF,0.95,0.31792679987847805,absolute_state_residual,higher,177
P0,314159,3,delta_yT,0.8,0.15535283088684082,absolute_state_residual,higher,177
P0,314159,3,delta_yT,0.9,0.2650354132056236,absolute_state_residual,higher,177
P0,314159,3,delta_yT,0.95,0.35902149602770805,absolute_state_residual,higher,177
P1,1729,1,yN,0.8,0.06504209339618683,absolute_state_residual,higher,273
P1,1729,1,yN,0.9,0.10874146223068237,absolute_state_residual,higher,273
P1,1729,1,yN,0.95,0.1465449035167694,absolute_state_residual,higher,273
P1,1729,1,yF,0.8,0.18544736504554749,absolute_state_residual,higher,273
P1,1729,1,yF,0.9,0.2445974349975586,absolute_state_residual,higher,273
P1,1729,1,yF,0.95,0.30380721390247345,absolute_state_residual,higher,273
P1,1729,1,yT,0.8,0.08082383871078491,absolute_state_residual,higher,273
P1,1729,1,yT,0.9,0.1964048147201538,absolute_state_residual,higher,273
P1,1729,1,yT,0.95,0.33300697803497314,absolute_state_residual,higher,273
P1,1729,1,sigma_N,0.8,0.04025232791900635,absolute_state_residual,higher,273
P1,1729,1,sigma_N,0.9,0.0794958770275116,absolute_state_residual,higher,273
P1,1729,1,sigma_N,0.95,0.11998942494392395,absolute_state_residual,higher,273
P1,1729,1,sigma_F,0.8,0.05899333953857422,absolute_state_residual,higher,273
P1,1729,1,sigma_F,0.9,0.09003953635692596,absolute_state_residual,higher,273
P1,1729,1,sigma_F,0.95,0.11911851167678833,absolute_state_residual,higher,273
P1,1729,1,sigma_T,0.8,0.03687936067581177,absolute_state_residual,higher,273
P1,1729,1,sigma_T,0.9,0.0733649730682373,absolute_state_residual,higher,273
P1,1729,1,sigma_T,0.95,0.11781949549913406,absolute_state_residual,higher,273
P1,1729,1,delta_yN,0.8,0.06825822591781616,absolute_state_residual,higher,273
P1,1729,1,delta_yN,0.9,0.10510456562042236,absolute_state_residual,higher,273
P1,1729,1,delta_yN,0.95,0.14887967705726624,absolute_state_residual,higher,273
P1,1729,1,delta_yF,0.8,0.18867003917694092,absolute_state_residual,higher,273
P1,1729,1,delta_yF,0.9,0.2544553577899933,absolute_state_residual,higher,273
P1,1729,1,delta_yF,0.95,0.32633209973573685,absolute_state_residual,higher,273
P1,1729,1,delta_yT,0.8,0.08419376611709595,absolute_state_residual,higher,273
P1,1729,1,delta_yT,0.9,0.21991533041000366,absolute_state_residual,higher,273
P1,1729,1,delta_yT,0.95,0.3340147137641907,absolute_state_residual,higher,273
P1,1729,2,yN,0.8,0.07489609718322754,absolute_state_residual,higher,221
P1,1729,2,yN,0.9,0.11470091342926025,absolute_state_residual,higher,221
P1,1729,2,yN,0.95,0.14923310279846191,absolute_state_residual,higher,221
P1,1729,2,yF,0.8,0.20227791368961334,absolute_state_residual,higher,221
P1,1729,2,yF,0.9,0.2578023076057434,absolute_state_residual,higher,221
P1,1729,2,yF,0.95,0.32887518405914307,absolute_state_residual,higher,221
P1,1729,2,yT,0.8,0.08891832828521729,absolute_state_residual,higher,221
P1,1729,2,yT,0.9,0.12805390357971191,absolute_state_residual,higher,221
P1,1729,2,yT,0.95,0.2979872226715088,absolute_state_residual,higher,221
P1,1729,2,sigma_N,0.8,0.05555206537246704,absolute_state_residual,higher,221
P1,1729,2,sigma_N,0.9,0.09873735904693604,absolute_state_residual,higher,221
P1,1729,2,sigma_N,0.95,0.14079445600509644,absolute_state_residual,higher,221
P1,1729,2,sigma_F,0.8,0.06290879845619202,absolute_state_residual,higher,221
P1,1729,2,sigma_F,0.9,0.09124913811683655,absolute_state_residual,higher,221
P1,1729,2,sigma_F,0.95,0.12047278881072998,absolute_state_residual,higher,221
P1,1729,2,sigma_T,0.8,0.047377824783325195,absolute_state_residual,higher,221
P1,1729,2,sigma_T,0.9,0.08028927445411682,absolute_state_residual,higher,221
P1,1729,2,sigma_T,0.95,0.10796868801116943,absolute_state_residual,higher,221
P1,1729,2,delta_yN,0.8,0.07446964085102081,absolute_state_residual,higher,221
P1,1729,2,delta_yN,0.9,0.11076218634843826,absolute_state_residual,higher,221
P1,1729,2,delta_yN,0.95,0.16865166649222374,absolute_state_residual,higher,221
P1,1729,2,delta_yF,0.8,0.2228936068713665,absolute_state_residual,higher,221
P1,1729,2,delta_yF,0.9,0.2821999862790108,absolute_state_residual,higher,221
P1,1729,2,delta_yF,0.95,0.36746632028371096,absolute_state_residual,higher,221
P1,1729,2,delta_yT,0.8,0.09985775500535965,absolute_state_residual,higher,221
P1,1729,2,delta_yT,0.9,0.21968410909175873,absolute_state_residual,higher,221
P1,1729,2,delta_yT,0.95,0.3458237648010254,absolute_state_residual,higher,221
P1,1729,3,yN,0.8,0.07370001077651978,absolute_state_residual,higher,177
P1,1729,3,yN,0.9,0.11401498317718506,absolute_state_residual,higher,177
P1,1729,3,yN,0.95,0.1444861888885498,absolute_state_residual,higher,177
P1,1729,3,yF,0.8,0.24147501587867737,absolute_state_residual,higher,177
P1,1729,3,yF,0.9,0.2857194095849991,absolute_state_residual,higher,177
P1,1729,3,yF,0.95,0.35608425736427307,absolute_state_residual,higher,177
P1,1729,3,yT,0.8,0.08454126119613647,absolute_state_residual,higher,177
P1,1729,3,yT,0.9,0.11426883935928345,absolute_state_residual,higher,177
P1,1729,3,yT,0.95,0.30310529470443726,absolute_state_residual,higher,177
P1,1729,3,sigma_N,0.8,0.06486499309539795,absolute_state_residual,higher,177
P1,1729,3,sigma_N,0.9,0.10145525634288788,absolute_state_residual,higher,177
P1,1729,3,sigma_N,0.95,0.20209592580795288,absolute_state_residual,higher,177
P1,1729,3,sigma_F,0.8,0.072307288646698,absolute_state_residual,higher,177
P1,1729,3,sigma_F,0.9,0.11150956153869629,absolute_state_residual,higher,177
P1,1729,3,sigma_F,0.95,0.13067294657230377,absolute_state_residual,higher,177
P1,1729,3,sigma_T,0.8,0.05457186698913574,absolute_state_residual,higher,177
P1,1729,3,sigma_T,0.9,0.08087676763534546,absolute_state_residual,higher,177
P1,1729,3,sigma_T,0.95,0.12628473341464996,absolute_state_residual,higher,177
P1,1729,3,delta_yN,0.8,0.0772850401699543,absolute_state_residual,higher,177
P1,1729,3,delta_yN,0.9,0.12498508393764496,absolute_state_residual,higher,177
P1,1729,3,delta_yN,0.95,0.1992877796292305,absolute_state_residual,higher,177
P1,1729,3,delta_yF,0.8,0.22329021990299225,absolute_state_residual,higher,177
P1,1729,3,delta_yF,0.9,0.3053063675761223,absolute_state_residual,higher,177
P1,1729,3,delta_yF,0.95,0.3493236005306244,absolute_state_residual,higher,177
P1,1729,3,delta_yT,0.8,0.07140938937664032,absolute_state_residual,higher,177
P1,1729,3,delta_yT,0.9,0.1879277229309082,absolute_state_residual,higher,177
P1,1729,3,delta_yT,0.95,0.3592616319656372,absolute_state_residual,higher,177
P1,20260612,1,yN,0.8,0.06708598136901855,absolute_state_residual,higher,273
P1,20260612,1,yN,0.9,0.10909181833267212,absolute_state_residual,higher,273
P1,20260612,1,yN,0.95,0.1500948667526245,absolute_state_residual,higher,273
P1,20260612,1,yF,0.8,0.1847972273826599,absolute_state_residual,higher,273
P1,20260612,1,yF,0.9,0.2467399537563324,absolute_state_residual,higher,273
P1,20260612,1,yF,0.95,0.3132648169994354,absolute_state_residual,higher,273
P1,20260612,1,yT,0.8,0.08293598890304565,absolute_state_residual,higher,273
P1,20260612,1,yT,0.9,0.19591903686523438,absolute_state_residual,higher,273
P1,20260612,1,yT,0.95,0.3313445448875427,absolute_state_residual,higher,273
P1,20260612,1,sigma_N,0.8,0.03941965103149414,absolute_state_residual,higher,273
P1,20260612,1,sigma_N,0.9,0.08226761221885681,absolute_state_residual,higher,273
P1,20260612,1,sigma_N,0.95,0.11997592449188232,absolute_state_residual,higher,273
P1,20260612,1,sigma_F,0.8,0.055347979068756104,absolute_state_residual,higher,273
P1,20260612,1,sigma_F,0.9,0.08681213855743408,absolute_state_residual,higher,273
P1,20260612,1,sigma_F,0.95,0.11879807710647583,absolute_state_residual,higher,273
P1,20260612,1,sigma_T,0.8,0.043506890535354614,absolute_state_residual,higher,273
P1,20260612,1,sigma_T,0.9,0.0719234049320221,absolute_state_residual,higher,273
P1,20260612,1,sigma_T,0.95,0.11353668570518494,absolute_state_residual,higher,273
P1,20260612,1,delta_yN,0.8,0.06832140684127808,absolute_state_residual,higher,273
P1,20260612,1,delta_yN,0.9,0.10108057409524918,absolute_state_residual,higher,273
P1,20260612,1,delta_yN,0.95,0.14436224102973938,absolute_state_residual,higher,273
P1,20260612,1,delta_yF,0.8,0.18939968943595886,absolute_state_residual,higher,273
P1,20260612,1,delta_yF,0.9,0.2479427605867386,absolute_state_residual,higher,273
P1,20260612,1,delta_yF,0.95,0.3307590186595917,absolute_state_residual,higher,273
P1,20260612,1,delta_yT,0.8,0.09286749362945557,absolute_state_residual,higher,273
P1,20260612,1,delta_yT,0.9,0.19292545318603516,absolute_state_residual,higher,273
P1,20260612,1,delta_yT,0.95,0.3347983956336975,absolute_state_residual,higher,273
P1,20260612,2,yN,0.8,0.07173091173171997,absolute_state_residual,higher,221
P1,20260612,2,yN,0.9,0.12722158432006836,absolute_state_residual,higher,221
P1,20260612,2,yN,0.95,0.16653192043304443,absolute_state_residual,higher,221
P1,20260612,2,yF,0.8,0.19354677200317383,absolute_state_residual,higher,221
P1,20260612,2,yF,0.9,0.2579086422920227,absolute_state_residual,higher,221
P1,20260612,2,yF,0.95,0.3312121033668518,absolute_state_residual,higher,221
P1,20260612,2,yT,0.8,0.0907164216041565,absolute_state_residual,higher,221
P1,20260612,2,yT,0.9,0.16152024269104004,absolute_state_residual,higher,221
P1,20260612,2,yT,0.95,0.2902190685272217,absolute_state_residual,higher,221
P1,20260612,2,sigma_N,0.8,0.054559022188186646,absolute_state_residual,higher,221
P1,20260612,2,sigma_N,0.9,0.09518773853778839,absolute_state_residual,higher,221
P1,20260612,2,sigma_N,0.95,0.13852398097515106,absolute_state_residual,higher,221
P1,20260612,2,sigma_F,0.8,0.04779043793678284,absolute_state_residual,higher,221
P1,20260612,2,sigma_F,0.9,0.08110816776752472,absolute_state_residual,higher,221
P1,20260612,2,sigma_F,0.95,0.10904529690742493,absolute_state_residual,higher,221
P1,20260612,2,sigma_T,0.8,0.04967382550239563,absolute_state_residual,higher,221
P1,20260612,2,sigma_T,0.9,0.08157685399055481,absolute_state_residual,higher,221
P1,20260612,2,sigma_T,0.95,0.10292279720306396,absolute_state_residual,higher,221
P1,20260612,2,delta_yN,0.8,0.07331860065460205,absolute_state_residual,higher,221
P1,20260612,2,delta_yN,0.9,0.11544588208198547,absolute_state_residual,higher,221
P1,20260612,2,delta_yN,0.95,0.16119059920310974,absolute_state_residual,higher,221
P1,20260612,2,delta_yF,0.8,0.22939611598849297,absolute_state_residual,higher,221
P1,20260612,2,delta_yF,0.9,0.2929706238210201,absolute_state_residual,higher,221
P1,20260612,2,delta_yF,0.95,0.36736247688531876,absolute_state_residual,higher,221
P1,20260612,2,delta_yT,0.8,0.10179172456264496,absolute_state_residual,higher,221
P1,20260612,2,delta_yT,0.9,0.21838372945785522,absolute_state_residual,higher,221
P1,20260612,2,delta_yT,0.95,0.30273789167404175,absolute_state_residual,higher,221
P1,20260612,3,yN,0.8,0.07973642647266388,absolute_state_residual,higher,177
P1,20260612,3,yN,0.9,0.12878543138504028,absolute_state_residual,higher,177
P1,20260612,3,yN,0.95,0.16618317365646362,absolute_state_residual,higher,177
P1,20260612,3,yF,0.8,0.2350488305091858,absolute_state_residual,higher,177
P1,20260612,3,yF,0.9,0.29211825132369995,absolute_state_residual,higher,177
P1,20260612,3,yF,0.95,0.35845863819122314,absolute_state_residual,higher,177
P1,20260612,3,yT,0.8,0.06820690631866455,absolute_state_residual,higher,177
P1,20260612,3,yT,0.9,0.1371433138847351,absolute_state_residual,higher,177
P1,20260612,3,yT,0.95,0.26300597190856934,absolute_state_residual,higher,177
P1,20260612,3,sigma_N,0.8,0.06151622533798218,absolute_state_residual,higher,177
P1,20260612,3,sigma_N,0.9,0.09995800256729126,absolute_state_residual,higher,177
P1,20260612,3,sigma_N,0.95,0.2061183750629425,absolute_state_residual,higher,177
P1,20260612,3,sigma_F,0.8,0.054118812084198,absolute_state_residual,higher,177
P1,20260612,3,sigma_F,0.9,0.08662241697311401,absolute_state_residual,higher,177
P1,20260612,3,sigma_F,0.95,0.10723006725311279,absolute_state_residual,higher,177
P1,20260612,3,sigma_T,0.8,0.05468288064002991,absolute_state_residual,higher,177
P1,20260612,3,sigma_T,0.9,0.07440003752708435,absolute_state_residual,higher,177
P1,20260612,3,sigma_T,0.95,0.093406081199646,absolute_state_residual,higher,177
P1,20260612,3,delta_yN,0.8,0.07743345201015472,absolute_state_residual,higher,177
P1,20260612,3,delta_yN,0.9,0.12372574955224991,absolute_state_residual,higher,177
P1,20260612,3,delta_yN,0.95,0.2028825655579567,absolute_state_residual,higher,177
P1,20260612,3,delta_yF,0.8,0.2287837490439415,absolute_state_residual,higher,177
P1,20260612,3,delta_yF,0.9,0.32149132434278727,absolute_state_residual,higher,177
P1,20260612,3,delta_yF,0.95,0.34636660292744637,absolute_state_residual,higher,177
P1,20260612,3,delta_yT,0.8,0.07980030030012131,absolute_state_residual,higher,177
P1,20260612,3,delta_yT,0.9,0.20107358694076538,absolute_state_residual,higher,177
P1,20260612,3,delta_yT,0.95,0.2977248430252075,absolute_state_residual,higher,177
P1,20260613,1,yN,0.8,0.0648668110370636,absolute_state_residual,higher,273
P1,20260613,1,yN,0.9,0.10544182360172272,absolute_state_residual,higher,273
P1,20260613,1,yN,0.95,0.14759540557861328,absolute_state_residual,higher,273
P1,20260613,1,yF,0.8,0.19172924757003784,absolute_state_residual,higher,273
P1,20260613,1,yF,0.9,0.24665318429470062,absolute_state_residual,higher,273
P1,20260613,1,yF,0.95,0.29911381006240845,absolute_state_residual,higher,273
P1,20260613,1,yT,0.8,0.06682878732681274,absolute_state_residual,higher,273
P1,20260613,1,yT,0.9,0.21960186958312988,absolute_state_residual,higher,273
P1,20260613,1,yT,0.95,0.33230704069137573,absolute_state_residual,higher,273
P1,20260613,1,sigma_N,0.8,0.038444340229034424,absolute_state_residual,higher,273
P1,20260613,1,sigma_N,0.9,0.08356888592243195,absolute_state_residual,higher,273
P1,20260613,1,sigma_N,0.95,0.11795395612716675,absolute_state_residual,higher,273
P1,20260613,1,sigma_F,0.8,0.056135982275009155,absolute_state_residual,higher,273
P1,20260613,1,sigma_F,0.9,0.08780957758426666,absolute_state_residual,higher,273
P1,20260613,1,sigma_F,0.95,0.1277700662612915,absolute_state_residual,higher,273
P1,20260613,1,sigma_T,0.8,0.048217207193374634,absolute_state_residual,higher,273
P1,20260613,1,sigma_T,0.9,0.083472341299057,absolute_state_residual,higher,273
P1,20260613,1,sigma_T,0.95,0.1356954276561737,absolute_state_residual,higher,273
P1,20260613,1,delta_yN,0.8,0.07004415988922119,absolute_state_residual,higher,273
P1,20260613,1,delta_yN,0.9,0.10048460960388184,absolute_state_residual,higher,273
P1,20260613,1,delta_yN,0.95,0.15131211280822754,absolute_state_residual,higher,273
P1,20260613,1,delta_yF,0.8,0.18304728344082832,absolute_state_residual,higher,273
P1,20260613,1,delta_yF,0.9,0.24108245596289635,absolute_state_residual,higher,273
P1,20260613,1,delta_yF,0.95,0.31473875045776367,absolute_state_residual,higher,273
P1,20260613,1,delta_yT,0.8,0.08855888247489929,absolute_state_residual,higher,273
P1,20260613,1,delta_yT,0.9,0.25000208616256714,absolute_state_residual,higher,273
P1,20260613,1,delta_yT,0.95,0.3341929316520691,absolute_state_residual,higher,273
P1,20260613,2,yN,0.8,0.0701972097158432,absolute_state_residual,higher,221
P1,20260613,2,yN,0.9,0.11622518301010132,absolute_state_residual,higher,221
P1,20260613,2,yN,0.95,0.15117204189300537,absolute_state_residual,higher,221
P1,20260613,2,yF,0.8,0.18142855167388916,absolute_state_residual,higher,221
P1,20260613,2,yF,0.9,0.2522329092025757,absolute_state_residual,higher,221
P1,20260613,2,yF,0.95,0.30650413036346436,absolute_state_residual,higher,221
P1,20260613,2,yT,0.8,0.0692448616027832,absolute_state_residual,higher,221
P1,20260613,2,yT,0.9,0.14567160606384277,absolute_state_residual,higher,221
P1,20260613,2,yT,0.95,0.28258174657821655,absolute_state_residual,higher,221
P1,20260613,2,sigma_N,0.8,0.051934778690338135,absolute_state_residual,higher,221
P1,20260613,2,sigma_N,0.9,0.09297969937324524,absolute_state_residual,higher,221
P1,20260613,2,sigma_N,0.95,0.14415396749973297,absolute_state_residual,higher,221
P1,20260613,2,sigma_F,0.8,0.057626157999038696,absolute_state_residual,higher,221
P1,20260613,2,sigma_F,0.9,0.09170305728912354,absolute_state_residual,higher,221
P1,20260613,2,sigma_F,0.95,0.10731028020381927,absolute_state_residual,higher,221
P1,20260613,2,sigma_T,0.8,0.06305944919586182,absolute_state_residual,higher,221
P1,20260613,2,sigma_T,0.9,0.09427472949028015,absolute_state_residual,higher,221
P1,20260613,2,sigma_T,0.95,0.12663593888282776,absolute_state_residual,higher,221
P1,20260613,2,delta_yN,0.8,0.07051416486501694,absolute_state_residual,higher,221
P1,20260613,2,delta_yN,0.9,0.11508191376924515,absolute_state_residual,higher,221
P1,20260613,2,delta_yN,0.95,0.16146321594715118,absolute_state_residual,higher,221
P1,20260613,2,delta_yF,0.8,0.21850215457379818,absolute_state_residual,higher,221
P1,20260613,2,delta_yF,0.9,0.281686432659626,absolute_state_residual,higher,221
P1,20260613,2,delta_yF,0.95,0.3504202105104923,absolute_state_residual,higher,221
P1,20260613,2,delta_yT,0.8,0.1014905720949173,absolute_state_residual,higher,221
P1,20260613,2,delta_yT,0.9,0.2313249409198761,absolute_state_residual,higher,221
P1,20260613,2,delta_yT,0.95,0.32513436675071716,absolute_state_residual,higher,221
P1,20260613,3,yN,0.8,0.07357722520828247,absolute_state_residual,higher,177
P1,20260613,3,yN,0.9,0.11880981922149658,absolute_state_residual,higher,177
P1,20260613,3,yN,0.95,0.13671272993087769,absolute_state_residual,higher,177
P1,20260613,3,yF,0.8,0.19244502484798431,absolute_state_residual,higher,177
P1,20260613,3,yF,0.9,0.2748236358165741,absolute_state_residual,higher,177
P1,20260613,3,yF,0.95,0.33531755208969116,absolute_state_residual,higher,177
P1,20260613,3,yT,0.8,0.058081209659576416,absolute_state_residual,higher,177
P1,20260613,3,yT,0.9,0.08269238471984863,absolute_state_residual,higher,177
P1,20260613,3,yT,0.95,0.27262741327285767,absolute_state_residual,higher,177
P1,20260613,3,sigma_N,0.8,0.05708470940589905,absolute_state_residual,higher,177
P1,20260613,3,sigma_N,0.9,0.10727131366729736,absolute_state_residual,higher,177
P1,20260613,3,sigma_N,0.95,0.19406917691230774,absolute_state_residual,higher,177
P1,20260613,3,sigma_F,0.8,0.06309433281421661,absolute_state_residual,higher,177
P1,20260613,3,sigma_F,0.9,0.09236294031143188,absolute_state_residual,higher,177
P1,20260613,3,sigma_F,0.95,0.1047813892364502,absolute_state_residual,higher,177
P1,20260613,3,sigma_T,0.8,0.07965800166130066,absolute_state_residual,higher,177
P1,20260613,3,sigma_T,0.9,0.09488627314567566,absolute_state_residual,higher,177
P1,20260613,3,sigma_T,0.95,0.12850546836853027,absolute_state_residual,higher,177
P1,20260613,3,delta_yN,0.8,0.07604806125164032,absolute_state_residual,higher,177
P1,20260613,3,delta_yN,0.9,0.12475743144750595,absolute_state_residual,higher,177
P1,20260613,3,delta_yN,0.95,0.20542257279157639,absolute_state_residual,higher,177
P1,20260613,3,delta_yF,0.8,0.22662239521741867,absolute_state_residual,higher,177
P1,20260613,3,delta_yF,0.9,0.3062770888209343,absolute_state_residual,higher,177
P1,20260613,3,delta_yF,0.95,0.3379410021007061,absolute_state_residual,higher,177
P1,20260613,3,delta_yT,0.8,0.08353252708911896,absolute_state_residual,higher,177
P1,20260613,3,delta_yT,0.9,0.1763053983449936,absolute_state_residual,higher,177
P1,20260613,3,delta_yT,0.95,0.3556264340877533,absolute_state_residual,higher,177
P1,20260614,1,yN,0.8,0.06646955013275146,absolute_state_residual,higher,273
P1,20260614,1,yN,0.9,0.11042597889900208,absolute_state_residual,higher,273
P1,20260614,1,yN,0.95,0.14642393589019775,absolute_state_residual,higher,273
P1,20260614,1,yF,0.8,0.19249588251113892,absolute_state_residual,higher,273
P1,20260614,1,yF,0.9,0.2501713037490845,absolute_state_residual,higher,273
P1,20260614,1,yF,0.95,0.2999231219291687,absolute_state_residual,higher,273
P1,20260614,1,yT,0.8,0.08338719606399536,absolute_state_residual,higher,273
P1,20260614,1,yT,0.9,0.22814393043518066,absolute_state_residual,higher,273
P1,20260614,1,yT,0.95,0.338132381439209,absolute_state_residual,higher,273
P1,20260614,1,sigma_N,0.8,0.042319148778915405,absolute_state_residual,higher,273
P1,20260614,1,sigma_N,0.9,0.07813656330108643,absolute_state_residual,higher,273
P1,20260614,1,sigma_N,0.95,0.1186019778251648,absolute_state_residual,higher,273
P1,20260614,1,sigma_F,0.8,0.060691505670547485,absolute_state_residual,higher,273
P1,20260614,1,sigma_F,0.9,0.0965668261051178,absolute_state_residual,higher,273
P1,20260614,1,sigma_F,0.95,0.13183027505874634,absolute_state_residual,higher,273
P1,20260614,1,sigma_T,0.8,0.04404115676879883,absolute_state_residual,higher,273
P1,20260614,1,sigma_T,0.9,0.07709380984306335,absolute_state_residual,higher,273
P1,20260614,1,sigma_T,0.95,0.1333567425608635,absolute_state_residual,higher,273
P1,20260614,1,delta_yN,0.8,0.06961449235677719,absolute_state_residual,higher,273
P1,20260614,1,delta_yN,0.9,0.10310238599777222,absolute_state_residual,higher,273
P1,20260614,1,delta_yN,0.95,0.14461961388587952,absolute_state_residual,higher,273
P1,20260614,1,delta_yF,0.8,0.18288375437259674,absolute_state_residual,higher,273
P1,20260614,1,delta_yF,0.9,0.25024717301130295,absolute_state_residual,higher,273
P1,20260614,1,delta_yF,0.95,0.31815753504633904,absolute_state_residual,higher,273
P1,20260614,1,delta_yT,0.8,0.10990485548973083,absolute_state_residual,higher,273
P1,20260614,1,delta_yT,0.9,0.2348998337984085,absolute_state_residual,higher,273
P1,20260614,1,delta_yT,0.95,0.34225478768348694,absolute_state_residual,higher,273
P1,20260614,2,yN,0.8,0.0752440094947815,absolute_state_residual,higher,221
P1,20260614,2,yN,0.9,0.1137235164642334,absolute_state_residual,higher,221
P1,20260614,2,yN,0.95,0.15173524618148804,absolute_state_residual,higher,221
P1,20260614,2,yF,0.8,0.1864013671875,absolute_state_residual,higher,221
P1,20260614,2,yF,0.9,0.25460612773895264,absolute_state_residual,higher,221
P1,20260614,2,yF,0.95,0.29952168464660645,absolute_state_residual,higher,221
P1,20260614,2,yT,0.8,0.09783303737640381,absolute_state_residual,higher,221
P1,20260614,2,yT,0.9,0.17189311981201172,absolute_state_residual,higher,221
P1,20260614,2,yT,0.95,0.3195466995239258,absolute_state_residual,higher,221
