epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,-2.1582697463956912,-2.4895382503590944,0.12200244163622924,0.06479965120215209,0.790047229735618,balanced,6.0997553749984945,-2.4895382503590944,0.790047229735618
2,-2.696473359990738,-2.634732931902911,0.12147131537311186,0.06430552631556895,0.7852598706411904,balanced,6.263281917999848,-2.634732931902911,0.7852598706411904
3,-2.735786760842277,-2.5752488967568294,0.12140099001643158,0.06514624976389674,0.7903868704477391,balanced,6.335671414999524,-2.634732931902911,0.7852598706411904
4,-2.745172931998029,-2.7070896395277715,0.12120647207752272,0.06444886871177609,0.7853504372958215,balanced,6.282519755004614,-2.634732931902911,0.7852598706411904
5,-2.8155777045239856,-2.773698764700546,0.12132249773557041,0.06441133371740125,0.785471365828156,balanced,6.24594089799939,-2.634732931902911,0.7852598706411904
6,-2.883923275299927,-2.802772616303423,0.12052708073668156,0.0650128891384231,0.7868308147383851,balanced,6.254827880999073,-2.634732931902911,0.7852598706411904
7,-2.9107229032711235,-2.8140504529560633,0.1212795348147479,0.06489345650702424,0.7884033417068922,balanced,6.256812015999458,-2.634732931902911,0.7852598706411904
8,-2.953708816321546,-2.8507749830285056,0.12063491477077573,0.06489932263868155,0.7864429842102878,balanced,6.2920520170009695,-2.634732931902911,0.7852598706411904
9,-2.968436061240984,-2.867286101590335,0.12042112789979319,0.06504723453185209,0.7867208234507114,balanced,6.347406551998574,-2.634732931902911,0.7852598706411904
10,-2.9427176106660875,-2.816768908583432,0.12049030654305648,0.06489933889441597,0.7859949524551166,balanced,6.372607534001872,-2.634732931902911,0.7852598706411904
11,-3.0149057614081456,-2.90999037847727,0.12034276908696968,0.06427941471665567,0.7815965453268978,balanced,6.193357940996066,-2.90999037847727,0.7815965453268978
12,-3.039763234447242,-2.7535413181619433,0.12135440508728863,0.06705768476269684,0.8023945353485176,balanced,6.219070161998388,-2.90999037847727,0.7815965453268978
13,-3.027633346943177,-2.9198612629922156,0.12007755965780885,0.0643079530837584,0.7809561058247421,balanced,6.324257838001358,-2.9198612629922156,0.7809561058247421
14,-3.0686549156721386,-2.955330752628803,0.12088209071311137,0.06397290253541721,0.78131921713263,balanced,6.3537011810039985,-2.9198612629922156,0.7809561058247421
15,-3.0790677063186926,-3.0017086006631364,0.11979935320242843,0.06410176583823828,0.7787831109412257,balanced,6.296602950998931,-3.0017086006631364,0.7787831109412257
16,-3.1280215711141173,-3.044641030359754,0.12004521016317467,0.06409921659722224,0.7795288048996973,balanced,6.393146840993722,-3.0017086006631364,0.7787831109412257
17,-3.1356401308976376,-3.0298800281976552,0.11949021175968325,0.06376739270263787,0.7756993024949388,balanced,6.364458948002721,-3.0298800281976552,0.7756993024949388
18,-3.147828536791437,-3.0355888198645715,0.11921576804168953,0.06416321027574541,0.7773652395571511,balanced,6.378423966001719,-3.0298800281976552,0.7756993024949388
19,-3.187887577648027,-3.1005791734281196,0.11920315875683471,0.06387454596055861,0.7754909681630179,balanced,6.692547471997386,-3.1005791734281196,0.7754909681630179
20,-3.171458002533801,-3.037930829379783,0.11909668904954798,0.06385156338299253,0.7750149100880148,balanced,6.38062404700031,-3.037930829379783,0.7750149100880148
