model_version,source_id,horizon_months,split,decile,rows,bloom_positive,bloom_rate,base_bloom_rate,lift,capture_rate,cumulative_capture_rate,mean_pred_probability,min_pred_probability,max_pred_probability
current_refined_fuzzy_v0,aquamatch_chla,1,test,10,6622,80,0.012080942313500454,0.11750671941533537,0.102810650944986,0.010280133641737342,1.0,0.022672823287090138,0.02267282328709013,0.02267282328709013
current_refined_fuzzy_v0,lakebed_us_cse,1,test,1,17,8,0.47058823529411764,0.13496932515337423,3.486631016042781,0.36363636363636365,0.36363636363636365,0.7274615211235135,0.6826491061857825,0.7993130979254451
current_refined_fuzzy_v0,lakebed_us_cse,1,test,2,16,7,0.4375,0.13496932515337423,3.241477272727273,0.3181818181818182,0.6818181818181818,0.6442212336645565,0.6023303356280463,0.6790049383639799
current_refined_fuzzy_v0,lakebed_us_cse,1,test,3,16,4,0.25,0.13496932515337423,1.8522727272727273,0.18181818181818182,0.8636363636363636,0.4791350882279063,0.3200285893435648,0.5989786436320034
current_refined_fuzzy_v0,lakebed_us_cse,1,test,4,17,0,0.0,0.13496932515337423,0.0,0.0,0.8636363636363636,0.19999654788981663,0.12451296883400477,0.2891234904912717
current_refined_fuzzy_v0,lakebed_us_cse,1,test,5,16,1,0.0625,0.13496932515337423,0.4630681818181818,0.045454545454545456,0.9090909090909091,0.0756738853045318,0.03767491162709509,0.12451296883400477
current_refined_fuzzy_v0,lakebed_us_cse,1,test,6,16,0,0.0,0.13496932515337423,0.0,0.0,0.9090909090909091,0.03218826613796947,0.029147845004392596,0.03633855808318211
current_refined_fuzzy_v0,lakebed_us_cse,1,test,7,17,1,0.058823529411764705,0.13496932515337423,0.4358288770053476,0.045454545454545456,0.9545454545454546,0.028260120916602252,0.027908838995137256,0.02914577985444127
current_refined_fuzzy_v0,lakebed_us_cse,1,test,8,16,1,0.0625,0.13496932515337423,0.4630681818181818,0.045454545454545456,1.0,0.02418640576943419,0.02267282328709013,0.02554854116668873
current_refined_fuzzy_v0,lakebed_us_cse,1,test,9,16,0,0.0,0.13496932515337423,0.0,0.0,1.0,0.022337263780420183,0.021276892644673827,0.02267282328709013
current_refined_fuzzy_v0,lakebed_us_cse,1,test,10,16,0,0.0,0.13496932515337423,0.0,0.0,1.0,0.02046601997834383,0.019991191873721996,0.0212768926446738
current_refined_fuzzy_v0,wqp,1,test,1,5516,4442,0.8052936910804931,0.1619734909611793,4.971762269873533,0.49725736034926676,0.49725736034926676,0.7611393032881021,0.6295819565050335,0.8865339720769125
current_refined_fuzzy_v0,wqp,1,test,2,5515,2573,0.46654578422484133,0.1619734909611793,2.880383582870729,0.2880331355647599,0.7852904959140267,0.4275737496618181,0.24760983110270846,0.6284686507346979
current_refined_fuzzy_v0,wqp,1,test,3,5515,978,0.17733454215775157,0.1619734909611793,1.0948368224048088,0.10948169707824919,0.8947721929922758,0.16147884230837975,0.07812095918654086,0.24760983110270846
