split,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
test,all,7582,0.10926167025694909,0.06766697806935226,7582,0.14750285896434898,0.08407848801705714,-0.038241188707399884,-0.016411509947704878,0.25925727118714814,0.19519273401271736
test,delta_yF,7582,0.11374856170846598,0.07650840857889935,7582,0.20073986918889436,0.11963815604066572,-0.08699130748042838,-0.04312974746176637,0.4333534132104588,0.36050160658700153
test,delta_yN,7582,0.08997531399252214,0.05991279805313469,7582,0.15745170532467637,0.09602681762017791,-0.06747639133215423,-0.03611401956704322,0.42855294068116456,0.3760826450574226
test,delta_yT,7582,0.17787256909457852,0.11917393190569564,7582,0.30757187173614936,0.18693415813719935,-0.12969930264157084,-0.06776022623150371,0.4216877892944431,0.3624817791822265
test,sigma_F,7582,0.039304183745951654,0.020312932134460754,7582,0.039509345228048616,0.02025226815310351,-0.0002051614820969619,6.066398135724446e-05,0.005192733033482745,-0.0029954166564769764
test,sigma_N,7582,0.13817236925127035,0.06343081128908569,7582,0.1381723700255101,0.06343081246374732,-7.742397556409486e-10,-1.1746616318530911e-09,5.603433996956152e-09,1.8518785842833824e-08
test,sigma_T,7582,0.067874036629918,0.03694862792373049,7582,0.07016275779036485,0.03643402677543646,-0.002288721160446844,0.0005146011482940333,0.03262017104979223,-0.014124190868767034
test,yF,7582,0.10927418354332266,0.06995853010503135,7582,0.12235731782178053,0.06972551372946802,-0.013083134278457864,0.000233016375563333,0.10692563805226668,-0.0033419097701800587
test,yN,7582,0.08656255516781666,0.055169689406885755,7582,0.09553779330623863,0.05668835822061447,-0.008975238138421965,-0.0015186688137287171,0.09394437350727339,0.026789782971284922
test,yT,7582,0.1605712591786959,0.10758707322724669,7582,0.19602270025747787,0.10757628101310136,-0.03545144107878195,1.0792214145322054e-05,0.18085375332661022,-0.00010032150250674408
train,all,112470,0.09000746839260688,0.0477780934806215,112470,0.12480269243796228,0.06121762086460509,-0.0347952240453554,-0.013439527383983588,0.2788018701010928,0.21953691100978537
train,delta_yF,112470,0.11337809796980201,0.06829830341639281,112470,0.20312358988929077,0.11235339921721355,-0.08974549191948876,-0.04405509580082073,0.44182702741913477,0.39211181956007163
train,delta_yN,112470,0.042734627916331897,0.013545410599381677,112470,0.07833244217771304,0.02252227810991598,-0.035597814261381144,-0.008976867510534302,0.45444535203715825,0.39857724279596823
train,delta_yT,112470,0.18995924736155534,0.11439379568872446,112470,0.3195911181305937,0.1796232074597173,-0.12963187076903837,-0.06522941177099284,0.4056178767648581,0.36314579108950235
train,sigma_F,112470,0.03753771893407946,0.017036892439912688,112470,0.037719046445623614,0.01700122501947359,-0.00018132751154415622,3.5667420439096376e-05,0.004807319607232407,-0.002097932378298746
train,sigma_N,112470,0.05374777733847469,0.011115001311479827,112470,0.05374778923353848,0.011115003533744946,-1.1895063788125437e-08,-2.222265118451139e-09,2.2131261504432166e-07,1.9993382023715809e-07
train,sigma_T,112470,0.055892263997750574,0.02781832700858087,112470,0.057936608107166054,0.02747537763605778,-0.00204434410941548,0.0003429493725230874,0.03528587841445657,-0.01248206219640861
train,yF,112470,0.10792761045399629,0.06327269391249558,112470,0.12303416850179363,0.06435533474262656,-0.015106558047797342,-0.0010826408301309737,0.12278343676193587,0.016822860675975524
train,yN,112470,0.04202777408014301,0.012852593271469683,112470,0.04671574890235536,0.012828231162046384,-0.004687974822212351,2.4362109423298542e-05,0.10035105788437844,-0.001899101217896377
train,yT,112470,0.16686209748132871,0.10166982367715592,112470,0.20302372055358595,0.10368453090064969,-0.03616162307225723,-0.0020147072234937696,0.17811526147612272,0.019431126379153493
validation,all,7079,0.11279307783526199,0.06984724672679181,7079,0.15285879993141757,0.08700496754554611,-0.04006572209615558,-0.017157720818754302,0.2621093591872478,0.197203921830928
validation,delta_yF,7079,0.1157011455193805,0.07723152666109433,7079,0.20865455511896802,0.12637161249738238,-0.09295340959958752,-0.04914008583628805,0.4454894816295217,0.3888538324800273
validation,delta_yN,7079,0.08991148628338641,0.056451186131481264,7079,0.15875524487033807,0.09300383590745932,-0.06884375858695166,-0.03655264977597806,0.4336471443395724,0.3930230341504266
validation,delta_yT,7079,0.19281440991978277,0.13305171422827697,7079,0.3293605282824525,0.20399671741411973,-0.13654611836266972,-0.07094500318584276,0.41457948551008733,0.34777521954837237
validation,sigma_F,7079,0.049453225289043654,0.022306936543983732,7079,0.049685549207374356,0.022243895153124468,-0.0002323239183307027,6.304139085926488e-05,0.004675885082019403,-0.002834098543681089
validation,sigma_N,7079,0.11939878093424948,0.052417520716258034,7079,0.11939879356576141,0.05241752965408295,-1.263151193364731e-08,-8.937824917676362e-09,1.0579262617666432e-07,1.7051213547565895e-07
validation,sigma_T,7079,0.07697385067613162,0.04307372934788967,7079,0.0798183286950686,0.04201006240027146,-0.0028444780189369745,0.001063666947618204,0.035636902769585484,-0.025319337483567524
validation,yF,7079,0.11146698393898331,0.07126494783653953,7079,0.12597896583275048,0.07259873645060445,-0.014511981893767165,-0.0013337886140649263,0.11519368965953614,0.018372063747589113
validation,yN,7079,0.08601228097187891,0.052163686804859666,7079,0.09483473592883976,0.053117398770957835,-0.008822454956960851,-0.0009537119660981697,0.09302978355505595,0.01795479425132572
validation,yT,7079,0.1734055369845212,0.12066397227074302,7079,0.20924249788120478,0.11728491966191246,-0.03583696089668356,0.003379052608830563,0.17126999180171143,-0.028810631567733332
