split,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
train,all,112470,0.09000746839260688,0.0477780934806215,-2.837203518666899,0.9423520346166385,0.24958985613590443
train,yN,112470,0.04202777408014301,0.012852593271469683,-4.2004008838120725,0.9804036631990753,0.08175011654583583
train,yF,112470,0.10792761045399629,0.06327269391249558,-2.0814580980275297,0.917862541122077,0.3364103112229668
train,yT,112470,0.16686209748132871,0.10166982367715592,-1.5416174933975448,0.9230016893393794,0.48760046461608514
train,sigma_N,112470,0.05374777733847469,0.011115001311479827,-4.115903221978986,0.9830265848670756,0.09153541353974776
train,sigma_F,112470,0.03753771893407946,0.017036892439912688,-2.998687497221481,0.9210100471236774,0.117873504332058
train,sigma_T,112470,0.055892263997750574,0.02781832700858087,-2.8289550043205964,0.9157642037876768,0.16071992054869147
train,delta_yN,112470,0.042734627916331897,0.013545410599381677,-4.198061299419429,0.982306392815862,0.08392976425250943
train,delta_yF,112470,0.11337809796980201,0.06829830341639281,-2.073189449912338,0.9287098781897395,0.3558550156560847
train,delta_yT,112470,0.18995924736155534,0.11439379568872446,-1.4965587199121155,0.9290833111051836,0.5306341945091608
validation,all,7079,0.11279307783526199,0.06984724672679181,-1.8714466926335325,0.9216304876708887,0.36988499457557245
validation,yN,7079,0.08601228097187891,0.052163686804859666,-2.2085880732735026,0.9334651786975562,0.29295745948762403
validation,yF,7079,0.11146698393898331,0.07126494783653953,-1.805504314036234,0.9512643028676366,0.44046750360330733
validation,yT,7079,0.1734055369845212,0.12066397227074302,-1.2242508204007894,0.8780901257239723,0.5078608220134486
validation,sigma_N,7079,0.11939878093424948,0.052417520716258034,-1.8087606029938903,0.9378443282949569,0.35294232649357915
validation,sigma_F,7079,0.049453225289043654,0.022306936543983732,-2.685093633568477,0.9247068795027547,0.157777467510225
validation,sigma_T,7079,0.07697385067613162,0.04307372934788967,-1.9642550741519813,0.8858595846871027,0.2489156818672802
validation,delta_yN,7079,0.08991148628338641,0.056451186131481264,-2.204469687522072,0.9375618025144794,0.3008100862876223
validation,delta_yF,7079,0.1157011455193805,0.07723152666109433,-1.7625801570335675,0.9631303856476904,0.47792414700114333
validation,delta_yT,7079,0.19281440991978277,0.13305171422827697,-1.1795178707212794,0.8827518011018506,0.5493094569159221
test,all,7582,0.10926167025694909,0.06766697806935226,-1.7746485207549656,0.9281631935285325,0.3747804534893326
test,yN,7582,0.08656255516781666,0.055169689406885755,-1.835906942171838,0.9282511210762332,0.3082371266213359
test,yF,7582,0.10927418354332266,0.06995853010503135,-1.788303094500132,0.9563439725666051,0.4579421163894545
test,yT,7582,0.1605712591786959,0.10758707322724669,-1.4657714650549822,0.9043787918754946,0.4895311907519454
test,sigma_N,7582,0.13817236925127035,0.06343081128908569,-0.829056249008239,0.8972566605117384,0.3605238004587345
test,sigma_F,7582,0.039304183745951654,0.020312932134460754,-2.7633523219055,0.9306251648641519,0.1627341723008132
test,sigma_T,7582,0.067874036629918,0.03694862792373049,-2.3131527912016123,0.9318121867581113,0.25052976696323326
test,delta_yN,7582,0.08997531399252214,0.05991279805313469,-1.84071611320397,0.933922447902928,0.3175133071452639
test,delta_yF,7582,0.11374856170846598,0.07650840857889935,-1.7369038293305692,0.9642574518596676,0.49544919395597714
test,delta_yT,7582,0.17787256909457852,0.11917393190569564,-1.3986738804178482,0.9066209443418624,0.5305634068172357
