calibration_version,target_event,rollout_horizon_months,calibration_split,selection_objective,fbeta_beta,min_recall,min_precision,score_column,selected_threshold,constraint_satisfied,calibration_rows,calibration_positive_rows,calibration_positive_rate,calibration_predicted_positive_rows,calibration_predicted_positive_rate,calibration_precision,calibration_recall,calibration_macro_f1,calibration_fbeta,calibration_specificity,calibrator_path,calibrator_method,calibrator_training_rows,calibrator_positive_rows
pipe_neural_ode_history_rollout_alert_calibration_v1,bloom_h,1,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.14285714285714285,True,3049,410,0.13447031813709412,1034,0.3391275828140374,0.3539651837524178,0.8926829268292683,0.6769692648149449,0.6843679880329095,0.7468738158393331,models/pipe_neural_ode/adaptive_wqp_focused_history_v1_long80/rollout_calibrators/rollout_bloom_h1_irc_mean_isotonic.joblib,isotonic,3049,410
pipe_neural_ode_history_rollout_alert_calibration_v1,bloom_h,2,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.14285714285714285,True,3158,441,0.1396453451551615,829,0.2625079164027866,0.4149577804583836,0.780045351473923,0.7131967005907853,0.6633243347473969,0.8214942951785057,models/pipe_neural_ode/adaptive_wqp_focused_history_v1_long80/rollout_calibrators/rollout_bloom_h2_irc_mean_isotonic.joblib,isotonic,3158,441
pipe_neural_ode_history_rollout_alert_calibration_v1,bloom_h,3,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.13725490196078433,True,3184,457,0.14353015075376885,1196,0.3756281407035176,0.3319397993311037,0.8687089715536105,0.6490771302410412,0.6564153439153438,0.707004033736707,models/pipe_neural_ode/adaptive_wqp_focused_history_v1_long80/rollout_calibrators/rollout_bloom_h3_irc_mean_isotonic.joblib,isotonic,3184,457
pipe_neural_ode_history_rollout_alert_calibration_v1,irc_alert,1,validation,fbeta,2.0,,,alert_probability_irc,0.2734375,True,5069,2232,0.44032353521404616,2870,0.5661866245807852,0.7348432055749129,0.9448924731182796,0.825599237041712,0.893795558569249,0.7317589002467395,,none,0,0
pipe_neural_ode_history_rollout_alert_calibration_v1,irc_alert,2,validation,fbeta,2.0,,,alert_probability_irc,0.34375,True,5069,2267,0.4472282501479582,2899,0.5719076740974551,0.726457399103139,0.9289810322011469,0.811728256634365,0.8799197793933317,0.7169878658101356,,none,0,0
pipe_neural_ode_history_rollout_alert_calibration_v1,irc_alert,3,validation,fbeta,2.0,,,alert_probability_irc,0.3125,True,5069,2270,0.4478200828565792,3142,0.6198461234957585,0.683004455760662,0.945374449339207,0.7780327974479684,0.8779250531827851,0.6441586280814576,,none,0,0
