split,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
train,all,112470,0.08726533566577795,0.046681049639459606,-2.9532322213971565,0.9464430020845064,0.23495204445002008
train,yN,112470,0.04114982893185049,0.012399569587028323,-4.3045800842030095,0.9757802080554815,0.07114127671187577
train,yF,112470,0.10340922948105374,0.061685315045058024,-2.199406977277274,0.92836311905397,0.30279021088023644
train,yT,112470,0.15949486210891803,0.09835634873455404,-1.7166923549404842,0.9433093269316262,0.48031300100165597
train,sigma_N,112470,0.05374777733847469,0.011115001311479827,-4.289038645982679,0.9795056459500311,0.08002871858222523
train,sigma_F,112470,0.03676319432582674,0.01729475548609295,-3.0776554563855916,0.9249488752556237,0.11714259734670565
train,sigma_T,112470,0.0533002014044669,0.029569808584833778,-2.8573196645841668,0.9087934560327199,0.1441062331655412
train,delta_yN,112470,0.04165219557239634,0.013111292587721878,-4.300940250733529,0.977273939717258,0.07222284106897907
train,delta_yF,112470,0.11079851118127072,0.06559509490345429,-2.1871864528457587,0.9353071930292522,0.3186689770104059
train,delta_yT,112470,0.1850722206477439,0.11100226051491335,-1.6462701056219158,0.9447052547345959,0.5281545442825553
validation,all,7079,0.11018318524182924,0.06770598525966248,-1.8640053027844976,0.9062014408814805,0.3214872627002634
validation,yN,7079,0.0843825600079719,0.05190682549280608,-2.218704579290419,0.910156801808165,0.24439557114973093
validation,yF,7079,0.10703466750587165,0.06907119244433911,-1.9608195854927426,0.9030936572962283,0.3193769480552625
validation,yT,7079,0.16793424721739197,0.11526924776717723,-1.1401081626774614,0.9019635541743184,0.5239896746001046
validation,sigma_N,7079,0.11939878093424948,0.052417520716258034,-1.4158150944640397,0.9227291990394123,0.31478555708689987
validation,sigma_F,7079,0.04857841918183165,0.022353679114335133,-2.8096395644247067,0.9184913123322503,0.13305331253200486
validation,sigma_T,7079,0.07292925442240561,0.04372502572288249,-2.01270193419798,0.8823280124311343,0.22648370136293858
validation,delta_yN,7079,0.08851620764272929,0.05500167445756567,-2.219597232461329,0.9142534256250883,0.24991047990273277
validation,delta_yF,7079,0.11247817454056051,0.0730230970257402,-1.943072814122316,0.9083203842350615,0.33661574121079957
validation,delta_yT,7079,0.19039635572345107,0.12658560459585846,-1.0555887579294834,0.8944766209916655,0.5447743784018974
test,all,7582,0.10641178368779457,0.06483169641642614,-1.7931916958499114,0.9119112517951875,0.31300465138730893
test,yN,7582,0.08487766738924289,0.05458009176976258,-1.8512222261864038,0.8996307042996571,0.2529536402970749
test,yF,7582,0.10560733493741621,0.06746517816340819,-1.939594450930246,0.9095225534159852,0.3191635224411023
test,yT,7582,0.15404519320882978,0.10114204006250412,-1.393536719883441,0.9279873384331311,0.4836485914805419
test,sigma_N,7582,0.13817236925127035,0.06343081128908569,-0.5558992354167354,0.8811659192825112,0.3062362208023011
test,sigma_F,7582,0.03863108600310947,0.02056141624158871,-2.903457355826299,0.9155895542073331,0.13368584530487504
test,sigma_T,7582,0.06404633607871126,0.03718313772110472,-2.375775698714884,0.9299657082563967,0.22641497556404147
test,delta_yN,7582,0.08808886738266566,0.05759909410207512,-1.847335795304669,0.9035874439461884,0.25808666312766876
test,delta_yF,7582,0.11112208745983894,0.07189290663775276,-1.9158411974392475,0.9167765761012925,0.33453606213343484
test,delta_yT,7582,0.1731151114790665,0.10963059176055337,-1.3560625829472766,0.9229754682141915,0.5023163413347401
