profile,epoch,training_loss,probabilistic_validation_loss,best_probabilistic_validation_loss,best_epoch,epochs_without_improvement,batch_order_sha256
v2_primary,1,-0.024930296052435224,-0.252961728985854,-0.252961728985854,1,0,779ec0be8e3d43f23b4813c6cd59197163039f1ae32e6226b576f1988a1c9c0e
v2_primary,2,-0.8296204437903861,-1.2767570366070966,-1.2767570366070966,2,0,f5411bca2e7a8895d5a2373ae25a523fb89b4e9588a02241742fcd720e022f3b
v2_primary,3,-1.427463510181467,-1.5215961998841894,-1.5215961998841894,3,0,081270c50e41f1dd953557444a315621c9cdea26515cfd09b332040f0ae4d917
v2_primary,4,-1.5686820573338909,-1.5495878270291907,-1.5495878270291907,4,0,3ebba085880f287a6ce654b7985eaa285b661688580251761bd3cbf0085e01a6
v2_primary,5,-1.624276984248907,-1.590433705510117,-1.590433705510117,5,0,9fddaffe3c9ff90ff07b53427edaff2fd808eb096dddb5e10673d4decdde29bd
v2_primary,6,-1.668788566422351,-1.612215402558094,-1.612215402558094,6,0,f65ab4386ce1430de9ca9ac09c7c4ab9a73e21d50c9ff47947cbf6a5135a40db
v2_primary,7,-1.6998107212354598,-1.6415072182032067,-1.6415072182032067,7,0,591cf88eaf420c8e2775f5fe2ba1a22d1cd3d20d63a6156ff0f9efe0bbb76a63
v2_primary,8,-1.7327328444069836,-1.6712258115528136,-1.6712258115528136,8,0,bd1c66f993c856545eb71d0233578caf44bebaa14f28b0133f51a0ea3d5e7f95
v2_primary,9,-1.763236330212376,-1.7114012391548457,-1.7114012391548457,9,0,6545b09b05f7795efcee981a1c18dbd1e54ecf7866051c195d51c25c92ff7fad
v2_primary,10,-1.796787424897828,-1.7317513734336913,-1.7317513734336913,10,0,5fd0e94b6585580f41851509bcc6c622177ef5945334b81b8a7c0794344f5eff
v2_primary,11,-1.8312543978475864,-1.77085969673367,-1.77085969673367,11,0,291ed1896f5669efa6916450d1ce99c7c8b717fc1f377a3d31348bafc4f0524f
v2_primary,12,-1.8769140869646583,-1.8200117753246638,-1.8200117753246638,12,0,f614759af7a81009d6b1aa262f8e2dfdc2ec824d372ce9c158e7b536c2c99ca4
v2_primary,13,-1.9185684321276049,-1.8613451484620103,-1.8613451484620103,13,0,1f19b305e609898a46a788ee0535220e551a5ebf86fb6cad3427fe18bfa9a216
v2_primary,14,-1.949918219934358,-1.8828742607372013,-1.8828742607372013,14,0,9558c67d03e4af007c0dab07ea17bfa8c102efc2b27186bcecb2b10468cb5466
v2_primary,15,-1.9747972573262127,-1.904711620075496,-1.904711620075496,15,0,ff80e3ae765ae1b518cfeb42f438e6019e0e0ca5d5c7a66f5b062f7f8bccc5b4
v2_primary,16,-1.9847410625928512,-1.9060863340933492,-1.9060863340933492,16,0,a1b1eb9d968c0f8171a4cb966c7079f23275611c0fb7534ec9adbb568c065d26
v2_primary,17,-2.01220344883676,-1.9284097181530448,-1.9284097181530448,17,0,1d64ef94e13492e5165275a0ce29c2385125f529b13dcd5b2124c00b30ded92a
v2_primary,18,-2.0260076306082984,-1.9519065468330083,-1.9519065468330083,18,0,2b1a5e5e5995df2dd4c553aae42b60898f7ed34c9320aabd18b6089f555529b3
v2_primary,19,-2.0393707827289393,-1.9403946803310725,-1.9519065468330083,18,1,a3401f66f85c566a7fae41a6fdf6998ae327bc75853e65fa746a13338351ea6a
v2_primary,20,-2.050500974867374,-1.9859105320427362,-1.9859105320427362,20,0,7a63fef178fd84e4034f08a19fe7be7957abf0a0d9c942a4d184706b2b3a7972
v2_primary,21,-2.0578798172160098,-1.9973640807970303,-1.9973640807970303,21,0,be5efdff88d63edd8bda67230ce3bb9585594f289353efd5160cfd68d9c9c4c4
v2_primary,22,-2.075574178643829,-2.0027010759969395,-2.0027010759969395,22,0,ede518839270dc20fbcc7521c7eebc1720c16153aaca379fca378fd1fe70f6c5
v2_primary,23,-2.0940016611048358,-2.015536526995381,-2.015536526995381,23,0,fc774e161b2211c6f70049cc4037ac8f883cb2445d059e91c4cfc650a4a40c6e
v2_primary,24,-2.114300503895367,-2.0278675124401184,-2.0278675124401184,24,0,384fb9fe7bb82b4002a86493ca98ecc0888c5f0653ebfae305e8090350cc7b46
v2_primary,25,-2.1234938915376644,-2.077896482362522,-2.077896482362522,25,0,1f836590e29459d962bba4d7ec3e4e7155c30ba15c662b59965bc2ccd3fb1cbf
v2_primary,26,-2.133686673612567,-2.0583813903838633,-2.077896482362522,25,1,0c3fa7da4b2696ff0b7f026a8163a5374e38b68df7d8d353d49e181ee5f93204
v2_primary,27,-2.145581619675323,-2.087270676620363,-2.087270676620363,27,0,63cacbcae1a541ac2aa90c4f190626f3a0624a49710f426f5f49b6dfba506456
v2_primary,28,-2.138872786499122,-2.0754470449732985,-2.087270676620363,27,1,ef4957f87727b5c70483a2de1e304708a74f4c2a05fea3c93b4860bf41659057
v2_primary,29,-2.1516087150465206,-2.057554470272515,-2.087270676620363,27,2,0551694c934af9d8d54f31d2ae6d8176d70fdb5eb4b329b39406abdf6fd9f88d
v2_primary,30,-2.1586741282735225,-2.073779805438725,-2.087270676620363,27,3,35db1260cce2a2e79498940c25690af4d7426105592b31cece7883dc73821bfe
v2_primary,31,-2.1687599251884957,-2.0908855293679425,-2.0908855293679425,31,0,775539cfb1a7382d93db0f5fe87b7431e4f44310bd282136e1dfc14f74cb1e3e
v2_primary,32,-2.1643575844865395,-2.0810070197413286,-2.0908855293679425,31,1,c560f7bd986d0c057bd68591af4688bb3a3bba458dd45dbd8c517cb73543dc49
v2_primary,33,-2.1656790401257613,-2.0969185678977666,-2.0969185678977666,33,0,f47257ab0dfc04f030c2130ed8a3efe9d167b89563598e4fa0a0ecd7dc95015f
v2_primary,34,-2.1751928462709667,-2.0785892178693155,-2.0969185678977666,33,1,60fcade3eecc5f4d9f5dd751bbd9de8a1563cb52ad76e8605d6f6b6bacca03d8
v2_primary,35,-2.177783300548336,-2.1137075480513685,-2.1137075480513685,35,0,d15152d3247a8edb87541373d401700e42af0e1a6f79c612420f6306f3d03975
v2_primary,36,-2.185105819650299,-2.1035788997890443,-2.1137075480513685,35,1,d9806e366db3b13a11915f674ab3d393c8b60da06b9a761cc1d4d9d62e01e665
v2_primary,37,-2.1838833948712475,-2.1022402386027057,-2.1137075480513685,35,2,26db03d563c57b6d689089c2777f5da20759019c32d46c09c57c8c7f5921d301
v2_primary,38,-2.187430359588017,-2.088848717569366,-2.1137075480513685,35,3,0c652bbe23d6072a8c32c541ca7d60414889a13757c889e87e510255a843067b
