profile,epoch,training_loss,probabilistic_validation_loss,best_probabilistic_validation_loss,best_epoch,epochs_without_improvement,batch_order_sha256
v2_primary,1,-0.01487620751977434,-0.26554806964603933,-0.26554806964603933,1,0,67ba0261bc08a7eed56d405326d33f7e5df7ca33bf8fea69049bc9622a944700
v2_primary,2,-0.8913231459561062,-1.3132568813684418,-1.3132568813684418,2,0,4c0a093768a322d1f1f02523fff02cfa483a08c6f5d6023006675e88a04d8521
v2_primary,3,-1.4211716597202921,-1.4841928904450785,-1.4841928904450785,3,0,8265c01488f167ade3ab3a9db011152dff52f8002d001c21343f4aa021a00e50
v2_primary,4,-1.5465021878009892,-1.5592064341222207,-1.5592064341222207,4,0,2d8e1a26458e3f940595a91f772f4e2601efc17b9aae1d945c1bdc8802536136
v2_primary,5,-1.6270018257855434,-1.6083662941699892,-1.6083662941699892,5,0,702de55ad54f695082c721f93b31b09df2a414510049a830295a4a27fc27f25e
v2_primary,6,-1.6799445519451548,-1.6337669214864416,-1.6337669214864416,6,0,18b9ca7f138c23c50cee8b86427664d21e25ed7d8f13b044ecf2cf3f4d26b91b
v2_primary,7,-1.7213486338222443,-1.6623708037879523,-1.6623708037879523,7,0,50a58dfe01a318080a298c39bf66e2a4cab1944c7ba456cc0113b7f35523e52d
v2_primary,8,-1.754212250795749,-1.7022478233172198,-1.7022478233172198,8,0,ffdb118843de331424baee6fc124174a02123065c9b7a5cbb1939c83ea3c4673
v2_primary,9,-1.7877053412011668,-1.7451622514274177,-1.7451622514274177,9,0,a878cf91f3b2d497e7c014cf309864026529f10179c75d9d18e419b99d8ada17
v2_primary,10,-1.825913483355859,-1.762685265128068,-1.762685265128068,10,0,7ef6d614dc6951ca97628dac2fb80181cd650f0218c092b1127104eac4c42611
v2_primary,11,-1.8622388869264,-1.8213409326207919,-1.8213409326207919,11,0,8a41afcd0bfde819b929fbebd3a4dc1c539ae485561f26b510a1aaf2bd62b669
v2_primary,12,-1.909344349909498,-1.8617053285358458,-1.8617053285358458,12,0,a3344d1a0bfed8f9a8d2bcbcc924d62331294840f0aaad89fc92b98a859ba119
v2_primary,13,-1.9452386458885627,-1.8919425010681152,-1.8919425010681152,13,0,0cc6652d46227b0f2a18ae362c2ede7f0aa4ee627b39657888da2b435faed790
v2_primary,14,-1.9782688571584106,-1.9144379651452612,-1.9144379651452612,14,0,3770de36e36f72071e081a06b44780699d035722e9bdda9713c53ce954895a0f
v2_primary,15,-1.9930185354649756,-1.928274870857479,-1.928274870857479,15,0,1283990f5e7f701ccff4d9cc31718e0662463c0c10a1c2cbfb403c2903ac568a
v2_primary,16,-2.0100125673221476,-1.946510884705491,-1.946510884705491,16,0,ae2009272ceee08cad3abd273b68222f4d0dc0a82dfc0f12b685ba5c7847c512
v2_primary,17,-2.0253683223873886,-1.953220355229115,-1.953220355229115,17,0,19d1e7cb81123def670dd3328746ae39718a4b7f2e6f8be90e977c826e6929b4
v2_primary,18,-2.0343614978093325,-1.9542847721595464,-1.9542847721595464,18,0,2e26596ff07315c32ad34360708d97b17c39ffbdae76c35fe2961aea467a2f5f
v2_primary,19,-2.0374539633107136,-1.950388125547274,-1.9542847721595464,18,1,f7025e622769661655bd623fa44030beb03bbc860746d7e6f96e6e6037f0bdf7
v2_primary,20,-2.0421457949021113,-1.9689972860606637,-1.9689972860606637,20,0,ea16a3145f01a8cf54495c2fd6b6ad8594fe128669f81e2f9eb00240c6f5313e
v2_primary,21,-2.043647343567672,-1.9599297102980726,-1.9689972860606637,20,1,cda1cf22be1b038a00966df96b6be6e4be106423710e979d1fb126ec9b03cfb5
v2_primary,22,-2.0531857256069994,-1.9695259135539138,-1.9695259135539138,22,0,80443013ca0f5cde705c9e5140c4b588f37a1ea4eb11b4d2a7d5c6520f4decac
v2_primary,23,-2.0577347961685755,-1.9635004584244855,-1.9695259135539138,22,1,8e235cc2ca892849cd85b615e904c80bd4d09c9118cd19e6eeca68cfac6cb5ad
v2_primary,24,-2.059183858652485,-1.9816576608522671,-1.9816576608522671,24,0,5154fd0c09fbb7db4cf5c1551a659e3188634bcf26ea1e76278ab04deecc2f4d
v2_primary,25,-2.0657211844938295,-1.9793666741979403,-1.9816576608522671,24,1,15db71008ed0f28c0425759dc17a7186a6f4f22be8e8029610edb10b67a4ce3f
v2_primary,26,-2.0688067311537615,-1.980429651230339,-1.9816576608522671,24,2,e07974b1ca8547f6f660ca74c852452296322eda1a1cf36f410ec6b5a3f31df9
v2_primary,27,-2.0737205259506646,-2.00760779324479,-2.00760779324479,27,0,25bf2dcde10558e65e195db81f36e3ebddaf75e62e6f67d58af3bc3eed0aa33e
v2_primary,28,-2.081346356864222,-1.999793667492904,-2.00760779324479,27,1,fe3d9909959a24025713926d0f0543f5772c46e2f5096ce36b8fce24c6c7aad9
v2_primary,29,-2.089160147652582,-2.0081196807500885,-2.0081196807500885,29,0,58b5451fd39ea5d12e3b6ec456f062e0412b233bfa605b2666a9725c23d2b4d2
v2_primary,30,-2.0949442779720924,-2.0243142711834645,-2.0243142711834645,30,0,1dc414b2d04bbe3b58bc3074746f4896acce8788e806ff367bd5b37a8b4a628d
v2_primary,31,-2.089321430993451,-2.0171646189501904,-2.0243142711834645,30,1,b0db910aefa3a6d396fb8f03c3b37ebf9454906c1c96fd66abce6f3b0cb8c9bc
v2_primary,32,-2.1026141790632864,-2.0231671624296292,-2.0243142711834645,30,2,8feb49493d048f574acb5f41799ce3f3acdf8b41409d66ff839f7004aaf18c00
v2_primary,33,-2.11077211945891,-2.029590484664196,-2.029590484664196,33,0,cc486643bdc83c98637dabf67cef8b4e49cf95a56f053003f8a61687e58c0b60
v2_primary,34,-2.1113415233463986,-2.0285421478466725,-2.029590484664196,33,1,ba5536df7f16b483ba7811de86d0ca414c9908679d6e53e8ee5da8fb26e761da
v2_primary,35,-2.120371779896303,-2.044768086568577,-2.044768086568577,35,0,9d1dbe4208a2967d6a8a39ac59703576d7c1044d7772c876099acb3934132960
v2_primary,36,-2.135604292421851,-2.0444923169969575,-2.044768086568577,35,1,021f6e777dd1147ca27b1579dd344dba26f31b5533301459806fd01f275037fa
v2_primary,37,-2.1378658063222704,-2.072220944982814,-2.072220944982814,37,0,0b86260f08ca75f8e9f6ae38f1d3f816ec899a4458951022ce6518d8cdbebd03
v2_primary,38,-2.1529916664007294,-2.0751236189068774,-2.0751236189068774,38,0,1d0b36e70fbe432820e11397c6803b49a5173de74b2e2d78e14827921f3684da
v2_primary,39,-2.162205157229927,-2.0903246224395873,-2.0903246224395873,39,0,7e6b2a99193036e79245d590ce5f8a1e9b5437cfd65e5fbd08e10b8afe7315f8
v2_primary,40,-2.167027114827046,-2.0960122647247914,-2.0960122647247914,40,0,35cbe44138824bef05bb84031362fc096f47b89994794ff043eb50caac6d3c3c
v2_primary,41,-2.1812823321578447,-2.1080735537010855,-2.1080735537010855,41,0,c44798b17e9aa7e54cfdbeb6520b60f6b0aa38d6c8cb5c38e84cbe7aacae8a77
v2_primary,42,-2.185417736838207,-2.0951777048936977,-2.1080735537010855,41,1,477e1ecc976c09ee4f20afdc6b7f37fe62cb7dde30a6748fc6fcc060dc9e46e0
v2_primary,43,-2.193600353330679,-2.112043548756697,-2.112043548756697,43,0,e8455902492a868d11c68206d81f84686f05a9a60309af79fec5d2c9b592296e
v2_primary,44,-2.1961411152254966,-2.1235687676377184,-2.1235687676377184,44,0,c1f3a854b8c6ecf3dc60a07cc754257878579a153c9218dc6307cbbf6a96deef
v2_primary,45,-2.196192272394643,-2.1133034970816666,-2.1235687676377184,44,1,d6742889a32c8d5816ba104b3bba940eec318ec4fa63b497fcc6364d13dd4b9e
v2_primary,46,-2.196342709935982,-2.106115413463022,-2.1235687676377184,44,2,788563d762fcb1061720a87a022db857272df54e440645c33983164bcee51771
v2_primary,47,-2.200573042108582,-2.101960932175944,-2.1235687676377184,44,3,2c2992627d27e0abe10f7f68c426b8480bfbe0cdabcedeb1c62387c877035d1a
v2_primary,48,-2.201250256562387,-2.1419655150315893,-2.1419655150315893,48,0,a4d2e8619b451646224ac92f54bb9676b8421aee3aa76557c71f2d9ab6e47df4
v2_primary,49,-2.2127584042780044,-2.1338999721947616,-2.1419655150315893,48,1,055c915557d28c3660b872fdaf9d4145d95ca8a180ad594c9fdc82aa57abfc6d
v2_primary,50,-2.2033801168327702,-2.1159718674937573,-2.1419655150315893,48,2,af6e52fc4b9199aae191c67ee8198c06bbbb02222f1b584ce2843dd29e5d1bb2
v2_primary,51,-2.2104640319323567,-2.1313899746091347,-2.1419655150315893,48,3,11f9dabb5c851b00242db08fa2190b9c8a9abb43b1e985cfe872ed5760e81a7e
v2_primary,52,-2.205457736906533,-2.09769583217741,-2.1419655150315893,48,4,15fb4f085e8243a1820d79b4ab21efd0067e31d3b1194817f6139c604b41859e
v2_primary,53,-2.210329889452311,-2.1226498883540237,-2.1419655150315893,48,5,de7165a9236a1278370d97fb86c7897517de821c418a62ed3e0696e530594d6e
v2_primary,54,-2.2201030083742044,-2.1340200243972416,-2.1419655150315893,48,6,fcae50b3c06c7d0e2b73c050afed0ff14085b31006d338ba1fb13d99efd9bdfd
v2_primary,55,-2.2233662270673653,-2.1136240630637944,-2.1419655150315893,48,7,6476de0e50c95954c16313180231c05f317494c67a34a81be2a6391f3880d4b3
v2_primary,56,-2.2242473553037625,-2.1126629189243467,-2.1419655150315893,48,8,83670556b9b6d3649784ad0950acd526b5830ccebf285a688e3ae74797fd74fc
v2_primary,57,-2.223977630185725,-2.1288562750253153,-2.1419655150315893,48,9,cb7d620c4990aad16ceda794983acaf6dfa21166b58e0b4f6827de844f910b87
v2_primary,58,-2.221215668362482,-2.130385318140345,-2.1419655150315893,48,10,437e4e44b91dc7cfae6286394531e5f6ae1fe138e2e5bc7a5d6156514e735f55
legacy_diagnostic,1,0.10009704888213644,0.054261088371276855,0.054261088371276855,1,0,c7f37e6cd52a828fb0eeefac415f7da2a0a338a7591d772dd556a7d415b41273
legacy_diagnostic,2,0.028714630416023217,-0.013651218265295029,-0.013651218265295029,2,0,54609488d2140bf093edbc700ed9bf2537b12630bf4a1dddda27f93e2c5ddfdd
legacy_diagnostic,3,-0.04887300136550095,-0.10536760091781616,-0.10536760091781616,3,0,9760aae66a15d3c619ea0343071cf9641856212d886532029b729cb9855cac1b
legacy_diagnostic,4,-0.16633717464215989,-0.2670002281665802,-0.2670002281665802,4,0,dabe67e6bf0b07f03a33032517176cca8cde2353acab791b11ce725743c15e8b
legacy_diagnostic,5,-0.3864099387273066,-0.5914192795753479,-0.5914192795753479,5,0,3ed3cfb50f5fe10eb9cd6aa388474d47b8f3b5c1ba655cfe3c5b1dfe14e349e8
legacy_diagnostic,6,-0.7887555188438747,-1.0546015501022339,-1.0546015501022339,6,0,d5ec7ccc9728abad1ae668d69ad41636a1003da5835cec4a61d21db2caf52fe3
legacy_diagnostic,7,-1.15954382919394,-1.2451640367507935,-1.2451640367507935,7,0,c78f297d03373d3c8498a40f547b5a7bddb1d6f521fb279e411fbb59ebf34c88
legacy_diagnostic,8,-1.2898717697840272,-1.3270865678787231,-1.3270865678787231,8,0,23848b3f8c2b2a76047fcd5c2a355cc696864500b2a51a5bd05a8abb058fa889
legacy_diagnostic,9,-1.3761921024063262,-1.4197102785110474,-1.4197102785110474,9,0,19d7eaff017c7a315b81157ab0f8a9359fd5203033a32a9e332342e8bf19c23a
legacy_diagnostic,10,-1.4549037820395454,-1.4740633964538574,-1.4740633964538574,10,0,a69df5c971b4a58e3a488704644bfa4f2ed6ac555ab4c1f2045f744b9006abec
legacy_diagnostic,11,-1.5044211102792053,-1.5080814361572266,-1.5080814361572266,11,0,27a1b2059b88a28c5dff32737a678be9d6d7b158b49e6b73388c0ff0195932e5
legacy_diagnostic,12,-1.5391921237712112,-1.529187560081482,-1.529187560081482,12,0,d4323f5ed0591a7830b97e1fcb2754e081d693d3f0c36174de9cf264d8213c1d
legacy_diagnostic,13,-1.563679065651893,-1.5455886125564575,-1.5455886125564575,13,0,d6ca4c1f802553377edc8ed5ac63eb4093f6664010a1069fdd1f3bac1e3d56b4
legacy_diagnostic,14,-1.5848122749546865,-1.5611066818237305,-1.5611066818237305,14,0,7db2d12fc9177aae3f4430f91e8321202f746dfa3fb16599cda9f442e5113dfc
legacy_diagnostic,15,-1.6052064491080973,-1.580978512763977,-1.580978512763977,15,0,a65631d81cfe38861277feeee664ba3e15d42f746fb6fbbf12724c7c6a276301
legacy_diagnostic,16,-1.6278731238753081,-1.592665195465088,-1.592665195465088,16,0,df200b6c8fdc24d70c34f52b3104be2b139e5ae7d18ff4625a42c70da4a9947a
legacy_diagnostic,17,-1.6464152485640917,-1.6141422986984253,-1.6141422986984253,17,0,8d8c7c8757273a62f9b0fa333ba91bf1fcdde5687b0e1eedf0f1e1510cb7d4b4
legacy_diagnostic,18,-1.667170163487526,-1.6266893148422241,-1.6266893148422241,18,0,32654f3d479cfa41cb6b3612adbef2161b70bebcfe3b0d792fb933d57af9ce61
legacy_diagnostic,19,-1.684347856932546,-1.6338363885879517,-1.6338363885879517,19,0,274216e115dca63a0d96a82ebd1f337f7e8862820a9f2535a698ac0597d32108
legacy_diagnostic,20,-1.6978651056369256,-1.635075569152832,-1.635075569152832,20,0,07b94fdec44907989fcd9e20c939ad14cc4d709bd5997ff5a192a81b71e8f5eb
