evaluation_cohort,model_id,model_seed,degradation_seed,aggregation_level,horizon_months,estimand,degradation_family,metric,retention_orientation,aupd,status,aupd_seed_sd,registered_seed_slots
fresh_primary,P1,1729,1729,seed,2,observation_weighted,temporal_block,brier,lower,0.9449906525095896,estimated,,1
fresh_primary,P1,314159,314159,seed,2,observation_weighted,temporal_block,brier,lower,0.9509793582650214,estimated,,1
fresh_primary,P1,20260612,20260612,seed,2,observation_weighted,temporal_block,brier,lower,0.9575499757404563,estimated,,1
fresh_primary,P1,20260613,20260613,seed,2,observation_weighted,temporal_block,brier,lower,0.9617740464409289,estimated,,1
fresh_primary,P1,20260614,20260614,seed,2,observation_weighted,temporal_block,brier,lower,0.9431178465447129,estimated,,1
fresh_primary,P1,1729,1729,seed,2,observation_weighted,temporal_block,pr_auc,higher,0.9181638703451807,estimated,,1
fresh_primary,P1,314159,314159,seed,2,observation_weighted,temporal_block,pr_auc,higher,0.8831887960892649,estimated,,1
fresh_primary,P1,20260612,20260612,seed,2,observation_weighted,temporal_block,pr_auc,higher,0.9099203570033279,estimated,,1
fresh_primary,P1,20260613,20260613,seed,2,observation_weighted,temporal_block,pr_auc,higher,0.9252519173034219,estimated,,1
fresh_primary,P1,20260614,20260614,seed,2,observation_weighted,temporal_block,pr_auc,higher,0.8718371170334821,estimated,,1
fresh_primary,P1,1729,1729,seed,2,site_weighted,mcar,brier,lower,0.9125335808066226,estimated,,1
fresh_primary,P1,314159,314159,seed,2,site_weighted,mcar,brier,lower,0.9153096077800007,estimated,,1
fresh_primary,P1,20260612,20260612,seed,2,site_weighted,mcar,brier,lower,0.9424324597754192,estimated,,1
fresh_primary,P1,20260613,20260613,seed,2,site_weighted,mcar,brier,lower,0.923879244749605,estimated,,1
fresh_primary,P1,20260614,20260614,seed,2,site_weighted,mcar,brier,lower,0.9179805166742465,estimated,,1
fresh_primary,P1,1729,1729,seed,2,site_weighted,mcar,pr_auc,higher,0.8210572308919528,estimated,,1
fresh_primary,P1,314159,314159,seed,2,site_weighted,mcar,pr_auc,higher,0.764991288992511,estimated,,1
fresh_primary,P1,20260612,20260612,seed,2,site_weighted,mcar,pr_auc,higher,0.872349946016271,estimated,,1
fresh_primary,P1,20260613,20260613,seed,2,site_weighted,mcar,pr_auc,higher,0.816338944842881,estimated,,1
fresh_primary,P1,20260614,20260614,seed,2,site_weighted,mcar,pr_auc,higher,0.7594239560681609,estimated,,1
fresh_primary,P1,1729,1729,seed,2,site_weighted,temporal_block,brier,lower,0.954484335406966,estimated,,1
fresh_primary,P1,314159,314159,seed,2,site_weighted,temporal_block,brier,lower,0.9825992166065189,estimated,,1
fresh_primary,P1,20260612,20260612,seed,2,site_weighted,temporal_block,brier,lower,0.9461853185306305,estimated,,1
fresh_primary,P1,20260613,20260613,seed,2,site_weighted,temporal_block,brier,lower,0.9697033103405387,estimated,,1
fresh_primary,P1,20260614,20260614,seed,2,site_weighted,temporal_block,brier,lower,0.9498236712662275,estimated,,1
fresh_primary,P1,1729,1729,seed,2,site_weighted,temporal_block,pr_auc,higher,0.9339011374908383,estimated,,1
fresh_primary,P1,314159,314159,seed,2,site_weighted,temporal_block,pr_auc,higher,0.9513464631789664,estimated,,1
fresh_primary,P1,20260612,20260612,seed,2,site_weighted,temporal_block,pr_auc,higher,0.8746691599481013,estimated,,1
fresh_primary,P1,20260613,20260613,seed,2,site_weighted,temporal_block,pr_auc,higher,0.9180297877187544,estimated,,1
fresh_primary,P1,20260614,20260614,seed,2,site_weighted,temporal_block,pr_auc,higher,0.8763091982016747,estimated,,1
fresh_primary,P1,1729,1729,seed,3,observation_weighted,mcar,brier,lower,0.910416404734347,estimated,,1
fresh_primary,P1,314159,314159,seed,3,observation_weighted,mcar,brier,lower,0.893905123940213,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,observation_weighted,mcar,brier,lower,0.9634045485803387,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,observation_weighted,mcar,brier,lower,0.9285851382902405,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,observation_weighted,mcar,brier,lower,0.956699558136437,estimated,,1
fresh_primary,P1,1729,1729,seed,3,observation_weighted,mcar,pr_auc,higher,0.8630943044727911,estimated,,1
fresh_primary,P1,314159,314159,seed,3,observation_weighted,mcar,pr_auc,higher,0.7105326423510963,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,observation_weighted,mcar,pr_auc,higher,0.8560864087783567,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,observation_weighted,mcar,pr_auc,higher,0.86889390747724,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,observation_weighted,mcar,pr_auc,higher,0.8313640353920015,estimated,,1
fresh_primary,P1,1729,1729,seed,3,observation_weighted,temporal_block,brier,lower,0.9401993058014332,estimated,,1
fresh_primary,P1,314159,314159,seed,3,observation_weighted,temporal_block,brier,lower,0.954163218083477,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,observation_weighted,temporal_block,brier,lower,0.9723688512931216,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,observation_weighted,temporal_block,brier,lower,0.9691769198553816,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,observation_weighted,temporal_block,brier,lower,0.9594866893374299,estimated,,1
fresh_primary,P1,1729,1729,seed,3,observation_weighted,temporal_block,pr_auc,higher,0.9112039956900065,estimated,,1
fresh_primary,P1,314159,314159,seed,3,observation_weighted,temporal_block,pr_auc,higher,0.8678873538570059,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,observation_weighted,temporal_block,pr_auc,higher,0.909498063504322,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,observation_weighted,temporal_block,pr_auc,higher,0.9296991954650062,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,observation_weighted,temporal_block,pr_auc,higher,0.87073880196772,estimated,,1
fresh_primary,P1,1729,1729,seed,3,site_weighted,mcar,brier,lower,0.9123196681503618,estimated,,1
fresh_primary,P1,314159,314159,seed,3,site_weighted,mcar,brier,lower,0.9199240092836392,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,site_weighted,mcar,brier,lower,0.9707396852138964,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,site_weighted,mcar,brier,lower,0.9589753114075674,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,site_weighted,mcar,brier,lower,1.0139546474317314,estimated,,1
fresh_primary,P1,1729,1729,seed,3,site_weighted,mcar,pr_auc,higher,0.783793620315615,estimated,,1
fresh_primary,P1,314159,314159,seed,3,site_weighted,mcar,pr_auc,higher,0.7737616704027617,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,site_weighted,mcar,pr_auc,higher,0.8645417441170036,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,site_weighted,mcar,pr_auc,higher,0.8951476407727808,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,site_weighted,mcar,pr_auc,higher,0.9146087978052053,estimated,,1
fresh_primary,P1,1729,1729,seed,3,site_weighted,temporal_block,brier,lower,0.9556808555821933,estimated,,1
fresh_primary,P1,314159,314159,seed,3,site_weighted,temporal_block,brier,lower,0.9468042476146805,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,site_weighted,temporal_block,brier,lower,0.9907913450507789,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,site_weighted,temporal_block,brier,lower,0.9784679246897726,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,site_weighted,temporal_block,brier,lower,1.015500817178543,estimated,,1
fresh_primary,P1,1729,1729,seed,3,site_weighted,temporal_block,pr_auc,higher,0.9120083883969855,estimated,,1
fresh_primary,P1,314159,314159,seed,3,site_weighted,temporal_block,pr_auc,higher,0.8332765983359255,estimated,,1
fresh_primary,P1,20260612,20260612,seed,3,site_weighted,temporal_block,pr_auc,higher,0.9542824581752241,estimated,,1
fresh_primary,P1,20260613,20260613,seed,3,site_weighted,temporal_block,pr_auc,higher,0.9134307091718433,estimated,,1
fresh_primary,P1,20260614,20260614,seed,3,site_weighted,temporal_block,pr_auc,higher,0.9418306380223864,estimated,,1
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,mcar,brier,lower,0.9991227991742011,descriptive_available,0.0008976909472234144,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,mcar,pr_auc,higher,0.9510632381770943,descriptive_available,0.029297538159315618,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,temporal_block,brier,lower,0.9980324251135364,descriptive_available,0.001575821820416108,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,temporal_block,pr_auc,higher,0.9749605949160965,descriptive_available,0.01752587733701862,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,site_weighted,mcar,brier,lower,0.9951381064274051,descriptive_available,0.0017421880352072238,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,site_weighted,mcar,pr_auc,higher,0.9856083021106677,descriptive_available,0.05653766275468355,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,site_weighted,temporal_block,brier,lower,0.9955869407022417,descriptive_available,0.002997047893634265,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,1,site_weighted,temporal_block,pr_auc,higher,0.9704218682280923,descriptive_available,0.049921960444729754,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,mcar,brier,lower,0.9965225868726396,descriptive_available,0.0010487714650854888,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,mcar,pr_auc,higher,0.9681548438075944,descriptive_available,0.015608659182301138,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,temporal_block,brier,lower,0.9984125556381456,descriptive_available,0.0016649238228818248,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,temporal_block,pr_auc,higher,1.0212480299964333,descriptive_available,0.013587295635273316,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,site_weighted,mcar,brier,lower,0.9936228369123972,descriptive_available,0.0012100675732052953,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,site_weighted,mcar,pr_auc,higher,0.9607768874245022,descriptive_available,0.03300568084012867,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,site_weighted,temporal_block,brier,lower,0.9959623197452254,descriptive_available,0.0018724083701047126,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,2,site_weighted,temporal_block,pr_auc,higher,1.0075068572803765,descriptive_available,0.012758272360196096,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,observation_weighted,mcar,brier,lower,0.999090835248419,descriptive_available,0.0011913127802555925,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,observation_weighted,mcar,pr_auc,higher,1.01023743819089,descriptive_available,0.019089946396326697,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,observation_weighted,temporal_block,brier,lower,0.9979289524084315,descriptive_available,0.0014195039842230877,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,observation_weighted,temporal_block,pr_auc,higher,1.0346230532357221,descriptive_available,0.026735483936211613,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,site_weighted,mcar,brier,lower,0.9986951370000556,descriptive_available,0.0029147280189441823,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,site_weighted,mcar,pr_auc,higher,1.0412573234890357,descriptive_available,0.10103519561291964,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,site_weighted,temporal_block,brier,lower,0.996266007340273,descriptive_available,0.0015819422515552784,5
legacy_posthoc,M0,-1,-1,family_mean_over_registered_seeds,3,site_weighted,temporal_block,pr_auc,higher,1.0222602605379494,descriptive_available,0.041987552933753475,5
legacy_posthoc,M0,1729,1729,seed,1,observation_weighted,mcar,brier,lower,0.9996577461723304,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,observation_weighted,mcar,brier,lower,1.0004050808946965,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,observation_weighted,mcar,brier,lower,0.9984946253727621,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,observation_weighted,mcar,brier,lower,0.9982188744608311,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,observation_weighted,mcar,brier,lower,0.9988376689703854,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,observation_weighted,mcar,pr_auc,higher,0.913648118623039,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,observation_weighted,mcar,pr_auc,higher,0.982189543903141,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,observation_weighted,mcar,pr_auc,higher,0.9647169050906249,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,observation_weighted,mcar,pr_auc,higher,0.9680096959803096,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,observation_weighted,mcar,pr_auc,higher,0.9267519272883569,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,observation_weighted,temporal_block,brier,lower,1.0003521426584623,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,observation_weighted,temporal_block,brier,lower,0.9964980364336148,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,observation_weighted,temporal_block,brier,lower,0.9989206212770072,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,observation_weighted,temporal_block,brier,lower,0.9972596317098882,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,observation_weighted,temporal_block,brier,lower,0.9971316934887096,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,observation_weighted,temporal_block,pr_auc,higher,0.9687368589828059,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,observation_weighted,temporal_block,pr_auc,higher,0.9561906275444804,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,observation_weighted,temporal_block,pr_auc,higher,0.9639185960003891,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,observation_weighted,temporal_block,pr_auc,higher,0.9872179215576965,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,observation_weighted,temporal_block,pr_auc,higher,0.9987389704951108,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,site_weighted,mcar,brier,lower,0.9960894882009569,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,site_weighted,mcar,brier,lower,0.9973241039999979,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,site_weighted,mcar,brier,lower,0.9927278636452488,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,site_weighted,mcar,brier,lower,0.9952124478811822,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,site_weighted,mcar,brier,lower,0.9943366284096391,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,site_weighted,mcar,pr_auc,higher,0.9462332353857926,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,site_weighted,mcar,pr_auc,higher,1.0835091858160206,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,site_weighted,mcar,pr_auc,higher,0.9507838693386821,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,site_weighted,mcar,pr_auc,higher,0.9648854229992034,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,site_weighted,mcar,pr_auc,higher,0.9826297970136402,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,site_weighted,temporal_block,brier,lower,0.9997829277142687,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,site_weighted,temporal_block,brier,lower,0.9921551766381072,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,site_weighted,temporal_block,brier,lower,0.996026854323811,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,site_weighted,temporal_block,brier,lower,0.9933074672373939,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,site_weighted,temporal_block,brier,lower,0.9966622775976278,estimated,,1
legacy_posthoc,M0,1729,1729,seed,1,site_weighted,temporal_block,pr_auc,higher,0.9723665507185549,estimated,,1
legacy_posthoc,M0,1729,314159,seed,1,site_weighted,temporal_block,pr_auc,higher,0.9011662710253341,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,1,site_weighted,temporal_block,pr_auc,higher,1.0172698030578717,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,1,site_weighted,temporal_block,pr_auc,higher,0.943474108351543,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,1,site_weighted,temporal_block,pr_auc,higher,1.0178326079871576,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,observation_weighted,mcar,brier,lower,0.9973607573775258,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,observation_weighted,mcar,brier,lower,0.9953969521394483,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,observation_weighted,mcar,brier,lower,0.9977923886325493,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,observation_weighted,mcar,brier,lower,0.9964408158191003,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,observation_weighted,mcar,brier,lower,0.9956220203945738,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,observation_weighted,mcar,pr_auc,higher,0.9454836211357597,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,observation_weighted,mcar,pr_auc,higher,0.9675176324916265,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,observation_weighted,mcar,pr_auc,higher,0.9644341651985816,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,observation_weighted,mcar,pr_auc,higher,0.975305412480991,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,observation_weighted,mcar,pr_auc,higher,0.9880333877310133,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,observation_weighted,temporal_block,brier,lower,1.000702716034893,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,observation_weighted,temporal_block,brier,lower,0.9987827955422405,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,observation_weighted,temporal_block,brier,lower,0.9989863321177008,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,observation_weighted,temporal_block,brier,lower,0.9965245392661327,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,observation_weighted,temporal_block,brier,lower,0.9970663952297606,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,observation_weighted,temporal_block,pr_auc,higher,1.0069384570087876,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,observation_weighted,temporal_block,pr_auc,higher,1.0184439564228238,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,observation_weighted,temporal_block,pr_auc,higher,1.0162951265419604,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,observation_weighted,temporal_block,pr_auc,higher,1.0436354702223714,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,observation_weighted,temporal_block,pr_auc,higher,1.0209271397862232,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,site_weighted,mcar,brier,lower,0.9942062726900313,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,site_weighted,mcar,brier,lower,0.9921029292214582,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,site_weighted,mcar,brier,lower,0.9925814006625229,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,site_weighted,mcar,brier,lower,0.9948997906621765,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,site_weighted,mcar,brier,lower,0.9943237913257972,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,site_weighted,mcar,pr_auc,higher,0.9342169898088548,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,site_weighted,mcar,pr_auc,higher,0.9412369371859217,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,site_weighted,mcar,pr_auc,higher,0.9415065742831112,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,site_weighted,mcar,pr_auc,higher,0.9739390568773612,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,site_weighted,mcar,pr_auc,higher,1.0129848789672615,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,site_weighted,temporal_block,brier,lower,0.9969315970694433,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,site_weighted,temporal_block,brier,lower,0.9977770609566304,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,site_weighted,temporal_block,brier,lower,0.9943774194214997,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,site_weighted,temporal_block,brier,lower,0.9935516812728574,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,site_weighted,temporal_block,brier,lower,0.9971738400056962,estimated,,1
legacy_posthoc,M0,1729,1729,seed,2,site_weighted,temporal_block,pr_auc,higher,0.9947945787702969,estimated,,1
legacy_posthoc,M0,1729,314159,seed,2,site_weighted,temporal_block,pr_auc,higher,0.9984238485496929,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,2,site_weighted,temporal_block,pr_auc,higher,1.0019415014432174,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,2,site_weighted,temporal_block,pr_auc,higher,1.0221133001762144,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,2,site_weighted,temporal_block,pr_auc,higher,1.0202610574624613,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,observation_weighted,mcar,brier,lower,0.9999283821525732,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,observation_weighted,mcar,brier,lower,0.9994292222219909,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,observation_weighted,mcar,brier,lower,0.9986759002904373,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,observation_weighted,mcar,brier,lower,0.9972272337516359,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,observation_weighted,mcar,brier,lower,1.0001934378254578,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,observation_weighted,mcar,pr_auc,higher,0.9909682627013008,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,observation_weighted,mcar,pr_auc,higher,1.0381779816399364,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,observation_weighted,mcar,pr_auc,higher,0.9946826627926983,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,observation_weighted,mcar,pr_auc,higher,1.0092021208744641,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,observation_weighted,mcar,pr_auc,higher,1.0181561629460505,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,observation_weighted,temporal_block,brier,lower,0.9995809770702845,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,observation_weighted,temporal_block,brier,lower,0.9990336337514759,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,observation_weighted,temporal_block,brier,lower,0.9973146057812959,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,observation_weighted,temporal_block,brier,lower,0.9977057663108728,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,observation_weighted,temporal_block,brier,lower,0.9960097791282289,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,observation_weighted,temporal_block,pr_auc,higher,1.0051217802662487,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,observation_weighted,temporal_block,pr_auc,higher,1.0400955905986093,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,observation_weighted,temporal_block,pr_auc,higher,1.0220399707117913,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,observation_weighted,temporal_block,pr_auc,higher,1.076702098968142,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,observation_weighted,temporal_block,pr_auc,higher,1.0291558256338194,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,site_weighted,mcar,brier,lower,0.995494896265007,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,site_weighted,mcar,brier,lower,0.9994950805550995,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,site_weighted,mcar,brier,lower,0.999725443458225,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,site_weighted,mcar,brier,lower,0.9961319683751613,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,site_weighted,mcar,brier,lower,1.002628296346785,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,site_weighted,mcar,pr_auc,higher,0.9706370341920454,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,site_weighted,mcar,pr_auc,higher,1.1471885871376488,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,site_weighted,mcar,pr_auc,higher,0.9824808251097293,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,site_weighted,mcar,pr_auc,higher,0.9507800249391006,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,site_weighted,mcar,pr_auc,higher,1.1552001460666534,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,site_weighted,temporal_block,brier,lower,0.9967540604439025,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,site_weighted,temporal_block,brier,lower,0.9988354492462349,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,site_weighted,temporal_block,brier,lower,0.9953244410229236,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,site_weighted,temporal_block,brier,lower,0.9950583543779276,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,site_weighted,temporal_block,brier,lower,0.9953577316103767,estimated,,1
legacy_posthoc,M0,1729,1729,seed,3,site_weighted,temporal_block,pr_auc,higher,0.9626853448020215,estimated,,1
legacy_posthoc,M0,1729,314159,seed,3,site_weighted,temporal_block,pr_auc,higher,1.009212524140558,estimated,,1
legacy_posthoc,M0,1729,20260612,seed,3,site_weighted,temporal_block,pr_auc,higher,1.0760442385181657,estimated,,1
legacy_posthoc,M0,1729,20260613,seed,3,site_weighted,temporal_block,pr_auc,higher,1.043130368027894,estimated,,1
legacy_posthoc,M0,1729,20260614,seed,3,site_weighted,temporal_block,pr_auc,higher,1.0202288272011077,estimated,,1
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,mcar,brier,lower,0.945817621768444,descriptive_available,0.010205049173734661,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,mcar,pr_auc,higher,0.9089526964533725,descriptive_available,0.01817251010312758,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,temporal_block,brier,lower,0.9643223748307346,descriptive_available,0.004653674566707713,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,observation_weighted,temporal_block,pr_auc,higher,0.9488472164015798,descriptive_available,0.021199556199542557,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,site_weighted,mcar,brier,lower,0.9464081934204046,descriptive_available,0.019787377104651546,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,site_weighted,mcar,pr_auc,higher,0.9162422481335435,descriptive_available,0.032238288036668984,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,site_weighted,temporal_block,brier,lower,0.9613276107696661,descriptive_available,0.016780157046899277,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,1,site_weighted,temporal_block,pr_auc,higher,0.9470453427600036,descriptive_available,0.039579028000936545,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,mcar,brier,lower,0.9548510414621176,descriptive_available,0.01736651083814634,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,mcar,pr_auc,higher,0.9318391862345707,descriptive_available,0.01063088376866803,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,temporal_block,brier,lower,0.9693260725206068,descriptive_available,0.011730605836092868,5
legacy_posthoc,P1,-1,-1,family_mean_over_registered_seeds,2,observation_weighted,temporal_block,pr_auc,higher,0.9521269275622396,descriptive_available,0.01164305973672057,5
