evaluation_cohort,scenario_id,degradation_seed,model_id,model_seed,horizon_months,estimand,attempted,input_eligible,prediction_successful,target_available,metric_evaluable,shared_success,mask_sha256,metric,estimate,metric_rows,status
fresh_primary,ablate_nutrients,1729,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.20184183588353266,966,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.28579501715030314,933,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.4700557103064067,933,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.14910284336074858,933,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.2797923032027614,933,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.5097550065351745,933,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.16995150327327618,933,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.28498620399889296,885,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.42379182156133827,885,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.1429021399711275,885,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.2805243813054374,885,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.4587238435093793,885,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.14931263103452702,885,estimated
fresh_primary,ablate_nutrients,1729,M0,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.14187762166268472,966,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.40955631399317405,966,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,0.37965271870295214,966,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,0.10869565217391304,966,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.2409435846275706,966,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,6.236782473038047,966,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.16646817759894528,966,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.3702146417789232,966,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,0.3796527187029521,966,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,0.12424482107431253,966,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.23482666593485002,966,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,5.704564896891213,966,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.14237063775097303,933,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.42948038176033937,933,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,0.2949062784512838,933,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,0.09003215434083602,933,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.23226749904382804,933,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,6.970726319999809,933,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.14096435912479624,933,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.48118277102244794,933,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,0.2949062784512837,933,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,0.12160887898398069,933,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.2418388420722275,933,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,6.417661009838054,933,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.14112472259136097,885,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.4107142857142857,885,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,0.2856032500664393,885,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,0.08022598870056497,885,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.24902448256638327,885,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,7.0511977305784175,885,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.14488645949794982,885,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.43921296314803737,885,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,0.2856032500664393,885,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,0.08948289322776327,885,descriptive_available
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.23746734378036194,885,estimated
fresh_primary,ablate_nutrients,1729,P1,1729,3,site_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,6.753540739771565,885,descriptive_available
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.28339347115531077,966,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.39096126255380204,966,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.1516507357389574,966,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,observation_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.2761501949116481,966,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.4580600799931875,966,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.20184183588353266,966,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,1,site_weighted,2286,2286,2286,966,966,966,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.28579501715030314,933,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.4700557103064067,933,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.14910284336074858,933,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,observation_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.2797923032027614,933,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.5097550065351745,933,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,mpiw,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,picp,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,pr_auc,0.16995150327327618,933,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,2,site_weighted,2286,2286,2286,933,933,933,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,winkler,,0,not_applicable_distinct_type2_interval_semantics
fresh_primary,ablate_nutrients,314159,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,availability,1.0,2286,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,brier,0.28498620399889296,885,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,f2,0.42379182156133827,885,estimated
fresh_primary,ablate_nutrients,314159,M0,1729,3,observation_weighted,2286,2286,2286,885,885,885,7fb461a2c5fc5657658f8980a0f959b5e4680202edd01c6c1a2c6c1c06e96c7e,failure_rate,0.0,2286,estimated
