split,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
test,all,50000,0.1213338264807499,0.07087012498431736,50000,0.15911082577106553,0.08927259884582692,-0.037776999290315624,-0.01840247386150956,0.23742570065389865,0.20613798746119724
test,delta_yF,50000,0.1377670226197652,0.08743541275024413,50000,0.24239783821470476,0.14398030930906533,-0.10463081559493956,-0.056544896558821195,0.43164912841451347,0.3927265945612259
test,delta_yN,50000,0.09287108604840268,0.05450851127624512,50000,0.15983862403319826,0.09050054241538048,-0.06696753798479559,-0.035992031139135364,0.41896968514247546,0.3976996179087933
test,delta_yT,50000,0.20416209628640325,0.13535871459960938,50000,0.3461707830450217,0.214201675761044,-0.14200868675861844,-0.07884296116143463,0.4102272453771736,0.3680781715703714
test,sigma_F,50000,0.047676762509435144,0.021037316722869872,50000,0.047676767802852835,0.021037319756450505,-5.293417690288571e-09,-3.0335806332215665e-09,1.110271927865846e-07,1.4419995837594301e-07
test,sigma_N,50000,0.11111729540038837,0.04802318298339844,50000,0.11111730208561241,0.04802318258705717,-6.685224041014237e-09,3.963412653629206e-10,6.016366412373368e-08,-8.253123679265258e-09
test,sigma_T,50000,0.08309019240517398,0.043763049545288084,50000,0.08309018514840343,0.04376307501849922,7.2567705594606124e-09,-2.547321113766099e-08,-8.733607400801478e-08,5.820708697204923e-07
test,yF,50000,0.13593143451356648,0.07835963256835937,50000,0.14045016169451488,0.07754086894541978,-0.004518727180948395,0.0008187636229395889,0.0321731717958205,-0.010559123647632942
test,yN,50000,0.09061060045219126,0.050048343353271484,50000,0.09362212309108908,0.04985359921485186,-0.003011522638897826,0.00019474413841962662,0.03216678429699552,-0.003906320536263518
test,yT,50000,0.18877794809142276,0.11929696105957031,50000,0.20763364682419266,0.11455281660467387,-0.018855698732769904,0.004744144454896446,0.0908123467519471,-0.04141447234133639
train,all,200000,0.10450278539141006,0.055536318023867076,200000,0.1369129403581377,0.06827126648483328,-0.03241015496672764,-0.012734948460966206,0.23672090367754106,0.186534527871917
train,delta_yF,200000,0.1326084563537112,0.083699302444458,200000,0.2293306805521646,0.13314993052430452,-0.09672222419845339,-0.049450628079846515,0.4217587632216201,0.371390566146935
train,delta_yN,200000,0.06269988636782634,0.02655446209907532,200000,0.10880111528662564,0.04250045789889991,-0.04610122891879931,-0.015945995799824593,0.42372018703439057,0.3751958587777319
train,delta_yT,200000,0.19270574037371102,0.1190370575618744,200000,0.31688621613300555,0.1743157185498625,-0.12418047575929453,-0.0552786609879881,0.3918771768449931,0.31711805136021515
train,sigma_F,200000,0.04232875431933532,0.01822319143772125,200000,0.042328760100713285,0.018223194586703507,-5.781377966640466e-09,-3.1489822555075264e-09,1.365827383765735e-07,1.728007809237339e-07
train,sigma_N,200000,0.06418632785361283,0.018261738066375256,200000,0.06418633314344929,0.018261736870201925,-5.2898364577558254e-09,1.196173330525463e-09,8.2413750695707e-08,-6.550161898769251e-08
train,sigma_T,200000,0.07385733117967197,0.03410993331193924,200000,0.07385732179596703,0.03410994784623575,9.383704938081827e-09,-1.4534296509383093e-08,-1.270517899904979e-07,4.2610139936015897e-07
train,yF,200000,0.13181576253508007,0.0739009637260437,200000,0.13616910807200436,0.07356160793073475,-0.004353345536924291,0.0003393557953089432,0.03197014064762987,-0.004613218835951479
train,yN,200000,0.061812498069740235,0.02361122849136591,200000,0.06382457322678596,0.023303385543078182,-0.0020120751570457257,0.00030784294828772873,0.03152508595547171,-0.013210224227662383
train,yT,200000,0.1785103114700015,0.10242898507595062,200000,0.19683235491252352,0.09701541861347854,-0.01832204344252203,0.005413566462472083,0.093084510677448,-0.05580109368017473
validation,all,50000,0.11767193806450346,0.06783963556713528,50000,0.15343097080932674,0.08474295776255097,-0.03575903274482328,-0.016903322195415696,0.23306267669558126,0.19946580390524787
validation,delta_yF,50000,0.13445246832962643,0.08551762969970703,50000,0.2348273931989178,0.13929824027061463,-0.10037492486929137,-0.053780610570907605,0.42744129422867494,0.38608248364392855
validation,delta_yN,50000,0.08510127762957197,0.048442584686279294,50000,0.14485964072161486,0.07907700442969799,-0.059758363092042896,-0.030634419743418698,0.4125259650953021,0.3873998511242758
validation,delta_yT,50000,0.2031684854294083,0.13290757873535156,50000,0.33905692390213377,0.2059061907172203,-0.13588843847272547,-0.07299861198186874,0.4007835525339357,0.3545236387871447
validation,sigma_F,50000,0.046160926850507523,0.02015627908706665,50000,0.046160934817040915,0.020156282967872606,-7.966533391301489e-09,-3.880805954370459e-09,1.7258171704877473e-07,1.925357944496082e-07
validation,sigma_N,50000,0.09778473486196368,0.03993899398803711,50000,0.09778474634477767,0.03993899047324654,-1.1482813991325891e-08,3.5147905697030524e-09,1.1742950123160131e-07,-8.80039912891004e-08
validation,sigma_T,50000,0.08552948353580578,0.044099082489013675,50000,0.08552947711083894,0.044099118282796834,6.424966836338086e-09,-3.5793783159654424e-08,-7.511991249533625e-08,8.116666399114301e-07
validation,yF,50000,0.1337902035763383,0.07724076446533203,50000,0.13813548943077808,0.07632434597074986,-0.004345285854439773,0.0009164184945821691,0.03145669423799498,-0.012006896134208245
validation,yN,50000,0.08302905797164627,0.04417627979278564,50000,0.08551489759301584,0.04391207617878914,-0.0024858396213695705,0.000264203613996504,0.02906908259658132,-0.006016650474935237
validation,yT,50000,0.19003080439566292,0.11807752716064453,50000,0.20900923416482275,0.11397437057197093,-0.018978429769159838,0.004103156588673593,0.09080187219954897,-0.03600069531494003
