policy_version,policy_name,target_event,rollout_horizon_months,calibration_split,selection_objective,fbeta_beta,min_recall,min_precision,score_column,selected_threshold,constraint_satisfied,calibration_rows,calibration_positive_rows,calibration_positive_rate,calibration_predicted_positive_rows,calibration_predicted_positive_rate,calibration_tn,calibration_fp,calibration_fn,calibration_tp,calibration_precision,calibration_recall,calibration_specificity,calibration_f1,calibration_macro_f1,calibration_fbeta,calibration_balanced_accuracy,calibration_mcc,calibration_gmean_pr,calibration_pr_distance
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,bloom_h,1,validation,balanced_accuracy,2.0,,,rollout_probability_bloom_calibrated,0.15384615384615385,True,14212,1841,0.12953841823810863,3471,0.24423022797635802,10361,2010,380,1461,0.4209161624891962,0.7935904399782727,0.8375232398350982,0.5500753012048193,0.7233329084771067,0.6742039686202123,0.8155568399066855,0.4932728660772488,0.5779576477422609,0.6147706867886611
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,bloom_h,1,validation,closest_pr,2.0,,,rollout_probability_bloom_calibrated,0.2926829268292683,True,14212,1841,0.12953841823810863,2061,0.14501829439909936,11477,894,674,1167,0.5662299854439592,0.6338946224877784,0.9277342171206855,0.5981547924141466,0.7671061051215174,0.6190981432360743,0.7808144198042319,0.5355915198071844,0.5991077890198547,0.5676174530185926
pipe_grud_rollout_alert_policy_2b_v0,f1,bloom_h,1,validation,f1,2.0,,,rollout_probability_bloom_calibrated,0.3489795918367347,True,14212,1841,0.12953841823810863,2020,0.14213340838727836,11506,865,686,1155,0.5717821782178217,0.6273764258555133,0.9300784091827662,0.5982905982905983,0.7675734227458365,0.6154092071611253,0.7787274175191398,0.5360753312408886,0.598934603557164,0.5676432250102922
pipe_grud_rollout_alert_policy_2b_v0,fbeta,bloom_h,1,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.15384615384615385,True,14212,1841,0.12953841823810863,3471,0.24423022797635802,10361,2010,380,1461,0.4209161624891962,0.7935904399782727,0.8375232398350982,0.5500753012048193,0.7233329084771067,0.6742039686202123,0.8155568399066855,0.4932728660772488,0.5779576477422609,0.6147706867886611
pipe_grud_rollout_alert_policy_2b_v0,fixed,bloom_h,1,validation,fixed,2.0,,,probability_bloom_mean,0.3,True,14212,1841,0.12953841823810863,1602,0.112721643681396,11770,601,840,1001,0.6248439450686641,0.5437262357414449,0.951418640368604,0.5814696485623003,0.7618929044220573,0.5582199420031229,0.7475724380550244,0.525742139007049,0.5828756695711521,0.5907011202819198
pipe_grud_rollout_alert_policy_2b_v0,gmean_pr,bloom_h,1,validation,gmean_pr,2.0,,,rollout_probability_bloom_calibrated,0.2926829268292683,True,14212,1841,0.12953841823810863,2061,0.14501829439909936,11477,894,674,1167,0.5662299854439592,0.6338946224877784,0.9277342171206855,0.5981547924141466,0.7671061051215174,0.6190981432360743,0.7808144198042319,0.5355915198071844,0.5991077890198547,0.5676174530185926
pipe_grud_rollout_alert_policy_2b_v0,mcc,bloom_h,1,validation,mcc,2.0,,,rollout_probability_bloom_calibrated,0.3489795918367347,True,14212,1841,0.12953841823810863,2020,0.14213340838727836,11506,865,686,1155,0.5717821782178217,0.6273764258555133,0.9300784091827662,0.5982905982905983,0.7675734227458365,0.6154092071611253,0.7787274175191398,0.5360753312408886,0.598934603557164,0.5676432250102922
pipe_grud_rollout_alert_policy_2b_v0,balanced_accuracy,bloom_h,2,validation,balanced_accuracy,2.0,,,rollout_probability_bloom_calibrated,0.16494845360824742,True,14325,1892,0.13207678883071552,3976,0.2775567190226876,9963,2470,386,1506,0.37877263581488935,0.7959830866807611,0.8013351564385104,0.5132924335378323,0.6939651527710231,0.6522869022869023,0.7986591215596357,0.4516291138730157,0.5490870712429345,0.6538702768383726
pipe_grud_rollout_alert_policy_2b_v0,closest_pr,bloom_h,2,validation,closest_pr,2.0,,,rollout_probability_bloom_calibrated,0.2631578947368421,True,14325,1892,0.13207678883071552,2523,0.1761256544502618,11137,1296,665,1227,0.4863258026159334,0.6485200845665962,0.8957612804632832,0.5558323895809739,0.7374581795233114,0.6079674957883263,0.7721406825149397,0.4837662514111374,0.5615977658782154,0.6224141001063823
pipe_grud_rollout_alert_policy_2b_v0,f1,bloom_h,2,validation,f1,2.0,,,rollout_probability_bloom_calibrated,0.2835820895522388,True,14325,1892,0.13207678883071552,2345,0.1636998254799302,11268,1165,712,1180,0.5031982942430704,0.6236786469344608,0.90629775597201,0.5569978758555582,0.7400563049043899,0.5951780490265308,0.7649882014532354,0.4849592344597196,0.5602089175417032,0.6232412820217167
pipe_grud_rollout_alert_policy_2b_v0,fbeta,bloom_h,2,validation,fbeta,2.0,,,rollout_probability_bloom_calibrated,0.16494845360824742,True,14325,1892,0.13207678883071552,3976,0.2775567190226876,9963,2470,386,1506,0.37877263581488935,0.7959830866807611,0.8013351564385104,0.5132924335378323,0.6939651527710231,0.6522869022869023,0.7986591215596357,0.4516291138730157,0.5490870712429345,0.6538702768383726
pipe_grud_rollout_alert_policy_2b_v0,fixed,bloom_h,2,validation,fixed,2.0,,,probability_bloom_mean,0.3180428134556575,True,14325,1892,0.13207678883071552,866,0.06045375218150087,12202,231,1257,635,0.733256351039261,0.3356236786469345,0.9814204134159092,0.4604786076867295,0.701504559520794,0.37645245435143465,0.6585220460314218,0.45040463911896134,0.49608284986181966,0.7159246263647604
