record_type,profile,selected,best_epoch,probabilistic_validation_loss,epochs_ran,time_role,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
profile_selection,v2_primary,True,28,-1.8482420819950856,38,model_selection,all,1016,,,,,
profile_selection,legacy_diagnostic,False,20,-1.368393063545227,20,model_selection,all,1016,,,,,
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,all,7909,0.13166450914020456,0.08713166568113168,-1.617536899923945,0.9088801786993721,0.41977490767974945
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,yN,7909,0.12956152292466075,0.08997736520992698,-1.5509974544427234,0.8973321532431408,0.4119349253103787
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,yF,7909,0.16010749768736574,0.10811028822376628,-1.342224310164597,0.894297635605007,0.51035091985205
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,yT,7909,0.18678876809038336,0.12515384217311826,-1.248667401660934,0.8926539385510178,0.5929472379820705
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,sigma_N,7909,0.07943727236918188,0.04253815561589497,-2.0566866656805143,0.9353900619547351,0.24599312861750408
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,sigma_F,7909,0.06263350746386304,0.040406420041252014,-2.2821579066310433,0.8980907826526742,0.1986605057841171
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,sigma_T,7909,0.09188819020788165,0.05097055224164094,-1.920078483540063,0.9643444177519281,0.29753828754104306
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,delta_yN,7909,0.1293873097506719,0.09282410896929255,-1.5548336556232418,0.899608041471741,0.4119296110690748
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,delta_yF,7909,0.15822872795131274,0.10911498707033225,-1.3550784537517582,0.9065621443924643,0.5158560744789732
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,training,delta_yT,7909,0.18694778581651972,0.1250892715849607,-1.2471077678206295,0.8916424326716399,0.5927634784825337
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,all,1016,0.12961834987099974,0.08670032535429494,-1.5745139868762132,0.9168853893263341,0.42309896130365754
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,yN,1016,0.1262795651468379,0.09018720792034479,-1.5732706625630537,0.90748031496063,0.41679938008466105
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,yF,1016,0.13466110799686593,0.09952492976751853,-1.4925890945074127,0.9291338582677166,0.5131765650951956
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,yT,1016,0.18514029914088248,0.1259680545236182,-1.2107070562407727,0.8858267716535433,0.5943299841693067
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,sigma_N,1016,0.11827406482987722,0.054913211056566616,-1.4525669127937377,0.9183070866141733,0.25326231708676794
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,sigma_F,1016,0.061654035109755784,0.04228223965862605,-2.288880355714813,0.9212598425196851,0.201610182213971
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,sigma_T,1016,0.0946688429351762,0.049746633514644596,-1.8724684827909694,0.9586614173228346,0.2986344765490434
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,delta_yN,1016,0.1258979258081337,0.09124292163398322,-1.577154384823296,0.9104330708661418,0.4184247114526944
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,delta_yF,1016,0.1359457815318024,0.10182800818616011,-1.484831442044476,0.937007874015748,0.5191982900063823
selected_profile_metric,v2_primary,True,28,-1.8482420819950856,38,model_selection,delta_yT,1016,0.18404352633966595,0.12460972192719227,-1.218157490407388,0.8838582677165354,0.5924547450748954
