model_id,base_seed,predictor,coefficient_log_odds,odds_ratio,standardization,rows,eligible_rows,noneligible_rows,iterations,converged,ridge_penalty,log_loss,brier,roc_auc_descriptive
P1,20260613,origin_delta_yF,-0.006340090800268448,0.9936799651674726,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_delta_yN,-0.05233245670887971,0.9490133085498168,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_delta_yT,-0.03781264009347226,0.9628933315962831,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_sigma_F,-0.16574371822553546,0.8472633445208734,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_sigma_N,0.11994376692031601,1.1274334507417063,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_sigma_T,0.23406678519142823,1.2637288877652424,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_yF,0.043590540711342385,1.0445545647440524,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_yN,0.00585535129545578,1.0058725273724765,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_yT,-0.39128834385309225,0.6761851540940989,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,origin_year,0.0643888127508561,1.0665069896736281,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260613,precursor_coverage_fraction,-0.18735966454034983,0.8291454685266123,one_population_sd,9413,8925,488,7,True,0.001,0.20048084255192652,0.04881348925791811,0.6006424209027873
P1,20260614,historical_bloom_presence,-0.10019403427132169,0.9046618655990317,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,intercept,2.9713357942473553,19.517974188010246,none,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,log1p_series_length_months,0.11036416572650135,1.116684654700907,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,model_selection_role,-0.015113869394684223,0.9849997718891599,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,month_cos,-0.15868185370621352,0.8532677797728229,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,month_sin,0.08117001440816439,1.0845552709156747,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_delta_yF,-0.01167446375649454,0.9883934183762109,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_delta_yN,-0.05172254158637074,0.9495923026688494,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_delta_yT,-0.03855448538176967,0.9621792786062758,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_sigma_F,-0.15633537338629622,0.8552723066974304,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_sigma_N,0.11824371587752852,1.1255183846443966,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_sigma_T,0.23321850662217639,1.262657348178695,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
P1,20260614,origin_yF,0.041267373564616565,1.042130706500348,one_population_sd,9413,8925,488,7,True,0.001,0.2005268128166542,0.04882120439334523,0.6000838040134087
