profile,epoch,training_loss,probabilistic_validation_loss,best_probabilistic_validation_loss,best_epoch,epochs_without_improvement,batch_order_sha256
v2_primary,1,0.017064960340676408,-0.18640840816216206,-0.18640840816216206,1,0,779ec0be8e3d43f23b4813c6cd59197163039f1ae32e6226b576f1988a1c9c0e
v2_primary,2,-0.6961027278296036,-1.0196073684166735,-1.0196073684166735,2,0,f5411bca2e7a8895d5a2373ae25a523fb89b4e9588a02241742fcd720e022f3b
v2_primary,3,-1.1689542247697697,-1.2646477325694767,-1.2646477325694767,3,0,081270c50e41f1dd953557444a315621c9cdea26515cfd09b332040f0ae4d917
v2_primary,4,-1.2964129208131752,-1.3101653433221532,-1.3101653433221532,4,0,3ebba085880f287a6ce654b7985eaa285b661688580251761bd3cbf0085e01a6
v2_primary,5,-1.3602728552636825,-1.3495302754124319,-1.3495302754124319,5,0,9fddaffe3c9ff90ff07b53427edaff2fd808eb096dddb5e10673d4decdde29bd
v2_primary,6,-1.4045168473395284,-1.3973219394683838,-1.3973219394683838,6,0,f65ab4386ce1430de9ca9ac09c7c4ab9a73e21d50c9ff47947cbf6a5135a40db
v2_primary,7,-1.4455148610925235,-1.4196641876941591,-1.4196641876941591,7,0,591cf88eaf420c8e2775f5fe2ba1a22d1cd3d20d63a6156ff0f9efe0bbb76a63
v2_primary,8,-1.4848532499593585,-1.4869033342271338,-1.4869033342271338,8,0,bd1c66f993c856545eb71d0233578caf44bebaa14f28b0133f51a0ea3d5e7f95
v2_primary,9,-1.5289428868054409,-1.5273512273322878,-1.5273512273322878,9,0,6545b09b05f7795efcee981a1c18dbd1e54ecf7866051c195d51c25c92ff7fad
v2_primary,10,-1.5705249701729163,-1.5497002535917628,-1.5497002535917628,10,0,5fd0e94b6585580f41851509bcc6c622177ef5945334b81b8a7c0794344f5eff
v2_primary,11,-1.6047434966442693,-1.6016821204208014,-1.6016821204208014,11,0,291ed1896f5669efa6916450d1ce99c7c8b717fc1f377a3d31348bafc4f0524f
v2_primary,12,-1.641368063998322,-1.6343652676409623,-1.6343652676409623,12,0,f614759af7a81009d6b1aa262f8e2dfdc2ec824d372ce9c158e7b536c2c99ca4
