target,blend_weight,validation_rows,validation_mae,validation_rmse,selection_metric,selection_objective
delta_yF,0.0,22087,0.05795078758591734,0.14990199007073307,balanced,1.6034710544878648
delta_yF,0.1,22087,0.05494380872689049,0.1402640314566384,balanced,1.5092544055607309
delta_yF,0.2,22087,0.05204497473050024,0.130988111522247,balanced,1.4185175110401262
delta_yF,0.35,22087,0.047999464553948386,0.11793914698425915,balanced,1.291273418005433
delta_yF,0.5,22087,0.04452781752375958,0.10626623299549849,balanced,1.1792660115446392
delta_yF,0.65,22087,0.041921866637959763,0.09647017320455657,balanced,1.089065296128922
delta_yF,0.8,22087,0.04052504253089523,0.08917167814239366,balanced,1.0285886381702762
delta_yF,0.9,22087,0.040488839953666894,0.08601706615830862,balanced,1.0094575909959012
delta_yF,1.0,22087,0.04108219290943313,0.08442024191862584,balanced,1.0073273642372222
delta_yN,0.0,22087,0.0415899370257126,0.12002908900066687,balanced,1.8335021566200358
delta_yN,0.1,22087,0.0387330594173503,0.11149489716583989,balanced,1.7052541940645207
delta_yN,0.2,22087,0.0359741103917923,0.10325632131805962,balanced,1.5814268482496825
delta_yN,0.35,22087,0.03205273305705379,0.09162655205684628,balanced,1.4060637802199822
delta_yN,0.5,22087,0.028529881829235746,0.08120277018354051,balanced,1.2487142365976682
delta_yN,0.65,22087,0.025648634800328262,0.07250698546505226,balanced,1.1186655702908181
delta_yN,0.8,22087,0.02398521766756726,0.06622343762569628,balanced,1.0335307604987665
delta_yN,0.9,22087,0.023679846273410066,0.0637391545736883,balanced,1.0073100401073227
delta_yN,1.0,22087,0.02392618300586935,0.06282071074347761,balanced,1.0052014005837506
delta_yT,0.0,22087,0.28917051291041534,0.46575587562889964,balanced,1.8459611640397688
delta_yT,0.1,22087,0.27041845666648157,0.43285437177982505,balanced,1.7206207917785161
delta_yT,0.2,22087,0.2521331561892495,0.4010250614393417,balanced,1.5989290249188608
delta_yT,0.35,22087,0.22595077502904,0.355918611221827,balanced,1.425660833980906
delta_yT,0.5,22087,0.20212364706278724,0.3151802769359617,balanced,1.2686274870482293
delta_yT,0.65,22087,0.18228588932403678,0.2807182950672803,balanced,1.1367493828201871
delta_yT,0.8,22087,0.16900942055405188,0.25508921107911836,balanced,1.0431333168824124
delta_yT,0.9,22087,0.1655288359845441,0.2443265222865867,balanced,1.0101475669021482
delta_yT,1.0,22087,0.16664278423575132,0.23946651727680504,balanced,1.0033648163009836
sigma_F,0.0,22087,0.014611832157614633,0.048925152947599373,balanced,1.0034677519724973
sigma_F,0.1,22087,0.014885649095164726,0.04876730713971724,balanced,1.0112131274796048
sigma_F,0.2,22087,0.015189454668530108,0.048658557443299236,balanced,1.0204899064395638
sigma_F,0.35,22087,0.01569805005690519,0.0485881695063083,balanced,1.0371691204625733
sigma_F,0.5,22087,0.016271881537541714,0.04862943587207904,balanced,1.0572296246383206
sigma_F,0.65,22087,0.016901134413764386,0.04878207668992476,balanced,1.0803326915725155
sigma_F,0.8,22087,0.017566838594561776,0.04904504951671419,balanced,1.105818459351983
sigma_F,0.9,22087,0.01803007381468743,0.04928081811726608,balanced,1.1240960264057387
sigma_F,1.0,22087,0.018508839910564803,0.049564165947634936,balanced,1.1433946595032054
