record_type,hypothesis_id,hypothesis_family,analysis_role,model_id,surface_id,endpoint,horizon_months,model_seed,seed_slot,nominal_coverage,attempted_row_count,paired_row_count,mean_winkler_delta_after_minus_before,q_c,effect_estimate,ci_lower,ci_upper,p_value,holm_family_size,status,unavailable_reason
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.90000000000000002,4488,609,0.051071808239298556,2.1190836361764149,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.94999999999999996,4488,609,0.037125655035350473,2.3102551718769142,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.80000000000000004,4488,609,-0.0087861644325930664,1.2144346089414617,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.90000000000000002,4488,609,0.012191394149111927,1.7475594124527825,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.94999999999999996,4488,609,0.006693118139288105,2.0044699441303457,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.80000000000000004,4488,609,0.0093152715168308819,1.3502679541729647,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.90000000000000002,4488,609,0.033278769550428043,1.8598396944210767,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.94999999999999996,4488,609,0.035050500647157104,2.134081499065422,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.80000000000000004,4488,609,0.012320371963484294,1.3800327899158229,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.90000000000000002,4488,609,0.018673087742908222,1.9480802282127099,,,,,0,available,
descriptive_locked_q_group,,,descriptive,A1,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.94999999999999996,4488,609,0.017457279527362712,2.1927511460509548,,,,,0,available,
confirmatory_hypothesis,H_E_uncertainty_before_vs_after_recalibration,E,confirmatory,P1,closure_v1_wqp_adaptive_no_current_chla,yN;yF;yT,,,,0.90000000000000002,201960,0,,,,,,,1,not_estimable_model_unavailable,P1_model_unavailable_no_substitution
