model_id,surface_id,endpoint,horizon_months,model_seed,seed_slot,nominal_coverage,interval_version,attempted_row_count,success_row_count,interval_row_count,input_ineligible_row_count,target_unavailable_row_count,model_unavailable_row_count,numerical_failure_row_count,infrastructure_failure_row_count,location_count,empirical_coverage,absolute_coverage_error,mean_interval_width,median_interval_width,winkler_interval_score,brier_score,status,calibration_verdict
A0,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.82362204724409449,0.023622047244094446,0.82173462371665806,0.77915770490574165,1.1116638695302858,0.1226162694764239,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.82362204724409449,0.023622047244094446,0.82641438236743836,0.78359498904178415,1.112472716929239,0.1226162694764239,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.8929133858267716,0.0070866141732284227,1.054684971367162,1.0000380876884756,1.3265801737867335,0.1226162694764239,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.91181102362204725,0.011811023622047223,1.1594328784235231,1.0993586426464421,1.3342048763090395,0.1226162694764239,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.93700787401574803,0.012992125984251923,1.2567346571417946,1.1916188789822009,1.472177207525599,0.1226162694764239,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.97165354330708664,0.021653543307086687,1.3998646067504994,1.3273327698439379,1.4985708871224652,0.1226162694764239,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.80157480314960627,0.0015748031496062298,0.77026943734544917,0.74094531232759353,1.1344952795760528,0.11473262932324235,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.81417322834645667,0.014173228346456623,0.80306636670312248,0.77249366396679919,1.1374778041369986,0.11473262932324235,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.8582677165354331,0.041732283464566922,0.9886301197791626,0.95099301278354931,1.3704951532699625,0.11473262932324235,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.91496062992125982,0.014960629921259794,1.1737910987369637,1.1291049210757671,1.3518853941812117,0.11473262932324235,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.91496062992125982,0.03503937007874014,1.1780254467930509,1.1331780676798098,1.527479020756968,0.11473262932324235,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.97165354330708664,0.021653543307086687,1.4403239254396258,1.3854908542984972,1.5146042388445244,0.11473262932324235,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.78582677165354331,0.014173228346456734,0.80481711226959984,0.79397728819110414,1.1519552451283515,0.1223650705465327,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.82362204724409449,0.023622047244094446,0.88957247625531333,0.87759110930787565,1.1592769988082179,0.1223650705465327,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.86456692913385824,0.03543307086614178,1.032971580497196,1.0190588169140524,1.3595543523508893,0.1223650705465327,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.91181102362204725,0.011811023622047223,1.1934940957428237,1.1774193057820437,1.3466815626646833,0.1223650705465327,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.9228346456692913,0.027165354330708658,1.2308615561010354,1.2142834757773047,1.4789475866199877,0.1223650705465327,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.96377952755905516,0.013779527559055205,1.3960609339966212,1.3772578361291961,1.472934094114505,0.1223650705465327,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260613,20260613,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.80787401574803153,0.0078740157480314821,0.80760563489595949,0.8009780535159523,1.100963309037603,0.11029638256192818,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260613,20260613,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.8409448818897638,0.040944881889763751,0.88982395591331298,0.88252165336999888,1.1155520134613441,0.11029638256192818,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260613,20260613,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.88661417322834646,0.013385826771653564,1.0365506105410276,1.0280442019314073,1.2996920330883504,0.11029638256192818,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260613,20260613,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.93070866141732278,0.030708661417322758,1.2097939202305372,1.1998657977498182,1.3226852366079895,0.11029638256192818,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260613,20260613,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.94173228346456694,0.0082677165354330118,1.2351262334380082,1.2249902224036786,1.430321415244495,0.11029638256192818,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260613,20260613,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.96535433070866139,0.015354330708661434,1.3901700147593588,1.3787616435113665,1.4518803380359926,0.11029638256192818,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260614,20260614,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.80472440944881884,0.0047244094488188004,0.830593425092924,0.83400044313300414,1.1030040114966142,0.10940915337824708,available,calibrated
