model_id,surface_id,endpoint,horizon_months,model_seed,seed_slot,nominal_coverage,interval_version,attempted_row_count,success_row_count,interval_row_count,input_ineligible_row_count,target_unavailable_row_count,model_unavailable_row_count,numerical_failure_row_count,infrastructure_failure_row_count,location_count,empirical_coverage,absolute_coverage_error,mean_interval_width,median_interval_width,winkler_interval_score,brier_score,status,calibration_verdict
A0,closure_v1_primary,target_risk_chla_h,1,20260614,20260614,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.85984251968503933,0.059842519685039286,0.96235914200485673,0.96630665092894885,1.1312612954086103,0.10940915337824708,available,not_uniformly_calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260614,20260614,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.8929133858267716,0.0070866141732284227,1.0660551198387151,1.0704279801519352,1.2852455790992312,0.10940915337824708,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260614,20260614,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.94645669291338586,0.046456692913385833,1.2649627119345745,1.2701514729449426,1.3342494744665589,0.10940915337824708,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260614,20260614,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.94960629921259843,0.00039370078740152969,1.2702830246913253,1.2754936091365932,1.4035331628545711,0.10940915337824708,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,1,20260614,20260614,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.97637795275590555,0.026377952755905598,1.3966472555221847,1.4023761744510339,1.4327005563288362,0.10940915337824708,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,1729,1729,0.80000000000000004,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.80000000000000004,0,0.82510791070490741,0.80580474202934504,1.0965944004516419,0.12806386636172321,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,1729,1729,0.80000000000000004,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.8256,0.025599999999999956,0.86930358927228335,0.84896647506420497,1.1014982643736766,0.12806386636172321,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,1729,1729,0.90000000000000002,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.89280000000000004,0.0071999999999999842,1.059014538344057,1.0342391895705081,1.2780806265649338,0.12806386636172321,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,1729,1729,0.90000000000000002,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.91039999999999999,0.010399999999999965,1.138755401592866,1.1121145376380224,1.2827437382434854,0.12806386636172321,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,1729,1729,0.94999999999999996,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.95040000000000002,0.00040000000000006697,1.2618936543950001,1.2323720054744385,1.3830538031665927,0.12806386636172321,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,1729,1729,0.94999999999999996,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.95840000000000003,0.0084000000000000741,1.2924966161990541,1.2622590195509147,1.3874663357550701,0.12806386636172321,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,314159,314159,0.80000000000000004,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.77600000000000002,0.024000000000000021,0.7754991114256754,0.76989978362431266,1.1436059475343661,0.11761067600492545,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,314159,314159,0.80000000000000004,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.82879999999999998,0.028799999999999937,0.88915244601728172,0.88273250828004635,1.1533289632134969,0.11761067600492545,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,314159,314159,0.90000000000000002,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.85919999999999996,0.040800000000000058,0.99534233379372639,0.98815567436449925,1.3641349196247317,0.11761067600492545,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,314159,314159,0.90000000000000002,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.91520000000000001,0.015199999999999991,1.2156667205320104,1.2068892553290489,1.3445857439396822,0.11761067600492545,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,314159,314159,0.94999999999999996,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.90720000000000001,0.042799999999999949,1.1860235431035733,1.1774601102122553,1.4941294436188257,0.11761067600492545,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,314159,314159,0.94999999999999996,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.96960000000000002,0.019600000000000062,1.4075466586776948,1.3973837648438643,1.4574620303646,0.11761067600492545,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260612,20260612,0.80000000000000004,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.80159999999999998,0.0015999999999999348,0.83531245274025856,0.81337245985578766,1.1603068557467533,0.12301691404429524,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260612,20260612,0.80000000000000004,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.81599999999999995,0.015999999999999903,0.86881850444379582,0.84599845460153555,1.1632563199961081,0.12301691404429524,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260612,20260612,0.90000000000000002,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.87839999999999996,0.021600000000000064,1.0721119262522003,1.0439522502457372,1.3680137098886993,0.12301691404429524,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260612,20260612,0.90000000000000002,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.90880000000000005,0.00880000000000003,1.2089114703372765,1.1771586705673891,1.3672722783512492,0.12301691404429524,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260612,20260612,0.94999999999999996,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.93440000000000001,0.015599999999999947,1.2775001546761762,1.2439458311274751,1.4911934136389546,0.12301691404429524,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260612,20260612,0.94999999999999996,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.96479999999999999,0.014800000000000035,1.4035687964791974,1.3667032028841331,1.4901280541463584,0.12301691404429524,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260613,20260613,0.80000000000000004,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.80000000000000004,0,0.81518701177361741,0.82126350524973046,1.1082674038827394,0.11073800301196028,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260613,20260613,0.80000000000000004,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.83199999999999996,0.031999999999999917,0.89510639033645822,0.90177861163384221,1.1180106171310393,0.11073800301196028,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260613,20260613,0.90000000000000002,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.88639999999999997,0.013600000000000056,1.0462812024186963,1.0540802973611492,1.2837536347445879,0.11073800301196028,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260613,20260613,0.90000000000000002,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.94879999999999998,0.048799999999999955,1.2644376571099227,1.2738629142146249,1.3218297061523558,0.11073800301196028,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260613,20260613,0.94999999999999996,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.94240000000000002,0.0075999999999999401,1.2467209488072017,1.2560141436232943,1.3798195978711905,0.11073800301196028,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260613,20260613,0.94999999999999996,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.9728,0.022800000000000042,1.3465063940064752,1.3565434004854218,1.3929911477626,0.11073800301196028,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260614,20260614,0.80000000000000004,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.78720000000000001,0.012800000000000034,0.81608008194103965,0.82245711477313699,1.1131092898198494,0.11135578055646628,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260614,20260614,0.80000000000000004,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.83840000000000003,0.03839999999999999,0.92960949902037904,0.93687367618566708,1.1274945614588445,0.11135578055646628,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260614,20260614,0.90000000000000002,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.88959999999999995,0.010400000000000076,1.0474274455691874,1.0556122785989892,1.2863317171351667,0.11135578055646628,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260614,20260614,0.90000000000000002,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.94720000000000004,0.04720000000000002,1.2611575664497847,1.2710125345903733,1.3306271886537733,0.11135578055646628,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260614,20260614,0.94999999999999996,raw_gaussian,4488,625,625,233,3630,0,0,0,33,0.9456,0.0043999999999999595,1.248086781763811,1.2578396118606854,1.4005091753189571,0.11135578055646628,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,2,20260614,20260614,0.94999999999999996,locked_conformal,4488,625,625,233,3630,0,0,0,33,0.97599999999999998,0.026000000000000023,1.389689974257734,1.4005493234666981,1.4344541943003959,0.11135578055646628,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,1729,1729,0.80000000000000004,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.79802955665024633,0.0019704433497537144,0.83891846481938837,0.81493008536273226,1.1436701539828922,0.1265934054425184,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,1729,1729,0.80000000000000004,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.82101806239737274,0.021018062397372694,0.89206247684459383,0.86655447566095112,1.1487061297033638,0.1265934054425184,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,1729,1729,0.90000000000000002,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.88669950738916259,0.013300492610837433,1.0767401926494773,1.045951440940371,1.3415258195851296,0.1265934054425184,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,1729,1729,0.90000000000000002,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.91954022988505746,0.019540229885057436,1.2504304765176242,1.2146751534287112,1.3549436743660146,0.1265934054425184,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,1729,1729,0.94999999999999996,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.93267651888341541,0.017323481116584549,1.2830150742415918,1.2463280137700559,1.4459353169199136,0.1265934054425184,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,1729,1729,0.94999999999999996,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.96715927750410513,0.017159277504105175,1.3992739644857002,1.3592625495132939,1.4471641506309343,0.1265934054425184,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.80000000000000004,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.80623973727422005,0.006239737274220003,0.80693220098618856,0.79736166851419721,1.1362955058865094,0.11117042405963141,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.80000000000000004,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.83908045977011492,0.039080459770114873,0.88586390821813887,0.87535721473260808,1.14895376960755,0.11117042405963141,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.90000000000000002,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.87356321839080464,0.026436781609195381,1.0356862674753406,1.0234026220320753,1.3551085682449553,0.11117042405963141,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.90000000000000002,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.93103448275862066,0.031034482758620641,1.2895859845415785,1.2742909888462819,1.364012497054029,0.11117042405963141,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.94999999999999996,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.91461412151067323,0.035385878489326728,1.2340963051506058,1.2194594388220921,1.4684132453966285,0.11117042405963141,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,314159,314159,0.94999999999999996,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.97536945812807885,0.025369458128078892,1.4224393848545858,1.4055686957117404,1.4524940284894077,0.11117042405963141,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.80000000000000004,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.80131362889983582,0.0013136288998357726,0.85045589311550718,0.82188434208634353,1.1703595332067485,0.12318503934153051,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.80000000000000004,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.81444991789819376,0.01444991789819372,0.88824482698101515,0.85840373515494917,1.1734463392718406,0.12318503934153051,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.90000000000000002,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.87848932676518887,0.021510673234811151,1.0915483215525843,1.0548771328142852,1.3714000764202789,0.12318503934153051,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.90000000000000002,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.92939244663382592,0.029392446633825897,1.2894611668951534,1.2461409831815629,1.3892014869000009,0.12318503934153051,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.94999999999999996,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.93267651888341541,0.017323481116584549,1.300660048148667,1.2569636316288899,1.4852230974538421,0.12318503934153051,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260612,20260612,0.94999999999999996,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.97701149425287359,0.027011494252873636,1.4677981400047384,1.4184866239142022,1.5046259460911109,0.12318503934153051,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.80000000000000004,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.82430213464696223,0.024302134646962181,0.85735498036614499,0.86469781375338139,1.0968381190005141,0.10927369782507471,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.80000000000000004,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.8308702791461412,0.030870279146141155,0.88182409260628269,0.8893764921807199,1.1011796183327576,0.10927369782507471,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.90000000000000002,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.89655172413793105,0.0034482758620689724,1.1004032041745286,1.1098276287968525,1.260464335131438,0.10927369782507471,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.90000000000000002,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.95238095238095233,0.052380952380952306,1.2473016752717423,1.2579842147039271,1.2963005478084162,0.10927369782507471,available,not_uniformly_calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.94999999999999996,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.9737274220032841,0.023727422003284149,1.3112112915796743,1.3224411861624539,1.3642307496509718,0.10927369782507471,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260613,20260613,0.94999999999999996,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.98357963875205257,0.03357963875205261,1.3919530533953066,1.4038744623659198,1.4119978940496252,0.10927369782507471,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.80000000000000004,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.80295566502463056,0.0029556650246305161,0.82675145950594764,0.83142416763851146,1.1082164160814967,0.10939822902465926,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.80000000000000004,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.8423645320197044,0.04236453201970436,0.92011343701361115,0.92531381675359259,1.1228289360003594,0.10939822902465926,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.90000000000000002,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.88177339901477836,0.018226600985221664,1.0611240103927404,1.0671213663526367,1.2792794064077335,0.10939822902465926,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.90000000000000002,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.95073891625615758,0.050738916256157562,1.2748524177066847,1.2820577430696378,1.3225798039570216,0.10939822902465926,available,not_uniformly_calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.94999999999999996,raw_gaussian,4488,609,609,210,3669,0,0,0,33,0.94581280788177335,0.0041871921182266014,1.2644072453760264,1.2715535357761327,1.3701635594322505,0.10939822902465926,available,calibrated
A0,closure_v1_primary,target_risk_chla_h,3,20260614,20260614,0.94999999999999996,locked_conformal,4488,609,609,210,3669,0,0,0,33,0.98686371100164205,0.036863711001642097,1.4229583137124033,1.4310007172767787,1.4355652321432866,0.10939822902465926,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.80157480314960627,0.0015748031496062298,0.85761428248663185,0.86664140374618204,1.1498088040102643,0.11394893654093444,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.83779527559055122,0.037795275590551181,0.95968288904826415,0.96978436938396417,1.163648858281439,0.11394893654093444,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.88976377952755903,0.010236220472440993,1.1007360148431169,1.112322199546026,1.3250732243514602,0.11394893654093444,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.94330708661417317,0.043307086614173151,1.2808295318472993,1.2943113543086442,1.3622820137129572,0.11394893654093444,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.94645669291338586,0.0035433070866141003,1.3116078599511183,1.325413650547828,1.4423695235039427,0.11394893654093444,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,1729,1729,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.97480314960629921,0.024803149606299257,1.4394030164746636,1.4545539600123623,1.469013115218617,0.11394893654093444,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.81574803149606301,0.015748031496062964,0.80469561551473634,0.79775243172669008,1.0913486596694375,0.11280607782121138,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.83779527559055122,0.037795275590551181,0.85435300834885286,0.84698136391278633,1.1000292877592235,0.11280607782121138,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.8881889763779528,0.011811023622047223,1.0328156411005511,1.0239041611855737,1.2984017105556287,0.11280607782121138,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.93070866141732278,0.030708661417322758,1.2356232318615876,1.2249618600009904,1.3324508745704295,0.11280607782121138,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.94999999999999996,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.93070866141732278,0.019291338582677175,1.2306757428492134,1.2200570595839562,1.4307576559355457,0.11280607782121138,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,314159,314159,0.94999999999999996,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.9700787401574803,0.020078740157480346,1.4058904532381977,1.3937599586580223,1.4576785453135082,0.11280607782121138,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.80000000000000004,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.82204724409448815,0.022047244094488105,0.84110278559189267,0.83968951713990125,1.1172440617548767,0.10619685497834329,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.80000000000000004,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.83307086614173231,0.033070866141732269,0.86863694813591708,0.86717741522737879,1.1219448888034274,0.10619685497834329,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.90000000000000002,raw_gaussian,4488,635,635,192,3661,0,0,0,32,0.89763779527559051,0.0023622047244095112,1.0795437380093957,1.0777298275889236,1.3102993845687245,0.10619685497834329,available,calibrated
A1,closure_v1_primary,target_risk_chla_h,1,20260612,20260612,0.90000000000000002,locked_conformal,4488,635,635,192,3661,0,0,0,32,0.93228346456692912,0.032283464566929099,1.2278062295767902,1.2257432001359851,1.3327942259639227,0.10619685497834329,available,calibrated
