model_id,surface_id,endpoint,model_seed,seed_slot,nominal_coverage,breakdown_id,stratum,attempted_row_count,success_row_count,failure_row_count,location_count,empirical_coverage,absolute_coverage_error,mean_interval_width,median_interval_width,winkler_interval_score,status
A0,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,global,all,13464,1869,11595,33,0.8362760834670947,0.036276083467094655,0.94437873225816205,0.94274740893768327,1.148286764868053,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,horizon,1,4488,635,3853,32,0.83779527559055122,0.037795275590551181,0.95968288904826415,0.96978436938396417,1.163648858281439,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,horizon,2,4488,625,3863,33,0.82720000000000005,0.027200000000000002,0.92170391157792508,0.92347178997397794,1.1538235444588134,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,horizon,3,4488,609,3879,33,0.84400656814449915,0.044006568144499103,0.95169174270714907,0.95852296575374341,1.1265865734694895,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,predicted_risk_band,"[0,.25)",163,163,0,7,1,0.19999999999999996,0.86625008293201777,0.86345116045273651,0.86625008293201777,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,predicted_risk_band,"[.25,.5)",258,258,0,11,0.82558139534883723,0.025581395348837188,0.85971038729719029,0.84977177458968056,0.91650122078075369,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,predicted_risk_band,"[.5,.75)",745,745,0,26,0.68322147651006715,0.11677852348993289,0.94465401352732636,0.92997082585497126,1.3692495007610215,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,predicted_risk_band,"[.75,1]",703,703,0,19,0.96443812233285919,0.16443812233285915,0.99327534434146891,0.98631893935767323,1.06458180226469,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.80000000000000004,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,global,all,13464,1869,11595,33,0.94489031567683257,0.044890315676832548,1.2663543366437842,1.2690628702149178,1.3396872806908779,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,horizon,1,4488,635,3853,32,0.94330708661417317,0.043307086614173151,1.2808295318472993,1.2943113543086442,1.3622820137129572,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,horizon,2,4488,625,3863,33,0.94079999999999997,0.040799999999999947,1.2624373901812584,1.2648588139817174,1.3443316342275953,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,horizon,3,4488,609,3879,33,0.95073891625615758,0.050738916256157562,1.2552810075548617,1.2642913878744051,1.3113615394273834,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,predicted_risk_band,"[0,.25)",163,163,0,7,1,0.099999999999999978,1.1617177591993961,1.1626495633440046,1.1617177591993961,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,predicted_risk_band,"[.25,.5)",258,258,0,11,1,0.099999999999999978,1.1528544419886744,1.1403188835755209,1.1528544419886744,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,predicted_risk_band,"[.5,.75)",745,745,0,26,0.88322147651006711,0.016778523489932917,1.2662094320660522,1.2548344827077014,1.4085110040350628,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,predicted_risk_band,"[.75,1]",703,703,0,19,0.97724039829302989,0.077240398293029866,1.3324235953278007,1.3224728159690113,1.3765837678841393,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.90000000000000002,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,global,all,13464,1869,11595,33,0.98127340823970033,0.031273408239700373,1.4354453760531471,1.4418791974756955,1.4573291262688948,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,horizon,1,4488,635,3853,32,0.97480314960629921,0.024803149606299257,1.4394030164746636,1.4545539600123623,1.469013115218617,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,horizon,2,4488,625,3863,33,0.98399999999999999,0.03400000000000003,1.4436172711669568,1.4463862078653977,1.4650251524248936,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,horizon,3,4488,609,3879,33,0.98522167487684731,0.035221674876847353,1.4229321804639936,1.4331459573296788,1.4372480928853595,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,predicted_risk_band,"[0,.25)",163,163,0,7,1,0.050000000000000044,1.3169993697149458,1.3123074371232313,1.3169993697149458,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,predicted_risk_band,"[.25,.5)",258,258,0,11,1,0.050000000000000044,1.3070602233997801,1.3010951827716428,1.3070602233997801,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,predicted_risk_band,"[.5,.75)",745,745,0,26,0.96510067114093956,0.015100671140939603,1.4349518014249079,1.4211000857258624,1.4637258954201406,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,predicted_risk_band,"[.75,1]",703,703,0,19,0.98719772403982931,0.03719772403982935,1.5105489059475039,1.5007773753905851,1.538236002856159,available
A1,closure_v1_primary,target_risk_chla_h,1729,1729,0.94999999999999996,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,global,all,13464,1869,11595,33,0.84697699304440877,0.046976993044408721,0.90118821053831255,0.88681890020333476,1.1354732605928661,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,horizon,1,4488,635,3853,32,0.83779527559055122,0.037795275590551181,0.85435300834885286,0.84698136391278633,1.1000292877592235,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,horizon,2,4488,625,3863,33,0.84319999999999995,0.043199999999999905,0.88294148044769749,0.86922226400585956,1.1411193638306234,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,horizon,3,4488,609,3879,33,0.86042692939244658,0.060426929392446538,0.96874906389946436,0.96219706931822802,1.1666359998798361,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,predicted_risk_band,"[0,.25)",255,255,0,8,1,0.19999999999999996,0.976569388574549,0.95351516008877779,0.976569388574549,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,predicted_risk_band,"[.25,.5)",214,214,0,11,0.85514018691588789,0.055140186915887845,0.8768646682610729,0.87276142684426661,0.97315062504906258,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,predicted_risk_band,"[.5,.75)",648,648,0,24,0.66203703703703709,0.13796296296296295,0.86268231109269045,0.86282446519265332,1.3840871426495169,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,predicted_risk_band,"[.75,1]",752,752,0,18,0.9521276595744681,0.15212765957446805,0.91572924842242465,0.89682895451863165,1.0213186539417158,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.80000000000000004,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,global,all,13464,1869,11595,33,0.94435527019796683,0.044355270197966812,1.3039916429969907,1.2909305900600514,1.3770913617775522,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,horizon,1,4488,635,3853,32,0.93070866141732278,0.030708661417322758,1.2356232318615876,1.2249618600009904,1.3324508745704295,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,horizon,2,4488,625,3863,33,0.9456,0.045599999999999974,1.3258182790905255,1.3052176069778443,1.4032113487847881,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,horizon,3,4488,609,3879,33,0.95730706075533667,0.057307060755336647,1.3528788244625432,1.3437288236447176,1.3968314561897046,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,predicted_risk_band,"[0,.25)",255,255,0,8,1,0.099999999999999978,1.4187823472554124,1.38196119303972,1.4187823472554124,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,predicted_risk_band,"[.25,.5)",214,214,0,11,0.99065420560747663,0.090654205607476612,1.2660732445711869,1.2536845494953814,1.2693135331672423,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,predicted_risk_band,"[.5,.75)",648,648,0,24,0.87654320987654322,0.023456790123456805,1.2476771389261623,1.2466317376590257,1.3846581474803379,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,predicted_risk_band,"[.75,1]",752,752,0,18,0.9707446808510638,0.070744680851063779,1.3243835396926302,1.3151634136046835,1.3871046289189712,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.90000000000000002,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,global,all,13464,1869,11595,33,0.97538790797217767,0.025387907972177715,1.4497462929053482,1.4358233188225056,1.4930306883976872,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,horizon,1,4488,635,3853,32,0.9700787401574803,0.020078740157480346,1.4058904532381977,1.3937599586580223,1.4576785453135082,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,horizon,2,4488,625,3863,33,0.97440000000000004,0.024400000000000088,1.4697669950994365,1.4469296361448944,1.5239420694658554,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,horizon,3,4488,609,3879,33,0.98193760262725782,0.031937602627257866,1.4749277696169001,1.4649523083603537,1.4981686156404597,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,predicted_risk_band,"[0,.25)",255,255,0,8,1,0.050000000000000044,1.5730558571151456,1.5278918050108496,1.5730558571151456,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,predicted_risk_band,"[.25,.5)",214,214,0,11,1,0.050000000000000044,1.4129439077927224,1.4042170427936922,1.4129439077927224,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,predicted_risk_band,"[.5,.75)",648,648,0,24,0.9521604938271605,0.0021604938271605478,1.3909068949459451,1.3837439137176291,1.4464834260218311,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,predicted_risk_band,"[.75,1]",752,752,0,18,0.98005319148936165,0.030053191489361697,1.4691075979828698,1.4600994237753955,1.5287950222355398,available
A1,closure_v1_primary,target_risk_chla_h,314159,314159,0.94999999999999996,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,global,all,13464,1869,11595,33,0.82557517388978063,0.025575173889780589,0.86663027205123355,0.84418993322382274,1.1349601642809126,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,horizon,1,4488,635,3853,32,0.83307086614173231,0.033070866141732269,0.86863694813591708,0.86717741522737879,1.1219448888034274,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,horizon,2,4488,625,3863,33,0.82720000000000005,0.027200000000000002,0.87166448799264529,0.85350437867010975,1.1288318292394792,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,horizon,3,4488,609,3879,33,0.81609195402298851,0.016091954022988464,0.85937144729399817,0.79933651800162631,1.1548204423254105,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,predicted_risk_band,"[0,.25)",161,161,0,7,1,0.19999999999999996,1.0783445033103101,1.0142444765572869,1.0783445033103101,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,predicted_risk_band,"[.25,.5)",290,290,0,13,0.85862068965517246,0.05862068965517242,0.89545567005855442,0.86754697726663998,0.97150203445651584,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,predicted_risk_band,"[.5,.75)",678,678,0,24,0.65929203539823011,0.14070796460176993,0.82464892601149797,0.82047997833854769,1.3516507352376179,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,predicted_risk_band,"[.75,1]",740,740,0,18,0.927027027027027,0.12702702702702695,0.84773567199732314,0.85429976805285501,1.0128003966548262,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.80000000000000004,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,global,all,13464,1869,11595,33,0.92348849652220444,0.023488496522204416,1.2247445382634461,1.186776301700645,1.3570162012232825,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,horizon,1,4488,635,3853,32,0.93228346456692912,0.032283464566929099,1.2278062295767902,1.2257432001359851,1.3327942259639227,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,horizon,2,4488,625,3863,33,0.92320000000000002,0.023199999999999998,1.2100555616040143,1.184845470350123,1.3411147577483729,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,horizon,3,4488,609,3879,33,0.91461412151067323,0.014614121510673206,1.2366270282932843,1.1502373577516414,1.39859149918964,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,predicted_risk_band,"[0,.25)",161,161,0,7,1,0.099999999999999978,1.5220576567597135,1.4169532239691043,1.5220576567597135,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,predicted_risk_band,"[.25,.5)",290,290,0,13,0.99655172413793103,0.096551724137931005,1.2677649321552686,1.2176041269283815,1.2690495146710876,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,predicted_risk_band,"[.5,.75)",678,678,0,24,0.83923303834808261,0.060766961651917417,1.1664176052348871,1.1605852597484447,1.3717523755935288,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,predicted_risk_band,"[.75,1]",740,740,0,18,0.95540540540540542,0.055405405405405395,1.1966395845970077,1.199606516080411,1.3420804424878012,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.90000000000000002,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,global,all,13464,1869,11595,33,0.9662921348314607,0.016292134831460747,1.4005117641423999,1.3567659752078349,1.4833295168909286,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,horizon,1,4488,635,3853,32,0.97165354330708664,0.021653543307086687,1.4039986143856606,1.4016395365388854,1.4487268469185548,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,horizon,2,4488,625,3863,33,0.96799999999999997,0.018000000000000016,1.3795146062770356,1.3507740341794869,1.4688300891653827,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,horizon,3,4488,609,3879,33,0.95894909688013141,0.0089490968801314574,1.4184248573466394,1.3193349512466805,1.5342898416215087,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,predicted_risk_band,"[0,.25)",161,161,0,7,1,0.050000000000000044,1.7401282175395614,1.6175139052502416,1.7401282175395614,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,predicted_risk_band,"[.25,.5)",290,290,0,13,1,0.050000000000000044,1.4501538795679709,1.3896769846580384,1.4501538795679709,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,predicted_risk_band,"[.5,.75)",678,678,0,24,0.94542772861356927,0.0045722713864306819,1.3340103646236015,1.3277415718480012,1.3938736816906674,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,predicted_risk_band,"[.75,1]",740,740,0,18,0.96486486486486489,0.014864864864864935,1.3680975565794089,1.3701398198407069,1.522420598357151,available
A1,closure_v1_primary,target_risk_chla_h,20260612,20260612,0.94999999999999996,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,global,all,13464,1869,11595,33,0.84483681112894593,0.044836811128945886,0.90003560941659111,0.88281944569225734,1.116685843723882,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,horizon,1,4488,635,3853,32,0.83937007874015745,0.03937007874015741,0.87121535290319507,0.85526481798613108,1.0989611261428263,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,horizon,2,4488,625,3863,33,0.84960000000000002,0.049599999999999977,0.93638118007360194,0.92920847301568332,1.1406476565684596,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,horizon,3,4488,609,3879,33,0.84564860426929389,0.045648604269293847,0.8927858248933972,0.86011192964234895,1.1105759301542752,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,predicted_risk_band,"[0,.25)",171,171,0,7,1,0.19999999999999996,1.0389264427280891,1.0231931452437728,1.0389264427280891,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,predicted_risk_band,"[.25,.5)",272,272,0,16,0.90073529411764708,0.10073529411764703,0.93062943996708347,0.92445331434265909,0.98751811594344596,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,predicted_risk_band,"[.5,.75)",692,692,0,25,0.6777456647398844,0.12225433526011564,0.86231603659149381,0.85469828158073358,1.2961998030025723,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,predicted_risk_band,"[.75,1]",734,734,0,19,0.94550408719346046,0.14550408719346042,0.89190221703098815,0.88060400330349053,1.0134253801076765,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.80000000000000004,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,global,all,13464,1869,11595,33,0.9390048154093098,0.039004815409309779,1.2340260475753533,1.2103953594749921,1.3288573260060885,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,horizon,1,4488,635,3853,32,0.94173228346456694,0.041732283464566922,1.2200617762741282,1.1977244312094595,1.3171563090736187,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,horizon,2,4488,625,3863,33,0.93600000000000005,0.036000000000000032,1.252418936065925,1.2428253706105785,1.346310422967431,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,horizon,3,4488,609,3879,33,0.93924466338259438,0.039244663382594358,1.2297103775748115,1.1847058233517378,1.3231462589310137,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,predicted_risk_band,"[0,.25)",171,171,0,7,1,0.099999999999999978,1.4246669262729796,1.3896214084459915,1.4246669262729796,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,predicted_risk_band,"[.25,.5)",272,272,0,16,0.99264705882352944,0.092647058823529416,1.2769325824846045,1.2653016894159617,1.2780073811454207,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,predicted_risk_band,"[.5,.75)",692,692,0,25,0.87572254335260113,0.024277456647398887,1.1836450266289518,1.1697054665360642,1.3326143622018582,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,predicted_risk_band,"[.75,1]",734,734,0,19,0.96457765667574935,0.064577656675749329,1.2212106507664962,1.2092950631313335,1.3218380811954493,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.90000000000000002,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,global,all,13464,1869,11595,33,0.97217763509898336,0.022177635098983406,1.3901452485433157,1.36385359387334,1.4496621217624013,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,horizon,1,4488,635,3853,32,0.97480314960629921,0.024803149606299257,1.3749671488025923,1.34979373852727,1.4450601742591149,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,horizon,2,4488,625,3863,33,0.96799999999999997,0.018000000000000016,1.3852095146407455,1.3745987694935839,1.4563221221956795,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,horizon,3,4488,609,3879,33,0.9737274220032841,0.023727422003284149,1.4110367543306155,1.3593960743143501,1.4476255641167328,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,predicted_risk_band,"[0,.25)",171,171,0,7,1,0.050000000000000044,1.6034659447594271,1.5511221732849245,1.6034659447594271,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,predicted_risk_band,"[.25,.5)",272,272,0,16,1,0.050000000000000044,1.4414502698700824,1.4202248211788999,1.4414502698700824,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,predicted_risk_band,"[.5,.75)",692,692,0,25,0.95809248554913296,0.0080924855491329994,1.3340765037344797,1.3181558533781232,1.3917387337826024,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,predicted_risk_band,"[.75,1]",734,734,0,19,0.96866485013623982,0.018664850136239863,1.3742961566548673,1.3606273908866273,1.4714824956918839,available
A1,closure_v1_primary,target_risk_chla_h,20260613,20260613,0.94999999999999996,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,global,all,13464,1869,11595,33,0.83360085607276624,0.033600856072766194,0.86355155635347436,0.85739455729253988,1.1483533723140917,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,horizon,1,4488,635,3853,32,0.82204724409448815,0.022047244094488105,0.81920848723369966,0.77735563880277203,1.1443186024266212,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,horizon,2,4488,625,3863,33,0.83520000000000005,0.035200000000000009,0.85537943700291108,0.8471964243973007,1.1275858385108681,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,horizon,3,4488,609,3879,33,0.84400656814449915,0.044006568144499103,0.91817458342270142,0.90987415400439153,1.1738735488421028,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,predicted_risk_band,"[0,.25)",169,169,0,7,1,0.19999999999999996,1.0079295440024345,0.99202167168018163,1.0079295440024345,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,predicted_risk_band,"[.25,.5)",262,262,0,12,0.89694656488549618,0.096946564885496134,0.888398474945018,0.88009917081489464,0.955239882222648,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,predicted_risk_band,"[.5,.75)",624,624,0,22,0.62980769230769229,0.17019230769230775,0.82851181109173488,0.83623805020700304,1.4791423430119306,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,predicted_risk_band,"[.75,1]",814,814,0,19,0.93488943488943488,0.13488943488943483,0.85243979770441669,0.8564011514369092,0.98608684120005885,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.80000000000000004,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,global,all,13464,1869,11595,33,0.92776886035313,0.027768860353129976,1.2480818479818472,1.223871693765018,1.3623994675811655,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,horizon,1,4488,635,3853,32,0.92755905511811021,0.027559055118110187,1.2375548848223195,1.1743289810059121,1.3800848813238591,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,horizon,2,4488,625,3863,33,0.9264,0.026399999999999979,1.2119761733942931,1.2003817675954651,1.3211187390179893,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,horizon,3,4488,609,3879,33,0.92939244663382592,0.029392446633825897,1.2961125018792552,1.2843954596802283,1.3863242912681513,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,predicted_risk_band,"[0,.25)",169,169,0,7,1,0.099999999999999978,1.4566189152757629,1.4175280494502664,1.4566189152757629,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,predicted_risk_band,"[.25,.5)",262,262,0,12,1,0.099999999999999978,1.288102124285011,1.2680952333206847,1.288102124285011,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,predicted_risk_band,"[.5,.75)",624,624,0,22,0.83012820512820518,0.069871794871794846,1.1995681740096451,1.1994156652087464,1.4237394456882948,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,predicted_risk_band,"[.75,1]",814,814,0,19,0.96437346437346438,0.064373464373464362,1.2290946929383011,1.2206380714197036,1.3197295301663701,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.90000000000000002,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,global,all,13464,1869,11595,33,0.971107544141252,0.021107544141252044,1.4309365907295075,1.3969724337288778,1.4766740405075305,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,horizon,1,4488,635,3853,32,0.96850393700787396,0.018503937007874005,1.4546574826893033,1.3803399431487953,1.5195151929598087,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,horizon,2,4488,625,3863,33,0.97119999999999995,0.021199999999999997,1.3795896544041946,1.3663917692970728,1.4192112721298247,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,horizon,3,4488,609,3879,33,0.9737274220032841,0.023727422003284149,1.458898936885255,1.4457102820556662,1.4909763367782523,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,predicted_risk_band,"[0,.25)",169,169,0,7,1,0.050000000000000044,1.6696045465373357,1.6059160784240436,1.6696045465373357,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,predicted_risk_band,"[.25,.5)",262,262,0,12,1,0.050000000000000044,1.4797781061262754,1.4320517122262069,1.4797781061262754,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,predicted_risk_band,"[.5,.75)",624,624,0,22,0.94551282051282048,0.0044871794871794712,1.377262844660607,1.3659108549800854,1.4309157155769612,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,predicted_risk_band,"[.75,1]",814,814,0,19,0.97542997542997545,0.025429975429975493,1.4068101238763349,1.3967404072670284,1.4706969815954016,available
A1,closure_v1_primary,target_risk_chla_h,20260614,20260614,0.94999999999999996,predicted_risk_band,not_available,11595,0,11595,0,,,,,,insufficient_support
