reference,evaluation_cohort,evaluation_role,model_id,model_seed,seed_slot,horizon_months,attempted_row_count,ordinal_success_row_count,reference_available_row_count,evaluation_row_count,site_count,status,input_ineligible_row_count,target_unavailable_row_count,model_unavailable_row_count,numerical_failure_row_count,infrastructure_failure_row_count,not_applicable_row_count,rows,macro_f1,quadratic_weighted_kappa,ordinal_mae,severe_error_rate,recall_oligotrophic,recall_mesotrophic,recall_eutrophic,recall_hypereutrophic
future_chla_operational_proxy,location_holdout,test,A1,1729,1729,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,314159,314159,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260612,20260612,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260613,20260613,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260613,20260613,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260613,20260613,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260614,20260614,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260614,20260614,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,A1,20260614,20260614,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,1729,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,1729,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,1729,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,314159,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,314159,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,314159,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260612,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260612,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260612,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260613,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260613,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260613,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260614,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260614,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B0,1729,20260614,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,B1,1729,1729,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.35452350520792963,0.26464202142486704,0.86215235792019351,0.20918984280532044,0.55555555555555558,0.25433526011560692,0.32391304347826089,0.35999999999999999
future_chla_operational_proxy,location_holdout,test,B1,1729,1729,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.29499111051558768,0.22298272501376337,0.9825174825174825,0.26340326340326342,0.62857142857142856,0.26373626373626374,0.21166306695464362,0.24657534246575341
future_chla_operational_proxy,location_holdout,test,B1,1729,1729,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.27901654598586811,0.17762907524887939,1.0048840048840049,0.27594627594627597,0.5357142857142857,0.20967741935483872,0.24044943820224718,0.375
future_chla_operational_proxy,location_holdout,test,B1,314159,314159,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.34415087211857631,0.26592470468744978,0.92261185006045954,0.27690447400241835,0.77083333333333337,0.11560693641618497,0.32391304347826089,0.35999999999999999
future_chla_operational_proxy,location_holdout,test,B1,314159,314159,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.2826183180060739,0.22136291840869693,0.98951048951048948,0.26107226107226106,0.66428571428571426,0.27472527472527475,0.18574514038876891,0.20547945205479451
future_chla_operational_proxy,location_holdout,test,B1,314159,314159,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.28182773156655383,0.18114486492644477,0.99877899877899878,0.27350427350427353,0.5357142857142857,0.20967741935483872,0.24719101123595505,0.375
future_chla_operational_proxy,location_holdout,test,B1,20260612,20260612,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.35401070852580119,0.26899228190766789,0.85973397823458286,0.20918984280532044,0.55555555555555558,0.24855491329479767,0.33043478260869563,0.35999999999999999
future_chla_operational_proxy,location_holdout,test,B1,20260612,20260612,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.27507848458243545,0.2144976248399052,1.0011655011655012,0.26107226107226106,0.65714285714285714,0.30769230769230771,0.15334773218142547,0.20547945205479451
future_chla_operational_proxy,location_holdout,test,B1,20260612,20260612,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.2861469077570773,0.1782239318700759,0.99023199023199027,0.26739926739926739,0.5357142857142857,0.20430107526881722,0.25617977528089886,0.35416666666666669
future_chla_operational_proxy,location_holdout,test,B1,20260613,20260613,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.34674730896564104,0.25804695718638238,0.8766626360338573,0.21765417170495768,0.55555555555555558,0.24855491329479767,0.31521739130434784,0.35999999999999999
future_chla_operational_proxy,location_holdout,test,B1,20260613,20260613,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.26398430982654647,0.19753594078666425,0.98951048951048948,0.23776223776223776,0.52857142857142858,0.32967032967032966,0.16414686825053995,0.19178082191780821
future_chla_operational_proxy,location_holdout,test,B1,20260613,20260613,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.29060403985037886,0.18290990089421177,0.98168498168498164,0.26251526251526253,0.5357142857142857,0.20967741935483872,0.25842696629213485,0.35416666666666669
future_chla_operational_proxy,location_holdout,test,B1,20260614,20260614,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.35188989665773829,0.26542084101380603,0.86577992744860943,0.21644498186215236,0.56944444444444442,0.23699421965317918,0.33260869565217394,0.35999999999999999
future_chla_operational_proxy,location_holdout,test,B1,20260614,20260614,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.28544285645166201,0.21947875573950726,0.95804195804195802,0.23310023310023309,0.55000000000000004,0.30219780219780218,0.21598272138228941,0.20547945205479451
future_chla_operational_proxy,location_holdout,test,B1,20260614,20260614,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.29029673192361249,0.18805534516838152,0.98168498168498164,0.26129426129426131,0.55000000000000004,0.22043010752688172,0.24269662921348314,0.35416666666666669
future_chla_operational_proxy,location_holdout,test,B2,1729,1729,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.40213506506260582,0.60473304802329253,0.63845223700120923,0.066505441354292621,0.64583333333333337,0.26011560693641617,0.40217391304347827,0.69999999999999996
future_chla_operational_proxy,location_holdout,test,B2,1729,1729,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.43000210060023014,0.56650392319001908,0.56643356643356646,0.05944055944055944,0.34999999999999998,0.30769230769230771,0.60043196544276456,0.58904109589041098
future_chla_operational_proxy,location_holdout,test,B2,1729,1729,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.43155297733962827,0.59945745152415464,0.53235653235653235,0.057387057387057384,0.52142857142857146,0.30645161290322581,0.63595505617977532,0.375
future_chla_operational_proxy,location_holdout,test,B2,314159,314159,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.40213506506260582,0.60473304802329253,0.63845223700120923,0.066505441354292621,0.64583333333333337,0.26011560693641617,0.40217391304347827,0.69999999999999996
future_chla_operational_proxy,location_holdout,test,B2,314159,314159,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.43000210060023014,0.56650392319001908,0.56643356643356646,0.05944055944055944,0.34999999999999998,0.30769230769230771,0.60043196544276456,0.58904109589041098
future_chla_operational_proxy,location_holdout,test,B2,314159,314159,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.43155297733962827,0.59945745152415464,0.53235653235653235,0.057387057387057384,0.52142857142857146,0.30645161290322581,0.63595505617977532,0.375
future_chla_operational_proxy,location_holdout,test,B2,20260612,20260612,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.40213506506260582,0.60473304802329253,0.63845223700120923,0.066505441354292621,0.64583333333333337,0.26011560693641617,0.40217391304347827,0.69999999999999996
future_chla_operational_proxy,location_holdout,test,B2,20260612,20260612,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.43000210060023014,0.56650392319001908,0.56643356643356646,0.05944055944055944,0.34999999999999998,0.30769230769230771,0.60043196544276456,0.58904109589041098
future_chla_operational_proxy,location_holdout,test,B2,20260612,20260612,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.43155297733962827,0.59945745152415464,0.53235653235653235,0.057387057387057384,0.52142857142857146,0.30645161290322581,0.63595505617977532,0.375
future_chla_operational_proxy,location_holdout,test,B2,20260613,20260613,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.40213506506260582,0.60473304802329253,0.63845223700120923,0.066505441354292621,0.64583333333333337,0.26011560693641617,0.40217391304347827,0.69999999999999996
future_chla_operational_proxy,location_holdout,test,B2,20260613,20260613,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.43000210060023014,0.56650392319001908,0.56643356643356646,0.05944055944055944,0.34999999999999998,0.30769230769230771,0.60043196544276456,0.58904109589041098
future_chla_operational_proxy,location_holdout,test,B2,20260613,20260613,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.43155297733962827,0.59945745152415464,0.53235653235653235,0.057387057387057384,0.52142857142857146,0.30645161290322581,0.63595505617977532,0.375
future_chla_operational_proxy,location_holdout,test,B2,20260614,20260614,1,4488,827,827,827,39,available,0,3661,0,0,0,0,827,0.40213506506260582,0.60473304802329253,0.63845223700120923,0.066505441354292621,0.64583333333333337,0.26011560693641617,0.40217391304347827,0.69999999999999996
future_chla_operational_proxy,location_holdout,test,B2,20260614,20260614,2,4488,858,858,858,40,available,0,3630,0,0,0,0,858,0.43000210060023014,0.56650392319001908,0.56643356643356646,0.05944055944055944,0.34999999999999998,0.30769230769230771,0.60043196544276456,0.58904109589041098
future_chla_operational_proxy,location_holdout,test,B2,20260614,20260614,3,4488,819,819,819,45,available,0,3669,0,0,0,0,819,0.43155297733962827,0.59945745152415464,0.53235653235653235,0.057387057387057384,0.52142857142857146,0.30645161290322581,0.63595505617977532,0.375
future_chla_operational_proxy,location_holdout,test,F0,1729,1729,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,1729,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,1729,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,314159,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,314159,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,314159,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260612,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260612,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260612,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260613,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260613,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260613,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260614,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260614,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F0,1729,20260614,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,1729,1729,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,1729,1729,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,1729,1729,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,314159,314159,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,314159,314159,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,314159,314159,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260612,20260612,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260612,20260612,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260612,20260612,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260613,20260613,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260613,20260613,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260613,20260613,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260614,20260614,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260614,20260614,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,F1,20260614,20260614,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,1729,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,1729,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,1729,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,314159,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,314159,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,314159,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260612,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260612,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260612,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260613,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260613,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260613,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260614,1,4488,0,827,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260614,2,4488,0,858,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,M0,1729,20260614,3,4488,0,819,0,0,not_applicable,0,0,0,0,0,4488,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,1729,1729,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,1729,1729,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,1729,1729,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,314159,314159,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,314159,314159,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,314159,314159,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260612,20260612,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260612,20260612,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260612,20260612,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260613,20260613,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260613,20260613,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260613,20260613,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260614,20260614,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260614,20260614,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P0,20260614,20260614,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,1729,1729,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,1729,1729,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,1729,1729,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,314159,314159,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,314159,314159,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,314159,314159,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260612,20260612,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260612,20260612,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260612,20260612,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260613,20260613,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260613,20260613,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260613,20260613,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260614,20260614,1,4488,0,827,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260614,20260614,2,4488,0,858,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
future_chla_operational_proxy,location_holdout,test,P1,20260614,20260614,3,4488,0,819,0,0,model_unavailable,0,0,4488,0,0,0,0,,,,,,,,
